"last_name, first_name","resp_fielder_id","year","outs_above_average","outs_per_play","rel_league_burst_distance","rel_league_reaction_distance","rel_league_routing_distance","rel_league_bootup_distance","f_bootup_distance","n","n_outs"
"Happ, Ian","664023","2017","-1","51.6","0.3","0.6","-0.8","0.1","33.6","31","16"
"Harper, Bryce","547180","2017","-7","34","-1.2","-1","-0.5","-2.7","28.7","47","16"
"Heredia, Guillermo","628338","2017","9","55.1","1.1","0.9","-1","1","33.5","69","38"
"Hernández, Enrique","571771","2017","-2","33.3","-0.2","4","-2.5","1.3","34.9","24","8"
"Hernández, Gorkys","491676","2017","5","55.8","1.2","-1","0.6","0.8","34.2","52","29"
"Hernández, Teoscar","606192","2017","-3","36.4","-0.4","-0.1","0.2","-0.3","31.2","11","4"
"Herrera, Odúbel","546318","2017","8","61.5","0.5","1.6","-1.4","0.7","33.9","78","48"
"Heyward, Jason","518792","2017","9","56.4","1.4","1.3","-0.1","2.6","35.3","55","31"
"Hicks, Aaron","543305","2017","1","60","-0.1","-0.7","-0.2","-1","32.4","50","30"
"Hoskins, Rhys","656555","2017","-2","30","-1.8","-0.2","-1.1","-3.1","27.8","10","3"
"Hoying, Jared","592419","2017","0","50","2.1","1.6","-1.1","2.6","35.9","10","5"
"Inciarte, Ender","542255","2017","16","64.6","0.6","1.7","-1.2","1.1","34.9","113","73"
"Jackson, Austin","457706","2017","-1","37.1","0.4","0.7","-0.9","0.2","33.1","35","13"
"Jaso, John","444379","2017","-3","36","-3.1","0","-1","-4.1","28.2","25","9"
"Jay, Jon","445055","2017","-4","33.3","-0.7","-0.4","0.2","-0.8","32.4","42","14"
"Jones, Adam","430945","2017","-10","34.2","-1.9","-0.3","0","-2.3","31","76","26"
"Jones, JaCoby","592444","2017","1","57.1","-0.2","-0.1","-0.4","-0.6","33.7","28","16"
"Joyce, Matt","459964","2017","-1","45.6","0","0.3","0.2","0.6","33.3","57","26"
"Judge, Aaron","592450","2017","8","57.4","0.3","-0.7","0.3","0","32.3","68","39"
"Kemp, Matt","461314","2017","-15","21.2","-3.3","-1.6","0.2","-4.7","28","52","11"
"Kendrick, Howie","435062","2017","-3","33.3","-2.2","1.1","-0.1","-1.2","30.7","24","8"
"Kepler, Max","596146","2017","6","55.6","0","-0.9","0.8","-0.2","32.2","81","45"
"Kiermaier, Kevin","595281","2017","10","75.5","2.1","1.1","0","3.3","37.2","49","37"
"Kim, Hyun Soo","547957","2017","-3","20","-1.1","-0.9","0.4","-1.5","30.2","35","7"
"Kivlehan, Patrick","623182","2017","0","33.3","0.3","-0.2","0.3","0.3","32.5","12","4"
"Lagares, Juan","501571","2017","6","73","0.9","0.5","-0.3","1.5","34.5","37","27"
"Lind, Adam","452252","2017","-4","23.1","-6.7","-0.2","-0.6","-7.4","24.9","13","3"
"Mahtook, Mikie","543484","2017","0","40","0","-0.3","0.5","0.4","33.8","45","18"
"Mancini, Trey","641820","2017","-6","30.8","-1.8","-1.3","0.4","-2.7","29.3","39","12"
"Margot, Manuel","622534","2017","8","57.5","1.6","2","-1","2.6","36","73","42"
"Marisnick, Jake","545350","2017","4","61.3","1.8","0.3","0.3","2.4","35.6","31","19"
"Markakis, Nick","455976","2017","-4","35.8","-1.2","-0.5","-0.3","-2.1","29.7","81","29"
"Marte, Starling","516782","2017","0","47.1","-0.7","-0.5","0.2","-1","32.1","34","16"
"Martin, Leonys","547982","2017","4","61.9","1.9","2","-1.6","2.3","34.5","21","13"
"Martinez, J.D.","502110","2017","-7","27.7","-1.1","-0.8","0.4","-1.5","30.8","47","13"
"Martínez, José A.","500874","2017","-4","10.5","-1.3","0","-0.9","-2.2","29.7","19","2"
"Maybin, Cameron","457727","2017","2","51.4","0.3","0.3","0.4","1","34.3","74","38"
"Mazara, Nomar","608577","2017","-3","34.4","-1.1","0","0","-1.1","31.2","64","22"
"McCutchen, Andrew","457705","2017","-5","45.2","-0.1","-2","0.9","-1.1","32.5","84","38"
"Nava, Daniel","537953","2017","0","40.9","-0.6","0","0.8","0.2","32.1","22","9"
"Nimmo, Brandon","607043","2017","0","50","0.7","-1.3","0.3","-0.3","32.7","18","9"
"Núñez, Eduardo","456488","2017","-4","18.8","-2.3","-0.8","0","-3.1","29.1","16","3"
"Orlando, Paulo","449181","2017","0","40","0.2","0.6","-0.3","0.5","34.1","10","4"
"Osuna, José","591741","2017","-5","5.3","-1.3","0","0.1","-1.2","31.8","19","1"
"Ozuna, Marcell","542303","2017","-1","43.8","-0.3","0.5","0.1","0.3","32.6","80","35"
"Parker, Jarrett","592620","2017","-1","38.9","-0.4","-0.7","0.8","-0.3","32.4","18","7"
"Parra, Gerardo","467827","2017","3","51.3","0.6","1.8","-1","1.4","33.6","39","20"
"Pearce, Steve","456665","2017","-4","28","-1.2","0.6","-0.3","-1","31","25","7"
"Pederson, Joc","592626","2017","-5","30.8","-1","-0.7","-0.2","-2","31.2","39","12"
"Pence, Hunter","452254","2017","-2","42.9","-0.4","-0.5","0.3","-0.7","31.9","63","27"
"Peralta, David","444482","2017","-3","44","0.1","0.4","0.2","0.7","33.1","75","33"
"Perkins, Cameron","573088","2017","0","40","-0.7","0.2","-0.7","-1.2","32.4","10","4"
"Peterson, Shane","451089","2017","0","50","0.1","-0.3","0.2","0","32.4","14","7"
"Pham, Tommy","502054","2017","7","54.1","1","-0.3","-0.2","0.5","32.8","61","33"
"Phillips, Brett","621433","2017","1","58.3","-0.3","2.9","0.1","2.8","36.2","12","7"
"Pillar, Kevin","607680","2017","-1","46.8","-0.8","-0.7","0.6","-0.8","32.5","79","37"
"Pinder, Chad","640461","2017","-2","55.6","0.1","0.8","-0.6","0.3","33.8","18","10"
"Pirela, José","517369","2017","-1","43.6","1.1","1.2","-0.7","1.7","33.5","39","17"
"Piscotty, Stephen","572039","2017","0","52.8","-0.3","-1.1","0.7","-0.8","32.1","36","19"
"Polanco, Gregory","570256","2017","-1","40","0.9","0.3","0.1","1.3","33.8","45","18"
"Pollock, AJ","572041","2017","0","55.6","0","-2.1","0.6","-1.5","32.1","54","30"
"Presley, Alex","502100","2017","-2","22.7","0.1","-1.2","0.6","-0.5","30.7","22","5"
"Puig, Yasiel","624577","2017","-4","46.7","-1.3","-1.8","0.8","-2.3","30.3","75","35"
"Pérez, Hernán","541650","2017","0","50","-1.3","-0.1","0.1","-1.2","31.7","20","10"
"Rasmus, Colby","458675","2017","-2","31.6","-2","1.2","-0.7","-1.6","30.4","19","6"
"Reddick, Josh","502210","2017","5","52.5","0","0.6","0.4","0.9","32.8","59","31"
"Renfroe, Hunter","592669","2017","-2","38.7","-0.6","0.3","-0.4","-0.8","31.9","62","24"
"Revere, Ben","519184","2017","3","54.1","-0.1","1.4","-1.2","0.1","32.3","37","20"
"Rickard, Joey","572073","2017","4","59","0.5","1.5","-0.6","1.4","34","39","23"
"Robertson, Daniel","543706","2017","0","46.2","-0.9","0.7","-1","-1.2","30.5","13","6"
"Romine, Andrew","461865","2017","-2","31.3","-1.6","-0.4","0.4","-1.6","30.5","32","10"
"Rosario, Eddie","592696","2017","-4","36.1","0","0.5","-0.1","0.4","33.5","72","26"
"Ruggiano, Justin","448605","2017","-2","33.3","-1.5","-1.5","0.5","-2.5","29.8","12","4"
"Santana, Danny","542454","2017","1","47.4","1.2","1.6","-0.8","2","33.2","19","9"
"Santana, Domingo","570267","2017","-6","32","-1.6","0","0.2","-1.3","30.3","50","16"
"Saunders, Michael","459431","2017","-1","45","-2.5","-0.7","-0.1","-3.3","28.4","20","9"
"Schebler, Scott","594988","2017","-1","45.6","0.8","-0.4","-0.3","0.2","32.3","68","31"
"Schwarber, Kyle","656941","2017","-5","31.4","-1.7","-0.4","-0.5","-2.6","29.7","35","11"
"Slater, Austin","596103","2017","0","50","0.2","0.2","-0.3","0.1","32.8","18","9"
"Smith, Mallex","605480","2017","0","52.9","0.4","-0.8","0.7","0.3","33.2","34","18"
"Smith, Seth","452234","2017","0","44.2","-0.3","0.1","0.6","0.4","33.3","43","19"
"Soler, Jorge","624585","2017","-2","20","-5.1","-1.5","0.3","-6.3","25.5","10","2"
"Souza Jr., Steven","519306","2017","7","55.4","1.6","0.7","0.1","2.3","34.6","74","41"
"Span, Denard","452655","2017","-9","34.7","-0.2","-2.1","1.1","-1.1","32.4","72","25"
"Springer, George","543807","2017","0","41.7","-0.2","0.7","-0.5","0","33.4","72","30"
"Stanton, Giancarlo","519317","2017","-3","40.8","0","-1.1","0.7","-0.5","32.4","71","29"
"Suzuki, Ichiro","400085","2017","0","33.3","-0.6","2","-0.9","0.5","33.8","18","6"
"Szczur, Matt","519333","2017","0","52.6","0.5","0.2","0.5","1.2","34.2","19","10"
"Tapia, Raimel","606132","2017","0","42.1","2.9","0.5","-0.1","3.4","35.2","19","8"
"Taylor, Chris","621035","2017","2","55.8","0.7","-0.2","-0.1","0.3","33.3","43","24"
"Taylor, Michael A.","572191","2017","7","62.7","1.9","0.8","-0.2","2.5","36.5","59","37"
"Tomás, Yasmany","630111","2017","-3","21.4","-0.5","-0.4","-0.5","-1.4","30.4","14","3"
"Trout, Mike","545361","2017","-7","41.5","-1.2","-2.7","0.8","-3.1","30.5","53","22"
"Upton, Justin","457708","2017","1","43.1","0.3","-0.7","0.9","0.5","32.6","65","28"
"Werth, Jayson","150029","2017","-5","33.3","-1.8","-0.7","0.7","-1.8","31.1","42","14"
"Williams, Nick","608384","2017","-4","25","-0.7","-1.1","-0.8","-2.6","29.4","36","9"
"Winker, Jesse","608385","2017","-1","38.5","-1.1","-0.1","-0.4","-1.5","29.3","13","5"
"Yelich, Christian","592885","2017","-1","41.4","0.6","-1.5","0.7","-0.2","33.2","87","36"
"Young Jr., Eric","458913","2017","2","50","0.6","-1.1","1.2","0.7","32.5","14","7"
"Young, Chris","455759","2017","-2","35","-0.8","0.8","-0.3","-0.4","31.1","20","7"
"Zimmer, Bradley","605548","2017","3","57.6","0.7","-0.2","0","0.5","33.3","33","19"
"Zobrist, Ben","450314","2017","-1","31.6","0.1","1.3","-0.5","0.9","33.5","19","6"
