"last_name, first_name","resp_fielder_id","year","outs_above_average","outs_per_play","rel_league_burst_distance","rel_league_reaction_distance","rel_league_routing_distance","rel_league_bootup_distance","f_bootup_distance","n","n_outs"
"Jones, Adam","430945","2018","-15","24.4","-2.9","-0.8","0.1","-3.5","29.7","86","21"
"Jones, JaCoby","592444","2018","3","61.8","-0.4","-0.3","0","-0.8","32.5","68","42"
"Joyce, Matt","459964","2018","0","42.3","0.7","1.6","0.1","2.3","35.4","26","11"
"Judge, Aaron","592450","2018","-1","47.4","-2.3","-0.9","-0.2","-3.5","29.8","38","18"
"Kemp, Matt","461314","2018","-6","27.8","-1.6","-1.3","0.2","-2.8","30.3","36","10"
"Kemp, Tony","643393","2018","-1","43.9","-0.7","0.6","0.1","-0.1","33","41","18"
"Kepler, Max","596146","2018","9","61.1","0.7","-0.6","0.7","0.7","33.7","72","44"
"Kiermaier, Kevin","595281","2018","6","64.9","1.2","0.6","0","1.8","35.4","37","24"
"LaMarre, Ryan","534606","2018","2","64","0.3","0","-0.4","-0.1","32.9","25","16"
"Lagares, Juan","501571","2018","0","50","0.4","2.1","-0.7","1.8","35.8","10","5"
"Laureano, Ramón","657656","2018","0","45.5","0.9","1.9","-1.6","1.2","35.3","33","15"
"Mahtook, Mikie","543484","2018","0","51.6","0.3","-0.1","0.2","0.5","33.3","31","16"
"Mancini, Trey","641820","2018","-8","27.3","-2","0.3","-1.2","-2.8","30","55","15"
"Margot, Manuel","622534","2018","9","60.9","1.9","1.7","-1","2.5","36.3","69","42"
"Marisnick, Jake","545350","2018","8","79.4","1.7","-0.4","0.3","1.5","35.2","34","27"
"Markakis, Nick","455976","2018","1","46.6","-0.5","0.5","-0.2","-0.2","32.3","88","41"
"Marte, Starling","516782","2018","7","58.4","1.1","-0.2","0.5","1.4","35.4","77","45"
"Martin, Leonys","547982","2018","2","48","0.4","2.3","-1.8","1","34.9","50","24"
"Martinez, J.D.","502110","2018","-4","44.4","-1.4","-0.4","-0.1","-1.9","30.4","36","16"
"Martini, Nick","605361","2018","1","62.5","-0.8","-0.4","-0.3","-1.5","30.8","16","10"
"Martínez, José A.","500874","2018","-4","26.9","-2.7","-0.1","-0.6","-3.4","29.6","26","7"
"Maybin, Cameron","457727","2018","3","61.7","-0.4","0","0.4","0.1","33.4","47","29"
"Mazara, Nomar","608577","2018","-7","31.4","-1.2","-0.5","0.3","-1.3","31.2","70","22"
"McCutchen, Andrew","457705","2018","-9","33.8","-0.6","-1.9","1.2","-1.3","31.4","80","27"
"McKinney, Billy","641856","2018","0","35.7","0.5","0.8","-0.6","0.6","33.4","14","5"
"Meadows, Austin","640457","2018","-2","33.3","0.3","-2.2","0.6","-1.4","32.1","18","6"
"Merrifield, Whit","593160","2018","-2","37.5","-0.2","-1.1","0.4","-0.9","32.7","24","9"
"Mullins, Cedric","656775","2018","-1","38.5","0.6","-1.2","0.7","0.1","34","26","10"
"Myers, Wil","571976","2018","-2","38.9","0.2","-0.7","-0.9","-1.3","31.5","18","7"
"Naquin, Tyler","571980","2018","-4","35.7","0.2","-1.6","0.5","-0.9","31.7","28","10"
"Nimmo, Brandon","607043","2018","5","57.1","0.8","-0.7","0.1","0.1","33.1","56","32"
"O'Neill, Tyler","641933","2018","3","60.9","0.5","-0.6","0.5","0.5","33.5","23","14"
"Orlando, Paulo","449181","2018","0","38.5","0","1","-1","0","33.8","13","5"
"Ortega, Rafael","542364","2018","-1","36.4","0.1","-0.6","0.5","0","32.8","22","8"
"Owings, Chris","572008","2018","4","60.7","1.2","0.6","0.1","1.9","35.2","28","17"
"Ozuna, Marcell","542303","2018","-3","34.3","-0.5","0.3","0.2","0","33.3","70","24"
"Palka, Daniel","594953","2018","-8","18.8","-1.3","-0.7","-0.2","-2.2","30.3","32","6"
"Parra, Gerardo","467827","2018","-4","45.5","0.1","1.1","-0.5","0.7","33.5","66","30"
"Pederson, Joc","592626","2018","-7","37","-0.3","0.3","-0.6","-0.7","32","46","17"
"Pence, Hunter","452254","2018","-1","50","-1.3","-1","0.4","-1.9","31.5","22","11"
"Peralta, David","444482","2018","-2","45.3","-0.6","0","0.2","-0.4","32.7","64","29"
"Peterson, Jace","607054","2018","1","47.6","-0.2","0.4","-0.4","-0.2","33.5","21","10"
"Pham, Tommy","502054","2018","2","47.5","0.2","0.1","-0.4","-0.2","33.3","59","28"
"Phillips, Brett","621433","2018","5","65.4","1","1.6","-0.7","1.8","35.6","26","17"
"Pillar, Kevin","607680","2018","0","46.1","-0.4","-0.3","0.7","0","33.7","89","41"
"Pinder, Chad","640461","2018","4","57.1","0.3","1.9","-0.7","1.4","34","28","16"
"Pirela, José","517369","2018","2","70","0.1","0.8","-0.1","0.8","33.5","10","7"
"Piscotty, Stephen","572039","2018","-1","46.1","-0.3","-0.7","0.6","-0.4","32.4","76","35"
"Polanco, Gregory","570256","2018","-2","38.3","0.8","-0.2","0.3","0.9","33.7","60","23"
"Pollock, AJ","572041","2018","5","57.9","0.3","-1.3","0.3","-0.7","33.2","57","33"
"Puig, Yasiel","624577","2018","-5","31.3","-1.4","-1.9","1.1","-2.2","30.5","48","15"
"Quinn, Roman","596451","2018","2","69.6","1","-0.3","-0.4","0.3","34.3","23","16"
"Reddick, Josh","502210","2018","9","53","0.8","0.9","0.8","2.5","35.2","66","35"
"Refsnyder, Rob","608701","2018","0","40","-1.1","1","-1.7","-1.8","29.8","10","4"
"Renfroe, Hunter","592669","2018","-1","46","-0.2","1","-0.7","0.1","33.6","50","23"
"Reyes, Franmil","614177","2018","-3","23.8","-2.6","-0.8","-0.3","-3.7","29","21","5"
"Reyes, Victor","622682","2018","-2","57.6","-0.8","-1","-0.1","-1.8","31.6","33","19"
"Rickard, Joey","572073","2018","1","55.6","-0.5","0.9","-0.3","0","33.2","27","15"
"Robinson, Drew","592685","2018","-3","36.8","-0.4","-0.9","0.6","-0.7","32.5","19","7"
"Robinson, Shane","453203","2018","5","64.3","2.2","4.9","-1.7","5.3","37.1","14","9"
"Rosario, Eddie","592696","2018","0","41","0.3","-0.1","0.4","0.6","33.7","61","25"
"Rua, Ryan","607387","2018","1","55","-0.6","1.4","-1.9","-1.2","32","20","11"
"Santana, Domingo","570267","2018","2","62.5","-0.4","-0.2","0.6","0","33.1","16","10"
"Santander, Anthony","623993","2018","1","46.2","-0.9","-1","0.8","-1.1","31.5","13","6"
"Schebler, Scott","594988","2018","-1","44.2","1","-0.3","0.1","0.8","33.8","43","19"
"Schwarber, Kyle","656941","2018","-8","29.1","-1.6","-1","0.2","-2.4","29.9","55","16"
"Shuck, JB","543776","2018","-3","33.3","-2.5","-2.6","0.6","-4.5","28.7","12","4"
"Sierra, Magneuris","642423","2018","1","50","1.2","-0.5","0.4","1.1","34.7","16","8"
"Slater, Austin","596103","2018","1","48.1","0.4","-0.9","-0.3","-0.9","31.4","27","13"
"Smith Jr., Dwight","596105","2018","-2","14.3","0.1","0.9","0.2","1.3","34.5","14","2"
"Smith, Mallex","605480","2018","1","47.3","1.3","-0.5","0.6","1.4","34.4","74","35"
"Soler, Jorge","624585","2018","-1","37","-1.5","-0.5","0.5","-1.6","31.8","27","10"
"Soto, Juan","665742","2018","-6","33.9","0","0.7","-0.4","0.3","33.3","62","21"
"Souza Jr., Steven","519306","2018","2","42.1","0.5","0.4","0","0.8","33.6","38","16"
"Span, Denard","452655","2018","-6","32.8","0.1","-1.6","0.9","-0.6","32.7","61","20"
"Springer, George","543807","2018","0","39.6","0.2","0.7","-0.8","0.1","33.2","53","21"
"Stanton, Giancarlo","519317","2018","2","50","-0.2","-0.8","0.7","-0.3","31.9","36","18"
"Stewart, Christin","621514","2018","-2","26.7","-0.7","-1.5","1","-1.1","33.1","15","4"
"Strange-Gordon, Dee","543829","2018","1","54.3","0.7","-0.4","0.5","0.9","35.1","35","19"
"Taylor, Chris","621035","2018","1","54.2","1","-0.3","0.6","1.2","34.5","24","13"
"Taylor, Michael A.","572191","2018","6","59.3","1","-0.3","0.1","0.7","34.4","59","35"
"Thames, Eric","519346","2018","-2","40","-2.6","-1.1","0.5","-3.2","29.8","10","4"
"Thompson, Trayce","572204","2018","0","50","-0.5","1","-1.4","-0.8","32.3","22","11"
"Tilson, Charlie","605508","2018","1","35.3","0.6","-0.8","0.5","0.3","33.1","17","6"
"Tocci, Carlos","624636","2018","2","66.7","0.7","0.3","0.2","1.2","34.7","24","16"
"Trout, Mike","545361","2018","3","55.7","-0.1","-1.9","0.8","-1.2","32.7","61","34"
"Trumbo, Mark","444432","2018","-3","18.2","-3.9","-2.6","1.3","-5.2","27","11","2"
"Tucker, Preston","605512","2018","-3","16.7","-2.7","-2","1.4","-3.3","28.7","12","2"
"Upton, Justin","457708","2018","-8","33.8","-0.3","-1.2","0.9","-0.6","31.4","71","24"
"Walker, Neil","435522","2018","-3","10","-3.3","-0.2","-0.3","-3.9","28.3","10","1"
"Williams, Mason","592863","2018","-1","25","0.3","2.1","-1.4","1","33","12","3"
"Williams, Nick","608384","2018","-4","34.1","-0.9","-2","0","-2.8","29.9","44","15"
"Williamson, Mac","607776","2018","0","50","-0.6","-1.1","0.5","-1.2","32.2","14","7"
"Winker, Jesse","608385","2018","-2","28.6","-2.7","0","-0.2","-3","29.5","21","6"
"Yelich, Christian","592885","2018","0","44.8","-0.5","-1.6","0.4","-1.7","31","67","30"
"Young Jr., Eric","458913","2018","2","50","-0.7","-1.7","1.1","-1.3","32.7","20","10"
"Young, Chris","455759","2018","-1","15.4","-3.1","-0.1","-0.3","-3.5","29","13","2"
"Zimmer, Bradley","605548","2018","2","44.4","-0.5","-1.3","0.9","-0.9","32.4","18","8"
"Zobrist, Ben","450314","2018","-1","46.4","-0.2","2.2","-1","1.1","34.3","28","13"
