"last_name, first_name","resp_fielder_id","year","outs_above_average","outs_per_play","rel_league_burst_distance","rel_league_reaction_distance","rel_league_routing_distance","rel_league_bootup_distance","f_bootup_distance","n","n_outs"
"García, Avisaíl","541645","2016","0","46.7","0.2","-0.4","0.7","0.5","32.7","30","14"
"Gardner, Brett","458731","2016","1","50.8","0.8","0.2","0.5","1.5","33.6","63","32"
"Goeddel, Tyler","595963","2016","-2","37.8","-0.5","-0.7","0.4","-0.8","32","37","14"
"González, Carlos","471865","2016","-2","39.4","-0.5","1.4","-1.7","-0.8","31.7","71","28"
"Gordon, Alex","460086","2016","1","49","-0.5","-1","0.6","-1","31.4","51","25"
"Gose, Anthony","543238","2016","-3","16.7","-0.3","-1.7","0.9","-1.2","32.2","12","2"
"Granderson, Curtis","434158","2016","0","43.6","-0.7","-0.7","0.8","-0.2","31.7","78","34"
"Grichuk, Randal","545341","2016","-3","47.8","0.9","-1.3","0.3","-0.2","33.1","69","33"
"Grossman, Robbie","543257","2016","-6","29.3","-0.4","-0.3","-0.5","-1.2","30.2","41","12"
"Gutierrez, Franklin","429711","2016","0","31","-0.5","0.9","-0.1","0.4","32.9","29","9"
"Guyer, Brandon","446386","2016","1","55.9","0.6","1.1","0","1.6","34.3","34","19"
"Gómez, Carlos","460576","2016","-5","40.9","-0.2","-0.6","0.2","-0.7","32.8","66","27"
"Hamilton, Billy","571740","2016","20","73.8","1.8","1","-0.3","2.5","35.7","65","48"
"Haniger, Mitch","571745","2016","1","61.5","1.3","0.7","0","2","35.5","13","8"
"Harper, Bryce","547180","2016","-3","44.1","-0.1","-0.3","-0.3","-0.7","31.9","59","26"
"Hazelbaker, Jeremy","571757","2016","3","59.1","0.8","0.7","-0.6","0.9","33.7","22","13"
"Heisey, Chris","502317","2016","-1","50","-0.3","0.2","-0.4","-0.5","32.6","16","8"
"Heredia, Guillermo","628338","2016","1","55.6","0.7","1","-1.5","0.2","32.7","18","10"
"Hernández, Enrique","571771","2016","4","63.2","1","3.6","-2.7","1.9","34.2","19","12"
"Hernández, Teoscar","606192","2016","-1","50","-1.4","0.3","0.3","-1","31.3","12","6"
"Herrera, Odúbel","546318","2016","6","55.6","1.4","1.5","-1.3","1.6","34.9","90","50"
"Heyward, Jason","518792","2016","12","60.3","2.3","1.1","-0.3","3.1","35.4","63","38"
"Hicks, Aaron","543305","2016","0","58.5","-0.4","-0.9","0","-1.3","31.4","41","24"
"Holliday, Matt","407812","2016","-5","27.8","-1.7","-1.1","0.7","-2.1","29.8","36","10"
"Holt, Brock","571788","2016","0","41.7","0.2","0.6","-0.3","0.5","32.4","24","10"
"Holt, Tyler","534627","2016","-4","28.1","-0.5","0","0","-0.6","32.5","32","9"
"Inciarte, Ender","542255","2016","15","68.9","1.2","2.8","-1","3.2","36.8","90","62"
"Jackson, Austin","457706","2016","1","46.2","0.6","1","-1.4","0.2","33.2","39","18"
"Jankowski, Travis","608671","2016","5","61.5","2","-1.5","0.2","0.7","33.9","52","32"
"Jay, Jon","445055","2016","-2","29.7","-0.3","0.4","-0.2","-0.1","33.5","37","11"
"Jennings, Desmond","457775","2016","3","67.9","1.2","0.2","0.3","1.6","35.1","28","19"
"Jones, Adam","430945","2016","0","47.1","-0.7","-0.4","-0.2","-1.3","32.2","87","41"
"Joyce, Matt","459964","2016","-2","36.7","0","0","0.3","0.3","32.2","30","11"
"Judge, Aaron","592450","2016","1","58.3","1.6","0","0.4","2","34.8","12","7"
"Kemp, Matt","461314","2016","-19","24.5","-2.7","-1.2","-0.2","-4","28.2","98","24"
"Kendrick, Howie","435062","2016","0","51.1","-1.3","1.1","-0.2","-0.4","32","45","23"
"Kepler, Max","596146","2016","12","65.7","1.2","-0.6","0.6","1.2","34","67","44"
"Kiermaier, Kevin","595281","2016","11","78.3","2.8","1.4","-0.2","4.1","37.6","46","36"
"Kim, Hyun Soo","547957","2016","-2","30","-1.9","-1","-0.1","-3","29.3","30","9"
"Lagares, Juan","501571","2016","4","66.7","1.6","1.3","0","2.9","35.8","18","12"
"Lough, David","518953","2016","2","63.6","1.6","-0.3","-0.2","1.1","33.3","11","7"
"Mahtook, Mikie","543484","2016","-3","31.8","-0.2","-0.4","0.3","-0.3","31.7","22","7"
"Marisnick, Jake","545350","2016","14","69.8","2","0.3","-0.1","2.1","35.2","63","44"
"Markakis, Nick","455976","2016","-2","44.6","-1.7","-0.6","0.1","-2.2","29.9","83","37"
"Marte, Starling","516782","2016","-4","47.5","0","-0.7","0.6","-0.1","32.8","61","29"
"Martin, Leonys","547982","2016","10","54.9","1.3","2.4","-1.4","2.3","35.6","91","50"
"Martinez, J.D.","502110","2016","-9","25.5","-1.8","-0.4","-0.1","-2.3","29.4","51","13"
"Martinez, Michael","492841","2016","1","53.8","0.3","1.9","-1.8","0.4","32.7","13","7"
"Maybin, Cameron","457727","2016","-5","29.5","-0.6","-0.6","0.4","-0.8","32.9","44","13"
"Mazara, Nomar","608577","2016","0","48.6","0.1","0.3","0.1","0.4","33.2","70","34"
"McCutchen, Andrew","457705","2016","-13","30.3","0","-2.1","0.9","-1.3","32","89","27"
"Moss, Brandon","461235","2016","-1","33.3","-2","0","-0.4","-2.5","30.9","33","11"
"Naquin, Tyler","571980","2016","-6","36.7","-1.4","-0.7","-1.3","-3.4","30.1","49","18"
"Nava, Daniel","537953","2016","-4","20","-2.2","-0.2","0.6","-1.7","31.1","15","3"
"Nieuwenhuis, Kirk","543590","2016","0","48.1","-0.8","-0.8","-0.2","-1.7","31.1","52","25"
"O'Malley, Shawn","502523","2016","0","58.3","0.9","-0.3","-0.1","0.5","32","12","7"
"Orlando, Paulo","449181","2016","7","54.8","1.2","-0.3","0.6","1.4","33.8","62","34"
"Ortega, Rafael","542364","2016","1","38.7","0.9","0.2","0.4","1.5","34.4","31","12"
"Owings, Chris","572008","2016","-2","39.3","0.8","0.8","-0.9","0.7","33.5","28","11"
"Ozuna, Marcell","542303","2016","-3","41.5","0.2","0.3","0","0.4","33.9","65","27"
"Pagán, Ángel","434636","2016","1","39.3","0.2","-0.6","0.6","0.2","32.3","56","22"
"Paredes, Jimmy","517370","2016","-1","53.8","-0.5","0.8","0.5","0.9","33.6","13","7"
"Parker, Jarrett","592620","2016","1","50","0.6","-0.9","0.5","0.2","32.8","16","8"
"Parra, Gerardo","467827","2016","-1","37.5","-1.1","1.3","-1.5","-1.2","30.6","32","12"
"Pederson, Joc","592626","2016","0","51","-0.6","-0.5","-0.6","-1.7","31.6","51","26"
"Pence, Hunter","452254","2016","-3","40","-0.4","-0.3","0.2","-0.5","32.1","50","20"
"Peralta, David","444482","2016","2","59.1","0.7","0.6","0.5","1.8","34.5","22","13"
"Peraza, José","606299","2016","-2","27.3","0.3","0.9","-0.2","1.1","34.2","11","3"
"Pham, Tommy","502054","2016","-2","19","-0.3","-0.9","-0.5","-1.7","31.2","21","4"
"Pillar, Kevin","607680","2016","9","57.3","0.6","0.3","0.3","1.2","34.4","82","47"
"Piscotty, Stephen","572039","2016","1","52.5","0.4","-1","0.9","0.3","32.8","61","32"
"Polanco, Gregory","570256","2016","1","48.6","-0.3","-0.1","-0.1","-0.5","31.9","74","36"
"Pollock, AJ","572041","2016","0","60","1.1","-1.3","1.1","0.9","34.5","10","6"
"Presley, Alex","502100","2016","0","50","-0.7","-0.6","0","-1.4","32.3","10","5"
"Puig, Yasiel","624577","2016","5","49.2","-2.8","-2.1","0.7","-4.2","28","59","29"
"Pérez, Hernán","541650","2016","1","56.3","1","0.5","0.2","1.7","34.9","16","9"
"Raburn, Ryan","430605","2016","-3","44.4","-1.5","-1.5","0.5","-2.5","29.9","18","8"
"Ramírez, José","608070","2016","1","59.1","-2","-0.1","0.4","-0.6","32","22","13"
"Rasmus, Colby","458675","2016","1","53.8","-0.7","1.2","-0.9","-0.5","31.1","39","21"
"Reddick, Josh","502210","2016","5","60.5","0.1","0","0.6","0.7","32.8","43","26"
"Reimold, Nolan","460099","2016","0","57.1","-1.8","-1.3","0.8","-2.3","29.8","35","20"
"Revere, Ben","519184","2016","1","48.4","-1","-0.9","-0.4","-2.4","30.3","31","15"
"Rickard, Joey","572073","2016","4","52.2","1.1","2","-0.1","3","35.3","46","24"
"Robinson, Shane","453203","2016","3","63.6","0.9","4.8","-3.3","2.4","34.6","22","14"
"Rodríguez, Sean","446481","2016","3","80","0.9","2.2","-0.3","2.8","35.8","10","8"
"Rosario, Eddie","592696","2016","4","54.5","0.3","0.4","0","0.6","33.4","44","24"
"Rua, Ryan","607387","2016","1","60.9","0.6","1.9","-0.7","1.8","34.7","23","14"
"Santana, Danny","542454","2016","-2","51.5","0.2","1.1","-1","0.2","33.4","33","17"
"Santana, Domingo","570267","2016","-7","18.4","-0.6","-0.2","0","-0.8","31.2","38","7"
"Sanó, Miguel","593934","2016","-2","39.1","0.2","-0.3","0.1","0","31.9","23","9"
"Saunders, Michael","459431","2016","-4","42.9","-1.1","-0.8","-0.4","-2.4","30.4","49","21"
"Schafer, Logan","502582","2016","0","45.5","1.3","3","-1.4","2.8","35.6","11","5"
"Schebler, Scott","594988","2016","-1","41.4","1.1","0.1","-0.2","1","33.3","29","12"
"Shuck, JB","543776","2016","-6","25","-0.6","-2.4","1.1","-1.9","31","24","6"
"Smith, Mallex","605480","2016","4","64","1.6","-0.2","0","1.5","33.7","25","16"
"Smith, Seth","452234","2016","-5","34.6","-0.9","-0.1","0.7","-0.3","32.7","52","18"
"Smolinski, Jake","519295","2016","-1","57.4","-0.8","-0.5","0.3","-1.1","32.2","54","31"
"Soler, Jorge","624585","2016","-4","14.3","-1.6","-0.6","-0.1","-2.3","30.6","21","3"
"Souza Jr., Steven","519306","2016","2","53.7","0.3","0.8","-0.3","0.8","33.2","54","29"
"Span, Denard","452655","2016","-5","39.2","-0.4","-2.2","1","-1.6","31.6","79","31"
"Springer, George","543807","2016","1","44.7","-0.3","0.6","-0.8","-0.6","31.7","85","38"
"Stanton, Giancarlo","519317","2016","3","51.5","0.4","-1","0.9","0.3","33","68","35"
"Stubbs, Drew","453211","2016","-1","21.4","0.9","0.3","-0.1","1","33.9","14","3"
"Suzuki, Ichiro","400085","2016","1","46.2","-0.8","0.3","0.2","0.2","33","39","18"
"Szczur, Matt","519333","2016","1","63.2","0.5","0.6","-0.1","1","33.7","19","12"
"Taylor, Michael A.","572191","2016","2","48.8","1.7","0.3","0.2","2.2","35","41","20"
"Thompson, Trayce","572204","2016","0","48.1","-3.8","-0.3","-0.4","-4.6","28.3","27","13"
"Toles, Andrew","592808","2016","5","66.7","2.3","1.3","-0.6","3","35.9","24","16"
"Tomás, Yasmany","630111","2016","-13","23.3","-2.8","0.4","-1","-3.4","29.1","60","14"
"Trout, Mike","545361","2016","-7","37.3","-1.1","-2.6","0.8","-2.9","30.1","75","28"
"Trumbo, Mark","444432","2016","-15","13.5","-3.9","-2.8","0.8","-5.9","26.2","37","5"
"Tucker, Preston","605512","2016","-1","18.2","-0.3","0","0.8","0.4","31.4","11","2"
"Turner, Trea","607208","2016","2","45","1.2","0.2","0.4","1.8","34.8","20","9"
"Upton, B.J.","425834","2016","-2","52.4","-0.3","-0.9","0.1","-1.2","30.8","63","33"
"Upton, Justin","457708","2016","-2","41.5","-0.9","-1","0.6","-1.3","30.7","65","27"
"Valencia, Danny","502143","2016","-3","31.8","-2.4","0","-0.6","-3","30.2","22","7"
"Weeks Jr., Rickie","430001","2016","-4","9.1","-3.4","0","-0.8","-4.3","28.2","11","1"
"Werth, Jayson","150029","2016","-5","25","-2.3","-0.8","0.6","-2.6","29.9","56","14"
"Yelich, Christian","592885","2016","3","53.3","-0.4","-1.9","0.9","-1.1","31.3","90","48"
"Young, Chris","455759","2016","-3","29.6","-0.6","0.2","0","-0.4","30.4","27","8"
"Zobrist, Ben","450314","2016","-2","20","-1.7","0.8","-0.8","-1.7","30.6","10","2"
