"last_name, first_name","resp_fielder_id","year","outs_above_average","outs_per_play","rel_league_burst_distance","rel_league_reaction_distance","rel_league_routing_distance","rel_league_bootup_distance","f_bootup_distance","n","n_outs"
"Garrett, Stone","656448","2022","0","60","-0.4","-1.3","0.9","-0.8","32.7","10","6"
"Gonzalez, Marwin","503556","2022","2","69.2","0.1","2.5","-1.2","1.5","35.4","13","9"
"Gonzalez, Oscar","660757","2022","-3","40","-0.9","0.3","-0.7","-1.3","30.9","35","14"
"González, Luis","670768","2022","1","57.5","0.3","1.3","0","1.5","34.3","40","23"
"Gordon, Nick","624503","2022","1","45.9","-0.7","-0.4","0","-1.1","32.1","37","17"
"Greene, Riley","682985","2022","2","58.3","0.7","2","-1.4","1.3","36","60","35"
"Grichuk, Randal","545341","2022","1","46","0.1","-1.3","0.7","-0.5","32.3","63","29"
"Grisham, Trent","663757","2022","13","65.5","0.7","2.3","-1.7","1.2","35.2","84","55"
"Grossman, Robbie","543257","2022","-1","46.3","-0.6","0.8","-0.8","-0.6","32","54","25"
"Gurriel Jr., Lourdes","666971","2022","-5","40.8","-1.2","-0.3","0.1","-1.4","31","49","20"
"Haggerty, Sam","664059","2022","3","75.9","0.6","-0.1","0.6","1.1","35.2","29","22"
"Haniger, Mitch","571745","2022","1","45.8","-0.9","0.1","0.4","-0.4","31.9","24","11"
"Happ, Ian","664023","2022","4","56.8","-0.6","1.4","-1","-0.2","32.8","81","46"
"Harris II, Michael","671739","2022","5","57.9","1.5","0.1","-0.1","1.6","36","57","33"
"Hays, Austin","669720","2022","-6","37.3","-0.4","-0.6","0.2","-0.8","32.2","67","25"
"Heredia, Guillermo","628338","2022","-1","33.3","0.6","0.5","-0.2","0.8","33.9","12","4"
"Hermosillo, Michael","641684","2022","2","72.7","-0.9","0.4","-0.2","-0.7","32.3","11","8"
"Hernandez, Yadiel","628450","2022","-4","31.6","-2","0.2","-0.2","-2","31.3","38","12"
"Hernández, Enrique","571771","2022","2","54.8","0.6","4.1","-1.2","3.6","38.3","31","17"
"Hernández, Teoscar","606192","2022","-3","43.9","-0.5","-0.6","0.8","-0.3","33","57","25"
"Herrera, Odúbel","546318","2022","1","52","0.6","1.2","-0.9","0.8","34.4","25","13"
"Heyward, Jason","518792","2022","0","52","-0.8","0.4","-0.3","-0.6","33.4","25","13"
"Hicks, Aaron","543305","2022","-1","43.8","-0.5","0.4","0","-0.1","34.2","48","21"
"Hill, Derek","656537","2022","3","78.6","1.7","0.3","0","2","36.5","14","11"
"Hilliard, Sam","656541","2022","-3","50","-0.3","-0.6","0.2","-0.4","33.2","30","15"
"Isbel, Kyle","664728","2022","11","58.9","3","2.3","-0.5","4.8","38.6","56","33"
"Jankowski, Travis","608671","2022","1","60","-0.4","-2.3","0.7","-1.9","32.8","10","6"
"Jiménez, Eloy","650391","2022","-2","41.7","-3.7","-0.3","0.3","-3.8","28.5","12","5"
"Joe, Connor","656582","2022","-2","40","-0.5","-0.1","0.2","-0.4","32.2","35","14"
"Judge, Aaron","592450","2022","0","47.5","-0.2","-0.5","0.3","-0.4","33.4","61","29"
"Kelenic, Jarred","672284","2022","0","57.9","0.5","-0.1","-0.2","0.1","33.7","19","11"
"Kemp, Tony","643393","2022","-3","46.2","-2.3","-0.5","-0.3","-3.1","30.1","26","12"
"Kepler, Max","596146","2022","9","50.9","0.6","-0.1","0.4","0.9","33.5","53","27"
"Kiermaier, Kevin","595281","2022","3","63.6","1.6","0.7","0.3","2.6","37.1","22","14"
"Kwan, Steven","680757","2022","9","60.3","1.7","0.1","-0.1","1.7","34.9","78","47"
"Larnach, Trevor","663616","2022","0","40","0.2","0","0.4","0.6","33.6","15","6"
"Laureano, Ramón","657656","2022","-3","36.7","0.8","2","-0.7","2.1","35.7","49","18"
"Lowe, Josh","666139","2022","0","56.3","1","-0.3","0.6","1.3","34.1","16","9"
"Luplow, Jordan","656669","2022","0","46.9","0.4","-1.1","0.7","0","33.2","32","15"
"Lux, Gavin","666158","2022","-1","40","-0.6","0.1","0.6","0.1","33.8","10","4"
"Madris, Bligh","676632","2022","-1","28.6","-2.5","-1.2","0.5","-3.2","29.8","14","4"
"Marcano, Tucupita","672779","2022","-2","35.7","-2.4","-0.8","0.3","-2.9","31.2","14","5"
"Margot, Manuel","622534","2022","1","50","-0.4","1.6","-0.9","0.2","33.4","32","16"
"Marisnick, Jake","545350","2022","4","62.5","1.4","1.4","-1.3","1.4","35.3","16","10"
"Marsh, Brandon","669016","2022","6","63.5","1","-0.4","0.4","0.9","35","63","40"
"Marte, Starling","516782","2022","-2","32.7","0.1","0","0.5","0.6","32.9","49","16"
"Mazara, Nomar","608577","2022","-1","41.2","-1","-0.7","0.5","-1.2","30.6","17","7"
"McCarthy, Jake","664983","2022","-2","28.9","-0.4","-1.3","0.4","-1.3","31","38","11"
"McCormick, Chas","676801","2022","7","59.2","1.3","0.7","0.5","2.5","35.7","49","29"
"McCutchen, Andrew","457705","2022","-1","44.4","0","-0.5","0.4","0","32.4","18","8"
"McKenna, Ryan","663630","2022","2","47.1","1.9","-0.2","0.3","1.9","33.7","17","8"
"McNeil, Jeff","643446","2022","1","69.2","-0.2","0.3","-0.1","0","34.4","13","9"
"Meadows, Austin","640457","2022","-2","44.4","0.4","1.2","-0.8","0.7","32.3","18","8"
"Melendez, MJ","669004","2022","-1","38.5","-0.1","-0.5","0.4","-0.2","32.7","13","5"
"Meneses, Joey","608841","2022","-2","40","-0.9","-0.5","0.5","-0.9","31.4","10","4"
"Mercado, Óscar","640458","2022","-2","44.4","-0.2","0.5","-0.4","-0.1","33.1","18","8"
"Merrifield, Whit","593160","2022","0","45.9","0","-0.2","0.2","0.1","33.4","37","17"
"Meyers, Jake","676694","2022","5","66.7","2.1","0.2","0.8","3","37.8","24","16"
"Miller, Brad","543543","2022","-3","25","-0.9","1.1","-0.4","-0.3","31.7","12","3"
"Mitchell, Cal","668751","2022","-4","36.7","-0.9","0.1","0.2","-0.7","31.4","30","11"
"Moniak, Mickey","666160","2022","1","57.1","0.6","-0.4","0.1","0.2","34.7","14","8"
"Moore, Dylan","664238","2022","0","48.3","0.8","-0.5","0.1","0.4","34.1","29","14"
"Morel, Christopher","666624","2022","-3","35","-0.1","-0.4","0","-0.5","33.1","20","7"
"Mullins, Cedric","656775","2022","8","55.7","0.9","-0.5","0.6","1","34.8","97","54"
"Myers, Wil","571976","2022","1","64.3","-0.2","-1.3","0.2","-1.3","31.4","14","9"
"Naquin, Tyler","571980","2022","-2","30.3","-1.2","-0.6","-0.3","-2.1","30.4","33","10"
"Nimmo, Brandon","607043","2022","3","49","0.3","-1.3","0.6","-0.4","34.4","51","25"
"Nootbaar, Lars","663457","2022","1","43.5","0.7","-0.4","-0.1","0.1","32.8","46","20"
"O'Neill, Tyler","641933","2022","2","50","0.2","-0.7","0.7","0.1","31.9","42","21"
"Olivares, Edward","658668","2022","-2","40","-1.6","-1.3","0.3","-2.6","30.1","15","6"
"Ortega, Rafael","542364","2022","-2","35.3","0.1","-0.3","0.4","0.2","33.1","34","12"
"Ozuna, Marcell","542303","2022","-3","17.6","-1.8","0.2","0.6","-1","32.3","17","3"
"Pache, Cristian","665506","2022","4","63.4","0.8","0.6","-0.4","1","35.3","41","26"
"Palacios, Richie","680700","2022","-1","40","0.2","-0.6","0.2","-0.2","33.1","10","4"
"Pederson, Joc","592626","2022","-8","26","-1.4","-1","0","-2.4","30.9","50","13"
"Peralta, David","444482","2022","5","53.6","0.3","0.4","-0.2","0.5","33.8","56","30"
"Pham, Tommy","502054","2022","-3","39.7","-0.4","-0.4","0.4","-0.4","32.2","58","23"
"Phillips, Brett","621433","2022","9","76.5","2.5","1.9","-0.2","4.2","38.4","34","26"
"Pinder, Chad","640461","2022","-1","48.5","-1.5","0.7","-0.9","-1.7","30.5","33","16"
"Piscotty, Stephen","572039","2022","-2","37.5","-2","-0.8","0.5","-2","30.9","16","6"
"Pollock, AJ","572041","2022","0","46.7","0","-0.9","0.2","-0.7","32.1","60","28"
"Profar, Jurickson","595777","2022","-3","34.4","-0.9","0.6","-0.4","-0.8","31.6","61","21"
"Quinn, Roman","596451","2022","1","75","0.9","-0.4","0.4","0.8","35","12","9"
"Refsnyder, Rob","608701","2022","0","53.3","-0.7","-1.2","0.7","-1.2","31.3","15","8"
"Renfroe, Hunter","592669","2022","-4","41.3","-0.9","0.2","-0.1","-0.8","32.1","46","19"
"Reyes, Victor","622682","2022","-3","42.9","-1.4","-0.5","0.2","-1.7","32.1","35","15"
"Reynolds, Bryan","668804","2022","-5","32.1","-0.1","-1.4","0.7","-0.8","33.4","53","17"
"Robert Jr., Luis","673357","2022","0","51.2","-0.8","-0.3","0.2","-0.9","33","43","22"
"Robles, Victor","645302","2022","4","58.2","0","-1.3","0.2","-1","32.7","67","39"
"Rodríguez, Julio","677594","2022","7","71.2","0.3","-0.3","0.1","0","34","52","37"
"Rosario, Eddie","592696","2022","-3","32.3","-0.4","0.2","0.4","0.1","32.9","31","10"
"Ruf, Darin","573131","2022","-5","15.4","-3.3","-1.3","0.9","-3.7","29.1","13","2"
"Santander, Anthony","623993","2022","-5","34.5","-0.7","-0.8","0.7","-0.7","31.8","58","20"
"Schwarber, Kyle","656941","2022","-8","27.3","-1.7","-1.1","0.7","-2.1","30.4","55","15"
"Senzel, Nick","669222","2022","0","51.9","-0.1","0.5","0.4","0.8","34","52","27"
"Sheets, Gavin","657757","2022","-5","23.5","-1.5","0.1","-0.7","-2.1","30","34","8"
"Sierra, Magneuris","642423","2022","1","50","0.6","-1.4","0.5","-0.3","32.7","12","6"
"Siri, Jose","642350","2022","12","76","2.1","1.6","-0.7","3.1","37.8","50","38"
"Slater, Austin","596103","2022","4","60.6","1.4","-0.8","0.1","0.6","35.2","33","20"
"Smith, Pavin","656976","2022","0","64.7","0.1","-0.1","-0.1","-0.1","33.6","17","11"
"Soler, Jorge","624585","2022","-1","29.4","-3.1","-0.8","-0.3","-4.2","29.4","17","5"
"Soto, Juan","665742","2022","-11","40.2","-1.4","0.5","-0.2","-1.2","31.6","82","33"
"Springer, George","543807","2022","2","57.6","0.6","-0.1","-0.1","0.4","34.6","33","19"
"Stanton, Giancarlo","519317","2022","-1","18.2","-1.3","-1.3","0.6","-2","30","11","2"
"Stowers, Kyle","669065","2022","-2","23.1","-1.6","-1.7","0.2","-3.2","29.2","13","3"
"Straw, Myles","664702","2022","9","59.3","0.2","0","-0.1","0.1","33.9","91","54"
"Suwinski, Jack","669261","2022","0","44.2","-0.3","-0.7","0.2","-0.9","32.2","43","19"
"Suzuki, Seiya","673548","2022","-2","40","-1.1","-0.1","-0.4","-1.6","30.9","35","14"
"Sánchez, Jesús","660821","2022","-3","47.5","0.5","0.2","0.3","0.9","34.7","40","19"
"Tapia, Raimel","606132","2022","-4","40","-0.8","-0.6","-0.3","-1.8","31.4","45","18"
"Taveras, Leody","665750","2022","2","50","0.9","-0.2","0","0.7","34.2","52","26"
"Taylor, Chris","621035","2022","0","37.2","-0.2","-1","0.4","-0.8","32.1","43","16"
"Taylor, Michael A.","572191","2022","5","56.1","1.1","-0.4","0.4","1.1","35.4","66","37"
"Taylor, Tyrone","621438","2022","3","55.1","0.9","0.6","-0.3","1.3","35.2","49","27"
"Thomas, Alek","677950","2022","8","66.2","0.2","0.8","-1.4","-0.4","33.2","71","47"
"Thomas, Lane","657041","2022","-5","40","-0.7","-0.8","0.1","-1.4","32.4","55","22"
"Thompson, Bubba","669352","2022","1","52","1.3","0.4","0.1","1.7","34.9","25","13"
"Thompson, Trayce","572204","2022","2","46.7","1.1","2.1","-1.4","1.8","35.7","30","14"
"Toglia, Michael","669911","2022","0","40","-2.5","-1.2","0","-3.7","28.6","10","4"
"Trammell, Taylor","666211","2022","2","62.5","1.1","-0.5","0.8","1.4","33.4","16","10"
"Trout, Mike","545361","2022","0","51.9","0.2","-1.2","0.4","-0.6","33.2","52","27"
"Tucker, Kyle","663656","2022","1","50","-0.8","0.1","0.2","-0.5","31.8","62","31"
"Varsho, Daulton","662139","2022","14","67.2","2.3","1.2","0.2","3.7","37","64","43"
"Vaughn, Andrew","683734","2022","-12","12.5","-3","-1.5","0.3","-4.1","28.7","40","5"
"Velázquez, Nelson","676369","2022","-3","23.8","-1.9","-0.7","-0.3","-2.9","28.8","21","5"
"Verdugo, Alex","657077","2022","-3","42.5","-0.6","0.3","-0.3","-0.6","31.7","80","34"
"Vierling, Matt","663837","2022","-3","41.3","-0.7","-1.9","0.5","-2","32.1","46","19"
"Wade Jr., LaMonte","664774","2022","0","33.3","-0.2","-0.6","0.4","-0.3","31","15","5"
"Ward, Taylor","621493","2022","0","41.4","0.9","0.2","0.4","1.4","34.4","58","24"
"Waters, Drew","671221","2022","-2","41.2","0.2","-0.3","-1.2","-1.3","32.4","17","7"
"White, Eli","642201","2022","4","72.2","2.5","-0.4","0.5","2.5","36.1","18","13"
"Winker, Jesse","608385","2022","-11","18.4","-2.4","-1.9","0.9","-3.5","28.4","49","9"
"Yastrzemski, Mike","573262","2022","1","49.3","0.9","-0.1","0.2","1","34.8","71","35"
"Yelich, Christian","592885","2022","-3","41.9","-1.2","-1.5","0.2","-2.6","29.8","43","18"
"Yepez, Juan","660766","2022","-5","7.7","-5","-0.6","0.1","-5.5","25.4","13","1"
"Zimmer, Bradley","605548","2022","2","51.7","0.9","-0.2","0.2","1","35","29","15"
