"last_name, first_name","resp_fielder_id","year","outs_above_average","outs_per_play","rel_league_burst_distance","rel_league_reaction_distance","rel_league_routing_distance","rel_league_bootup_distance","f_bootup_distance","n","n_outs"
"Martínez, Angel","682657","2026","1","48.6","-0.3","0.2","0.4","0.3","33.7","35","17"
"Matthews, Brice","694728","2026","3","66.7","0.9","0.9","0.3","2.1","36.6","21","14"
"McCarthy, Jake","664983","2026","0","39.6","0.8","2","-1.6","1.3","35.8","53","21"
"McCray, Grant","687529","2026","0","40","0.7","0.6","-0.3","0.9","36.1","10","4"
"McKinstry, Zach","656716","2026","1","57.1","0.6","0.8","0.2","1.6","34.7","14","8"
"Meckler, Wade","685133","2026","0","41.7","0.2","-0.7","0","-0.5","33.6","24","10"
"Merrill, Jackson","701538","2026","3","56.1","0.9","0.1","-0.3","0.7","35.6","57","32"
"Mesa Jr., Victor","683748","2026","5","66.7","2.4","5.7","-1.4","6.8","41.1","18","12"
"Meyers, Jake","676694","2026","2","50","1.4","0","0.6","2","37.8","12","6"
"Mitchell, Garrett","669003","2026","5","57.7","2.1","-0.5","0.4","2","36.8","52","30"
"Moniak, Mickey","666160","2026","-1","45.8","-0.1","-0.2","0.4","0.1","32.9","24","11"
"Montgomery, Braden","695731","2026","1","48.3","0.4","0.6","0","1","34","29","14"
"Mullins, Cedric","656775","2026","7","63.5","0.4","3.1","-1.8","1.7","36.6","52","33"
"Myers, Dane","667472","2026","0","47.2","0.6","1.2","-1.1","0.7","35.4","36","17"
"Nimmo, Brandon","607043","2026","-2","42.5","-0.6","-1","0.5","-1.1","33.7","40","17"
"Nootbaar, Lars","663457","2026","1","52.4","-0.9","-1.1","0.3","-1.7","31.1","21","11"
"O'Hearn, Ryan","656811","2026","-2","43.8","-0.6","-0.2","1.1","0.3","33.8","16","7"
"O'Neill, Tyler","641933","2026","-1","43.8","-0.2","-1","0.8","-0.5","33","32","14"
"Osuna, Alejandro","696030","2026","-3","41.4","-0.8","-0.3","-0.2","-1.3","32.5","29","12"
"Outman, James","681546","2026","1","59.1","1.4","-0.1","-0.2","1.1","35.7","22","13"
"Pages, Andy","681624","2026","8","59.5","1.3","0.6","-0.2","1.8","36.3","74","44"
"Pereira, Everson","677592","2026","1","43.5","0.8","1","0.2","1.9","35.5","23","10"
"Peters, Tristan","671976","2026","7","60.5","2","0.4","0.8","3.2","37.9","43","26"
"Piñango, Yohendrick","682818","2026","-1","42.9","-0.8","-0.7","0.8","-0.7","31.9","14","6"
"Pérez, Wenceel","672761","2026","-2","47.4","-0.6","-0.3","0.3","-0.6","32.8","19","9"
"Rafaela, Ceddanne","678882","2026","13","65.6","1.6","2","-0.5","3.1","37.4","64","42"
"Raley, Luke","670042","2026","-6","9.7","-1.1","-0.9","0.3","-1.6","31.7","31","3"
"Ramos, Heliot","671218","2026","-5","29.6","0.6","1","-1.3","0.3","33.1","27","8"
"Reynolds, Bryan","668804","2026","-3","45.7","-1.1","-0.6","0.8","-0.9","32.9","46","21"
"Robert Jr., Luis","673357","2026","0","55.6","0","-0.2","0.5","0.2","34.2","18","10"
"Robles, Victor","645302","2026","1","38.1","0.3","0.6","0.1","0.9","36.1","21","8"
"Rodríguez, Julio","677594","2026","-1","42.2","1","-1.1","0.5","0.4","34.9","45","19"
"Ruiz, Esteury","665923","2026","1","59.1","1.1","1","0.4","2.5","37.5","22","13"
"Schmitt, Casey","669477","2026","-3","18.8","-2.4","-1.3","0.3","-3.3","30.3","16","3"
"Schneemann, Daniel","682177","2026","0","69.2","-0.4","0.3","0.4","0.3","33.8","13","9"
"Schneider, Davis","676914","2026","-3","28.6","-1.6","-0.6","0.4","-1.7","32.5","21","6"
"Schuemann, Max","680474","2026","0","36.8","0.9","1.1","-0.2","1.8","34.3","19","7"
"Scott II, Victor","687363","2026","3","54.3","0.5","-0.6","0.7","0.6","35.2","35","19"
"Shaw, Matt","807713","2026","2","70","1.6","1.2","-0.5","2.2","36.8","10","7"
"Sheets, Gavin","657757","2026","-2","30.8","-3","-1.9","0.6","-4.4","29.1","13","4"
"Simpson, Chandler","802415","2026","7","64.3","1.3","5.2","-3.5","3.1","36.5","70","45"
"Siri, Jose","642350","2026","-2","42.1","0.2","-0.1","0.2","0.3","35.2","19","8"
"Smith, Cam","701358","2026","5","59.1","0.6","0","0.1","0.7","34.3","66","39"
"Soderstrom, Tyler","691016","2026","-7","34.5","0.1","-0.1","0.3","0.3","33.6","58","20"
"Sosa, Edmundo","624641","2026","-1","50","0.7","0.6","0.5","1.8","37.2","10","5"
"Soto, Juan","665742","2026","-3","28.6","-0.5","-0.4","0.4","-0.5","32.8","28","8"
"Steer, Spencer","668715","2026","-1","41.4","0","-0.2","0.1","-0.1","32.3","29","12"
"Stowers, Kyle","669065","2026","0","50","0.3","0.1","0.3","0.6","33.5","12","6"
"Straw, Myles","664702","2026","2","54.5","0.6","0.4","0.2","1.1","34.8","33","18"
"Suzuki, Seiya","673548","2026","4","54.8","0.8","1.8","-0.5","2.2","35.9","42","23"
"Sánchez, Jesús","660821","2026","-5","32","-0.8","-0.4","0.1","-1","31.8","25","8"
"Tatis Jr., Fernando","665487","2026","1","51.6","0.4","-1","0.7","0.2","33.9","31","16"
"Taveras, Leody","665750","2026","-5","33.9","-0.4","-0.2","-0.1","-0.6","33.3","56","19"
"Taylor, Tyrone","621438","2026","0","50","0.7","-0.8","0.7","0.6","35.1","20","10"
"Teodosio, Bryce","669326","2026","2","63.6","3.4","2.5","-1","4.9","39.6","11","7"
"Thomas, Alek","677950","2026","3","76.5","0.4","1.4","-1.4","0.4","35.5","17","13"
"Thomas, Colby","687515","2026","1","63.2","-0.4","1.1","-0.1","0.6","33.5","19","12"
"Thomas, Lane","657041","2026","-7","40.5","-0.8","-1.8","0.8","-1.8","33.1","37","15"
"Trammell, Taylor","666211","2026","-1","41.4","0.2","0.1","0.3","0.6","34.3","29","12"
"Trout, Mike","545361","2026","-4","46.5","0","-1.6","0.6","-0.9","33.6","43","20"
"Troy, Tommy","694371","2026","-1","45","0.3","0.4","-0.6","0.2","33.6","20","9"
"Tucker, Kyle","663656","2026","-7","28.9","-1.8","-0.8","0.1","-2.4","30.9","38","11"
"Valdez, Esmerlyn","699013","2026","2","54.2","0","1.2","0.1","1.3","34.8","24","13"
"Varsho, Daulton","662139","2026","5","59.6","0.5","0.4","0","0.9","35","57","34"
"Vierling, Matt","663837","2026","1","59.4","-0.3","-1","0.3","-1","33.3","32","19"
"Vilade, Ryan","668723","2026","0","45.5","0","2.3","-1.5","0.9","35.1","22","10"
"Waldschmidt, Ryan","814439","2026","3","62.2","-0.3","-0.3","-0.1","-0.7","33.6","37","23"
"Walker, Jordan","691023","2026","-8","34.8","-1.1","-0.9","0.6","-1.4","31.3","66","23"
"Wallner, Matt","670242","2026","-5","13.6","-3.9","-2.7","1.4","-5.3","27.6","22","3"
"Ward, Taylor","621493","2026","-2","35.1","-0.5","-0.3","0.5","-0.3","32.8","37","13"
"Watson, Kahlil","696135","2026","1","46.2","2.3","2","-0.5","3.8","37.9","13","6"
"White, Eli","642201","2026","4","66.7","2","-0.5","-0.1","1.4","34.8","21","14"
"Wood, James","695578","2026","-1","34.1","-1","1","-1.1","-1.1","31.3","41","14"
"Yastrzemski, Mike","573262","2026","-1","40.5","0","-0.4","0.2","-0.2","33.6","37","15"
"Young, Jacob","696285","2026","10","60.3","1.5","5.2","-3.6","3.1","37.5","58","35"
