"last_name, first_name","resp_fielder_id","year","outs_above_average","outs_per_play","rel_league_burst_distance","rel_league_reaction_distance","rel_league_routing_distance","rel_league_bootup_distance","f_bootup_distance","n","n_outs"
"Cain, Lorenzo","456715","2021","3","59.3","1.4","0.2","-0.4","1.1","35","27","16"
"Calhoun, Kole","594777","2021","-2","35.3","-0.3","0.9","-0.2","0.4","33.4","17","6"
"Calhoun, Willie","641432","2021","-3","15.4","-3.5","-0.8","-0.7","-5","26.3","13","2"
"Cameron, Daz","663662","2021","0","27.8","1","-0.7","0.3","0.5","32.8","18","5"
"Canha, Mark","592192","2021","-2","43.9","-0.8","0.1","0.1","-0.7","32.3","66","29"
"Carlson, Dylan","666185","2021","-3","45.6","-1.3","-0.9","0.8","-1.4","31.3","68","31"
"Castellanos, Nick","592206","2021","-6","25.4","-1.6","0.7","-0.9","-1.8","30.9","59","15"
"Cave, Jake","595909","2021","-2","34.6","-0.1","-0.1","-0.1","-0.3","31.8","26","9"
"Celestino, Gilberto","665482","2021","-1","46.7","-1.7","0.1","-0.6","-2.2","30.9","15","7"
"Conforto, Michael","624424","2021","-1","42.2","-0.9","0","-0.1","-1","31.1","45","19"
"Cooper, Garrett","643265","2021","-5","21.4","-2.6","-0.4","-0.4","-3.5","28","14","3"
"Cordero, Franchy","614173","2021","0","43.8","0.1","-0.2","0.2","0","32.4","16","7"
"Dahl, David","621311","2021","0","45.8","0.5","-1.2","0.6","-0.2","30.8","24","11"
"Davis, Jonathan","641505","2021","0","64.3","0.4","0","-0.6","-0.2","34.2","14","9"
"Daza, Yonathan","602074","2021","3","56.8","0.2","0.4","-0.8","-0.3","32.7","37","21"
"De La Cruz, Bryan","650559","2021","-1","33.3","-3.1","0.9","-1.2","-1.1","30.3","27","9"
"Dickerson, Alex","543105","2021","-4","38.5","-0.8","0.4","-0.2","-0.6","32.1","26","10"
"Dickerson, Corey","572816","2021","-1","48.8","0.4","1","-0.3","1","34.3","41","20"
"Dozier, Hunter","641531","2021","-8","32.4","-2.2","-1.2","-0.3","-3.7","29.2","37","12"
"Duggar, Steven","621453","2021","4","47.4","1.4","0","0.3","1.7","34.8","38","18"
"Duvall, Adam","594807","2021","3","57.3","0.5","1.2","-0.8","1","34.1","75","43"
"Dyson, Jarrod","502481","2021","3","62.5","1.7","0.3","-0.1","1.9","34.5","32","20"
"Eaton, Adam","594809","2021","-3","32.1","-0.7","0","-0.5","-1.3","31.3","28","9"
"Edman, Tommy","669242","2021","2","65","-0.1","-0.1","0.3","0.1","33","20","13"
"Engel, Adam","641553","2021","2","61.9","1.2","-1.5","0.9","0.6","33.5","21","13"
"Evans, Phillip","595943","2021","-1","33.3","-1.3","0.7","-0.3","-0.9","30.8","12","4"
"Fraley, Jake","641584","2021","0","50","0.7","-1.1","0.4","0","31.7","34","17"
"Frazier, Clint","640449","2021","-6","20.8","-2","-1","0.7","-2.4","29.4","24","5"
"Gallo, Joey","608336","2021","4","44.3","0.9","1.3","-0.6","1.6","33.7","61","27"
"Gamel, Ben","592325","2021","-11","18.4","-1.5","-1.3","0.3","-2.5","30.3","49","9"
"García, Adolis","666969","2021","6","58.8","1.1","1","-0.3","1.7","34.8","85","50"
"García, Avisaíl","541645","2021","-3","49","-0.9","-0.9","0.4","-1.4","30.7","51","25"
"García, Leury","544725","2021","-1","48.3","1","-0.1","0.5","1.4","34.4","29","14"
"Gardner, Brett","458731","2021","-1","42.6","0.5","-0.2","0","0.3","33.5","61","26"
"Garlick, Kyle","664247","2021","0","50","-0.6","-1.7","0.7","-1.6","30.2","10","5"
"Goodwin, Brian","571718","2021","0","53.1","1.2","0.9","-0.1","2","35.3","32","17"
"Gordon, Nick","624503","2021","-3","35.3","-0.4","-0.1","0.5","0","33.9","17","6"
"Gosselin, Phil","594838","2021","-4","22.2","-2.4","-2","0.6","-3.8","28.6","18","4"
"Grichuk, Randal","545341","2021","2","57.1","-0.4","-1.5","0.6","-1.3","31.4","56","32"
"Grisham, Trent","663757","2021","4","55.6","0.6","2.6","-1.9","1.3","34.6","72","40"
"Grossman, Robbie","543257","2021","-5","43.2","-0.5","0.1","-0.2","-0.6","31.5","81","35"
"Gurriel Jr., Lourdes","666971","2021","-2","46.5","-1.1","0.1","0.1","-1","31.3","43","20"
"Haggerty, Sam","664059","2021","-1","42.9","0.6","-0.1","0.7","1.1","32.5","14","6"
"Hamilton, Billy","571740","2021","2","78.6","1.6","0.7","-0.2","2.1","35.4","14","11"
"Hampson, Garrett","641658","2021","3","55.6","1.2","-0.5","0.4","1","34.8","45","25"
"Haniger, Mitch","571745","2021","-5","44.4","-0.2","0.3","0.1","0.2","32.6","72","32"
"Happ, Ian","664023","2021","-4","34.9","-0.6","0.2","-0.3","-0.7","31.3","43","15"
"Harper, Bryce","547180","2021","-2","39.3","-0.6","-0.5","0","-1.1","31.7","56","22"
"Hays, Austin","669720","2021","-1","45.7","-0.3","-0.6","0.2","-0.8","31","46","21"
"Heredia, Guillermo","628338","2021","4","58.7","0.9","0.6","-1","0.6","33.8","46","27"
"Hernandez, Yadiel","628450","2021","-2","41.4","-1.1","1.1","-0.8","-0.8","31.6","29","12"
"Hernández, Enrique","571771","2021","8","70.7","1.2","4.5","-2.4","3.3","36.9","41","29"
"Hernández, Teoscar","606192","2021","0","38.3","-1.5","0.1","0","-1.3","30.3","60","23"
"Herrera, Odúbel","546318","2021","3","50","1","1.7","-0.7","2","35.8","50","25"
"Heyward, Jason","518792","2021","2","52","0.3","0.4","0","0.7","33","50","26"
"Hicks, Aaron","543305","2021","0","60","0","0.2","0.2","0.4","33.8","10","6"
"Hill, Derek","656537","2021","1","45.5","-0.2","-1.2","0.3","-1.1","32.9","33","15"
"Hilliard, Sam","656541","2021","-1","44.4","0","-1.1","0.1","-1","32.7","27","12"
"Inciarte, Ender","542255","2021","0","40","-0.2","0","-0.5","-0.6","32.9","10","4"
"Isbel, Kyle","664728","2021","1","60","0.2","2.3","-1.2","1.3","33.7","10","6"
"Jiménez, Eloy","650391","2021","2","40","-0.9","-0.2","0.5","-0.6","32.1","20","8"
"Joe, Connor","656582","2021","0","41.2","0.3","-0.3","0.1","0.1","32.8","17","7"
"Jones, JaCoby","592444","2021","-1","50","-1.5","0.1","0.7","-0.7","33.3","12","6"
"Judge, Aaron","592450","2021","-2","45.9","-0.9","-0.9","0.3","-1.5","30.7","61","28"
"Kelenic, Jarred","672284","2021","-1","38.7","0.6","0.6","-0.7","0.5","33.3","62","24"
"Kemp, Tony","643393","2021","1","55.6","-0.1","-0.4","0.3","-0.3","32.1","18","10"
"Kepler, Max","596146","2021","6","60","0.4","0.4","0.3","1.1","33.4","50","30"
"Kiermaier, Kevin","595281","2021","10","74","2.2","0.5","0.2","2.9","36.5","50","37"
"Kirilloff, Alex","666135","2021","-1","40","-0.9","-0.7","-0.1","-1.7","29.9","15","6"
"Lagares, Juan","501571","2021","1","51.3","1.1","0.9","-0.3","1.7","34.7","39","20"
"Larnach, Trevor","663616","2021","1","44.8","-0.6","-0.4","0.5","-0.5","31.3","29","13"
"Laureano, Ramón","657656","2021","1","48.9","-0.1","2.7","-1.6","0.9","34.8","47","23"
"Lewis, Kyle","641786","2021","-1","40","0.7","-1.2","0.9","0.4","33.7","15","6"
"Locastro, Tim","641796","2021","1","39.1","1.5","1","-0.4","2.1","33.4","23","9"
"Luplow, Jordan","656669","2021","-2","28.6","-1","-1.2","0.3","-1.9","31.5","14","4"
"Lux, Gavin","666158","2021","-2","33.3","-0.4","-0.2","-0.8","-1.4","29.9","12","4"
"Margot, Manuel","622534","2021","14","68.2","0.6","1.7","-0.8","1.5","34.6","66","45"
"Marisnick, Jake","545350","2021","3","76.2","1.2","-0.4","0","0.8","34.4","21","16"
"Marsh, Brandon","669016","2021","1","58.3","0.9","-0.3","-0.1","0.5","34.5","36","21"
"Marte, Ketel","606466","2021","-3","48.8","-1.4","-1.1","-0.2","-2.7","30.9","41","20"
"Marte, Starling","516782","2021","2","50","-0.3","-0.5","0.5","-0.4","32.8","64","32"
"Martin, Jason","641829","2021","-1","40","-1.3","-0.9","0.6","-1.6","31","10","4"
"Martinez, J.D.","502110","2021","-2","41.7","-0.8","0","0.1","-0.7","31.3","24","10"
"Mazara, Nomar","608577","2021","1","57.9","-0.4","-0.8","0.5","-0.6","30.5","19","11"
"McCormick, Chas","676801","2021","10","72.1","1.4","0.5","0.5","2.3","34.7","43","31"
"McCutchen, Andrew","457705","2021","-5","32.6","-0.8","-1.3","1","-1.1","31.2","43","14"
"McKenna, Ryan","663630","2021","3","51.4","0.1","-0.8","0.3","-0.3","31.7","35","18"
"McKinney, Billy","641856","2021","1","48.3","0.5","0.9","-0.1","1.2","33.8","29","14"
"McKinstry, Zach","656716","2021","-1","30.8","0.9","0.3","-0.2","0.9","34","13","4"
"McNeil, Jeff","643446","2021","0","40","0.4","-0.4","0.9","0.9","34.6","10","4"
"Meadows, Austin","640457","2021","-3","38.7","0.2","-0.7","-0.3","-0.8","32.1","31","12"
"Mercado, Óscar","640458","2021","1","43.5","1.1","1.6","-0.6","2","33.9","23","10"
"Meyers, Jake","676694","2021","4","56.7","1.4","0.5","-0.2","1.7","34.8","30","17"
"Moore, Dylan","664238","2021","4","50","1.2","0.3","0.3","1.8","34.1","28","14"
"Mullins, Cedric","656775","2021","7","51.1","1.1","-0.6","0.7","1.2","34.7","88","45"
"Myers, Wil","571976","2021","-2","52.1","-0.7","-1.2","0.5","-1.5","31.1","48","25"
"Naquin, Tyler","571980","2021","-6","25","-0.6","-0.2","-0.5","-1.3","31.8","40","10"
"Naylor, Josh","647304","2021","1","51.9","-0.4","0","0.1","-0.4","32.2","27","14"
"Nimmo, Brandon","607043","2021","1","57.1","-0.8","-0.8","0.6","-0.2","33","42","24"
"Nootbaar, Lars","663457","2021","1","60","1","0.5","-0.3","1.3","33.4","15","9"
"O'Neill, Tyler","641933","2021","5","59.3","-0.1","-0.8","0.8","-0.1","32.2","54","32"
"Olivares, Edward","658668","2021","-1","20","0.1","-0.1","-0.2","-0.1","32.8","10","2"
"Ortega, Rafael","542364","2021","-2","42.9","-0.2","-0.9","0.7","-0.4","33.5","35","15"
"Ozuna, Marcell","542303","2021","-1","25","-0.8","0.1","-0.1","-0.8","31.8","12","3"
"Pederson, Joc","592626","2021","-5","32.1","-1.5","-0.7","-0.7","-2.9","29.5","53","17"
"Peralta, David","444482","2021","2","53.2","-0.8","0.3","-0.3","-0.9","31.8","62","33"
"Peters, DJ","656847","2021","2","51.7","0.4","0.1","0.1","0.5","33.4","29","15"
"Pham, Tommy","502054","2021","-5","30.9","-0.3","-0.3","0","-0.6","31.9","55","17"
"Phillips, Brett","621433","2021","7","62.8","1.5","1.1","-0.1","2.5","35.3","43","27"
"Pillar, Kevin","607680","2021","-1","37.5","-0.7","0.9","-0.4","-0.3","32.9","32","12"
"Pinder, Chad","640461","2021","-2","40","-0.8","1","-0.8","-0.7","31.9","25","10"
"Piscotty, Stephen","572039","2021","-2","20","-1.1","-0.8","0.5","-1.4","30.7","20","4"
"Polanco, Gregory","570256","2021","-2","35.7","-1.4","0","0.5","-0.9","31.3","42","15"
"Pollock, AJ","572041","2021","-3","33.3","-0.2","-1.2","0.3","-1.1","31.5","42","14"
"Profar, Jurickson","595777","2021","-4","33.3","-1.2","0.4","-0.9","-1.7","31.8","30","10"
"Ramírez, Harold","623912","2021","-4","46.2","-0.5","0","0.4","-0.1","32.8","52","24"
"Reddick, Josh","502210","2021","-2","40","-0.6","0.4","0.4","0.2","32","20","8"
"Refsnyder, Rob","608701","2021","1","43.8","1.2","-0.7","1.1","1.6","32.6","16","7"
"Renfroe, Hunter","592669","2021","-2","36.4","0.2","0.4","-0.4","0.2","32.6","66","24"
"Reyes, Victor","622682","2021","-1","35.3","0","-0.3","0.2","0","32.7","34","12"
"Reynolds, Bryan","668804","2021","8","58.3","0","-0.9","0.5","-0.4","32.9","84","49"
"Robert Jr., Luis","673357","2021","4","60.5","0.9","0.2","0.5","1.5","35.3","38","23"
"Robles, Victor","645302","2021","2","51.1","1","0.2","-1.6","-0.1","33.4","47","24"
"Rojas, Jose","670351","2021","-2","14.3","-0.6","0.2","0.7","0.2","33","14","2"
"Rojas, Josh","668942","2021","1","68.2","1.1","0.7","0.4","2.2","34.2","22","15"
"Rooker, Brent","667670","2021","-3","20","-0.9","-2.1","0.8","-2.2","29.5","15","3"
"Rosario, Eddie","592696","2021","-2","50","-0.6","0.3","-0.2","-0.6","32.3","46","23"
"Ruf, Darin","573131","2021","-2","26.7","-3","-1.1","0.6","-3.6","27.8","15","4"
"Santander, Anthony","623993","2021","-3","41.5","-0.7","-0.7","0.7","-0.7","31.9","41","17"
"Schwarber, Kyle","656941","2021","-5","26.7","-0.4","-0.6","0.2","-0.8","31.1","30","8"
"Sierra, Magneuris","642423","2021","2","57.7","1.8","-0.6","0.2","1.4","33.6","26","15"
"Slater, Austin","596103","2021","3","55.9","1.9","0","-0.3","1.6","34.8","34","19"
"Smith, Dominic","642086","2021","-6","23.5","-1.6","-0.1","0","-1.7","29.7","34","8"
"Smith, Pavin","656976","2021","-5","38.1","-1.3","-0.6","0.6","-1.3","31.3","42","16"
"Soler, Jorge","624585","2021","-7","25","-2","-0.9","0.2","-2.8","29.7","44","11"
"Soto, Juan","665742","2021","2","51.8","0","0.9","-1","0","32.9","56","29"
"Springer, George","543807","2021","3","62.5","-0.2","0","0","-0.2","32.7","24","15"
"Stevenson, Andrew","664057","2021","2","62.5","1.3","-1","-0.6","-0.4","32.1","16","10"
"Stewart, DJ","621466","2021","-5","18.5","-2.1","-1.2","0.1","-3.2","29.1","27","5"
"Straw, Myles","664702","2021","6","58.9","0.5","0.4","-0.1","0.8","33.9","95","56"
"Sánchez, Jesús","660821","2021","2","60.6","1.8","1.1","0","2.9","35.6","33","20"
"Tapia, Raimel","606132","2021","1","46.8","0.2","-0.7","0.1","-0.4","32.6","47","22"
"Tatis Jr., Fernando","665487","2021","0","58.3","1.4","-0.5","0.8","1.6","33.5","12","7"
"Tauchman, Mike","643565","2021","3","65","0.9","0.5","-0.5","0.9","33.3","20","13"
"Taveras, Leody","665750","2021","5","66.7","1.8","0.3","0.1","2.1","35.5","24","16"
"Taylor, Chris","621035","2021","0","48.3","-0.1","-0.7","0.2","-0.6","32.2","29","14"
"Taylor, Michael A.","572191","2021","10","60.2","0.9","-0.1","0.3","1.1","34.8","93","56"
"Taylor, Tyrone","621438","2021","3","69.2","0.8","0.5","-0.2","1.1","34","26","18"
"Thomas, Lane","657041","2021","-2","34.3","0","0.1","-0.7","-0.6","32.5","35","12"
"Trammell, Taylor","666211","2021","3","63.2","1.1","-0.2","0.6","1.4","34.3","19","12"
"Trout, Mike","545361","2021","0","53.8","0.1","-2","0.8","-1.1","32.9","13","7"
"Tsutsugo, Yoshi","660294","2021","-4","23.1","-1.5","-0.9","-0.1","-2.6","28.4","13","3"
"Tucker, Kyle","663656","2021","3","51.7","0.2","0.6","0","0.7","32.9","60","31"
"Upton, Justin","457708","2021","-4","26.9","-0.4","-1.3","-0.4","-2.1","30.2","26","7"
"Varsho, Daulton","662139","2021","3","63","1.8","0.9","-0.3","2.4","35.5","27","17"
"Vaughn, Andrew","683734","2021","-4","37.1","-2","-1","0.1","-3","29.9","35","13"
"Verdugo, Alex","657077","2021","-2","42.2","-0.4","0.5","-0.9","-0.7","31.5","64","27"
"Wade Jr., LaMonte","664774","2021","1","52.6","-0.1","-0.2","0.4","0","31.8","19","10"
"Ward, Taylor","621493","2021","1","53.6","1.3","0.2","0.2","1.7","35.1","28","15"
"White, Eli","642201","2021","4","66.7","2","-1.1","0.3","1.2","34.2","33","22"
"Williams, Justin","642211","2021","1","56.3","-0.2","1.2","-0.5","0.5","33.9","16","9"
"Winker, Jesse","608385","2021","-6","31","-1.6","-0.9","0.4","-2.2","29.9","42","13"
"Yastrzemski, Mike","573262","2021","4","59.6","1.1","0.2","0.5","1.7","34.4","57","34"
"Yelich, Christian","592885","2021","0","50","-0.3","-1.7","0.8","-1.2","32.3","34","17"
"Zimmer, Bradley","605548","2021","7","70.4","1.5","-0.4","0.6","1.6","35.2","27","19"
