"last_name, first_name","resp_fielder_id","year","outs_above_average","outs_per_play","rel_league_burst_distance","rel_league_reaction_distance","rel_league_routing_distance","rel_league_bootup_distance","f_bootup_distance","n","n_outs"
"Gallo, Joey","608336","2019","0","39.1","-0.1","1.1","-0.4","0.6","34","23","9"
"Gamel, Ben","592325","2019","2","60.7","0.3","0.4","0.1","0.8","33.5","28","17"
"García, Avisaíl","541645","2019","1","54.8","-0.4","-0.2","0.4","-0.2","33","42","23"
"García, Leury","544725","2019","5","46","1.7","0.6","0.2","2.5","35.3","50","23"
"Gardner, Brett","458731","2019","0","44.2","0.4","-0.5","0.6","0.4","33.5","77","34"
"Gonzalez, Marwin","503556","2019","-3","42.9","-0.1","2.2","-1.9","0.2","32.2","21","9"
"Goodrum, Niko","592348","2019","0","47.1","-1.4","0","0.2","-1.3","30.5","17","8"
"Goodwin, Brian","571718","2019","2","52.2","0.3","0.4","-0.3","0.3","33.3","46","24"
"Gordon, Alex","460086","2019","-3","34.2","-0.9","-0.6","0.6","-0.9","31.4","73","25"
"Gore, Terrance","605253","2019","4","81.8","4.4","0.9","0.2","5.5","37.3","11","9"
"Granderson, Curtis","434158","2019","-3","43.6","-1.2","0.2","0","-1","31.6","39","17"
"Grichuk, Randal","545341","2019","5","49.3","0.4","-1.3","0.9","0.3","32.7","67","33"
"Grisham, Trent","663757","2019","3","73.3","1.7","3.1","-1.4","3.5","36.9","15","11"
"Grossman, Robbie","543257","2019","4","57.4","0.9","0.9","-0.1","1.7","34.1","54","31"
"Gurriel Jr., Lourdes","666971","2019","-2","28.6","-1.4","0.5","-0.5","-1.4","30.5","28","8"
"Gómez, Carlos","460576","2019","2","54.5","0.2","0.3","0.1","0.6","34","11","6"
"Hamilton, Billy","571740","2019","3","58.2","0.9","0.3","-0.3","0.8","34.7","55","32"
"Hampson, Garrett","641658","2019","2","63.2","0.7","-0.5","0.5","0.7","33.8","19","12"
"Haniger, Mitch","571745","2019","1","51.6","-0.2","0.2","0.4","0.4","32.6","31","16"
"Happ, Ian","664023","2019","1","70","0.6","1.1","0.1","1.9","35.2","10","7"
"Harper, Bryce","547180","2019","0","43.8","0.4","-0.6","0.3","0.1","32.5","73","32"
"Haseley, Adam","656514","2019","4","58.3","-0.1","-0.2","0.1","0.5","33.3","36","21"
"Hays, Austin","669720","2019","1","60","1.5","-0.8","0.6","1.3","34.8","10","6"
"Heredia, Guillermo","628338","2019","4","61.1","1.5","1.4","-0.4","2.4","35.4","36","22"
"Hernández, Teoscar","606192","2019","-4","39.6","-1.1","-0.6","0.6","-1.2","31.3","53","21"
"Herrera, Odúbel","546318","2019","1","43.8","0.9","1.6","-0.6","1.8","35.2","16","7"
"Herrera, Rosell","594011","2019","-1","41.7","-0.3","-2","0.7","-1.6","32.2","12","5"
"Heyward, Jason","518792","2019","10","57.6","0.8","0.5","-0.1","1.2","33.9","66","38"
"Hicks, Aaron","543305","2019","-1","57.1","-0.2","-0.7","0.2","-0.7","32.7","28","16"
"Inciarte, Ender","542255","2019","2","55.6","0.9","1.3","-0.9","1.3","34.7","27","15"
"Jay, Jon","445055","2019","-5","34.6","-1.4","0.1","0.5","-0.8","31.2","26","9"
"Jiménez, Eloy","650391","2019","-8","31.9","-1.4","-0.3","0.7","-1","31.9","47","15"
"Jones, Adam","430945","2019","-6","26.4","-2.3","-0.8","0.3","-2.7","29.5","53","14"
"Jones, JaCoby","592444","2019","-1","34.8","-0.7","-0.4","-0.5","-1.6","31.7","46","16"
"Joyce, Matt","459964","2019","-1","40","0.1","1.5","-0.3","1.3","33.4","25","10"
"Judge, Aaron","592450","2019","9","70.4","0.5","-1.3","0.8","0","32.2","54","38"
"Kemp, Matt","461314","2019","0","40","-0.9","-1.5","0.4","-2","30.3","10","4"
"Kemp, Tony","643393","2019","2","50","1.7","0.9","-0.6","1.7","33.1","12","6"
"Kepler, Max","596146","2019","5","61.8","0.2","-0.4","0.8","0.6","33.9","55","34"
"Kiermaier, Kevin","595281","2019","16","74.6","2.8","1.1","0","4","37.9","67","50"
"Kingery, Scott","664068","2019","2","60","-0.1","-1.6","0.2","-1.5","32","30","18"
"Lagares, Juan","501571","2019","3","55.8","1.2","1.2","-0.5","1.8","35.4","43","24"
"Laureano, Ramón","657656","2019","-2","46.8","0.7","1.9","-1.4","1.2","34.7","62","29"
"Lewis, Kyle","641786","2019","2","50","0.6","-0.9","0.3","0.1","33.1","12","6"
"Locastro, Tim","641796","2019","1","45.9","-0.5","0","-0.4","-1","31","37","17"
"Long Jr., Shed","643418","2019","-2","18.2","-1.9","1.3","-1.6","-2.2","30","11","2"
"Luplow, Jordan","656669","2019","0","37.9","0.1","-1.1","0.6","-0.4","32.2","29","11"
"Mancini, Trey","641820","2019","-6","36.6","-1.9","0.2","-0.3","-2.1","30.3","41","15"
"Margot, Manuel","622534","2019","9","68.3","1.2","1.8","-0.7","2.3","35.9","60","41"
"Marisnick, Jake","545350","2019","6","64.1","1.9","-0.2","-0.2","1.5","34.9","39","25"
"Markakis, Nick","455976","2019","-3","43.4","-0.8","-0.1","-0.3","-1.2","31.3","53","23"
"Marte, Ketel","606466","2019","-1","45.5","-0.6","-0.4","-0.3","-1.3","31.4","33","15"
"Marte, Starling","516782","2019","7","52.9","1.3","-0.1","0.5","1.7","35","68","36"
"Martin, Leonys","547982","2019","1","51.4","-0.7","1.6","-1.1","-0.3","32.7","35","18"
"Martinez, J.D.","502110","2019","-1","29.4","-1.1","-0.1","-0.7","-1.8","30.8","17","5"
"Martínez, José A.","500874","2019","-8","20.5","-1.8","-0.3","-0.1","-2.2","30.9","39","8"
"Maybin, Cameron","457727","2019","0","48.4","-1.5","-0.5","0.5","-1.5","31.6","31","15"
"Mazara, Nomar","608577","2019","1","52.1","-1.2","-0.4","0.4","-1.2","30.9","48","25"
"McCutchen, Andrew","457705","2019","-5","34.6","-0.2","-2.3","0.9","-1.6","31.2","26","9"
"McKinney, Billy","641856","2019","-2","53.3","-0.8","-0.1","-0.7","-1.5","30.7","30","16"
"McNeil, Jeff","643446","2019","-5","35.3","0.1","-0.1","-0.2","-0.2","32.4","34","12"
"Meadows, Austin","640457","2019","0","52.2","0.9","-1.1","0.7","0.5","32.2","46","24"
"Mercado, Óscar","640458","2019","6","62.1","0","1.2","-0.6","0.5","33.2","66","41"
"Merrifield, Whit","593160","2019","-1","41.5","-0.6","-0.4","0","-1","31.2","41","17"
"Moore, Dylan","664238","2019","5","69.6","2.2","1.6","-0.4","3.4","36.6","23","16"
"Mullins, Cedric","656775","2019","2","73.3","1.2","-0.7","0.7","1.1","35","15","11"
"Myers, Wil","571976","2019","1","52.9","0.4","-1.2","0.5","-0.3","33.4","51","27"
"Naquin, Tyler","571980","2019","1","56.4","-0.2","-1","0.3","-0.8","31.1","39","22"
"Naylor, Josh","647304","2019","-6","23.8","-1.4","-0.4","0.3","-1.6","31.8","21","5"
"Negrón, Kristopher","502117","2019","1","60","0.5","0.2","0.1","0.9","32.3","10","6"
"Nimmo, Brandon","607043","2019","1","60","0.2","-0.5","0.3","0","33.2","35","21"
"Osuna, José","591741","2019","-2","31.3","-1","1","0","0","32","16","5"
"Owings, Chris","572008","2019","0","63.6","0","0","-0.3","-0.3","32.9","11","7"
"Ozuna, Marcell","542303","2019","-6","39.3","-1.1","0.1","0","-1","31.5","56","22"
"Parra, Gerardo","467827","2019","0","45.5","-0.1","2.2","-0.7","1.4","34.1","22","10"
"Pederson, Joc","592626","2019","0","50","-0.5","0.2","-0.7","-1.1","31.3","44","22"
"Pence, Hunter","452254","2019","-4","25","-1.7","-0.9","-0.4","-2.9","30.2","12","3"
"Peralta, David","444482","2019","-1","48.1","-0.8","-0.3","0","-1.1","31.4","54","26"
"Pham, Tommy","502054","2019","-8","30.8","-0.6","-0.4","-0.1","-1.1","31.2","52","16"
"Phillips, Brett","621433","2019","5","71.4","2.7","1.9","-0.2","4.4","37.7","14","10"
"Pillar, Kevin","607680","2019","4","53.6","-0.5","0","0.6","0.1","33.7","84","45"
"Pinder, Chad","640461","2019","2","64.3","-1.1","1.3","-0.7","-0.5","31.9","28","18"
"Piscotty, Stephen","572039","2019","0","46.3","-0.1","-0.9","0.4","-0.6","31.5","41","19"
"Polanco, Gregory","570256","2019","-1","47.6","-1.2","-0.8","0.6","-0.6","31.6","21","10"
"Pollock, AJ","572041","2019","-7","33.3","-0.7","-1.8","0.5","-2","31.3","42","14"
"Puello, César","527049","2019","0","53.3","0.4","0.4","0","0.8","33.9","15","8"
"Puig, Yasiel","624577","2019","2","34.8","-1.2","-1.2","0.5","-1.9","28.9","66","23"
"Quinn, Roman","596451","2019","0","35.7","1.3","-0.4","-0.6","0.3","34.4","14","5"
"Ramírez, Harold","623912","2019","-4","41.8","-1.4","0","-0.1","-1.6","30.7","55","23"
"Reddick, Josh","502210","2019","1","54.1","-0.1","0.8","0.4","1.1","33.2","61","33"
"Renfroe, Hunter","592669","2019","5","53","0.4","0.8","-0.5","0.7","33.4","66","35"
"Reyes, Franmil","614177","2019","-1","46.2","-1.7","-0.1","0.2","-1.6","31.5","39","18"
"Reyes, Pablo","622569","2019","0","50","0.2","-0.7","0.8","0.4","33.4","20","10"
"Reyes, Victor","622682","2019","2","50","-0.4","-0.4","0","-0.9","31.9","26","13"
"Reynolds, Bryan","668804","2019","1","46.9","0.8","-0.8","0.6","0.6","33","64","30"
"Rickard, Joey","572073","2019","0","60.7","0.3","0.6","0.1","0.9","34.2","28","17"
"Riddle, JT","595375","2019","-3","16.7","-3.3","-1.3","-0.5","-5.2","26.8","18","3"
"Riley, Austin","663586","2019","-1","44.8","-0.6","-0.2","0.1","-0.7","32.1","29","13"
"Robles, Victor","645302","2019","18","67.8","1.3","0.3","-0.4","1.3","34.4","87","59"
"Rojas, Josh","668942","2019","3","57.9","0.2","0.5","0.1","0.7","33.4","19","11"
"Rosario, Eddie","592696","2019","-12","27.7","-0.8","-0.5","0.1","-1.3","31","65","18"
"Santana, Danny","542454","2019","1","45.5","1.1","0.9","-0.4","1.6","34.7","22","10"
"Santana, Domingo","570267","2019","-12","26.7","-2.3","-1.1","0.4","-3","29","60","16"
"Santander, Anthony","623993","2019","-4","35","-0.6","-0.9","0.5","-1","31.9","40","14"
"Schebler, Scott","594988","2019","2","50","1.4","0.1","-0.3","1.1","34.3","10","5"
"Schwarber, Kyle","656941","2019","-6","29.5","-0.9","-0.4","0.2","-1.2","30.7","61","18"
"Senzel, Nick","669222","2019","0","43.1","0.7","-0.7","0.2","0.3","33.6","51","22"
"Slater, Austin","596103","2019","2","59.3","0.5","-0.1","-0.6","-0.2","31.9","27","16"
"Smith Jr., Dwight","596105","2019","-7","31.1","-1.9","-0.3","0","-2.1","30.4","45","14"
"Smith, Mallex","605480","2019","11","66.2","1","0.3","0.2","1.5","34.5","68","45"
"Soler, Jorge","624585","2019","-4","31.3","-1.6","-0.9","0.1","-2.4","29.9","32","10"
"Soto, Juan","665742","2019","4","55.3","0.5","1.7","-0.7","1.5","33.8","85","47"
"Springer, George","543807","2019","4","53.2","0.8","1.1","-0.6","1.2","34.1","47","25"
"Starling, Bubba","605490","2019","1","50","0.5","0.4","-1.6","-0.7","33.1","22","11"
"Stewart, Christin","621514","2019","-3","35.7","-0.7","-0.4","0","-1.1","30.4","42","15"
"Stewart, DJ","621466","2019","-3","40","-2.5","-1","-1.2","-4.6","27.3","15","6"
"Tapia, Raimel","606132","2019","1","50.8","1.2","-0.3","0.2","1","32.8","59","30"
"Tauchman, Mike","643565","2019","6","73","0.3","0.2","0.4","0.9","33.6","37","27"
"Taylor, Chris","621035","2019","1","59.1","1.5","-0.2","0.3","1.6","34.3","22","13"
"Taylor, Michael A.","572191","2019","2","64.3","1.8","-0.5","0","1.2","34.1","14","9"
"Tilson, Charlie","605508","2019","1","52.9","-0.4","-1.5","0.2","-0.9","31.7","34","18"
"Trout, Mike","545361","2019","-6","44.2","0.2","-2.4","0.9","-1.3","32.3","77","34"
"Upton, Justin","457708","2019","-4","16.7","-1.4","-1.5","0.8","-2.2","30.1","24","4"
"VanMeter, Josh","642165","2019","-2","45.5","-1.2","-1.1","0.7","-1.5","31.8","11","5"
"Verdugo, Alex","657077","2019","4","60.6","1.1","1","-1.5","0.7","34","33","20"
"Wilkerson, Stevie","592859","2019","-1","43.8","0.4","-0.8","-0.1","-0.4","32.8","32","14"
"Williamson, Mac","607776","2019","1","47.1","0.6","0.6","-0.2","1","31.8","17","8"
"Winker, Jesse","608385","2019","-9","33.3","-1.7","-1.4","0.3","-2.8","29.1","42","14"
"Yastrzemski, Mike","573262","2019","4","46.5","1.1","-0.4","0.5","1.2","34.3","43","20"
"Yelich, Christian","592885","2019","-6","29.5","-2.1","-1.5","0.7","-2.9","29.4","61","18"
