player,player_id,team,position,age,handedness,npb_plus_sprint_speed_kmh,npb_plus_ordinal_band,npb_plus_cohort_rank,npb_plus_cohort_size,exposure,direct_t90,direct_t90_measurement_year,standardized_short_distance_evidence,standardized_30m,standardized_50m,cohort,cohort_ordinal,historical_physical_evidence,measurement_era,anchor_relative_status,acceleration_top_speed_classification,classification_basis,physical_conflict_flags,temporal_comparison_boundary,context_only_hp_to_1b,physical_only_sns_queue_status
ポランコ,63065155,千葉ロッテマリーンズ,,,,31.1,B6_LOWER_MID_COHORT_OCTILE,66,100,"{""PA"":149,""games"":52,""pa_bucket"":""PA_100_199"",""full_effort_run_proxy_count"":12,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}","[{""metric"":""T90ft"",""seconds"":3.99,""value"":null,""unit"":null,""measurement_year"":2021,""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""seasonal qualified MLB runs"",""timing_method"":""Statcast official leaderboard"",""start_protocol"":""qualified home-to-first runs extrapolated to 90ft"",""source_tier"":""A"",""usage_class"":""HISTORICAL_PROFILE_HINT"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""mlb_statcast_running_splits_ポランコ_2021"",""source_name"":""Baseball Savant / Statcast"",""source_url"":""https://baseballsavant.mlb.com/running_splits?bats=&min=5&position=&team=&type=raw&year=2021"",""reason"":null}]",[2021],"[{""metric"":""T10ft"",""seconds"":0.84,""value"":null,""unit"":null,""measurement_year"":2021,""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""seasonal qualified MLB runs"",""timing_method"":""Statcast official leaderboard"",""start_protocol"":""qualified home-to-first runs extrapolated to 90ft"",""source_tier"":""A"",""usage_class"":""STANDARDIZED_PRIOR"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""mlb_statcast_running_splits_ポランコ_2021"",""source_name"":""Baseball Savant / Statcast"",""source_url"":""https://baseballsavant.mlb.com/running_splits?bats=&min=5&position=&team=&type=raw&year=2021"",""reason"":null},{""metric"":""T30ft"",""seconds"":1.77,""value"":null,""unit"":null,""measurement_year"":2021,""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""seasonal qualified MLB runs"",""timing_method"":""Statcast official leaderboard"",""start_protocol"":""qualified home-to-first runs extrapolated to 90ft"",""source_tier"":""A"",""usage_class"":""STANDARDIZED_PRIOR"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""mlb_statcast_running_splits_ポランコ_2021"",""source_name"":""Baseball Savant / Statcast"",""source_url"":""https://baseballsavant.mlb.com/running_splits?bats=&min=5&position=&team=&type=raw&year=2021"",""reason"":null}]",[],[],"[""npb_plus_2026_current_roster_100"",""seasonal qualified MLB runs""]","{""current_npb_plus_rank"":66,""current_npb_plus_size"":100,""current_npb_plus_band"":""B6_LOWER_MID_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}","[{""metric"":""T90ft"",""seconds"":3.99,""value"":null,""unit"":null,""measurement_year"":2021,""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""seasonal qualified MLB runs"",""timing_method"":""Statcast official leaderboard"",""start_protocol"":""qualified home-to-first runs extrapolated to 90ft"",""source_tier"":""A"",""usage_class"":""HISTORICAL_PROFILE_HINT"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""mlb_statcast_running_splits_ポランコ_2021"",""source_name"":""Baseball Savant / Statcast"",""source_url"":""https://baseballsavant.mlb.com/running_splits?bats=&min=5&position=&team=&type=raw&year=2021"",""reason"":null},{""metric"":""MLB_Sprint_Speed"",""seconds"":null,""value"":27.2,""unit"":""ft/s"",""measurement_year"":2021,""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""seasonal qualified MLB runs"",""timing_method"":""Statcast official leaderboard"",""start_protocol"":""qualified home-to-first runs extrapolated to 90ft"",""source_tier"":""A"",""usage_class"":""HISTORICAL_PROFILE_HINT"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""mlb_statcast_running_splits_ポランコ_2021"",""source_name"":""Baseball Savant / Statcast"",""source_url"":""https://baseballsavant.mlb.com/leaderboard/sprint_speed?year=2021&position=&team=&min=10"",""reason"":null}]",[2021],"{""status"":""ANCHOR_RESOLVED_MODERATE"",""status_reasons"":[""CURRENT_NPB_PLUS_ORDINAL_HAS_FULL_100_ROSTER_BRACKETING_BUT_PUBLIC_SAMPLE_COUNTS_ARE_NOT_PUBLISHED""],""high_confidence_anchor_count"":1,""same_cohort_order_conflict_count"":0}",TEMPORAL_CONSTRUCT_CONFLICT,V2_KNOWN_NON_2026_COMPARISON_MEASUREMENT,"[""TEMPORAL_CONSTRUCT_CONFLICT""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":3,""known_measurement_years"":[2021],""known_non_2026_measurement_years"":[2021],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":true,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}",[],ADDED_FOR_TEMPORAL_CONSTRUCT_CONFLICT
佐藤 都志也,71075151,千葉ロッテマリーンズ,,,,31.3,B5_MID_LOWER_COHORT_OCTILE,60,100,"{""PA"":301,""games"":88,""pa_bucket"":""PA_200_399"",""full_effort_run_proxy_count"":26,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":60,""current_npb_plus_size"":100,""current_npb_plus_band"":""B5_MID_LOWER_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}","[{""metric"":""50m"",""seconds"":5.9,""value"":null,""unit"":null,""measurement_year"":2018,""measurement_date"":null,""measurement_year_inferred"":true,""cohort"":""unknown"",""timing_method"":""unknown"",""start_protocol"":""unknown"",""source_tier"":""B"",""usage_class"":""HISTORICAL_PROFILE_HINT"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""sato_toshiya_50m_profile"",""source_name"":""スポニチ"",""source_url"":""https://www.sponichi.co.jp/baseball/news/2019/10/25/kiji/20191024s00001173410000c.html"",""reason"":null}]",[2018],"{""status"":""ANCHOR_RESOLVED_MODERATE"",""status_reasons"":[""CURRENT_NPB_PLUS_ORDINAL_HAS_FULL_100_ROSTER_BRACKETING_BUT_PUBLIC_SAMPLE_COUNTS_ARE_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}",[],NOT_QUEUED
友杉 篤輝,71275157,千葉ロッテマリーンズ,,,,32.7,B2_UPPER_COHORT_OCTILE,22,100,"{""PA"":270,""games"":83,""pa_bucket"":""PA_200_399"",""full_effort_run_proxy_count"":35,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],"[{""metric"":""50m"",""seconds"":6.1,""value"":null,""unit"":null,""measurement_year"":2022,""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""侍ジャパン大学代表選考合宿"",""timing_method"":""electronic_photoelectric"",""start_protocol"":""unknown"",""source_tier"":""C"",""usage_class"":""STANDARDIZED_PRIOR"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""standardized_50m_2022-06-19_友杉篤輝"",""source_name"":""Existing standardized 50m reference"",""source_url"":""https://www.youtube.com/watch?v=fC8_8iA7Cao"",""reason"":null}]",[],"[{""metric"":""50m"",""seconds"":6.1,""value"":null,""unit"":null,""measurement_year"":2022,""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""侍ジャパン大学代表選考合宿"",""timing_method"":""electronic_photoelectric"",""start_protocol"":""unknown"",""source_tier"":""C"",""usage_class"":""STANDARDIZED_PRIOR"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""standardized_50m_2022-06-19_友杉篤輝"",""source_name"":""Existing standardized 50m reference"",""source_url"":""https://www.youtube.com/watch?v=fC8_8iA7Cao"",""reason"":null}]","[""npb_plus_2026_current_roster_100"",""侍ジャパン大学代表選考合宿""]","{""current_npb_plus_rank"":22,""current_npb_plus_size"":100,""current_npb_plus_band"":""B2_UPPER_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}","[{""metric"":""50m"",""seconds"":5.9,""value"":null,""unit"":null,""measurement_year"":2022,""measurement_date"":null,""measurement_year_inferred"":true,""cohort"":""unknown"",""timing_method"":""unknown"",""start_protocol"":""unknown"",""source_tier"":""B"",""usage_class"":""HISTORICAL_PROFILE_HINT"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""tomosugi_50m_profile_claim"",""source_name"":""日刊スポーツ"",""source_url"":""https://www.nikkansports.com/baseball/news/202210170000769.html"",""reason"":null}]",[2022],"{""status"":""SNS_TIEBREAK"",""status_reasons"":[""COHORT_ORDER_CONFLICT_WITH_CURRENT_NPB_ORDINAL""],""high_confidence_anchor_count"":1,""same_cohort_order_conflict_count"":1}",TEMPORAL_CONSTRUCT_CONFLICT,V2_KNOWN_NON_2026_COMPARISON_MEASUREMENT,"[""TEMPORAL_CONSTRUCT_CONFLICT""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":1,""known_measurement_years"":[2022],""known_non_2026_measurement_years"":[2022],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":true,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}","[{""metric"":""hp_to_1b"",""seconds"":3.73,""value"":null,""unit"":null,""measurement_year"":""unknown"",""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""unknown"",""timing_method"":""unknown"",""start_protocol"":""swing_to_run_in_game"",""source_tier"":""B"",""usage_class"":""CONTEXT_ONLY"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""tomosugi_hp_to_1b_game"",""source_name"":""4years."",""source_url"":""https://4years.asahi.com/article/14723455"",""reason"":null}]",RETAINED_FROM_EXISTING_PHYSICAL_QUEUE
安田 尚憲,81885136,千葉ロッテマリーンズ,,,,29.6,B8_SLOWEST_COHORT_OCTILE,93,100,"{""PA"":129,""games"":42,""pa_bucket"":""PA_100_199"",""full_effort_run_proxy_count"":10,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":93,""current_npb_plus_size"":100,""current_npb_plus_band"":""B8_SLOWEST_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}","[{""metric"":""50m"",""seconds"":6.7,""value"":null,""unit"":null,""measurement_year"":2016,""measurement_date"":null,""measurement_year_inferred"":true,""cohort"":""unknown"",""timing_method"":""unknown"",""start_protocol"":""unknown"",""source_tier"":""B"",""usage_class"":""HISTORICAL_PROFILE_HINT"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""yasuda_50m_profile"",""source_name"":""日刊スポーツ"",""source_url"":""https://www.nikkansports.com/baseball/news/201710250000038.html"",""reason"":null}]",[2016],"{""status"":""ANCHOR_RESOLVED_MODERATE"",""status_reasons"":[""CURRENT_NPB_PLUS_ORDINAL_HAS_FULL_100_ROSTER_BRACKETING_BUT_PUBLIC_SAMPLE_COUNTS_ARE_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}",[],NOT_QUEUED
小川 龍成,11715153,千葉ロッテマリーンズ,,,,33.4,B1_FASTEST_COHORT_OCTILE,11,100,"{""PA"":346,""games"":96,""pa_bucket"":""PA_200_399"",""full_effort_run_proxy_count"":51,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":11,""current_npb_plus_size"":100,""current_npb_plus_band"":""B1_FASTEST_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}",[],[],"{""status"":""ANCHOR_RESOLVED_MODERATE"",""status_reasons"":[""CURRENT_NPB_PLUS_ORDINAL_HAS_FULL_100_ROSTER_BRACKETING_BUT_PUBLIC_SAMPLE_COUNTS_ARE_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}",[],NOT_QUEUED
山口 航輝,91895138,千葉ロッテマリーンズ,,,,31.9,B4_MID_UPPER_COHORT_OCTILE,39,100,"{""PA"":243,""games"":67,""pa_bucket"":""PA_200_399"",""full_effort_run_proxy_count"":17,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":39,""current_npb_plus_size"":100,""current_npb_plus_band"":""B4_MID_UPPER_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}","[{""metric"":""50m"",""seconds"":6.3,""value"":null,""unit"":null,""measurement_year"":""unknown"",""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""unknown"",""timing_method"":""unknown"",""start_protocol"":""unknown"",""source_tier"":""B"",""usage_class"":""HISTORICAL_PROFILE_HINT"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""yamaguchi_koki_50m_profile"",""source_name"":""日刊スポーツ"",""source_url"":""https://www.nikkansports.com/baseball/news/201810310000259.html"",""reason"":null}]","[""unknown""]","{""status"":""ANCHOR_RESOLVED_MODERATE"",""status_reasons"":[""CURRENT_NPB_PLUS_ORDINAL_HAS_FULL_100_ROSTER_BRACKETING_BUT_PUBLIC_SAMPLE_COUNTS_ARE_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}",[],NOT_QUEUED
岡 大海,11515139,千葉ロッテマリーンズ,,,,32.6,B2_UPPER_COHORT_OCTILE,24,100,"{""PA"":50,""games"":26,""pa_bucket"":""PA_50_99"",""full_effort_run_proxy_count"":7,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":24,""current_npb_plus_size"":100,""current_npb_plus_band"":""B2_UPPER_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}","[{""metric"":""50m"",""seconds"":6.1,""value"":null,""unit"":null,""measurement_year"":""unknown"",""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""unknown"",""timing_method"":""unknown"",""start_protocol"":""unknown"",""source_tier"":""B"",""usage_class"":""HISTORICAL_PROFILE_HINT"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""oka_50m_profile"",""source_name"":""明大スポーツ新聞部"",""source_url"":""https://meisupo.net/news/5690/"",""reason"":null}]","[""unknown""]","{""status"":""SNS_TIEBREAK"",""status_reasons"":[""SOURCE_PA_UNDER_100_AND_QUALIFIED_RUN_COUNT_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}",[],RETAINED_FROM_EXISTING_PHYSICAL_QUEUE
藤原 恭大,31635138,千葉ロッテマリーンズ,,,,33,B2_UPPER_COHORT_OCTILE,14,100,"{""PA"":278,""games"":63,""pa_bucket"":""PA_200_399"",""full_effort_run_proxy_count"":31,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":14,""current_npb_plus_size"":100,""current_npb_plus_band"":""B2_UPPER_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}","[{""metric"":""50m"",""seconds"":5.7,""value"":null,""unit"":null,""measurement_year"":2017,""measurement_date"":null,""measurement_year_inferred"":true,""cohort"":""unknown"",""timing_method"":""unknown"",""start_protocol"":""training repetition; exact start unknown"",""source_tier"":""B"",""usage_class"":""HISTORICAL_PROFILE_HINT"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""fujiwara_50m_5_7_highschool_profile"",""source_name"":""デイリースポーツ"",""source_url"":""https://www.daily.co.jp/baseball/2017/08/04/0010433505.shtml"",""reason"":null}]",[2017],"{""status"":""ANCHOR_RESOLVED_MODERATE"",""status_reasons"":[""CURRENT_NPB_PLUS_ORDINAL_HAS_FULL_100_ROSTER_BRACKETING_BUT_PUBLIC_SAMPLE_COUNTS_ARE_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}","[{""metric"":""hp_to_1b"",""seconds"":3.9,""value"":null,""unit"":null,""measurement_year"":2023,""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""2023年3月30日～5月14日、投手のグラブに当たって後方へ転がった打球の内野安打"",""timing_method"":""reported_hp_to_1b_unspecified_origin"",""start_protocol"":""swing_to_run"",""source_tier"":""B"",""usage_class"":""CONTEXT_ONLY"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""existing_hp_to_1b_藤原恭大_2023_3.9_9"",""source_name"":""パ・リーグ.com"",""source_url"":""https://pacificleague.com/news/50792"",""reason"":null}]",NOT_QUEUED
藤岡 裕大,41645136,千葉ロッテマリーンズ,,,,30.8,B6_LOWER_MID_COHORT_OCTILE,70,100,"{""PA"":26,""games"":9,""pa_bucket"":""PA_25_49"",""full_effort_run_proxy_count"":3,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":70,""current_npb_plus_size"":100,""current_npb_plus_band"":""B6_LOWER_MID_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}",[],[],"{""status"":""SNS_TIEBREAK"",""status_reasons"":[""SOURCE_PA_UNDER_100_AND_QUALIFIED_RUN_COUNT_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}",[],RETAINED_FROM_EXISTING_PHYSICAL_QUEUE
髙部 瑛斗,11215151,千葉ロッテマリーンズ,,,,33.6,B1_FASTEST_COHORT_OCTILE,5,100,"{""PA"":130,""games"":44,""pa_bucket"":""PA_100_199"",""full_effort_run_proxy_count"":31,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":5,""current_npb_plus_size"":100,""current_npb_plus_band"":""B1_FASTEST_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}","[{""metric"":""50m"",""seconds"":5.8,""value"":null,""unit"":null,""measurement_year"":""unknown"",""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""unknown"",""timing_method"":""unknown"",""start_protocol"":""unknown"",""source_tier"":""B"",""usage_class"":""HISTORICAL_PROFILE_HINT"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""takabe_50m_profile"",""source_name"":""テレビ東京スポーツ"",""source_url"":""https://www.tv-tokyo.co.jp/sports/articles/2022/03/022229.html"",""reason"":null}]","[""unknown""]","{""status"":""ANCHOR_RESOLVED_MODERATE"",""status_reasons"":[""CURRENT_NPB_PLUS_ORDINAL_HAS_FULL_100_ROSTER_BRACKETING_BUT_PUBLIC_SAMPLE_COUNTS_ARE_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}",[],NOT_QUEUED
古賀 悠斗,81785155,埼玉西武ライオンズ,,,,30.6,B7_LOWER_COHORT_OCTILE,76,100,"{""PA"":193,""games"":76,""pa_bucket"":""PA_100_199"",""full_effort_run_proxy_count"":30,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":76,""current_npb_plus_size"":100,""current_npb_plus_band"":""B7_LOWER_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}",[],[],"{""status"":""ANCHOR_RESOLVED_MODERATE"",""status_reasons"":[""CURRENT_NPB_PLUS_ORDINAL_HAS_FULL_100_ROSTER_BRACKETING_BUT_PUBLIC_SAMPLE_COUNTS_ARE_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}",[],NOT_QUEUED
外崎 修汰,41245130,埼玉西武ライオンズ,,,,32.3,B3_UPPER_MID_COHORT_OCTILE,31,100,"{""PA"":69,""games"":23,""pa_bucket"":""PA_50_99"",""full_effort_run_proxy_count"":9,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":31,""current_npb_plus_size"":100,""current_npb_plus_band"":""B3_UPPER_MID_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}",[],[],"{""status"":""SNS_TIEBREAK"",""status_reasons"":[""SOURCE_PA_UNDER_100_AND_QUALIFIED_RUN_COUNT_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}","[{""metric"":""hp_to_1b"",""seconds"":4.13,""value"":null,""unit"":null,""measurement_year"":2024,""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""2024年開幕～4月30日、右打者の内野安打一塁到達"",""timing_method"":""reported_hp_to_1b_unspecified_origin"",""start_protocol"":""swing_to_run"",""source_tier"":""B"",""usage_class"":""CONTEXT_ONLY"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""existing_hp_to_1b_外崎修汰_2024_4.13_16"",""source_name"":""パ・リーグ.com"",""source_url"":""https://pacificleague.com/news/61236"",""reason"":null}]",RETAINED_FROM_EXISTING_PHYSICAL_QUEUE
