game,video_id,title,description_short,published_at,source_url,official_channel_id,official_channel_name,discovery_method,matched_terms,relevant_reason,target_players_from_title_if_any,comments_available,comments_retrieved,comment_total_reported,retrieval_method,retrieval_bound_or_missingness,already_in_old_inventory,metadata_status,collection_attempted_at
PowerPro,AuXLDp8HBOY,『パワプロアドベンチャーズ』 CM【今度のパワプロはファンタジー！？編】,あなただけの理想の冒険者を育成して世界を救う冒険に出よう！ 新作スマホアプリ『パワプロアドベンチャーズ』2026年春リリース予定！事前登録受付中！ #パワプロアドベンチャーズ #パワアド ダウンロードはこちら：https://konami-app.go.link/bQ12m 公式サイト：https://www.konami.com/pawa/adventures/ 公式X：https://x.com/pawa_adventures,2026-01-18,https://www.youtube.com/watch?v=AuXLDp8HBOY,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_side_scan_then_bounded_context_recovery,,,,True,4,4,yt-dlp --get-comments,YTDLP_ALL_REQUESTED; completeness not independently verified; platform/client pagination may remain,,OK,2026-08-14T16:58:54Z
PowerPro,zEUKZtZmHZY,『パワプロアドベンチャーズ』 CM【キャラクター編】,個性豊かなキャラクター達が主人公の成長のカギに！仲間と共に理想の冒険者を目指そう！ 新作スマホアプリ『パワプロアドベンチャーズ』2026年春リリース予定！事前登録受付中！ #パワプロアドベンチャーズ #パワアド ダウンロードはこちら：https://konami-app.go.link/bQ12m 公式サイト：https://www.konami.com/pawa/adventures/ 公式X：https://x.com/pawa_adventures,2026-01-17,https://www.youtube.com/watch?v=zEUKZtZmHZY,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_side_scan_then_bounded_context_recovery,,,,True,8,8,yt-dlp --get-comments,YTDLP_ALL_REQUESTED; completeness not independently verified; platform/client pagination may remain,,OK,2026-08-14T16:58:55Z
PowerPro,ZK-anNJ8CHk,『パワプロアドベンチャーズ』 CM【バトル編】,襲い掛かる強力なボス。攻略に適したジョブ育成やパーティ編成が勝敗を左右する！ 新作スマホアプリ『パワプロアドベンチャーズ』2026年春リリース予定！事前登録受付中！ #パワプロアドベンチャーズ #パワアド ダウンロードはこちら：https://konami-app.go.link/bQ12m 公式サイト：https://www.konami.com/pawa/adventures/ 公式X：https://x.com/pawa_adventures,2026-01-16,https://www.youtube.com/watch?v=ZK-anNJ8CHk,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_side_scan_then_bounded_context_recovery,,,,True,7,7,yt-dlp --get-comments,YTDLP_ALL_REQUESTED; completeness not independently verified; platform/client pagination may remain,,OK,2026-08-14T16:58:59Z
PowerPro,MLVN7I8iJ7c,『パワプロアドベンチャーズ』 CM【便利機能編】,おなじみのサクセスがもっと手軽に！何度も挑戦して理想の冒険者を産みだせ！ 新作スマホアプリ『パワプロアドベンチャーズ』2026年春リリース予定！事前登録受付中！ #パワプロアドベンチャーズ #パワアド ダウンロードはこちら：https://konami-app.go.link/bQ12m 公式サイト：https://www.konami.com/pawa/adventures/ 公式X：https://x.com/pawa_adventures,2026-01-15,https://www.youtube.com/watch?v=MLVN7I8iJ7c,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_side_scan_then_bounded_context_recovery,,,,True,10,10,yt-dlp --get-comments,YTDLP_ALL_REQUESTED; completeness not independently verified; platform/client pagination may remain,,OK,2026-08-14T16:59:02Z
PowerPro,-kb9eFlpGZI,『パワプロアドベンチャーズ』ティザームービー,今度のパワプロはファンタジー！？ 新作スマホアプリ『パワプロアドベンチャーズ』が登場！ 2026年春リリース予定！事前登録受付中！ #パワプロアドベンチャーズ #パワアド 公式サイト：https://www.konami.com/pawa/adventures/ 公式X：https://x.com/pawa_adventures,2026-01-14,https://www.youtube.com/watch?v=-kb9eFlpGZI,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_side_scan_then_bounded_context_recovery,,,,True,167,167,yt-dlp --get-comments,YTDLP_ALL_REQUESTED; completeness not independently verified; platform/client pagination may remain,,OK,2026-08-14T16:59:04Z
PowerPro,ctyndHX2HPQ,【赤壁高校解説】配信4000日記念！采配を振るい大地を駆けろ！【パワプロアプリ】,#赤壁高校 #解説 #パワプロアプリ 配信4000日を記念した新シナリオ #赤壁高校 編 11/25～配信開始！ 配信開始に伴い、#解説 動画を公開！ 【「赤壁高校」ストーリー概要】 4000年の歴史があるとも言われている赤壁高校。 その野球部は『技、互、飾（ぎ、ご、しょく）』３つの派閥により三分されていた。 派閥同士の対立は部内に混乱を生み、グラウンドのあちこちに不良部員がたむろするにまで至っている。 こんな状態では甲子園にはたどりつけない！ と主人公は部を変えるために立ち上がる！ さあ、３派閥統一を目指して、いざ出陣！ 詳細はアプリ内お知らせにてご確認ください。 #パワプロアプリ 公式X：https://x.com/pawa_app573 #パワプロアプリ 公式サイト：https://www.konami.com/pawa/app/,2025-11-25,https://www.youtube.com/watch?v=ctyndHX2HPQ,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_side_scan_then_bounded_context_recovery,,,,True,2,2,yt-dlp --get-comments,YTDLP_ALL_REQUESTED; completeness not independently verified; platform/client pagination may remain,,OK,2026-08-14T16:59:05Z
PowerPro,dQSB1FfiAH8,まだ登録してないの！？もっとお得にパワプロ・プロスピAを遊べる！パワスピ・ポイントクラブPV,もっとお得にパワプロやプロスピAで遊べる！ パワスピ・ポイントクラブの登録はお済ですか？ ゲームで遊んでポイントを貯めるとゲーム内アイテムやノベルティに交換可能！ ガチャ券や契約書など豪華ゲーム内アイテムもラインナップにあるんです！ まだ登録していないあなたは損してる・・・！？ この機会にぜひご登録ください！ ▼パワスピ・ポイントクラブはこちら https://pawaspi-point.konami.net/,2025-09-25,https://www.youtube.com/watch?v=dQSB1FfiAH8,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_side_scan_then_bounded_context_recovery,,,,True,91,91,yt-dlp --get-comments,YTDLP_ALL_REQUESTED; completeness not independently verified; platform/client pagination may remain,,OK,2026-08-14T16:59:07Z
PowerPro,y57WBLiAMNw,【長命高校解説】長命島でサバイバれ！【パワプロアプリ】,新シナリオ #長命高校 編 7/22～配信開始！ 配信開始に伴い、#解説 動画を公開！ 【「長命高校」ストーリー概要】 理事長の命令で、サバイバル生活をすることになった長命高校野球部。 舞台は長命島・・・１０年程前に、モンスターが現れた場所だった！ なにやらモンスターを食べることで、生命力を高めるパワーが得られ、 強靭な肉体になれるのだとか・・・ 練習や授業は受けられるものの、狩っては食べる生活が突如始まってしまった。 でも、目指すはもちろん甲子園！ 手強いモンスターを狩り、食らい、強くなれ！ 詳細はアプリ内お知らせにてご確認ください。 #パワプロアプリ 公式X：https://x.com/pawa_app573 #パワプロアプリ 公式サイト：https://www.konami.com/pawa/app/,2025-07-22,https://www.youtube.com/watch?v=y57WBLiAMNw,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_side_scan_then_bounded_context_recovery,,,,True,2,2,yt-dlp --get-comments,YTDLP_ALL_REQUESTED; completeness not independently verified; platform/client pagination may remain,,OK,2026-08-14T16:59:08Z
PowerPro,b1wRVILTWTM,【パワプロ 栄冠クロス】『ワールドバトルロイヤル！』編 紹介ムービー,モバイルゲーム『パワフルプロ野球 栄冠ナイン クロスロード』に、 栄冠ナインモードの新ロード『ワールドバトルロイヤル』編が登場！ ▼アプリのダウンロードはこちら https://app.adjust.com/14ij78oq ＜新ロード『ワールドバトルロイヤル』とは＞ ステージ『監督バトルロイヤル！』編に新ロード『ワールドバトルロイヤル』が登場！ 新たな部費投入『ウルトレ』や『監督ミッション』を使いこなして、世界大会優勝を目指そう！ 公式X： / pawa_eikan573 公式サイト：https://www.konami.com/pawa/eikan_cro... ＃栄冠クロス ＃パワプロ ＃栄冠ナイン,2025-05-28,https://www.youtube.com/watch?v=b1wRVILTWTM,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_side_scan_then_bounded_context_recovery,,,,True,6,6,yt-dlp --get-comments,YTDLP_ALL_REQUESTED; completeness not independently verified; platform/client pagination may remain,,OK,2026-08-14T16:59:11Z
PowerPro,yrIsbjxOHQs,大谷選手直筆サイングッズ・ドジャース観戦 in LAが当たる！【パワスピ・ポイントクラブ】,パワスピ・ポイントクラブにて #大谷翔平 選手のサイングッズや観戦ツアーが当たるキャンペーンを実施中！ ・大谷選手 直筆サインボール（1名様） ・大谷選手 直筆サイン調子くんぬいぐるみ（1名様） ・JTB LA観戦ツアー（ペア1組様） が当たるチャンス！ 配信中のモバイルゲーム『プロ野球スピリッツA』、『実況パワフルプロ野球』、『パワフルプロ野球 栄冠ナイン クロスロード』、『eBaseball™: MLB PRO SPIRIT』をプレーして、キャンペーンに応募しよう！ ▼詳細はパワスピ・ポイントクラブをチェック▼ https://pawaspi-point.konami.net/campaign/detail/campaign_2025_03a 応募期間：3/12(水)10:00～3/31(月)23:59 ※必ずキャンペーン規約をご確認の上ご応募ください。 ※本キャンペーンは18歳未満の方は対象外です。 Major League Baseball trademarks and copyrights are used with permission of Major League Baseball. Visit MLB.com. Getty Images Any other marks used herein are trademarks of their respective o,2025-03-12,https://www.youtube.com/watch?v=yrIsbjxOHQs,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_side_scan_then_bounded_context_recovery,,,,True,22,22,yt-dlp --get-comments,YTDLP_ALL_REQUESTED; completeness not independently verified; platform/client pagination may remain,,OK,2026-08-14T16:59:11Z
PowerPro,mjFQ2nYv9VE,【白轟高校解説】10周年記念！これまでのシナリオの練習法が一挙登場【パワプロアプリ】,10周年記念の新シナリオ #白轟高校 編 11/25～配信開始！ 配信開始に伴い、#解説 動画を公開！ 【「白轟高校」ストーリー概要】 道内最強と謳われる強豪校「白轟高校」。 しかし肝心のキャプテン北斗八雲が不在がちで、なかなか練習方針が決まらず迷走していた。 そんな中、ひょんなことから「他校の様々な練習法を取り入れる」練習方針に決定。 ようやくチームもまとまるかに思われたが・・・ パワプロアプリに登場した高校の練習法が一挙に登場！ 10年の歴史を力に変えて、白轟高校よ、新たな歴史のパイオニアとなれ！ 10周年を記念した「祝典！サクセスストーリー」開催中！ パワストーン最大68個やSR選択ガチャ券×3枚がもらえる期間限定チャレンジを実施！ （11/25（月）メンテナンス後～12/31（火）23:59まで） 詳細はアプリ内お知らせにてご確認ください。 #パワプロアプリ 公式X：https://x.com/pawa_app573 #パワプロアプリ 公式サイト：https://www.konami.com/pawa/app/,2024-11-25,https://www.youtube.com/watch?v=mjFQ2nYv9VE,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_side_scan_then_bounded_context_recovery,,,,True,11,11,yt-dlp --get-comments,YTDLP_ALL_REQUESTED; completeness not independently verified; platform/client pagination may remain,,OK,2026-08-14T16:59:17Z
PowerPro,EhYNTJdPSP0,【パワプロ 栄冠クロス】新ステージ登場！『監督バトルロイヤル！』編プロモーションムービー,モバイルゲーム『パワフルプロ野球 栄冠ナイン クロスロード』に、 栄冠ナインモードの新ステージ『監督バトルロイヤル！』編が登場！ ▼アプリのダウンロードはこちら https://app.adjust.com/14ij78oq ＜『監督バトルロイヤル！』編とは＞ 超強豪校の監督となり甲子園優勝を目指すステージ。 他監督との交流や新ギミック『部費』『設備改良』などを使いこなして、全国制覇を目指そう！ 公式X：https://twitter.com/pawa_eikan573 公式サイト：https://www.konami.com/pawa/eikan_crossroad/ ＃栄冠クロス ＃パワプロ ＃栄冠ナイン,2024-09-10,https://www.youtube.com/watch?v=EhYNTJdPSP0,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_side_scan_then_bounded_context_recovery,,,,True,35,35,yt-dlp --get-comments,YTDLP_ALL_REQUESTED; completeness not independently verified; platform/client pagination may remain,,OK,2026-08-14T16:59:19Z
PowerPro,-DHtzgiY6VQ,『パワフルプロ野球2024-2025』レジェンドOB対決動画　ジャイアンツ 対 タイガース,“30年分のパワフルを。” 「パワフルプロ野球2024-2025」（Nintendo Switch™・PlayStation®4）好評発売中！ 公式サイト： https://www.konami.com/pawa/2024-2025/ パワプロ30周年特別企画「レジェンドOB対決」の ラストは第7弾レジェンドOB対決、槙原さん率いる「ジャイアンツ歴代レジェンドチーム」と井川さん率いる「タイガース歴代レジェンドチーム」の動画を公開しました。 それぞれのレジェンドが活躍する「レジェンドOB対決」をお楽しみください！ パワプロ2024では動画内で槙原さん、井川さんが語ってくれた思い出の一戦をはじめ レジェンドOB15名のオリジナルシナリオを公開中なので是非、お楽しみください！ 詳細はこちら https://www.konami.com/pawa/2024-2025/special また、レジェンドOBのサインが入ったプレゼントキャンペーン開催中です！ 【伝説のボール回し サインボールプレゼントキャンペーン】 「レジェンドOB対決」を記念してXキャンペーンを開催！ ・パワプロ・プロスピ公式アカウント（@pawapuro_pro）をフォローして、 対象のポストを「#パワプロ2024OB対決」をつけて、感想を添えてリポストしてください。 抽選で合計7名様にレジェンドOB15名のサインが入ったボ,2024-07-22,https://www.youtube.com/watch?v=-DHtzgiY6VQ,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_side_scan_then_bounded_context_recovery,,,,True,236,236,yt-dlp --get-comments,YTDLP_ALL_REQUESTED; completeness not independently verified; platform/client pagination may remain,,OK,2026-08-14T16:59:20Z
PowerPro,m6O3gUWdZuM,『パワフルプロ野球2024-2025』レジェンドOB対決動画　カープ 対 ベイスターズ,“30年分のパワフルを。” 「パワフルプロ野球2024-2025」（Nintendo Switch™・PlayStation®4）7月18日発売！ 公式サイト： https://www.konami.com/pawa/2024-2025/ パワプロ30周年特別企画「レジェンドOB対決」の 第5弾レジェンドOB対決、野村さん率いる「ベイスターズ歴代レジェンドチーム」と 達川さん率いる「カープ歴代レジェンドチーム」の動画を公開しました。 パワプロ2024では動画内で野村さん、達川さんが語ってくれた思い出の一戦を オリジナルシナリオとして公開中なので是非、お楽しみください！ 詳細はこちら https://www.konami.com/pawa/2024-2025/special レジェンドOBのサインが入ったプレゼントキャンペーン開催中！ 【伝説のボール回し サインボールプレゼントキャンペーン】 「レジェンドOB対決」を記念してXキャンペーンを開催！ ・パワプロ・プロスピ公式アカウント（@pawapuro_pro）をフォローして、 対象のポストを「#パワプロ2024OB対決」をつけて、感想を添えてリポストしてください。 抽選で合計7名様にレジェンドOB15名のサインが入ったボールをプレゼント！ 詳細は下記URLからご確認ください。 https://www.konami.com/pawa/,2024-07-18,https://www.youtube.com/watch?v=m6O3gUWdZuM,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_side_scan_then_bounded_context_recovery,,,,True,277,277,yt-dlp --get-comments,YTDLP_ALL_REQUESTED; completeness not independently verified; platform/client pagination may remain,,OK,2026-08-14T16:59:21Z
PowerPro,2egN5kYxyio,『パワフルプロ野球2024-2025』レジェンドOB対決動画　大阪近鉄 対 南海 対 阪急,“30年分のパワフルを。” 「パワフルプロ野球2024-2025」（Nintendo Switch™・PlayStation®4）7月18日発売！ 公式サイト： https://www.konami.com/pawa/2024-2025/ パワプロ30周年特別企画「レジェンドOB対決」の 第6弾はレジェンドOB対決、大阪近鉄 対 南海 対 阪急のオールド3球団対決！ それぞれのレジェンドが活躍する「レジェンドOB対決」をお楽しみください！ パワプロ2024では動画内で吉岡さん、山本さん、星野さんが語ってくれた思い出の一戦をはじめ レジェンドOB15名のオリジナルシナリオを公開中なので是非、お楽しみください！ 詳細はこちら https://www.konami.com/pawa/2024-2025/special また、レジェンドOBのサインが入ったプレゼントキャンペーン開催中です！ 【伝説のボール回し サインボールプレゼントキャンペーン】 「レジェンドOB対決」を記念してXキャンペーンを開催！ ・パワプロ・プロスピ公式アカウント（@pawapuro_pro）をフォローして、 対象のポストを「#パワプロ2024OB対決」をつけて、感想を添えてリポストしてください。 抽選で合計7名様にレジェンドOB15名のサインが入ったボールをプレゼント！ 詳細は下記URLからご確認ください。 htt,2024-07-18,https://www.youtube.com/watch?v=2egN5kYxyio,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_side_scan_then_bounded_context_recovery,,,,True,232,232,yt-dlp --get-comments,YTDLP_ALL_REQUESTED; completeness not independently verified; platform/client pagination may remain,,OK,2026-08-14T16:59:21Z
