stable_player_key,npb_name,mlb_name,season,edition,the_show_speed_median,the_show_stealing_median,the_show_baserunning_aggression_median,the_show_speed_percentile,mlb_sprint_speed_avg,powerpro_work,powerpro_speed,powerpro_speed_percentile,powerpro_temporal_gap_years,role,physical_truth_guard
NPBNAME:ダルベック,ダルベック,Bobby Dalbec,2025,25,75.0,12.0,8.0,0.8837482386096759,27.959999999999997,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
NPBNAME:ネビン,ネビン,Tyler Nevin,2021,21,41.0,12.0,48.0,0.6171128107074569,25.933333333333334,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
NPBNAME:ネビン,ネビン,Tyler Nevin,2022,22,41.0,12.0,48.0,0.5951903807615231,25.933333333333334,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
NPBNAME:ネビン,ネビン,Tyler Nevin,2023,23,26.0,12.0,48.0,0.19290780141843972,25.933333333333334,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
NPBNAME:ネビン,ネビン,Tyler Nevin,2024,24,38.0,12.0,48.0,0.42289386006663493,25.933333333333334,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
NPBNAME:ヒュンメル,ヒュンメル,Cooper Hummel,2021,21,58.0,25.0,26.0,0.7856118546845124,28.55,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
NPBNAME:ヒュンメル,ヒュンメル,Cooper Hummel,2022,22,80.0,25.0,26.0,0.9403807615230461,28.55,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
NPBNAME:ヒュンメル,ヒュンメル,Cooper Hummel,2023,23,79.0,25.0,26.0,0.9283687943262411,28.55,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
NPBNAME:ヒュンメル,ヒュンメル,Cooper Hummel,2024,24,79.0,25.0,26.0,0.924559733460257,28.55,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
NPBNAME:ヒュンメル,ヒュンメル,Cooper Hummel,2025,25,79.0,25.0,26.0,0.9227336777829968,28.55,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
NPBNAME:ボイト,ボイト,Luke Voit,2021,21,17.0,0.0,16.0,0.0767208413001912,25.357142857142858,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
NPBNAME:ボイト,ボイト,Luke Voit,2022,22,16.0,0.0,16.0,0.06738476953907815,25.357142857142858,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
NPBNAME:ボイト,ボイト,Luke Voit,2023,23,11.0,2.0,16.0,0.03640661938534279,25.357142857142858,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
NPBNAME:ボイト,ボイト,Luke Voit,2024,24,11.0,2.0,16.0,0.024512137077582104,25.357142857142858,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
NPBNAME:ボスラー,ボスラー,Jason Vosler,2021,21,51.0,24.0,38.0,0.7339866156787763,26.475,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
NPBNAME:ボスラー,ボスラー,Jason Vosler,2022,22,40.0,24.0,38.0,0.5754008016032064,26.475,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
NPBNAME:ボスラー,ボスラー,Jason Vosler,2023,23,40.0,6.0,38.0,0.5406619385342789,26.475,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
NPBNAME:ボスラー,ボスラー,Jason Vosler,2024,24,40.0,6.0,38.0,0.5268919562113279,26.475,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
NPBNAME:ポランコ,ポランコ,Gregory Polanco,2021,21,56.0,30.0,65.0,0.7707934990439771,27.5,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
NPBNAME:モンテロ,モンテロ,Elehuris Montero,2021,21,37.0,10.0,6.0,0.47872848948374763,26.566666666666666,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
NPBNAME:モンテロ,モンテロ,Elehuris Montero,2022,22,37.0,10.0,6.0,0.44589178356713427,26.566666666666666,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
NPBNAME:モンテロ,モンテロ,Elehuris Montero,2023,23,47.0,0.0,6.0,0.6486997635933807,26.566666666666666,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
NPBNAME:モンテロ,モンテロ,Elehuris Montero,2024,24,43.0,0.0,6.0,0.5792479771537363,26.566666666666666,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
NPBNAME:モンテロ,モンテロ,Elehuris Montero,2025,25,43.0,0.0,6.0,0.5786754344762799,26.566666666666666,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
NPBNAME:レイエス,レイエス,Franmil Reyes,2021,21,42.0,0.0,22.0,0.6302581261950286,26.36666666666667,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
NPBNAME:レイエス,レイエス,Franmil Reyes,2022,22,42.0,0.0,22.0,0.6099699398797596,26.36666666666667,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
NPBNAME:レイエス,レイエス,Franmil Reyes,2023,23,42.0,9.0,22.0,0.577304964539007,26.36666666666667,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:03205159,フォード,Mike Ford,2021,21,9.0,19.0,12.0,0.046367112810707455,23.933333333333337,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:03205159,フォード,Mike Ford,2022,22,14.0,19.0,12.0,0.05511022044088176,23.933333333333337,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:03205159,フォード,Mike Ford,2023,23,7.0,0.0,12.0,0.022458628841607566,23.933333333333337,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:03205159,フォード,Mike Ford,2024,24,9.0,0.0,12.0,0.021418372203712517,23.933333333333337,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:03205159,フォード,Mike Ford,2025,25,0.0,0.0,0.0,0.0007045561296383278,23.933333333333337,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:13015157,ペイトン,Mark Payton,2021,21,71.0,48.0,53.0,0.8938814531548758,27.5,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:13015157,ペイトン,Mark Payton,2022,22,71.0,48.0,53.0,0.875751503006012,27.5,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:13215155,マクブルーム,Ryan McBroom,2021,21,51.0,24.0,15.0,0.7339866156787763,26.799999999999997,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:13215155,マクブルーム,Ryan McBroom,2022,22,51.0,24.0,15.0,0.7149298597194389,26.799999999999997,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:23025150,デービス,Jonathan Davis,2021,21,83.0,56.0,52.0,0.9677342256214149,28.6,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:23025150,デービス,Jonathan Davis,2022,22,80.0,56.0,52.0,0.9403807615230461,28.6,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:23025150,デービス,Jonathan Davis,2023,23,67.0,56.0,52.0,0.8229314420803783,28.6,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:23025150,デービス,Jonathan Davis,2024,24,81.0,56.0,52.0,0.9395525940028557,28.6,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:23025153,ハイネマン,Scott Heineman,2021,21,69.0,38.0,34.0,0.8804971319311663,28.3,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:23225159,モンテス,Coco Montes,2023,23,65.0,34.0,32.0,0.8044917257683215,27.6,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:23225159,モンテス,Coco Montes,2024,24,65.0,34.0,32.0,0.8053307948595907,27.6,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:23225159,モンテス,Coco Montes,2025,25,65.0,34.0,32.0,0.8015500234852043,27.6,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:23225159,モンテス,Coco Montes,2026,26,65.0,34.0,32.0,0.8077014889744278,27.6,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:23525151,スパンジェンバーグ,Cory Spangenberg,2023,23,78.0,25.0,37.0,0.9212765957446809,28.939999999999998,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:31135133,秋　山,Shogo Akiyama,2021,21,71.0,44.0,41.0,0.8938814531548758,,2022,72.0,0.6766917293233082,1,SAME_OR_NEAR_TIME_CROSS_GAME_QA,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:31135133,秋　山,Shogo Akiyama,2022,22,68.0,44.0,41.0,0.8559619238476954,,2022,72.0,0.6766917293233082,0,SAME_OR_NEAR_TIME_CROSS_GAME_QA,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:33335151,エスコバー,Alcides Escobar,2021,21,58.0,20.0,52.0,0.7856118546845124,27.63333333333333,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:33335151,エスコバー,Alcides Escobar,2022,22,56.0,20.0,52.0,0.750751503006012,27.63333333333333,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:33335151,エスコバー,Alcides Escobar,2023,23,68.0,8.0,52.0,0.8338061465721041,27.63333333333333,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:33935159,ディカーソン,Alex Dickerson,2021,21,50.0,2.0,12.0,0.7246653919694073,26.78,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:33935159,ディカーソン,Alex Dickerson,2022,22,45.0,2.0,12.0,0.6515531062124249,26.78,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:33935159,ディカーソン,Alex Dickerson,2023,23,45.0,2.0,12.0,0.6236406619385343,26.78,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:41945131,筒　香,Yoshitomo Tsutsugo,2021,21,30.0,15.0,12.0,0.35038240917782026,,2018,58.0,0.3495762711864407,3,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:41945131,筒　香,Yoshitomo Tsutsugo,2022,22,36.0,15.0,12.0,0.42034068136272545,,2024,45.0,0.10460992907801418,2,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:43345151,ゴンサレス,Luis Gonzalez,2021,21,40.0,11.5,16.5,0.5982313575525813,28.2,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:43345151,ゴンサレス,Luis Gonzalez,2022,22,70.0,13.0,25.0,0.8694889779559118,28.2,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:43345151,ゴンサレス,Luis Gonzalez,2023,23,69.0,13.0,25.0,0.8432624113475178,28.2,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:43345151,ゴンサレス,Luis Gonzalez,2024,24,69.0,13.0,25.0,0.8443598286530224,28.2,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:43345151,ゴンサレス,Luis Gonzalez,2025,25,26.0,10.0,8.0,0.14678252700798497,28.2,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:43545157,アキーノ,Aristides Aquino,2021,21,64.0,12.0,34.0,0.8358030592734226,28.375,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:43545157,アキーノ,Aristides Aquino,2022,22,81.0,12.0,34.0,0.9476452905811623,28.375,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:43745155,オグレディ,Brian O'Grady,2021,21,64.0,34.0,27.0,0.8358030592734226,27.450000000000003,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:43945150,オリバレス,Edward Olivares,2021,21,81.0,43.0,38.0,0.9567399617590823,28.619999999999997,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:43945150,オリバレス,Edward Olivares,2022,22,89.0,43.0,38.0,0.9819639278557114,28.619999999999997,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:43945150,オリバレス,Edward Olivares,2023,23,75.0,8.0,38.0,0.8938534278959811,28.619999999999997,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:43945150,オリバレス,Edward Olivares,2024,24,75.0,22.0,32.0,0.8886244645406949,28.619999999999997,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:43945150,オリバレス,Edward Olivares,2026,26,62.0,35.0,57.0,0.7783695879211052,28.619999999999997,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:53055155,ヌニエス,Renato Nunez,2021,21,43.0,2.0,8.0,0.6462715105162524,27.080000000000002,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:53055157,マキノン,David MacKinnon,2022,22,55.0,24.0,21.0,0.7429859719438878,26.7,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:53255155,マルモレホス,Jose Marmolejos,2021,21,25.0,36.0,12.0,0.20411089866156787,25.6,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:53555159,アギラー,Jesus Aguilar,2021,21,9.0,0.0,15.0,0.046367112810707455,24.114285714285717,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:53555159,アギラー,Jesus Aguilar,2022,22,8.0,0.0,15.0,0.036322645290581164,24.114285714285717,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:53555159,アギラー,Jesus Aguilar,2023,23,4.0,1.0,15.0,0.00851063829787234,24.114285714285717,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:53755151,パーラ,Gerardo Parra,2021,21,42.0,24.0,37.0,0.6302581261950286,26.400000000000002,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:53755151,パーラ,Gerardo Parra,2022,22,33.0,24.0,37.0,0.35746492985971945,26.400000000000002,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:53755159,コルデロ,Franchy Cordero,2021,21,80.0,8.0,40.0,0.9510038240917782,28.483333333333334,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:53755159,コルデロ,Franchy Cordero,2022,22,78.0,8.0,40.0,0.9235971943887775,28.483333333333334,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:53755159,コルデロ,Franchy Cordero,2023,23,76.0,8.0,40.0,0.9014184397163121,28.483333333333334,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:53955157,デビッドソン,Matt Davidson,2022,22,21.0,0.0,6.0,0.10495991983967935,25.55,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:53955159,トーマス,Cody Thomas,2022,22,51.0,41.0,33.0,0.7149298597194389,28.3,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:53955159,トーマス,Cody Thomas,2023,23,51.0,41.0,33.0,0.6829787234042554,28.3,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:63065150,チェイビス,Michael Chavis,2021,21,68.0,3.0,24.0,0.8718929254302104,28.459999999999997,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:63065150,チェイビス,Michael Chavis,2022,22,80.0,3.0,24.0,0.9403807615230461,28.459999999999997,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
