"record_id","player","canonical_player_id","team","game","edition_or_update","attribute_name","attribute_value","source_url","collected_at","acquisition_status","current_attempted_routes","historical_attempted_routes","reason"
"SPCH-20260813-011","石川 昂弥","91195151","中日ドラゴンズ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/dragons-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-012","福永 裕基","81685157","中日ドラゴンズ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/dragons-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-013","細川 成也","31835134","中日ドラゴンズ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/dragons-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-014","水野 達稀","63165155","北海道日本ハムファイターズ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/fighters-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-015","清宮 幸太郎","41545136","北海道日本ハムファイターズ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/fighters-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-016","田宮 裕涼","51055138","北海道日本ハムファイターズ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/fighters-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-017","郡司 裕也","21925151","北海道日本ハムファイターズ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/fighters-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-018","野村 佑希","31435138","北海道日本ハムファイターズ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/fighters-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-019","ソト","03505133","千葉ロッテマリーンズ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/lotte-marines-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-020","佐藤 都志也","71075151","千葉ロッテマリーンズ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/lotte-marines-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-021","友杉 篤輝","71275157","千葉ロッテマリーンズ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/lotte-marines-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-022","山口 航輝","91895138","千葉ロッテマリーンズ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/lotte-marines-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-023","岡 大海","11515139","千葉ロッテマリーンズ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/lotte-marines-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-024","藤原 恭大","31635138","千葉ロッテマリーンズ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/lotte-marines-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-025","藤岡 裕大","41645136","千葉ロッテマリーンズ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/lotte-marines-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-026","髙部 瑛斗","11215151","千葉ロッテマリーンズ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/lotte-marines-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-027","古賀 悠斗","81785155","埼玉西武ライオンズ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/lions-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-028","滝澤 夏央","51255155","埼玉西武ライオンズ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/lions-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-029","モンテロ","53955150","広島東洋カープ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/carp-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-030","名原 典彦","","広島東洋カープ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/carp-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-031","坂倉 将吾","11915134","広島東洋カープ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/carp-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-032","小園 海斗","01705138","広島東洋カープ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/carp-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-033","矢野 雅哉","93395153","広島東洋カープ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/carp-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-034","秋山 翔吾","31135133","広島東洋カープ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/carp-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-035","菊池 涼介","61565135","広島東洋カープ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/carp-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-036","野間 峻祥","01405130","広島東洋カープ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/carp-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-037","サンタナ","53755153","東京ヤクルトスワローズ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/swallows-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-038","並木 秀尊","91695153","東京ヤクルトスワローズ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/swallows-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-039","中村 悠平","51255118","東京ヤクルトスワローズ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/swallows-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-040","丸山 和郁","93195155","東京ヤクルトスワローズ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/swallows-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-041","古賀 優大","01705134","東京ヤクルトスワローズ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/swallows-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-042","塩見 泰隆","71975136","東京ヤクルトスワローズ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/swallows-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-043","岩田 幸宏","51355155","東京ヤクルトスワローズ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/swallows-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
