post_id,record_id,handle,url,published_at,text,source_type,game,edition,player,canonical_player_id,current_100,event_id,independence_group
1872220814923415769,X-V3-1872220814923415769-古田敦也,prospiA_PR,https://x.com/prospiA_PR/status/1872220814923415769,2024-12-26T10:00:01Z,古田・里崎セレクション選手能力値公開,official_post,ProspiA,,古田敦也,,0,x:1872220814923415769:name:古田敦也:noise,x:1872220814923415769:name:古田敦也
1872220814923415769,X-V3-1872220814923415769-里崎智也,prospiA_PR,https://x.com/prospiA_PR/status/1872220814923415769,2024-12-26T10:00:01Z,古田・里崎セレクション選手能力値公開,official_post,ProspiA,,里崎智也,,0,x:1872220814923415769:name:里崎智也:noise,x:1872220814923415769:name:里崎智也
1872553001514328138,post_1872553001514328138,prospiA_PR,https://x.com/prospiA_PR/status/1872553001514328138,2024-12-27T08:00:00Z,2024 Series2 古田・里崎セレクション登場。西武 #清原和博 選手やロッテ #落合博満 選手が登場しているよ,official_post,ProspiA,2024 Series2 古田・里崎セレクション,清原和博,,0,x:1872553001514328138:name:清原和博:noise,x:1872553001514328138:name:清原和博
1888511425909309526,X-V3-1888511425909309526-none,Konami,https://x.com/Konami/status/1888511425909309526,,,OFFICIAL_X_POST,WBSC PowerPro,WBSC eBaseball,,,0,x:1888511425909309526:unresolved:noise,x:1888511425909309526:unresolved
1902197083685470620,X-V3-1902197083685470620-none,pawapuro_pro,https://x.com/pawapuro_pro/status/1902197083685470620,,,OFFICIAL_X_POST,PowerPro,2024-2025 / 2025 season update,,,0,x:1902197083685470620:unresolved:noise,x:1902197083685470620:unresolved
1903031334127198347,X-V3-1903031334127198347-none,pawapuro_pro,https://x.com/pawapuro_pro/status/1903031334127198347,,,OFFICIAL_X_POST,PowerPro,2024-2025 / 2025 season update,,,0,x:1903031334127198347:unresolved:noise,x:1903031334127198347:unresolved
1904730028014776657,X-V3-1904730028014776657-none,pawapuro_pro,https://x.com/pawapuro_pro/status/1904730028014776657,,,OFFICIAL_X_POST,PowerPro,2024-2025 / 2025 season update,,,0,x:1904730028014776657:unresolved:noise,x:1904730028014776657:unresolved
1905065987055005809,X-V3-1905065987055005809-none,pawapuro_pro,https://x.com/pawapuro_pro/status/1905065987055005809,,,OFFICIAL_X_POST,PowerPro,2024-2025 / 2025 season update,,,0,x:1905065987055005809:unresolved:noise,x:1905065987055005809:unresolved
1906979851300720912,post_1906979851300720912,prospiA_PR,https://x.com/prospiA_PR/status/1906979851300720912,2025-04-01T08:00:01Z,2025 Series1 OB SP 松井秀喜登場。巨人 #松井秀喜 選手が登場中。なんと新特殊能力「ゴジラ」「威圧感」を持っているよ,official_post,ProspiA,2025 Series1 OB SP 松井秀喜,松井秀喜,,0,x:1906979851300720912:name:松井秀喜:noise,x:1906979851300720912:name:松井秀喜
1908716289612538141,X-V3-1908716289612538141-none,pawa_app573,https://x.com/pawa_app573/status/1908716289612538141,,,OFFICIAL_X_POST,PowerPro app,mobile 2025,,,0,x:1908716289612538141:unresolved:noise,x:1908716289612538141:unresolved
1914514507365310652,X-V3-1914514507365310652-none,pawapuro_pro,https://x.com/pawapuro_pro/status/1914514507365310652,,,OFFICIAL_X_POST,PowerPro,2024-2025 / 2025 season update,,,0,x:1914514507365310652:unresolved:noise,x:1914514507365310652:unresolved
1922487038953324638,X-V3-1922487038953324638-none,pawa_app573,https://x.com/pawa_app573/status/1922487038953324638,,,OFFICIAL_X_POST,PowerPro app,mobile 2025,,,0,x:1922487038953324638:unresolved:noise,x:1922487038953324638:unresolved
1922850675249250686,post_1922850675249250686,prospiA_PR,https://x.com/prospiA_PR/status/1922850675249250686,2025-05-15T03:05:00Z,明日16日(金)新・イチロー登場。#イチロー × #松井秀喜 特別対談公開。イチローさんの新特殊能力についても発表するからチェックしてね,official_post,ProspiA,2025 Series1 OB SP イチロー対談,イチロー,,0,x:1922850675249250686:name:イチロー:noise,x:1922850675249250686:name:イチロー
1923287312068379101,post_1923287312068379101,prospiA_PR,https://x.com/prospiA_PR/status/1923287312068379101,2025-05-16T08:00:02Z,2025 Series1 OB SP イチロー登場。オリックス #イチロー 選手が登場中。新特殊能力「ハイアベレージヒッター」を持っているよ,official_post,ProspiA,2025 Series1 OB SP イチロー,イチロー,,0,x:1923287312068379101:name:イチロー:noise,x:1923287312068379101:name:イチロー
1923289818370302244,post_1923289818370302244,prospiA_PR,https://x.com/prospiA_PR/status/1923289818370302244,2025-05-16T08:10:00Z,2025 Series1 野手登場。DeNA #筒香嘉智 選手やロッテ #ポランコ 選手が登場しているよ,official_post,ProspiA,2025 Series1 野手,筒香 嘉智,41945131,1,x:1923289818370302244:41945131:noise,x:1923289818370302244:41945131
1928331791661944990,X-V3-1928331791661944990-none,pawapuro_pro,https://x.com/pawapuro_pro/status/1928331791661944990,,,OFFICIAL_X_POST,PowerPro,2024-2025 / 2025 season update,,,0,x:1928331791661944990:unresolved:noise,x:1928331791661944990:unresolved
1935972135945535625,post_1935972135945535625,prospiA_PR,https://x.com/prospiA_PR/status/1935972135945535625,2025-06-20T08:05:00Z,2025 Series1 タイムスリップ第3弾登場。東京ヤクルト #稲葉篤紀 選手や千葉ロッテ #ペルドモ 投手が登場,official_post,ProspiA,2025 Series1 タイムスリップ第3弾,稲葉篤紀,,0,x:1935972135945535625:name:稲葉篤紀:noise,x:1935972135945535625:name:稲葉篤紀
1938145211273613524,post_1938145211273613524,prospiA_PR,https://x.com/prospiA_PR/status/1938145211273613524,2025-06-26T08:00:02Z,2025 Series1 中堅手登場。阪神 #近本光司 選手や楽天 #辰己涼介 選手が登場しているよ,official_post,ProspiA,2025 Series1 中堅手,近本光司,,0,x:1938145211273613524:name:近本光司:noise,x:1938145211273613524:name:近本光司
1940244040785547758,X-V3-1940244040785547758-none,pawa_app573,https://x.com/pawa_app573/status/1940244040785547758,,,OFFICIAL_X_POST,PowerPro app,mobile 2025,,,0,x:1940244040785547758:unresolved:noise,x:1940244040785547758:unresolved
1948654462379147673,post_1948654462379147673,prospiA_PR,https://x.com/prospiA_PR/status/1948654462379147673,2025-07-25T08:00:02Z,2025 Series1 プロスピセレクション第1弾登場。前半戦で活躍した選手たちがスピリッツ5000で登場。横浜DeNA #バウアー 投手、北海道日本ハム #万波中正 選手,official_post,ProspiA,2025 Series1 プロスピセレクション第1弾,バウアー,,0,x:1948654462379147673:name:バウアー:noise,x:1948654462379147673:name:バウアー
1949779367250297000,X-V3-1949779367250297000-none,pawapuro_pro,https://x.com/pawapuro_pro/status/1949779367250297000,,,OFFICIAL_X_POST,PowerPro,2024-2025 / 2025 season update,,,0,x:1949779367250297000:unresolved:noise,x:1949779367250297000:unresolved
1951191176695988556,post_1951191176695988556,prospiA_PR,https://x.com/prospiA_PR/status/1951191176695988556,2025-08-01T08:00:02Z,2025 Series1 プロスピセレクション第2弾登場。前半戦で活躍した選手たちがスピリッツ5000で登場。横浜DeNA #牧秀悟 選手 福岡ソフトバンク #牧原大成 選手,official_post,ProspiA,2025 Series1 プロスピセレクション第2弾,牧 秀悟,13115153,1,x:1951191176695988556:13115153:noise,x:1951191176695988556:13115153
1964992108659417127,post_1964992108659417127,prospiA_PR,https://x.com/prospiA_PR/status/1964992108659417127,2025-09-08T10:00:01Z,松井秀喜再臨スカウト登場。特殊能力「ゴジラ」「威圧感」を持った巨人 #松井秀喜 さんが再び登場,official_post,ProspiA,松井秀喜再臨,松井秀喜,,0,x:1964992108659417127:name:松井秀喜:noise,x:1964992108659417127:name:松井秀喜
1970015454786904325,X-V3-1970015454786904325-none,pawapuro_pro,https://x.com/pawapuro_pro/status/1970015454786904325,,,OFFICIAL_X_POST,PowerPro,2024-2025 / 2025 season update,,,0,x:1970015454786904325:unresolved:noise,x:1970015454786904325:unresolved
1972541854911463680,X-V3-1972541854911463680-none,pawapuro_pro,https://x.com/pawapuro_pro/status/1972541854911463680,,,OFFICIAL_X_POST,Prospi,2024-2025 / 2025,,,0,x:1972541854911463680:unresolved:noise,x:1972541854911463680:unresolved
1975471161950564683,post_1975471161950564683,prospiA_PR,https://x.com/prospiA_PR/status/1975471161950564683,2025-10-07T08:00:02Z,イチロー再臨スカウト登場。特殊能力「ハイアベレージヒッター」を持ったオリックス #イチロー 選手が再び登場,official_post,ProspiA,イチロー再臨,イチロー,,0,x:1975471161950564683:name:イチロー:noise,x:1975471161950564683:name:イチロー
1978415569222443125,X-V3-1978415569222443125-none,pawapuro_pro,https://x.com/pawapuro_pro/status/1978415569222443125,,,OFFICIAL_X_POST,Prospi,2025,,,0,x:1978415569222443125:unresolved:noise,x:1978415569222443125:unresolved
1981269368551198841,post_1981269368551198841,prospiA_PR,https://x.com/prospiA_PR/status/1981269368551198841,2025-10-23T08:00:02Z,2025 OB ダルビッシュセレクション登場。巨人 #高橋由伸 選手、千葉ロッテ #落合博満 選手をはじめとするOB選手たちと新能力の #ダルビッシュ有 投手が登場,official_post,ProspiA,2025 OB ダルビッシュセレクション,高橋由伸,,0,x:1981269368551198841:name:高橋由伸:noise,x:1981269368551198841:name:高橋由伸
1990224618582372851,X-V3-1990224618582372851-none,pawapuro_pro,https://x.com/pawapuro_pro/status/1990224618582372851,,,OFFICIAL_X_POST,PowerPro,2024-2025 / 2025 season update,,,0,x:1990224618582372851:unresolved:noise,x:1990224618582372851:unresolved
1990298860447818168,X-V3-1990298860447818168-none,pawapuro_pro,https://x.com/pawapuro_pro/status/1990298860447818168,,,OFFICIAL_X_POST,Prospi,2024-2025 / 2025,,,0,x:1990298860447818168:unresolved:noise,x:1990298860447818168:unresolved
1990359255401087470,X-V3-1990359255401087470-none,pawapuro_pro,https://x.com/pawapuro_pro/status/1990359255401087470,,,OFFICIAL_X_POST,Prospi,2025,,,0,x:1990359255401087470:unresolved:noise,x:1990359255401087470:unresolved
1995689388165267576,X-V3-1995689388165267576-none,pawa_app573,https://x.com/pawa_app573/status/1995689388165267576,,,OFFICIAL_X_POST,PowerPro app,mobile 2025,,,0,x:1995689388165267576:unresolved:noise,x:1995689388165267576:unresolved
2000506117445820765,X-V3-2000506117445820765-none,pawapuro_pro,https://x.com/pawapuro_pro/status/2000506117445820765,,,OFFICIAL_X_POST,Prospi,2025,,,0,x:2000506117445820765:unresolved:noise,x:2000506117445820765:unresolved
2003391287039553549,X-V3-2003391287039553549-none,pawapuro_pro,https://x.com/pawapuro_pro/status/2003391287039553549,,,OFFICIAL_X_POST,PowerPro,2024-2025 / 2025 season update,,,0,x:2003391287039553549:unresolved:noise,x:2003391287039553549:unresolved
2005549355931996444,X-V3-2005549355931996444-none,pawapuro_pro,https://x.com/pawapuro_pro/status/2005549355931996444,,,OFFICIAL_X_POST,Prospi,2025,,,0,x:2005549355931996444:unresolved:noise,x:2005549355931996444:unresolved
2014609045613904167,X-V3-2014609045613904167-山内一弘,prospiA_PR,https://x.com/prospiA_PR/status/2014609045613904167,2026-01-23T08:00:00Z,2025 Series2 OB第5弾。山内一弘・福本豊が登場,official_post,ProspiA,,山内一弘,,0,x:2014609045613904167:name:山内一弘:noise,x:2014609045613904167:name:山内一弘
2014609045613904167,X-V3-2014609045613904167-福本豊,prospiA_PR,https://x.com/prospiA_PR/status/2014609045613904167,2026-01-23T08:00:00Z,2025 Series2 OB第5弾。山内一弘・福本豊が登場,official_post,ProspiA,,福本豊,,0,x:2014609045613904167:name:福本豊:noise,x:2014609045613904167:name:福本豊
2019412449091567748,X-V3-2019412449091567748-none,pawapuro_pro,https://x.com/pawapuro_pro/status/2019412449091567748,,,OFFICIAL_X_POST,PowerPro,2026-2027,,,0,x:2019412449091567748:unresolved:noise,x:2019412449091567748:unresolved
2019412654549528805,X-V3-2019412654549528805-none,pawapuro_pro,https://x.com/pawapuro_pro/status/2019412654549528805,,,OFFICIAL_X_POST,PowerPro,2026-2027,,,0,x:2019412654549528805:unresolved:noise,x:2019412654549528805:unresolved
2024755914947895551,post_2024755914947895551,prospiA_PR,https://x.com/prospiA_PR/status/2024755914947895551,2026-02-20T08:00:02Z,2025 Series2 OB第6弾登場。阪神 #スタンリッジ 投手や埼玉西武 #土井正博 選手が登場中,official_post,ProspiA,2025 Series2 OB第6弾,スタンリッジ,,0,x:2024755914947895551:name:スタンリッジ:noise,x:2024755914947895551:name:スタンリッジ
2027941913182023727,X-V3-2027941913182023727-none,pawa_app573,https://x.com/pawa_app573/status/2027941913182023727,,,OFFICIAL_X_POST,PowerPro app,mobile 2026,,,0,x:2027941913182023727:unresolved:noise,x:2027941913182023727:unresolved
2029001378140504521,X-V3-2029001378140504521-none,pawapuro_pro,https://x.com/pawapuro_pro/status/2029001378140504521,,,OFFICIAL_X_POST,PowerPro,2026-2027,,,0,x:2029001378140504521:unresolved:noise,x:2029001378140504521:unresolved
2034179246848152053,post_2034179246848152053,prospiA_PR,https://x.com/prospiA_PR/status/2034179246848152053,2026-03-18T08:05:00Z,#侍ジャパン セレクション第2弾登場。山本由伸 投手や鈴木誠也 選手をはじめとする、2026 World Baseball Classic™を戦い抜いた侍たちが登場,official_post,ProspiA,侍ジャパンセレクション第2弾 2026,山本由伸,,0,x:2034179246848152053:name:山本由伸:noise,x:2034179246848152053:name:山本由伸
2036705075247346037,X-V3-2036705075247346037-none,pawapuro_pro,https://x.com/pawapuro_pro/status/2036705075247346037,,,OFFICIAL_X_POST,PowerPro,2026-2027,,,0,x:2036705075247346037:unresolved:noise,x:2036705075247346037:unresolved
2037364617438212153,X-V3-2037364617438212153-none,pawapuro_pro,https://x.com/pawapuro_pro/status/2037364617438212153,,,OFFICIAL_X_POST,PowerPro,2026-2027,,,0,x:2037364617438212153:unresolved:noise,x:2037364617438212153:unresolved
2049654975014342975,X-V3-2049654975014342975-none,pawapuro_pro,https://x.com/pawapuro_pro/status/2049654975014342975,,,OFFICIAL_X_POST,PowerPro,2026-2027,,,0,x:2049654975014342975:unresolved:noise,x:2049654975014342975:unresolved
2049712967558857136,X-V3-2049712967558857136-none,pawapuro_pro,https://x.com/pawapuro_pro/status/2049712967558857136,,,OFFICIAL_X_POST,PowerPro,2026-2027,,,0,x:2049712967558857136:unresolved:noise,x:2049712967558857136:unresolved
2050123061035196798,post_2050123061035196798,prospiA_PR,https://x.com/prospiA_PR/status/2050123061035196798,2026-05-01T08:00:01Z,『MAJOR』セレクション第1弾開催。「#佐藤都志也 選手×佐藤寿也」「#大山悠輔 選手×茂野吾郎」が登場,official_post,ProspiA,MAJORセレクション第1弾,佐藤 都志也,71075151,1,x:2050123061035196798:71075151:noise,x:2050123061035196798:71075151
2052659775087731122,post_2052659775087731122,prospiA_PR,https://x.com/prospiA_PR/status/2052659775087731122,2026-05-08T08:00:01Z,『MAJOR』セレクション第2弾開催。「#山下舜平大 投手×茂野吾郎」「#坂倉将吾 選手×キーン」が登場,official_post,ProspiA,MAJORセレクション第2弾,山下舜平大,,0,x:2052659775087731122:name:山下舜平大:noise,x:2052659775087731122:name:山下舜平大
2054396211654689062,X-V3-2054396211654689062-none,pawa_app573,https://x.com/pawa_app573/status/2054396211654689062,,,OFFICIAL_X_POST,PowerPro app,mobile 2026,,,0,x:2054396211654689062:unresolved:noise,x:2054396211654689062:unresolved
2062746158146199829,X-V3-2062746158146199829-none,pawapuro_pro,https://x.com/pawapuro_pro/status/2062746158146199829,,,OFFICIAL_X_POST,PowerPro,2026-2027,,,0,x:2062746158146199829:unresolved:noise,x:2062746158146199829:unresolved
2064543082524082190,post_2064543082524082190,prospiA_PR,https://x.com/prospiA_PR/status/2064543082524082190,2026-06-10T03:00:02Z,タイムスリップセレクション第3弾 6/12開催決定。正解は福岡ソフトバンクホークス #松中信彦 選手。特殊能力「超パワーヒッター」,official_post,ProspiA,タイムスリップセレクション第3弾,松中信彦,,0,x:2064543082524082190:name:松中信彦:noise,x:2064543082524082190:name:松中信彦
2064621802182328800,X-V3-2064621802182328800-none,pawapuro_pro,https://x.com/pawapuro_pro/status/2064621802182328800,,,OFFICIAL_X_POST,PowerPro,2026-2027,,,0,x:2064621802182328800:unresolved:noise,x:2064621802182328800:unresolved
2064852640220230083,X-V3-2064852640220230083-none,pawapuro_pro,https://x.com/pawapuro_pro/status/2064852640220230083,,,OFFICIAL_X_POST,PowerPro,2026-2027,,,0,x:2064852640220230083:unresolved:noise,x:2064852640220230083:unresolved
2064905459707089287,X-V3-2064905459707089287-none,pawapuro_pro,https://x.com/pawapuro_pro/status/2064905459707089287,,,OFFICIAL_X_POST,PowerPro,2026-2027,,,0,x:2064905459707089287:unresolved:noise,x:2064905459707089287:unresolved
2064920665749324082,X-V3-2064920665749324082-none,pawapuro_pro,https://x.com/pawapuro_pro/status/2064920665749324082,,,OFFICIAL_X_POST,PowerPro,2026-2027,,,0,x:2064920665749324082:unresolved:noise,x:2064920665749324082:unresolved
2065267856711799125,post_2065267856711799125,prospiA_PR,https://x.com/prospiA_PR/status/2065267856711799125,2026-06-12T03:00:02Z,タイムスリップセレクション第3弾本日から開催。正解は千葉ロッテマリーンズ #中村奨吾 選手。特殊能力「超チャンス◎」,official_post,ProspiA,タイムスリップセレクション第3弾,中村奨吾,,0,x:2065267856711799125:name:中村奨吾:noise,x:2065267856711799125:name:中村奨吾
2065305595784085856,post_2065305595784085856,prospiA_PR,https://x.com/prospiA_PR/status/2065305595784085856,2026-06-12T05:30:00Z,タイムスリップセレクション第3弾本日から開催。正解は東京ヤクルトスワローズ #伊藤智仁 投手。特殊能力「超奪三振ショー」を持つ伊藤選手,official_post,ProspiA,タイムスリップセレクション第3弾,伊藤智仁,,0,x:2065305595784085856:name:伊藤智仁:noise,x:2065305595784085856:name:伊藤智仁
2070416781852766620,post_2070416781852766620,prospiA_PR,https://x.com/prospiA_PR/status/2070416781852766620,2026-06-26T08:00:01Z,ドラ１セレクション登場。埼玉西武 #清原和博 選手、巨人 #岡本和真 選手をはじめとする歴代のドラフト1位指名選手たちが登場,official_post,ProspiA,ドラ1セレクション,清原和博,,0,x:2070416781852766620:name:清原和博:noise,x:2070416781852766620:name:清原和博
