record_id,old_source_id,player,canonical_player_id,source_url,text,old_rejection_reason,previous_reclassification_status,bucket,labels,independence,reason,excluded_because_game_rating_mention,event_id,origin_count,reaction_volume
"SP032-RUN2-GXSR015","","塩見 泰隆","71975136","https://x.com/oeghak/status/2072549548715835602","長打力＋走力を兼ね備えた選手であり","TARGET_NOT_VERIFIABLE_FROM_RETURNED_POST_TEXT","NOT_RECLASSIFIABLE_PLAYER_IDENTITY","WEAK_PHYSICAL_OR_CONTEXT","GENERIC_FAST","ORIGIN","俊足/鈍足/衰え等の弱い方向証拠。数値教師にはしない。","false","2072549548715835602","1","1"
"SP032-RUN2-GXSR016","","塩見 泰隆","71975136","https://x.com/Bwcv8gbqSK93045/status/2080979468202733637","塩見泰隆ー！！全力疾走！！おみくんが勝った！！😆💚 おみくん頑張ったね😌💚","ALL_OUT_EFFORT_WITHOUT_SPEED_OBSERVATION","RETAINED_NOT_DIRECTIONAL","WEAK_PHYSICAL_OR_CONTEXT","UNCLASSIFIED_CONTEXT","ORIGIN","全力疾走の記述。最大努力の観察ではあるが、速さの方向は特定できないので弱い文脈として保持。","false","2080979468202733637","1","1"
"SP032-RUN2-GXSR017","","岡 大海","11515139","https://x.com/io_sono_yuccaP/status/1928342837265125767",": 上下ユニ姿で疾走する岡大海さん極上プライスレス","NO_CLEAR_DIRECT_PHYSICAL_SPEED_CLAIM","RETAINED_NOT_DIRECTIONAL","NOISE_OR_UNRELATED","JOKE_OR_NOISE","NOT_AN_ORIGIN","走力の方向もゲーム査定の主張も特定できない。無関係または判定不能。取得不能ではない。","false","1928342837265125767","0","1"
"SP032-RUN2-GXSR018","","岡 大海","11515139","https://x.com/notyu_baseball/status/1935690653222216142","","MISSING_VERIFIABLE_POST_TEXT_OR_TIMESTAMP","NOT_RECLASSIFIABLE_INSUFFICIENT","NOISE_OR_UNRELATED","JOKE_OR_NOISE","NOT_AN_ORIGIN","投稿本文が台帳に残っていない。証拠が無いのではなくソース不完全。ゲーム査定言及を理由にはしていない。","false","1935690653222216142","0","1"
"SP032-RUN2-GXSR021","","岡 大海","11515139","https://x.com/jun_jun1980/status/2025167379848986704",": ひろみー♪( ´θ｀)ノ 疾走とても良かった☺️","TARGET_NOT_VERIFIABLE_FROM_RETURNED_POST_TEXT","NOT_RECLASSIFIABLE_PLAYER_IDENTITY","NOISE_OR_UNRELATED","JOKE_OR_NOISE","NOT_AN_ORIGIN","走力の方向もゲーム査定の主張も特定できない。無関係または判定不能。取得不能ではない。","false","2025167379848986704","0","1"
"SP032-RUN2-GXSR022","","岡 大海","11515139","https://x.com/happy_days0709/status/2027416132739825932","YouTubeで検索したら守備範囲が広く、足が速い。","ARTICLE_OR_VIDEO_REPOST_NOT_INDEPENDENT_SNS_ORIGIN","NOT_RECLASSIFIABLE_PLAYER_IDENTITY","WEAK_PHYSICAL_OR_CONTEXT","GENERIC_FAST","DUPLICATE_KEEP_AS_REACTION","俊足/鈍足/衰え等の弱い方向証拠。数値教師にはしない。","false","2027416132739825932","0","1"
"SP032-RUN2-GXSR025","","外崎 修汰","41245130","https://x.com/ysblr/status/1864122569328349199","走力等を考えると逆だと思う。","TARGET_NOT_VERIFIABLE_FROM_RETURNED_POST_TEXT","NOT_RECLASSIFIABLE_PLAYER_IDENTITY","NOISE_OR_UNRELATED","JOKE_OR_NOISE","NOT_AN_ORIGIN","走力の方向もゲーム査定の主張も特定できない。無関係または判定不能。取得不能ではない。","false","1864122569328349199","0","1"
"SP032-RUN2-GXSR026","","外崎 修汰","41245130","https://x.com/xxxmiraclesxxx/status/1966499694495834147","梅野はもともと俊足である。2018年には右打者の一塁到達タイムで12球団6位の最速4秒07を記録。プロ野球統計のデルタ社がインスタグラムで公開していた。トップは菊池涼介（広島）と外崎修汰（西武）の3秒97。植田海（阪神）4秒09、坂本勇人（巨人）4秒10を上回っていた。
Mon, 01 Jun 2026 07:19:40 GMT

**","MISSING_VERIFIABLE_POST_TEXT_OR_TIMESTAMP","NOT_RECLASSIFIABLE_INSUFFICIENT","WEAK_PHYSICAL_OR_CONTEXT","GENERIC_FAST|PLAYER_COMPARISON","ORIGIN","身体測定・到達タイム等の弱い方向証拠。独立物理測定には数えない。","false","1966499694495834147","1","1"
"SP032-RUN2-GXSR027","","外崎 修汰","41245130","https://x.com/i_yodonoki/status/1974476633840234720","内外野ほぼ全てのポジションを守る事ができ 打力と走力も備えた全盛期の外崎修汰さん","GENERIC_OR_AMBIGUOUS_SPEED_LABEL_NOT_SUFFICIENT_FOR_ACCEPTANCE","RETAINED_NOT_DIRECTIONAL","WEAK_PHYSICAL_OR_CONTEXT","GENERIC_FAST","ORIGIN","俊足/鈍足/衰え等の弱い方向証拠。数値教師にはしない。","false","1974476633840234720","1","1"
"SP032-RUN2-GXSR029","","外崎 修汰","41245130","https://x.com/mickeycoco_kazu/status/2061346928575795370","","MISSING_VERIFIABLE_POST_TEXT_OR_TIMESTAMP","NOT_RECLASSIFIABLE_INSUFFICIENT","NOISE_OR_UNRELATED","JOKE_OR_NOISE","NOT_AN_ORIGIN","投稿本文が台帳に残っていない。証拠が無いのではなくソース不完全。ゲーム査定言及を理由にはしていない。","false","2061346928575795370","0","1"
"SP032-RUN2-GXSR030","","外崎 修汰","41245130","https://x.com/YouTube08049738/status/2080662691337883730","小濱佑斗さん パンチ力と走力を兼ね備えた選手は球界でも希少な選手 外野も守れるようになれば出場機会増えそうなんだけどな 将来的には外崎修汰のようになってほしいな","GENERIC_OR_AMBIGUOUS_SPEED_LABEL_NOT_SUFFICIENT_FOR_ACCEPTANCE","RETAINED_NOT_DIRECTIONAL","WEAK_PHYSICAL_OR_CONTEXT","GENERIC_FAST","ORIGIN","俊足/鈍足/衰え等の弱い方向証拠。数値教師にはしない。","false","2080662691337883730","1","1"
"SP032-RUN2-GXSR031","","梶原 昂希","51555155","https://x.com/fp_jn12766tm/status/1849792582282510413","","MISSING_VERIFIABLE_POST_TEXT_OR_TIMESTAMP","NOT_RECLASSIFIABLE_INSUFFICIENT","NOISE_OR_UNRELATED","JOKE_OR_NOISE","NOT_AN_ORIGIN","投稿本文が台帳に残っていない。証拠が無いのではなくソース不完全。ゲーム査定言及を理由にはしていない。","false","1849792582282510413","0","1"
"SP032-RUN2-GXSR032","","梶原 昂希","51555155","https://x.com/muscat_delice/status/1851220870720860493","","MISSING_VERIFIABLE_POST_TEXT_OR_TIMESTAMP","NOT_RECLASSIFIABLE_INSUFFICIENT","NOISE_OR_UNRELATED","JOKE_OR_NOISE","NOT_AN_ORIGIN","投稿本文が台帳に残っていない。証拠が無いのではなくソース不完全。ゲーム査定言及を理由にはしていない。","false","1851220870720860493","0","1"
"SP032-RUN2-GXSR033","","梶原 昂希","51555155","https://x.com/rOBnMurEyosentW/status/1851221033165918396","","MISSING_VERIFIABLE_POST_TEXT_OR_TIMESTAMP","NOT_RECLASSIFIABLE_INSUFFICIENT","NOISE_OR_UNRELATED","JOKE_OR_NOISE","NOT_AN_ORIGIN","投稿本文が台帳に残っていない。証拠が無いのではなくソース不完全。ゲーム査定言及を理由にはしていない。","false","1851221033165918396","0","1"
"SP032-RUN2-GXSR034","","梶原 昂希","51555155","https://x.com/baystars51/status/1851913371744129464","","MISSING_VERIFIABLE_POST_TEXT_OR_TIMESTAMP","NOT_RECLASSIFIABLE_INSUFFICIENT","NOISE_OR_UNRELATED","JOKE_OR_NOISE","NOT_AN_ORIGIN","投稿本文が台帳に残っていない。証拠が無いのではなくソース不完全。ゲーム査定言及を理由にはしていない。","false","1851913371744129464","0","1"
"SP032-RUN2-GXSR035","","梶原 昂希","51555155","https://x.com/dokayamaBB/status/1853551646703595975","この動画面白い😃
 セ界最速クラスか？梶原昂希の走力はヤバかった！内野安打、二塁打、本塁生還をタイム測定！2024年 横浜DeNAベイスターズ","CONFLICTING_RETURNED_URL_FOR_SAME_POST_ID","NOT_RECLASSIFIABLE_IDENTITY_CONFLICT","WEAK_PHYSICAL_OR_CONTEXT","GENERIC_FAST","ORIGIN","俊足/鈍足/衰え等の弱い方向証拠。数値教師にはしない。","false","1853551646703595975","1","1"
"SP032-RUN2-GXSR036","","梶原 昂希","51555155","https://x.com/zatsuteira/status/1924656865788756229","","MISSING_VERIFIABLE_POST_TEXT_OR_TIMESTAMP","NOT_RECLASSIFIABLE_INSUFFICIENT","NOISE_OR_UNRELATED","JOKE_OR_NOISE","NOT_AN_ORIGIN","投稿本文が台帳に残っていない。証拠が無いのではなくソース不完全。ゲーム査定言及を理由にはしていない。","false","1924656865788756229","0","1"
"SP032-RUN2-GXSR037","","梶原 昂希","51555155","https://x.com/baystars51/status/1953379729048015277","「足は速い」","TARGET_NOT_VERIFIABLE_FROM_RETURNED_POST_TEXT","NOT_RECLASSIFIABLE_PLAYER_IDENTITY","NOISE_OR_UNRELATED","JOKE_OR_NOISE","NOT_AN_ORIGIN","走力の方向もゲーム査定の主張も特定できない。無関係または判定不能。取得不能ではない。","false","1953379729048015277","0","1"
"SP032-RUN2-GXSR038","","梶原 昂希","51555155","https://x.com/bk_wanko/status/1969003439414731188","「足も速いし」","TARGET_NOT_VERIFIABLE_FROM_RETURNED_POST_TEXT","NOT_RECLASSIFIABLE_PLAYER_IDENTITY","WEAK_PHYSICAL_OR_CONTEXT","GENERIC_FAST","ORIGIN","俊足/鈍足/衰え等の弱い方向証拠。数値教師にはしない。","false","1969003439414731188","1","1"
"SP032-RUN2-GXSR041","","梶原 昂希","51555155","https://x.com/mejiro9banchi/status/2066081062422503509","梶原昂希は本当に可哀想、牧秀悟に「練習で一番打球を飛ばすのは梶原」と言わせるほどのパワーがあるのに俊足と盗塁のセンスも兼ね備えてたせいで出塁が役割だの、主軸に繋げろだのバントしろだのごちゃごちゃ言われて完全に良さ失ってるもん","BASERUNNING_DECISION_OR_STOLEN_BASE_CONTEXT_NOT_ISOLATED_TO_PHYSICAL_SPEED","RECLASSIFIED_TO_WEAK_CONTEXT_LANE","WEAK_PHYSICAL_OR_CONTEXT","GENERIC_FAST","ORIGIN","俊足/鈍足/衰え等の弱い方向証拠。数値教師にはしない。","false","2066081062422503509","1","1"
"SP032-RUN2-GXSR043","","丸 佳浩","21425116","https://x.com/giants_is_4ever/status/1846861419775684963",": ベテラン丸佳浩の全力疾走とヘッドスライディング。この負けん気と熱い闘志に泣けてしまう。大好きすぎる丸。#giants #ジャイアンツ #丸佳浩","MISSING_VERIFIABLE_POST_TEXT_OR_TIMESTAMP","NOT_RECLASSIFIABLE_INSUFFICIENT","WEAK_PHYSICAL_OR_CONTEXT","UNCLASSIFIED_CONTEXT","ORIGIN","全力疾走の記述。最大努力の観察ではあるが、速さの方向は特定できないので弱い文脈として保持。","false","1846861419775684963","1","1"
"SP032-RUN2-GXSR044","","丸 佳浩","21425116","https://x.com/cun_song14143/status/1856965524414218540",": ８丸佳浩（読売ジャイアンツ） 誰より強く 更なる高みへ この大歓声が 君の味方だ さあ我らと行こう 丸佳浩 ↓ 赤城 誰より強く 更なる食欲 この艦載機が 君の味方だ さあミッドウェーに行こう 空母赤城 (context includes ""俊足でもあります。"")","MISSING_VERIFIABLE_POST_TEXT_OR_TIMESTAMP","NOT_RECLASSIFIABLE_INSUFFICIENT","WEAK_PHYSICAL_OR_CONTEXT","GENERIC_FAST","ORIGIN","俊足/鈍足/衰え等の弱い方向証拠。数値教師にはしない。","false","1856965524414218540","1","1"
"SP032-RUN2-GXSR045","","丸 佳浩","21425116","https://x.com/EM8040/status/1862751774286963105",": 丸佳浩 全力疾走し、借り物競争の借り物難題すぎてこの表情","MISSING_VERIFIABLE_POST_TEXT_OR_TIMESTAMP","NOT_RECLASSIFIABLE_INSUFFICIENT","WEAK_PHYSICAL_OR_CONTEXT","UNCLASSIFIED_CONTEXT","ORIGIN","全力疾走の記述。最大努力の観察ではあるが、速さの方向は特定できないので弱い文脈として保持。","false","1862751774286963105","1","1"
"SP032-RUN2-GXSR047","","丸 佳浩","21425116","https://x.com/hirosatou1717/status/2051881673625854452","読売ジャイアンツ2026 スプリント(瞬間最速速度) 足が遅い選手 ※外国人除く 1位 小林誠司 27.6km/h 2位 山瀬慎之助 27.9km/h 3位 大城卓三 29.2km/h 4位 岸田行倫 29.4km/h 5位 萩尾匡也 30.1km/h 6位 増田陸 30.2km/h 7位 丸佳浩 30.4km/h 8位 坂本勇人 30.8km/h 結論：捕手は基本鈍足","MISSING_VERIFIABLE_POST_TEXT_OR_TIMESTAMP","NOT_RECLASSIFIABLE_INSUFFICIENT","WEAK_PHYSICAL_OR_CONTEXT","GENERIC_SLOW|PLAYER_COMPARISON","ORIGIN","身体測定・到達タイム等の弱い方向証拠。独立物理測定には数えない。","false","2051881673625854452","1","1"
"SP032-RUN2-GXSR048","","丸 佳浩","21425116","https://x.com/hirosatou1717/status/2051891392386114024",": 読売ジャイアンツ2026 スプリント(瞬間最速速度) 外野登録選手　外国人除く 1位 佐々木俊輔 32.6km/h 2位 若林楽人 32.0km/h 3位 皆川岳飛 31.5km/h 4位 中山礼都 31.3km/h 5位 松本剛 31.0km/h 6位 丸佳浩 30.4km/h 7位 萩野匡也 30.1km/h 俊足と言われる部類の松本剛より礼都の方が瞬間速度は速い","MISSING_VERIFIABLE_POST_TEXT_OR_TIMESTAMP","NOT_RECLASSIFIABLE_INSUFFICIENT","WEAK_PHYSICAL_OR_CONTEXT","GENERIC_FAST|PLAYER_COMPARISON","ORIGIN","身体測定・到達タイム等の弱い方向証拠。独立物理測定には数えない。","false","2051891392386114024","1","1"
"SP032-RUN2-GXSR049","","丸 佳浩","21425116","https://x.com/hirosatou1717/status/2084616070565159325","増田大輝の今年のトップスピードって、最高31.4km/hで丸佳浩と同じなんだよな。完全にイメージだけでスピードはもうない。","MISSING_VERIFIABLE_POST_TEXT_OR_TIMESTAMP","NOT_RECLASSIFIABLE_INSUFFICIENT","WEAK_PHYSICAL_OR_CONTEXT","PLAYER_COMPARISON","ORIGIN","身体測定・到達タイム等の弱い方向証拠。独立物理測定には数えない。","false","2084616070565159325","1","1"
"SP032-RUN2-GXSR050","","西野 真弘","91495130","https://x.com/131468yasu/status/1796157628340445533","西野真弘さん全力疾走!","ALL_OUT_EFFORT_WITHOUT_SPEED_OBSERVATION","RETAINED_NOT_DIRECTIONAL","WEAK_PHYSICAL_OR_CONTEXT","UNCLASSIFIED_CONTEXT","ORIGIN","全力疾走の記述。最大努力の観察ではあるが、速さの方向は特定できないので弱い文脈として保持。","false","1796157628340445533","1","1"
"SP032-RUN2-GXSR051","","西野 真弘","91495130","https://x.com/Kokudo357/status/1843269053936504843","お手本のような全力疾走、全力プレー","ALL_OUT_EFFORT_WITHOUT_SPEED_OBSERVATION","NOT_RECLASSIFIABLE_PLAYER_IDENTITY","WEAK_PHYSICAL_OR_CONTEXT","UNCLASSIFIED_CONTEXT","ORIGIN","全力疾走の記述。最大努力の観察ではあるが、速さの方向は特定できないので弱い文脈として保持。","false","1843269053936504843","1","1"
"SP032-RUN2-GXSR052","","西野 真弘","91495130","https://x.com/G6zOb/status/1856988323786698775","まーさんも圭太もかわいくてマンチカンの子猫動画みたぐらいセロトニン出てる","ARTICLE_OR_VIDEO_REPOST_NOT_INDEPENDENT_SNS_ORIGIN","NOT_RECLASSIFIABLE_PLAYER_IDENTITY","NOISE_OR_UNRELATED","JOKE_OR_NOISE","DUPLICATE_KEEP_AS_REACTION","同一originの重複/転載。本文に独立した走力・査定主張が読めない。","false","1856988323786698775","0","1"
"SP032-RUN2-GXSR053","","西野 真弘","91495130","https://x.com/jubi94221412/status/1857011850585440589","めっちゃ癒されたけどスピード感どこ😂","TARGET_NOT_VERIFIABLE_FROM_RETURNED_POST_TEXT","NOT_RECLASSIFIABLE_PLAYER_IDENTITY","NOISE_OR_UNRELATED","JOKE_OR_NOISE","NOT_AN_ORIGIN","走力の方向もゲーム査定の主張も特定できない。無関係または判定不能。取得不能ではない。","false","1857011850585440589","0","1"
"SP032-RUN2-GXSR054","","西野 真弘","91495130","https://x.com/PH_phBB/status/1857088025856966944","スピード対決 西野真弘/中川圭太 ショートver.｜BsTV - オリックス・バファローズ 公式","ARTICLE_OR_VIDEO_REPOST_NOT_INDEPENDENT_SNS_ORIGIN","RETAINED_REPOST_NOT_INDEPENDENT","NOISE_OR_UNRELATED","JOKE_OR_NOISE","DUPLICATE_KEEP_AS_REACTION","同一originの重複/転載。本文に独立した走力・査定主張が読めない。","false","1857088025856966944","0","1"
"SP032-RUN2-GXSR055","","西野 真弘","91495130","https://x.com/Petalenco/status/1966819704489845245","オリックスちゃんあの打球で併殺になること多すぎて西野真弘が俊足に見えるな","CONFLICTING_RETURNED_URL_FOR_SAME_POST_ID","NOT_RECLASSIFIABLE_IDENTITY_CONFLICT","WEAK_PHYSICAL_OR_CONTEXT","GENERIC_FAST","ORIGIN","俊足/鈍足/衰え等の弱い方向証拠。数値教師にはしない。","false","1966819704489845245","1","1"
"SP032-RUN2-GXSR056","","西野 真弘","91495130","https://x.com/taka_ori_bz/status/1966820123337015685","１点１点言うけど、今日の🐮スタメンの走力どないなっとんねん🤔 来田涼斗でなんとか… 森友哉もケガ明けだと走塁能力は期待できんし 西野真弘は全力疾走は正直こわい","CONFLICTING_RETURNED_URL_FOR_SAME_POST_ID","NOT_RECLASSIFIABLE_IDENTITY_CONFLICT","WEAK_PHYSICAL_OR_CONTEXT","UNCLASSIFIED_CONTEXT","ORIGIN","全力疾走の記述。最大努力の観察ではあるが、速さの方向は特定できないので弱い文脈として保持。","false","1966820123337015685","1","1"
"SP032-RUN2-GXSR057","","西野 真弘","91495130","https://x.com/sozaryata/status/1967904417220587687","西野真弘さん 若手時代　俊足のアベレージヒッター 中堅時代　ファールで粘って出塁するクセ者 現在　長距離砲　これもう分かんねえな","GENERIC_OR_AMBIGUOUS_SPEED_LABEL_NOT_SUFFICIENT_FOR_ACCEPTANCE","RECLASSIFIED_TO_WEAK_CONTEXT_LANE","WEAK_PHYSICAL_OR_CONTEXT","GENERIC_FAST","ORIGIN","俊足/鈍足/衰え等の弱い方向証拠。数値教師にはしない。","false","1967904417220587687","1","1"
"SP032-RUN2-GXSR058","","西野 真弘","91495130","https://x.com/non__m05/status/2002274269816860915","【真弘！】西野真弘『3塁打 → 好判断で本塁生還！佐々木朗希から“足”で先制点を奪う』 左中間抜けて3塁足速いし、最後のホームも足速い。昔より体おっきくなったのに足の速さそのままなんすごいまじ。天才🫶🏻","PLAY_OUTCOME_OR_TRANSITION_METRIC_NOT_ISOLATED_TO_PHYSICAL_SPEED","RECLASSIFIED_TO_WEAK_CONTEXT_LANE","WEAK_PHYSICAL_OR_CONTEXT","GENERIC_FAST|AGING_NOT_REFLECTED","ORIGIN","俊足/鈍足/衰え等の弱い方向証拠。数値教師にはしない。","false","2002274269816860915","1","1"
"SP032-RUN2-GXSR060","","西野 真弘","91495130","https://x.com/zen_daseki_ute/status/2028425938837618752","西野真弘は野手最年長だけどこの全力疾走でセーフになる動きまわる元気を持つ","ALL_OUT_EFFORT_WITHOUT_SPEED_OBSERVATION","RETAINED_NOT_DIRECTIONAL","WEAK_PHYSICAL_OR_CONTEXT","UNCLASSIFIED_CONTEXT","ORIGIN","全力疾走の記述。最大努力の観察ではあるが、速さの方向は特定できないので弱い文脈として保持。","false","2028425938837618752","1","1"
"SP032-RUN2-GXSR062","","西野 真弘","91495130","https://x.com/PEVRPFCeVa34034/status/2062135844832776356","足引きずってるし…今年休憩して来年またキャリアハイ更新してもらっても…今年契約最終年やから契約更改何卒…
俺たちの西野真弘…去年頑張りすぎたよ","NO_CLEAR_DIRECT_PHYSICAL_SPEED_CLAIM","RECLASSIFIED_TO_WEAK_CONTEXT_LANE","NOISE_OR_UNRELATED","JOKE_OR_NOISE","NOT_AN_ORIGIN","走力の方向もゲーム査定の主張も特定できない。無関係または判定不能。取得不能ではない。","false","2062135844832776356","0","1"
"SP032-RUN2-GXSR063","","大島 洋平","01305131","https://x.com/nLbSDgU2oRDQZZk/status/1928076101546389666",": さすが大島洋平 マジ普通に足速いよねまだまだ","MISSING_VERIFIABLE_POST_TEXT_OR_TIMESTAMP","NOT_RECLASSIFIABLE_INSUFFICIENT","WEAK_PHYSICAL_OR_CONTEXT","GENERIC_FAST","ORIGIN","俊足/鈍足/衰え等の弱い方向証拠。数値教師にはしない。","false","1928076101546389666","1","1"
"SP032-RUN2-GXSR065","","大島 洋平","01305131","https://x.com/vangosear/status/1961034113336721852","","MISSING_VERIFIABLE_POST_TEXT_OR_TIMESTAMP","NOT_RECLASSIFIABLE_INSUFFICIENT","NOISE_OR_UNRELATED","JOKE_OR_NOISE","NOT_AN_ORIGIN","投稿本文が台帳に残っていない。証拠が無いのではなくソース不完全。ゲーム査定言及を理由にはしていない。","false","1961034113336721852","0","1"
"SP032-RUN2-GXSR066","","大島 洋平","01305131","https://x.com/SABR_lions/status/1984583596867534981","","MISSING_VERIFIABLE_POST_TEXT_OR_TIMESTAMP","NOT_RECLASSIFIABLE_INSUFFICIENT","NOISE_OR_UNRELATED","JOKE_OR_NOISE","NOT_AN_ORIGIN","投稿本文が台帳に残っていない。証拠が無いのではなくソース不完全。ゲーム査定言及を理由にはしていない。","false","1984583596867534981","0","1"
"SP032-RUN2-GXSR067","","大島 洋平","01305131","https://x.com/scorebook_apps/status/1987294059426419108","","MISSING_VERIFIABLE_POST_TEXT_OR_TIMESTAMP","NOT_RECLASSIFIABLE_INSUFFICIENT","NOISE_OR_UNRELATED","JOKE_OR_NOISE","NOT_AN_ORIGIN","投稿本文が台帳に残っていない。証拠が無いのではなくソース不完全。ゲーム査定言及を理由にはしていない。","false","1987294059426419108","0","1"
"SP032-RUN2-GXSR068","","大島 洋平","01305131","https://x.com/kenzaki810/status/1999155428270502329","大島洋平さん　走力B，ホーム突入付き
 (","GAME_RATING_OR_GAME_DISCUSSION_EXCLUDED","RECLASSIFIED_TO_RATING_LANE","RATING_CONSENSUS","RATING_VALUE_CONTEXT","ORIGIN","走力の数値/等級への言及がある。","false","1999155428270502329","1","1"
"SP032-RUN2-GXSR069","","大島 洋平","01305131","https://x.com/yzT8HrsBPF40476/status/2003351521573130500","","MISSING_VERIFIABLE_POST_TEXT_OR_TIMESTAMP","NOT_RECLASSIFIABLE_INSUFFICIENT","NOISE_OR_UNRELATED","JOKE_OR_NOISE","NOT_AN_ORIGIN","投稿本文が台帳に残っていない。証拠が無いのではなくソース不完全。ゲーム査定言及を理由にはしていない。","false","2003351521573130500","0","1"
