stable_player_key,npb_name,npb_name_en,segment_number,transition_direction,from_league,from_start_year,from_end_year,to_league,to_start_year,to_end_year,time_gap_years,returnee_or_multi_cycle,npb_years,mlb_regular_season_appearance_years,the_show_years,age_state,injury_state,source_role,evidence_ids
MLBAM:501213,シエラ,Moises Sierra,2,MLB_TO_NPB,MLB,2018,2018,NPB,2020,2020,1,True,2020,"2012,2013,2014,2018",,MISSING_BOUNDED,MISSING_BOUNDED,ACTUAL_MLB_REGULAR_SEASON_APPEARANCE_NOT_THE_SHOW_FIXTURE,"['MLB_APPEARANCE:MLBAM:501213:2012', 'MLB_APPEARANCE:MLBAM:501213:2013', 'MLB_APPEARANCE:MLBAM:501213:2014', 'MLB_APPEARANCE:MLBAM:501213:2018', 'NPB_OFFICIAL:MLBAM:501213:2020']"
MLBAM:518466,ブラッシュ,Jabari Blash,1,MLB_TO_NPB,MLB,2016,2018,NPB,2019,2020,0,False,"2019,2020","2016,2017,2018",,MISSING_BOUNDED,MISSING_BOUNDED,ACTUAL_MLB_REGULAR_SEASON_APPEARANCE_NOT_THE_SHOW_FIXTURE,"['MLB_APPEARANCE:MLBAM:518466:2016', 'MLB_APPEARANCE:MLBAM:518466:2017', 'MLB_APPEARANCE:MLBAM:518466:2018', 'NPB_OFFICIAL:MLBAM:518466:2019', 'NPB_OFFICIAL:MLBAM:518466:2020']"
MLBAM:519346,テームズ,Eric Thames,2,MLB_TO_NPB,MLB,2017,2020,NPB,2021,2021,0,True,2021,"2011,2012,2017,2018,2019,2020",,MISSING_BOUNDED,MISSING_BOUNDED,ACTUAL_MLB_REGULAR_SEASON_APPEARANCE_NOT_THE_SHOW_FIXTURE,"['MLB_APPEARANCE:MLBAM:519346:2011', 'MLB_APPEARANCE:MLBAM:519346:2012', 'MLB_APPEARANCE:MLBAM:519346:2017', 'MLB_APPEARANCE:MLBAM:519346:2018', 'MLB_APPEARANCE:MLBAM:519346:2019', 'MLB_APPEARANCE:MLBAM:519346:2020', 'NPB_OFFICIAL:MLBAM:519346:2021']"
MLBAM:520471,ガルビス,Freddy Galvis,1,MLB_TO_NPB,MLB,2012,2021,NPB,2022,2023,0,False,"2022,2023","2012,2013,2014,2015,2016,2017,2018,2019,2020,2021",,MISSING_BOUNDED,MISSING_BOUNDED,ACTUAL_MLB_REGULAR_SEASON_APPEARANCE_NOT_THE_SHOW_FIXTURE,"['MLB_APPEARANCE:MLBAM:520471:2012', 'MLB_APPEARANCE:MLBAM:520471:2013', 'MLB_APPEARANCE:MLBAM:520471:2014', 'MLB_APPEARANCE:MLBAM:520471:2015', 'MLB_APPEARANCE:MLBAM:520471:2016', 'MLB_APPEARANCE:MLBAM:520471:2017', 'MLB_APPEARANCE:MLBAM:520471:2018', 'MLB_APPEARANCE:MLBAM:520471:2019', 'MLB_APPEARANCE:MLBAM:520471:2020', 'MLB_APPEARANCE:MLBAM:520471:2021', 'NPB_OFFICIAL:MLBAM:520471:2022', 'NPB_OFFICIAL:MLBAM:520471:2023']"
MLBAM:527043,マルテ,Jefry Marte,1,MLB_TO_NPB,MLB,2015,2018,NPB,2019,2022,0,False,"2019,2020,2021,2022","2015,2016,2017,2018",,MISSING_BOUNDED,MISSING_BOUNDED,ACTUAL_MLB_REGULAR_SEASON_APPEARANCE_NOT_THE_SHOW_FIXTURE,"['MLB_APPEARANCE:MLBAM:527043:2015', 'MLB_APPEARANCE:MLBAM:527043:2016', 'MLB_APPEARANCE:MLBAM:527043:2017', 'MLB_APPEARANCE:MLBAM:527043:2018', 'NPB_OFFICIAL:MLBAM:527043:2019', 'NPB_OFFICIAL:MLBAM:527043:2020', 'NPB_OFFICIAL:MLBAM:527043:2021', 'NPB_OFFICIAL:MLBAM:527043:2022']"
MLBAM:542583,アギラー,Jesus Aguilar,1,MLB_TO_NPB,MLB,2014,2023,NPB,2024,2024,0,False,2024,"2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",,MISSING_BOUNDED,MISSING_BOUNDED,ACTUAL_MLB_REGULAR_SEASON_APPEARANCE_NOT_THE_SHOW_FIXTURE,"['MLB_APPEARANCE:MLBAM:542583:2014', 'MLB_APPEARANCE:MLBAM:542583:2015', 'MLB_APPEARANCE:MLBAM:542583:2016', 'MLB_APPEARANCE:MLBAM:542583:2017', 'MLB_APPEARANCE:MLBAM:542583:2018', 'MLB_APPEARANCE:MLBAM:542583:2019', 'MLB_APPEARANCE:MLBAM:542583:2020', 'MLB_APPEARANCE:MLBAM:542583:2021', 'MLB_APPEARANCE:MLBAM:542583:2022', 'MLB_APPEARANCE:MLBAM:542583:2023', 'NPB_OFFICIAL:MLBAM:542583:2024']"
MLBAM:543105,ディカーソン,Alex Dickerson,2,MLB_TO_NPB,MLB,2019,2022,NPB,2024,2024,1,True,2024,"2015,2016,2019,2020,2021,2022",,MISSING_BOUNDED,MISSING_BOUNDED,ACTUAL_MLB_REGULAR_SEASON_APPEARANCE_NOT_THE_SHOW_FIXTURE,"['MLB_APPEARANCE:MLBAM:543105:2015', 'MLB_APPEARANCE:MLBAM:543105:2016', 'MLB_APPEARANCE:MLBAM:543105:2019', 'MLB_APPEARANCE:MLBAM:543105:2020', 'MLB_APPEARANCE:MLBAM:543105:2021', 'MLB_APPEARANCE:MLBAM:543105:2022', 'NPB_OFFICIAL:MLBAM:543105:2024']"
MLBAM:543742,サンズ,Jerry Sands,2,MLB_TO_NPB,MLB,2014,2016,NPB,2020,2021,3,True,"2020,2021","2011,2012,2014,2015,2016",,MISSING_BOUNDED,MISSING_BOUNDED,ACTUAL_MLB_REGULAR_SEASON_APPEARANCE_NOT_THE_SHOW_FIXTURE,"['MLB_APPEARANCE:MLBAM:543742:2011', 'MLB_APPEARANCE:MLBAM:543742:2012', 'MLB_APPEARANCE:MLBAM:543742:2014', 'MLB_APPEARANCE:MLBAM:543742:2015', 'MLB_APPEARANCE:MLBAM:543742:2016', 'NPB_OFFICIAL:MLBAM:543742:2020', 'NPB_OFFICIAL:MLBAM:543742:2021']"
MLBAM:553902,アストゥディーヨ,Willians Astudillo,1,MLB_TO_NPB,MLB,2018,2022,NPB,2023,2023,0,False,2023,"2018,2019,2020,2021,2022",,MISSING_BOUNDED,MISSING_BOUNDED,ACTUAL_MLB_REGULAR_SEASON_APPEARANCE_NOT_THE_SHOW_FIXTURE,"['MLB_APPEARANCE:MLBAM:553902:2018', 'MLB_APPEARANCE:MLBAM:553902:2019', 'MLB_APPEARANCE:MLBAM:553902:2020', 'MLB_APPEARANCE:MLBAM:553902:2021', 'MLB_APPEARANCE:MLBAM:553902:2022', 'NPB_OFFICIAL:MLBAM:553902:2023']"
MLBAM:570489,アルカンタラ,Arismendy Alcantara,1,MLB_TO_NPB,MLB,2014,2017,NPB,2022,2023,4,False,"2022,2023","2014,2015,2016,2017",,MISSING_BOUNDED,MISSING_BOUNDED,ACTUAL_MLB_REGULAR_SEASON_APPEARANCE_NOT_THE_SHOW_FIXTURE,"['MLB_APPEARANCE:MLBAM:570489:2014', 'MLB_APPEARANCE:MLBAM:570489:2015', 'MLB_APPEARANCE:MLBAM:570489:2016', 'MLB_APPEARANCE:MLBAM:570489:2017', 'NPB_OFFICIAL:MLBAM:570489:2022', 'NPB_OFFICIAL:MLBAM:570489:2023']"
MLBAM:570615,モヤ,Steven Moya,1,MLB_TO_NPB,MLB,2014,2016,NPB,2018,2021,1,False,"2018,2019,2020,2021","2014,2015,2016",,MISSING_BOUNDED,MISSING_BOUNDED,ACTUAL_MLB_REGULAR_SEASON_APPEARANCE_NOT_THE_SHOW_FIXTURE,"['MLB_APPEARANCE:MLBAM:570615:2014', 'MLB_APPEARANCE:MLBAM:570615:2015', 'MLB_APPEARANCE:MLBAM:570615:2016', 'NPB_OFFICIAL:MLBAM:570615:2018', 'NPB_OFFICIAL:MLBAM:570615:2019', 'NPB_OFFICIAL:MLBAM:570615:2020', 'NPB_OFFICIAL:MLBAM:570615:2021']"
MLBAM:570799,ビヤヌエバ,Christian Villanueva,1,MLB_TO_NPB,MLB,2017,2018,NPB,2019,2020,0,False,"2019,2020","2017,2018",,MISSING_BOUNDED,MISSING_BOUNDED,ACTUAL_MLB_REGULAR_SEASON_APPEARANCE_NOT_THE_SHOW_FIXTURE,"['MLB_APPEARANCE:MLBAM:570799:2017', 'MLB_APPEARANCE:MLBAM:570799:2018', 'NPB_OFFICIAL:MLBAM:570799:2019', 'NPB_OFFICIAL:MLBAM:570799:2020']"
MLBAM:571506,ボーア,Justin Bour,1,MLB_TO_NPB,MLB,2014,2019,NPB,2020,2020,0,False,2020,"2014,2015,2016,2017,2018,2019",,MISSING_BOUNDED,MISSING_BOUNDED,ACTUAL_MLB_REGULAR_SEASON_APPEARANCE_NOT_THE_SHOW_FIXTURE,"['MLB_APPEARANCE:MLBAM:571506:2014', 'MLB_APPEARANCE:MLBAM:571506:2015', 'MLB_APPEARANCE:MLBAM:571506:2016', 'MLB_APPEARANCE:MLBAM:571506:2017', 'MLB_APPEARANCE:MLBAM:571506:2018', 'MLB_APPEARANCE:MLBAM:571506:2019', 'NPB_OFFICIAL:MLBAM:571506:2020']"
MLBAM:571602,デビッドソン,Matt Davidson,4,MLB_TO_NPB,MLB,2022,2022,NPB,2023,2023,0,True,2023,"2013,2016,2017,2018,2020,2022",,MISSING_BOUNDED,MISSING_BOUNDED,ACTUAL_MLB_REGULAR_SEASON_APPEARANCE_NOT_THE_SHOW_FIXTURE,"['MLB_APPEARANCE:MLBAM:571602:2013', 'MLB_APPEARANCE:MLBAM:571602:2016', 'MLB_APPEARANCE:MLBAM:571602:2017', 'MLB_APPEARANCE:MLBAM:571602:2018', 'MLB_APPEARANCE:MLBAM:571602:2020', 'MLB_APPEARANCE:MLBAM:571602:2022', 'NPB_OFFICIAL:MLBAM:571602:2023']"
MLBAM:572228,ボイト,Luke Voit,1,MLB_TO_NPB,MLB,2017,2023,NPB,2025,2025,1,False,2025,"2017,2018,2019,2020,2021,2022,2023",,MISSING_BOUNDED,MISSING_BOUNDED,ACTUAL_MLB_REGULAR_SEASON_APPEARANCE_NOT_THE_SHOW_FIXTURE,"['MLB_APPEARANCE:MLBAM:572228:2017', 'MLB_APPEARANCE:MLBAM:572228:2018', 'MLB_APPEARANCE:MLBAM:572228:2019', 'MLB_APPEARANCE:MLBAM:572228:2020', 'MLB_APPEARANCE:MLBAM:572228:2021', 'MLB_APPEARANCE:MLBAM:572228:2022', 'MLB_APPEARANCE:MLBAM:572228:2023', 'NPB_OFFICIAL:MLBAM:572228:2025']"
MLBAM:588751,エチェバリア,Adeiny Hechavarria,1,MLB_TO_NPB,MLB,2012,2020,NPB,2021,2022,0,False,"2021,2022","2012,2013,2014,2015,2016,2017,2018,2019,2020",,MISSING_BOUNDED,MISSING_BOUNDED,ACTUAL_MLB_REGULAR_SEASON_APPEARANCE_NOT_THE_SHOW_FIXTURE,"['MLB_APPEARANCE:MLBAM:588751:2012', 'MLB_APPEARANCE:MLBAM:588751:2013', 'MLB_APPEARANCE:MLBAM:588751:2014', 'MLB_APPEARANCE:MLBAM:588751:2015', 'MLB_APPEARANCE:MLBAM:588751:2016', 'MLB_APPEARANCE:MLBAM:588751:2017', 'MLB_APPEARANCE:MLBAM:588751:2018', 'MLB_APPEARANCE:MLBAM:588751:2019', 'MLB_APPEARANCE:MLBAM:588751:2020', 'NPB_OFFICIAL:MLBAM:588751:2021', 'NPB_OFFICIAL:MLBAM:588751:2022']"
MLBAM:591971,バレラ,Breyvic Valera,2,MLB_TO_NPB,MLB,2021,2021,NPB,2022,2022,0,True,2022,"2017,2018,2019,2021",,MISSING_BOUNDED,MISSING_BOUNDED,ACTUAL_MLB_REGULAR_SEASON_APPEARANCE_NOT_THE_SHOW_FIXTURE,"['MLB_APPEARANCE:MLBAM:591971:2017', 'MLB_APPEARANCE:MLBAM:591971:2018', 'MLB_APPEARANCE:MLBAM:591971:2019', 'MLB_APPEARANCE:MLBAM:591971:2021', 'NPB_OFFICIAL:MLBAM:591971:2022']"
MLBAM:592530,マルモレホス,Jose Marmolejos,1,MLB_TO_NPB,MLB,2020,2021,NPB,2022,2022,0,False,2022,"2020,2021",,MISSING_BOUNDED,MISSING_BOUNDED,ACTUAL_MLB_REGULAR_SEASON_APPEARANCE_NOT_THE_SHOW_FIXTURE,"['MLB_APPEARANCE:MLBAM:592530:2020', 'MLB_APPEARANCE:MLBAM:592530:2021', 'NPB_OFFICIAL:MLBAM:592530:2022']"
MLBAM:592622,ペイトン,Mark Payton,1,MLB_TO_NPB,MLB,2020,2022,NPB,2023,2023,0,False,2023,"2020,2021,2022",,MISSING_BOUNDED,MISSING_BOUNDED,ACTUAL_MLB_REGULAR_SEASON_APPEARANCE_NOT_THE_SHOW_FIXTURE,"['MLB_APPEARANCE:MLBAM:592622:2020', 'MLB_APPEARANCE:MLBAM:592622:2021', 'MLB_APPEARANCE:MLBAM:592622:2022', 'NPB_OFFICIAL:MLBAM:592622:2023']"
MLBAM:592660,ラベロ,Rangel Ravelo,1,MLB_TO_NPB,MLB,2019,2020,NPB,2021,2022,0,False,"2021,2022","2019,2020",,MISSING_BOUNDED,MISSING_BOUNDED,ACTUAL_MLB_REGULAR_SEASON_APPEARANCE_NOT_THE_SHOW_FIXTURE,"['MLB_APPEARANCE:MLBAM:592660:2019', 'MLB_APPEARANCE:MLBAM:592660:2020', 'NPB_OFFICIAL:MLBAM:592660:2021', 'NPB_OFFICIAL:MLBAM:592660:2022']"
MLBAM:593700,ハンソン,Alen Hanson,1,MLB_TO_NPB,MLB,2016,2019,NPB,2023,2023,3,False,2023,"2016,2017,2018,2019",,MISSING_BOUNDED,MISSING_BOUNDED,ACTUAL_MLB_REGULAR_SEASON_APPEARANCE_NOT_THE_SHOW_FIXTURE,"['MLB_APPEARANCE:MLBAM:593700:2016', 'MLB_APPEARANCE:MLBAM:593700:2017', 'MLB_APPEARANCE:MLBAM:593700:2018', 'MLB_APPEARANCE:MLBAM:593700:2019', 'NPB_OFFICIAL:MLBAM:593700:2023']"
MLBAM:595981,ハイネマン,Scott Heineman,1,MLB_TO_NPB,MLB,2019,2021,NPB,2021,2021,0,False,2021,"2019,2020,2021",,MISSING_BOUNDED,MISSING_BOUNDED,ACTUAL_MLB_REGULAR_SEASON_APPEARANCE_NOT_THE_SHOW_FIXTURE,"['MLB_APPEARANCE:MLBAM:595981:2019', 'MLB_APPEARANCE:MLBAM:595981:2020', 'MLB_APPEARANCE:MLBAM:595981:2021', 'NPB_OFFICIAL:MLBAM:595981:2021']"
MLBAM:596748,フランコ,Maikel Franco,1,NPB_TO_MLB,NPB,2006,2006,MLB,2014,2022,7,True,"2006,2023,2024,2025","2014,2015,2016,2017,2018,2019,2020,2021,2022",,MISSING_BOUNDED,MISSING_BOUNDED,ACTUAL_MLB_REGULAR_SEASON_APPEARANCE_NOT_THE_SHOW_FIXTURE,"['MLB_APPEARANCE:MLBAM:596748:2014', 'MLB_APPEARANCE:MLBAM:596748:2015', 'MLB_APPEARANCE:MLBAM:596748:2016', 'MLB_APPEARANCE:MLBAM:596748:2017', 'MLB_APPEARANCE:MLBAM:596748:2018', 'MLB_APPEARANCE:MLBAM:596748:2019', 'MLB_APPEARANCE:MLBAM:596748:2020', 'MLB_APPEARANCE:MLBAM:596748:2021', 'MLB_APPEARANCE:MLBAM:596748:2022', 'NPB_OFFICIAL:MLBAM:596748:2006', 'NPB_OFFICIAL:MLBAM:596748:2023', 'NPB_OFFICIAL:MLBAM:596748:2024', 'NPB_OFFICIAL:MLBAM:596748:2025']"
