canonical_player_id,player,player_name,identity_confidence,first_rating_date,last_rating_date,first_speed,last_speed,max_speed,min_speed,total_change,num_observations,num_dated_observations,num_changes,num_major_changes,longest_unchanged_days
proeye:41645137,Ｂ．コンラッド,Ｂ．コンラッド,high,,,40,40,40,40,0,2,0,0,0,0
proeye:63765153,Ｂ．ディクソン,Ｂ．ディクソン,high,2021-04-08,2021-12-23,64,64,64,64,0,5,5,0,0,259
proeye:73075155,Ｂ．バレラ,Ｂ．バレラ,high,2022-04-21,2022-11-24,62,62,62,62,0,5,5,0,0,217
proeye:43745132,Ｂ．ボグセビック,Ｂ．ボグセビック,high,2016-04-28,2016-12-15,73,85,85,73,12,5,5,1,1,231
proeye:13915132,Ｂ．モレル,Ｂ．モレル,high,2016-04-28,2017-11-21,63,63,63,63,0,9,9,0,0,572
proeye:81885137,Ｂ．ラヘア,Ｂ．ラヘア,high,,,42,42,42,42,0,2,0,0,0,0
proeye:23525130,Ｂ．レアード,Ｂ．レアード,high,2016-04-28,2022-11-24,42,37,42,37,-5,32,32,1,0,1624
proeye:13115135,Ｃ．カーター,Ｃ．カーター,high,,,45,45,45,45,0,2,0,0,0,0
proeye:33935155,Ｃ．ギッテンス,Ｃ．ギッテンス,medium,2022-04-21,2023-11-30,29,29,29,29,0,10,10,0,0,588
proeye:23525151,Ｃ．スパンジェンバーグ,Ｃ．スパンジェンバーグ,high,2020-07-09,2021-12-23,78,84,84,78,6,9,9,1,1,392
proeye:53955159,Ｃ．トーマス,Ｃ．トーマス,high,2024-07-18,2024-11-26,74,74,74,74,0,5,5,0,0,131
proeye:33135139,Ｃ．ハフマン,Ｃ．ハフマン,high,,,50,50,50,50,0,3,0,0,0,0
proeye:93395138,Ｃ．ビヤヌエバ,Ｃ．ビヤヌエバ,high,2019-04-23,2020-12-17,51,51,51,51,0,9,9,0,0,604
proeye:53155116,Ｃ．ブラゼル,Ｃ．ブラゼル,high,,,38,38,38,38,0,5,0,0,0,0
proeye:83085132,Ｃ．ペゲーロ,Ｃ．ペゲーロ,high,2016-09-08,2018-11-01,52,52,52,52,0,11,11,0,0,784
proeye:33035157,Ｃ．ホーキンス,Ｃ．ホーキンス,high,2023-03-30,2023-11-30,36,36,36,36,0,5,5,0,0,245
proeye:21825137,Ｃ．マギー,Ｃ．マギー,high,2017-04-27,2018-11-01,29,35,35,29,6,11,9,1,1,345
proeye:33035134,Ｃ．マレーロ,Ｃ．マレーロ,high,2017-09-14,2019-10-25,43,42,43,42,-1,12,12,1,0,703
proeye:23225159,Ｃ．モンテス,Ｃ．モンテス,high,2024-09-26,2024-11-26,71,71,71,71,0,3,3,0,0,61
proeye:03005134,Ｃ．リベロ,Ｃ．リベロ,high,2017-09-14,2017-11-21,60,60,60,60,0,2,2,0,0,68
proeye:03005159,Ｃ．ロドリゲス,Ｃ．ロドリゲス,medium,2024-07-18,2026-06-30,72,72,72,72,0,15,15,0,0,712
proeye:73075153,Ｄ．アルバレス,Ｄ．アルバレス,high,2021-10-28,2021-12-23,48,48,48,48,0,2,2,0,0,56
proeye:23525134,Ｄ．グリーン,Ｄ．グリーン,high,2017-04-27,2017-11-21,31,27,31,27,-4,4,4,1,0,77
proeye:53755153,Ｄ．サンタナ,Ｄ．サンタナ,medium,2021-04-08,2026-06-30,47,47,47,47,0,30,30,0,0,1909
proeye:13715132,Ｄ．ビシエド,Ｄ．ビシエド,medium,2016-04-28,2026-06-30,42,42,54,42,0,49,49,4,2,2217
proeye:53055157,Ｄ．マキノン,Ｄ．マキノン,high,2023-03-30,2023-11-30,50,56,56,50,6,5,5,1,1,133
proeye:13315151,Ｅ．ウレーニャ,Ｅ．ウレーニャ,high,2020-11-26,2024-11-26,51,51,51,51,0,11,11,0,0,1461
proeye:43945150,Ｅ．オリバレス,Ｅ．オリバレス,high,2025-04-23,2025-12-24,77,77,77,77,0,6,6,0,0,245
proeye:73575134,Ｅ．キャンベル,Ｅ．キャンベル,high,2017-04-27,2017-11-21,54,54,54,54,0,4,4,0,0,208
proeye:83785153,Ｅ．テームズ,Ｅ．テームズ,high,2021-04-08,2021-07-28,46,36,46,36,-10,3,3,1,1,42
proeye:93995136,Ｅ．ナバーロ,Ｅ．ナバーロ,high,2018-09-13,2019-10-25,47,42,47,42,-5,7,7,1,0,358
proeye:33235159,Ｅ．ヘルナンデス,Ｅ．ヘルナンデス,high,2024-07-18,2025-12-24,79,79,79,79,0,11,11,0,0,524
proeye:03105135,Ｅ．ヘルマン,Ｅ．ヘルマン,high,,,85,87,87,85,2,5,0,0,0,0
proeye:83385139,Ｅ．メヒア,Ｅ．メヒア,high,2016-04-28,2021-07-28,42,42,51,42,0,29,26,0,0,1917
proeye:53955150,Ｅ．モンテロ,Ｅ．モンテロ,medium,2025-03-27,2026-06-30,49,49,49,49,0,10,10,0,0,460
proeye:83785155,Ｆ．ガルビス,Ｆ．ガルビス,high,2022-04-21,2023-11-30,52,52,52,52,0,10,10,0,0,588
proeye:53755159,Ｆ．コルデロ,Ｆ．コルデロ,high,2024-07-18,2024-11-26,63,53,63,53,-10,5,5,1,1,61
proeye:83785157,Ｆ．シュウィンデル,Ｆ．シュウィンデル,high,2023-03-30,2023-11-30,47,43,47,43,-4,5,5,1,0,133
proeye:43345139,Ｆ．セペダ,Ｆ．セペダ,high,,,53,53,53,53,0,3,0,0,0,0
proeye:63065132,Ｆ．ペレス,Ｆ．ペレス,high,2016-09-08,2016-12-15,50,50,50,50,0,2,2,0,0,98
proeye:33135137,Ｆ．ルイス,Ｆ．ルイス,high,,,78,78,78,78,0,2,0,0,0,0
proeye:73075159,Ｆ．レイエス,Ｆ．レイエス,medium,2024-07-18,2026-06-30,54,48,54,48,-6,15,15,1,1,434
unresolved:2013:20131108:M:60:GG佐藤,G．G．佐藤,G．G．佐藤,unresolved,,,48,48,48,48,0,1,0,0,0,0
unresolved:2013:default:M:60:GG佐藤,G．G．佐藤,G．G．佐藤,unresolved,,,48,48,48,48,0,1,0,0,0,0
unresolved:2014:1_01:M:59:GG佐藤,G．G．佐藤,G．G．佐藤,unresolved,,,48,48,48,48,0,1,0,0,0,0
unresolved:2014:1_02:M:59:GG佐藤,G．G．佐藤,G．G．佐藤,unresolved,,,48,48,48,48,0,1,0,0,0,0
unresolved:2014:default:M:59:GG佐藤,G．G．佐藤,G．G．佐藤,unresolved,,,48,48,48,48,0,1,0,0,0,0
proeye:63765155,Ｇ．ガルシア,Ｇ．ガルシア,high,2022-09-29,2022-11-24,48,48,48,48,0,2,2,0,0,56
proeye:53755151,Ｇ．パーラ,Ｇ．パーラ,high,2020-07-09,2020-12-17,53,53,53,53,0,4,4,0,0,161
proeye:63065155,Ｇ．ポランコ,Ｇ．ポランコ,medium,2022-04-21,2026-06-30,67,63,67,63,-4,25,25,1,0,1076
proeye:11915117,Ｇ後藤武敏,Ｇ後藤武敏,medium,2016-04-28,2018-11-01,31,31,31,31,0,19,14,0,0,917
proeye:53155137,Ｈ．ルナ,Ｈ．ルナ,high,2016-04-28,2016-12-15,63,63,63,54,0,10,5,0,0,231
proeye:13515138,Ｉ．モタ,Ｉ．モタ,high,2020-07-09,2020-12-17,72,72,72,72,0,4,4,0,0,161
proeye:33035132,Ｊ．Ａ．ガルシア,Ｊ．Ａ．ガルシア,medium,2016-06-30,2016-12-15,70,70,70,70,0,3,3,0,0,168
proeye:23025150,Ｊ．Ｄ．デービス,Ｊ．Ｄ．デービス,medium,2025-09-25,2025-12-24,37,37,37,37,0,3,3,0,0,90
proeye:53555159,Ｊ．アギラー,Ｊ．アギラー,high,2024-07-18,2024-11-26,29,27,29,27,-2,5,5,1,0,61
proeye:23325132,Ｊ．アマダー,Ｊ．アマダー,high,2016-04-28,2018-11-01,18,18,18,18,0,14,14,0,0,917
proeye:23525153,Ｊ．オスナ,Ｊ．オスナ,medium,2021-04-08,2026-06-30,41,41,41,41,0,30,30,0,0,1909
proeye:03905132,Ｊ．ゴームズ,Ｊ．ゴームズ,high,2016-04-28,2016-12-15,39,39,39,39,0,3,3,0,0,231
proeye:63365151,Ｊ．サンズ,Ｊ．サンズ,high,2020-07-09,2021-12-23,38,36,41,36,-2,9,9,2,0,336
proeye:83585138,Ｊ．サンタナ,Ｊ．サンタナ,high,2019-09-19,2019-10-25,43,43,43,43,0,2,2,0,0,36
proeye:23725159,Ｊ．シャイナー,Ｊ．シャイナー,high,2024-07-18,2024-11-26,59,59,59,59,0,5,5,0,0,131
proeye:23725153,Ｊ．スモーク,Ｊ．スモーク,high,2021-04-08,2021-07-28,35,35,35,35,0,3,3,0,0,111
proeye:43245159,Ｊ．ダウンズ,Ｊ．ダウンズ,medium,2024-09-26,2026-06-30,83,83,83,83,0,13,13,0,0,642
proeye:83585150,Ｊ．ディアス,Ｊ．ディアス,high,2025-03-27,2025-12-24,47,47,47,47,0,7,7,0,0,272
proeye:53555139,Ｊ．バトラー,Ｊ．バトラー,high,,,59,59,59,59,0,3,0,0,0,0
proeye:23725134,Ｊ．パラデス,Ｊ．パラデス,high,2017-04-27,2017-11-21,62,62,62,62,0,4,4,0,0,208
proeye:23725151,Ｊ．ピレラ,Ｊ．ピレラ,high,2020-07-09,2020-12-17,62,62,62,62,0,4,4,0,0,161
proeye:03305117,Ｊ．フェルナンデス,Ｊ．フェルナンデス,high,,,48,48,48,48,0,2,0,0,0,0
proeye:23325138,Ｊ．ブラッシュ,Ｊ．ブラッシュ,high,2019-04-23,2020-12-17,58,58,58,58,0,9,9,0,0,604
proeye:43145135,Ｊ．ボウカー,Ｊ．ボウカー,high,,,53,53,53,53,0,5,0,0,0,0
proeye:63765151,Ｊ．ボーア,Ｊ．ボーア,high,2020-07-09,2020-12-17,29,29,29,29,0,4,4,0,0,161
proeye:83785150,Ｊ．ボスラー,Ｊ．ボスラー,medium,2025-03-27,2026-06-30,55,55,55,55,0,10,10,0,0,460
proeye:73375131,Ｊ．ホワイトセル,Ｊ．ホワイトセル,high,,,38,38,38,38,0,2,0,0,0,0
proeye:03205155,Ｊ．マッカーシー,Ｊ．マッカーシー,high,2022-07-21,2022-11-24,58,58,58,58,0,3,3,0,0,126
proeye:63365138,Ｊ．マルテ,Ｊ．マルテ,high,2019-04-23,2022-11-24,52,23,52,23,-29,19,19,6,5,642
proeye:53255155,Ｊ．マルモレホス,Ｊ．マルモレホス,high,2022-04-21,2022-11-24,41,41,41,41,0,5,5,0,0,217
proeye:73075157,Ｊ．ミエセス,Ｊ．ミエセス,high,2023-03-30,2024-11-26,49,49,49,49,0,10,10,0,0,607
proeye:03105139,Ｊ．ミランダ,Ｊ．ミランダ,high,,,32,38,38,32,6,3,0,0,0,0
proeye:83385138,Ｊ．メネセス,Ｊ．メネセス,high,2019-04-23,2019-08-02,46,46,46,46,0,3,3,0,0,101
proeye:23025134,Ｊ．ロジャース,Ｊ．ロジャース,high,2017-09-14,2017-11-21,38,38,38,38,0,2,2,0,0,68
proeye:93195137,Ｊ．ロペス,Ｊ．ロペス,high,2016-04-28,2020-12-17,42,49,49,42,7,28,23,1,1,1122
proeye:73975132,Ｊ．ロマック,Ｊ．ロマック,high,2016-04-28,2016-12-15,59,59,59,59,0,5,5,0,0,231
proeye:83585153,Ｋ．クロン,Ｋ．クロン,high,2021-04-08,2021-12-23,38,38,38,38,0,5,5,0,0,259
proeye:83585134,Ｋ．ジェンセン,Ｋ．ジェンセン,high,2017-04-27,2017-11-21,41,41,41,41,0,4,4,0,0,208
proeye:53355138,Ｋ．バルガス,Ｋ．バルガス,high,2019-04-23,2019-10-25,40,34,40,34,-6,5,5,1,1,84
proeye:83185139,Ｋ．ユーキリス,Ｋ．ユーキリス,high,,,55,55,55,55,0,3,0,0,0,0
proeye:11815139,Ｌ．アンダーソン,Ｌ．アンダーソン,high,2016-04-28,2016-12-15,51,51,51,51,0,8,5,0,0,231
proeye:01805139,Ｌ．クルーズ,Ｌ．クルーズ,high,2016-04-28,2017-11-21,56,56,56,56,0,12,9,0,0,572
proeye:13915157,Ｌ．セデーニョ,Ｌ．セデーニョ,high,2023-07-20,2025-12-24,32,32,32,32,0,15,15,0,0,888
proeye:83985157,Ｌ．ブリンソン,Ｌ．ブリンソン,high,2023-03-30,2023-11-30,84,84,84,84,0,5,5,0,0,245
proeye:03005150,Ｌ．ボイト,Ｌ．ボイト,medium,2025-09-25,2026-06-30,38,38,38,38,0,6,6,0,0,278
proeye:23725138,Ｌ．マーティン,Ｌ．マーティン,high,2019-09-19,2022-11-24,65,65,65,65,0,16,16,0,0,1162
proeye:13315135,Ｌ．ミレッジ,Ｌ．ミレッジ,high,,,73,73,73,73,0,5,0,0,0,0
proeye:63965153,Ｌ．ワカマツ,Ｌ．ワカマツ,high,2022-09-29,2022-11-24,69,69,69,69,0,2,2,0,0,56
proeye:03105137,Ｍ．アブレイユ,Ｍ．アブレイユ,high,,,36,36,36,36,0,5,0,0,0,0
proeye:43545153,Ｍ．ガーバー,Ｍ．ガーバー,high,2021-04-08,2021-12-23,77,67,77,67,-10,5,5,1,1,203
proeye:21625137,Ｍ．クラーク,Ｍ．クラーク,high,2016-06-30,2016-12-15,23,23,41,23,0,5,3,0,0,168
proeye:41845139,Ｍ．ゴメス,Ｍ．ゴメス,high,2016-04-28,2016-12-15,39,39,39,39,0,8,5,0,0,231
proeye:83085157,Ｍ．ゴンザレス,Ｍ．ゴンザレス,high,2023-05-25,2024-11-26,56,56,56,56,0,9,9,0,0,551
proeye:33535151,Ｍ．シエラ,Ｍ．シエラ,high,2020-10-08,2020-12-17,59,59,59,59,0,3,3,0,0,70
proeye:73775134,Ｍ．ダフィー,Ｍ．ダフィー,high,2017-04-27,2017-11-21,46,39,46,39,-7,4,4,2,0,63
proeye:63065150,Ｍ．チェイビス,Ｍ．チェイビス,high,2025-09-25,2025-12-24,72,70,72,70,-2,3,3,1,0,34
proeye:53955157,Ｍ．デビッドソン,Ｍ．デビッドソン,high,2023-03-30,2023-11-30,35,35,35,35,0,5,5,0,0,245
proeye:43545136,Ｍ．ドミンゲス,Ｍ．ドミンゲス,high,2018-04-26,2018-11-01,42,42,42,42,0,5,5,0,0,189
proeye:03205159,Ｍ．フォード,Ｍ．フォード,high,2024-09-26,2025-12-24,32,32,32,32,0,6,6,0,0,454
proeye:63965157,Ｍ．フランコ,Ｍ．フランコ,high,2023-03-30,2025-12-24,45,41,45,41,-4,17,17,1,0,755
proeye:83285159,Ｍ．フルプ,Ｍ．フルプ,high,2025-09-25,2025-12-24,64,64,64,64,0,3,3,0,0,90
proeye:13415157,Ｍ．ブロッソー,Ｍ．ブロッソー,high,2023-09-28,2023-11-30,72,72,72,72,0,2,2,0,0,63
proeye:73775132,Ｍ．ヘイグ,Ｍ．ヘイグ,high,2016-04-28,2016-12-15,40,47,47,40,7,5,5,1,1,168
proeye:13015157,Ｍ．ペイトン,Ｍ．ペイトン,high,2023-03-30,2023-11-30,71,71,71,71,0,5,5,0,0,245
proeye:63365133,Ｍ．ホフパワー,Ｍ．ホフパワー,high,,,40,40,40,40,0,2,0,0,0,0
proeye:53155131,Ｍ．マートン,Ｍ．マートン,high,,,53,53,53,53,0,5,0,0,0,0
proeye:93095159,Ｍ．レイノルズ,Ｍ．レイノルズ,high,2024-07-18,2024-07-18,61,61,61,61,0,2,2,0,0,0
proeye:43545139,Ｎ．エバンス,Ｎ．エバンス,high,,,58,58,58,58,0,3,0,0,0,0
proeye:03505136,Ｎ．ソト,Ｎ．ソト,medium,2018-04-26,2026-06-30,42,40,42,40,-2,44,44,1,0,2275
proeye:93795130,Ｎ．ペレス,Ｎ．ペレス,medium,2016-04-28,2016-12-15,60,60,60,60,0,5,5,0,0,231
proeye:61865137,Ｎ．モーガン,Ｎ．モーガン,high,,,80,80,80,80,0,2,0,0,0,0
proeye:03305136,Ｏ．アルシア,Ｏ．アルシア,high,2018-04-26,2018-11-01,53,48,53,48,-5,5,5,1,0,112
proeye:93795157,Ｏ．カリステ,Ｏ．カリステ,medium,2023-03-30,2026-06-30,87,82,87,82,-5,20,20,1,0,943
proeye:83985134,Ｏ．コラス,Ｏ．コラス,high,2019-09-19,2019-10-25,53,53,53,53,0,2,2,0,0,36
proeye:93095150,Ｏ．ゴンザレス,Ｏ．ゴンザレス,medium,2025-06-02,2026-06-30,74,74,74,74,0,8,8,0,0,393
proeye:23525136,Ｏ．ディクソン,Ｏ．ディクソン,high,2018-04-26,2018-11-01,52,52,52,52,0,5,5,0,0,189
proeye:63265155,Ｐ．キブレハン,Ｐ．キブレハン,high,2022-07-21,2022-11-24,51,51,51,51,0,3,3,0,0,126
proeye:33435155,Ｐ．レビーラ,Ｐ．レビーラ,high,2022-09-29,2022-11-24,53,43,53,43,-10,2,2,1,1,0
proeye:63565153,Ｒ．カスティーヨ,Ｒ．カスティーヨ,high,2021-04-08,2021-12-23,77,77,77,77,0,5,5,0,0,259
proeye:13015134,Ｒ．サントス,Ｒ．サントス,high,2017-07-13,2017-11-21,88,88,88,88,0,3,3,0,0,131
proeye:11815137,Ｒ．スピリー,Ｒ．スピリー,high,,,58,58,58,58,0,2,0,0,0,0
proeye:23325130,Ｒ．ナニータ,Ｒ．ナニータ,high,2016-04-28,2016-12-15,57,48,57,48,-9,5,5,1,1,168
proeye:53055155,Ｒ．ヌニエス,Ｒ．ヌニエス,high,2022-04-21,2022-11-24,41,41,41,41,0,5,5,0,0,217
proeye:03905134,Ｒ．ペーニャ,Ｒ．ペーニャ,high,2017-04-27,2017-11-21,57,57,57,57,0,4,4,0,0,208
proeye:63765150,Ｒ．ヘルナンデス,Ｒ．ヘルナンデス,high,2025-03-27,2025-12-24,48,48,48,48,0,7,7,0,0,272
proeye:13215155,Ｒ．マクブルーム,Ｒ．マクブルーム,high,2022-04-21,2023-11-30,42,42,42,42,0,10,10,0,0,588
proeye:93095153,Ｒ．ラベロ,Ｒ．ラベロ,high,2021-10-28,2022-11-24,44,44,44,44,0,7,7,0,0,392
proeye:53355139,Ｒ．ロサリオ,Ｒ．ロサリオ,high,,,73,73,73,73,0,3,0,0,0,0
proeye:03905153,Ｒ．ロドリゲス,Ｒ．ロドリゲス,high,2021-04-08,2021-12-23,58,53,58,53,-5,5,5,1,0,111
proeye:23925150,Ｓ．アセベド,Ｓ．アセベド,high,2025-09-25,2025-12-24,72,72,72,72,0,3,3,0,0,90
proeye:73975157,Ｓ．ノイジー,Ｓ．ノイジー,high,2023-03-30,2024-11-26,59,59,59,59,0,10,10,0,0,607
proeye:23025153,Ｓ．ハイネマン,Ｓ．ハイネマン,high,2021-10-28,2021-12-23,68,68,68,68,0,2,2,0,0,56
proeye:43745150,Ｓ．ファビアン,Ｓ．ファビアン,medium,2025-03-27,2026-06-30,61,61,61,61,0,10,10,0,0,460
proeye:53755136,Ｓ．モヤ,Ｓ．モヤ,high,2018-04-26,2021-12-23,60,55,60,55,-5,19,19,1,0,1148
proeye:73975134,Ｓ．ロメロ,Ｓ．ロメロ,high,2017-04-27,2021-07-28,57,61,64,57,4,21,21,2,1,726
proeye:61365112,Ｔ－岡田,Ｔ－岡田,medium,2016-04-28,2024-11-26,52,47,52,47,-5,48,43,1,0,2709
proeye:83585157,Ｔ．アンバギー,Ｔ．アンバギー,high,2023-03-30,2023-11-30,71,71,71,71,0,5,5,0,0,245
proeye:73375151,Ｔ．オースティン,Ｔ．オースティン,high,2020-07-09,2025-12-24,50,50,50,50,0,31,31,0,0,1994
proeye:73575150,Ｔ．キャベッジ,Ｔ．キャベッジ,medium,2025-03-27,2026-06-30,74,74,74,74,0,10,10,0,0,460
proeye:53755150,Ｔ．ネビン,Ｔ．ネビン,medium,2025-03-27,2026-06-30,50,38,50,38,-12,10,10,2,1,222
proeye:23125118,Ｔ．ブランコ,Ｔ．ブランコ,high,2016-04-28,2016-12-15,42,28,42,28,-14,10,5,2,1,168
proeye:73175137,Ｖ．ロッティーノ,Ｖ．ロッティーノ,high,,,59,56,59,56,-3,2,0,0,0,0
proeye:63565157,Ｗ．アストゥディーヨ,Ｗ．アストゥディーヨ,high,2023-03-30,2023-11-30,35,35,35,35,0,5,5,0,0,245
proeye:13315133,Ｗ．バレンティン,Ｗ．バレンティン,high,2016-04-28,2021-12-23,56,36,56,36,-20,33,28,3,1,1106
proeye:93195135,Ｗ．ペーニャ,Ｗ．ペーニャ,high,2017-09-14,2017-11-21,48,48,53,38,0,7,2,0,0,68
proeye:23725136,Ｗ．ロサリオ,Ｗ．ロサリオ,high,2018-04-26,2018-11-01,54,49,54,49,-5,5,5,1,0,77
proeye:23925132,Ｘ．バティスタ,Ｘ．バティスタ,high,2017-09-14,2019-10-25,53,53,53,53,0,12,12,0,0,771
proeye:83785136,Ｙ．グラシアル,Ｙ．グラシアル,high,2018-04-26,2022-11-24,60,60,60,60,0,23,23,0,0,1673
proeye:13515139,Ｙ．グリエル,Ｙ．グリエル,high,,,75,75,75,75,0,3,0,0,0,0
proeye:03705138,Ｙ．ソラーテ,Ｙ．ソラーテ,high,2019-09-19,2019-09-19,39,39,39,39,0,1,1,0,0,0
proeye:93095134,Ｙ．ドレイク,Ｙ．ドレイク,high,2017-09-14,2017-11-21,58,58,58,58,0,2,2,0,0,68
proeye:23525132,Ｙ．ナバーロ,Ｙ．ナバーロ,high,2016-04-28,2016-12-15,61,63,63,61,2,5,5,1,0,168
unresolved:2026:1_10:E:40:YG安田,ＹＧ安田,ＹＧ安田,unresolved,2026-06-11,2026-06-11,49,49,49,49,0,1,1,0,0,0
unresolved:2026:1_11:E:40:YG安田,ＹＧ安田,ＹＧ安田,unresolved,2026-06-30,2026-06-30,49,49,49,49,0,1,1,0,0,0
unresolved:2026:default:E:41:YG安田,ＹＧ安田,ＹＧ安田,unresolved,2026-06-11,2026-06-11,49,49,49,49,0,1,1,0,0,0
proeye:43345136,Ｚ．アルモンテ,Ｚ．アルモンテ,high,2018-04-26,2023-11-30,58,52,62,52,-6,19,19,3,1,1364
proeye:03105130,Ｚ．ウィーラー,Ｚ．ウィーラー,medium,2016-04-28,2022-11-24,52,54,54,46,2,33,33,2,2,1897
proeye:73575139,Ｚ．ラッツ,Ｚ．ラッツ,high,,,47,47,47,47,0,3,0,0,0,0
unresolved:2016:1_03:G:61:アブレイユ,アブレイユ,アブレイユ,unresolved,2016-06-30,2016-06-30,58,58,58,58,0,1,1,0,0,0
unresolved:2016:1_05:G:62:アブレイユ,アブレイユ,アブレイユ,unresolved,2016-09-08,2016-09-08,58,58,58,58,0,1,1,0,0,0
unresolved:2016:1_06:G:62:アブレイユ,アブレイユ,アブレイユ,unresolved,2016-12-15,2016-12-15,58,58,58,58,0,1,1,0,0,0
proeye:11315157,イヒネ　イツア,イヒネ　イツア,low,2023-03-30,2026-06-30,67,77,77,67,10,20,20,2,1,910
unresolved:2026:1_10:F:67:エドポロ,エドポロ,エドポロ,unresolved,2026-06-11,2026-06-11,68,68,68,68,0,1,1,0,0,0
unresolved:2026:1_11:F:67:エドポロ,エドポロ,エドポロ,unresolved,2026-06-30,2026-06-30,68,68,68,68,0,1,1,0,0,0
unresolved:2026:default:F:66:エドポロ,エドポロ,エドポロ,unresolved,2026-06-11,2026-06-11,68,68,68,68,0,1,1,0,0,0
proeye:13015132,エリアン,エリアン,high,2016-06-30,2017-11-21,62,62,62,62,0,7,7,0,0,509
proeye:01505132,オコエ　瑠偉,オコエ　瑠偉,low,2016-04-28,2025-12-24,80,79,80,79,-1,50,50,1,0,3086
unresolved:2026:1_10:F:54:カストロ,カストロ,カストロ,unresolved,2026-06-11,2026-06-11,67,67,67,67,0,1,1,0,0,0
unresolved:2026:1_11:F:54:カストロ,カストロ,カストロ,unresolved,2026-06-30,2026-06-30,67,67,67,67,0,1,1,0,0,0
unresolved:2026:default:F:57:カストロ,カストロ,カストロ,unresolved,2026-06-11,2026-06-11,67,67,67,67,0,1,1,0,0,0
unresolved:2026:1_10:L:67:カナリオ,カナリオ,カナリオ,unresolved,2026-06-11,2026-06-11,76,76,76,76,0,1,1,0,0,0
unresolved:2026:1_11:L:67:カナリオ,カナリオ,カナリオ,unresolved,2026-06-30,2026-06-30,76,76,76,76,0,1,1,0,0,0
unresolved:2026:default:L:66:カナリオ,カナリオ,カナリオ,unresolved,2026-06-11,2026-06-11,76,76,76,76,0,1,1,0,0,0
proeye:43345132,ギャレット,ギャレット,medium,2016-04-28,2017-11-21,35,41,41,35,6,9,9,1,1,572
