player_id,player,team,npb_plus_sprint_speed_kmh,npb_plus_sample_count,npb_plus_qualified_run_count,npb_plus_measurement_period,npb_plus_source_season_label,npb_plus_last_updated,games,starts,PA,AB,pinch_run_appearances,pinch_hit_appearances,full_effort_run_proxy_count,pa_bucket,previous_season_games,previous_season_PA,previous_season_AB,previous_season_npb_plus_sprint_speed_status,pawapuro_2026_speed,proxy_infield_grounder_count,proxy_advance_count,proxy_1st_to_3rd_count,proxy_2nd_to_home_count,proxy_1st_to_home_on_2b_count,proxy_steal_attempt_count,data_completeness,source,source_url
51455153,土田 龍空,中日ドラゴンズ,31.2,,,,2026途中,,38,,43,39,,,3,PA_25_49,20,53,51,NOT_PUBLICLY_DOCUMENTED,,2,1,0,1,0,0,partial_tier_A_C_unavailable,NPB+ local measurement table; NPB official individual batting pages; existing PBP-derived proxy tables from Nippon Baseball Data Repository data,https://www.japan-baseball.jp/npb-plus/;https://npb.jp/bis/2026/stats/idb1_d.html;https://npb.jp/bis/2025/stats/idb1_d.html;https://github.com/armstjc/Nippon-Baseball-Data-Repository
01305131,大島 洋平,中日ドラゴンズ,31.7,,,,2026途中,,21,,66,62,,,13,PA_50_99,59,98,95,NOT_PUBLICLY_DOCUMENTED,,7,6,3,1,2,0,partial_tier_A_C_unavailable,NPB+ local measurement table; NPB official individual batting pages; existing PBP-derived proxy tables from Nippon Baseball Data Repository data,https://www.japan-baseball.jp/npb-plus/;https://npb.jp/bis/2026/stats/idb1_d.html;https://npb.jp/bis/2025/stats/idb1_d.html;https://github.com/armstjc/Nippon-Baseball-Data-Repository
81585151,岡林 勇希,中日ドラゴンズ,32.5,,,,2026途中,,54,,235,206,,,39,PA_200_399,143,637,578,NOT_PUBLICLY_DOCUMENTED,,27,11,7,2,2,1,partial_tier_A_C_unavailable,NPB+ local measurement table; NPB official individual batting pages; existing PBP-derived proxy tables from Nippon Baseball Data Repository data,https://www.japan-baseball.jp/npb-plus/;https://npb.jp/bis/2026/stats/idb1_d.html;https://npb.jp/bis/2025/stats/idb1_d.html;https://github.com/armstjc/Nippon-Baseball-Data-Repository
31735132,木下 拓哉,中日ドラゴンズ,29.4,,,,2026途中,,21,,63,61,,,4,PA_50_99,38,122,112,NOT_PUBLICLY_DOCUMENTED,,0,4,2,1,1,0,partial_tier_A_C_unavailable,NPB+ local measurement table; NPB official individual batting pages; existing PBP-derived proxy tables from Nippon Baseball Data Repository data,https://www.japan-baseball.jp/npb-plus/;https://npb.jp/bis/2026/stats/idb1_d.html;https://npb.jp/bis/2025/stats/idb1_d.html;https://github.com/armstjc/Nippon-Baseball-Data-Repository
03105157,村松 開人,中日ドラゴンズ,33.4,,,,2026途中,,99,,413,344,,,55,PA_400_PLUS,54,186,158,NOT_PUBLICLY_DOCUMENTED,,32,20,10,7,3,3,partial_tier_A_C_unavailable,NPB+ local measurement table; NPB official individual batting pages; existing PBP-derived proxy tables from Nippon Baseball Data Repository data,https://www.japan-baseball.jp/npb-plus/;https://npb.jp/bis/2026/stats/idb1_d.html;https://npb.jp/bis/2025/stats/idb1_d.html;https://github.com/armstjc/Nippon-Baseball-Data-Repository
91395132,板山 祐太郎,中日ドラゴンズ,32,,,,2026途中,,67,,182,165,,,18,PA_100_199,84,193,179,NOT_PUBLICLY_DOCUMENTED,,12,6,4,1,1,0,partial_tier_A_C_unavailable,NPB+ local measurement table; NPB official individual batting pages; existing PBP-derived proxy tables from Nippon Baseball Data Repository data,https://www.japan-baseball.jp/npb-plus/;https://npb.jp/bis/2026/stats/idb1_d.html;https://npb.jp/bis/2025/stats/idb1_d.html;https://github.com/armstjc/Nippon-Baseball-Data-Repository
21025157,田中 幹也,中日ドラゴンズ,33.5,,,,2026途中,,73,,247,213,,,48,PA_200_399,95,365,315,NOT_PUBLICLY_DOCUMENTED,,28,17,11,5,1,3,partial_tier_A_C_unavailable,NPB+ local measurement table; NPB official individual batting pages; existing PBP-derived proxy tables from Nippon Baseball Data Repository data,https://www.japan-baseball.jp/npb-plus/;https://npb.jp/bis/2026/stats/idb1_d.html;https://npb.jp/bis/2025/stats/idb1_d.html;https://github.com/armstjc/Nippon-Baseball-Data-Repository
91195151,石川 昂弥,中日ドラゴンズ,30.6,,,,2026途中,,64,,236,214,,,20,PA_200_399,22,75,72,NOT_PUBLICLY_DOCUMENTED,,13,6,4,1,1,1,partial_tier_A_C_unavailable,NPB+ local measurement table; NPB official individual batting pages; existing PBP-derived proxy tables from Nippon Baseball Data Repository data,https://www.japan-baseball.jp/npb-plus/;https://npb.jp/bis/2026/stats/idb1_d.html;https://npb.jp/bis/2025/stats/idb1_d.html;https://github.com/armstjc/Nippon-Baseball-Data-Repository
81685157,福永 裕基,中日ドラゴンズ,33,,,,2026途中,,73,,256,228,,,31,PA_200_399,20,57,52,NOT_PUBLICLY_DOCUMENTED,,22,8,6,2,0,1,partial_tier_A_C_unavailable,NPB+ local measurement table; NPB official individual batting pages; existing PBP-derived proxy tables from Nippon Baseball Data Repository data,https://www.japan-baseball.jp/npb-plus/;https://npb.jp/bis/2026/stats/idb1_d.html;https://npb.jp/bis/2025/stats/idb1_d.html;https://github.com/armstjc/Nippon-Baseball-Data-Repository
31835134,細川 成也,中日ドラゴンズ,32.7,,,,2026途中,,102,,429,352,,,37,PA_400_PLUS,108,428,360,NOT_PUBLICLY_DOCUMENTED,,14,22,14,7,1,1,partial_tier_A_C_unavailable,NPB+ local measurement table; NPB official individual batting pages; existing PBP-derived proxy tables from Nippon Baseball Data Repository data,https://www.japan-baseball.jp/npb-plus/;https://npb.jp/bis/2026/stats/idb1_d.html;https://npb.jp/bis/2025/stats/idb1_d.html;https://github.com/armstjc/Nippon-Baseball-Data-Repository
91095135,高橋 周平,中日ドラゴンズ,29.5,,,,2026途中,,48,,102,89,,,12,PA_100_199,41,101,94,NOT_PUBLICLY_DOCUMENTED,,7,5,3,2,0,0,partial_tier_A_C_unavailable,NPB+ local measurement table; NPB official individual batting pages; existing PBP-derived proxy tables from Nippon Baseball Data Repository data,https://www.japan-baseball.jp/npb-plus/;https://npb.jp/bis/2026/stats/idb1_d.html;https://npb.jp/bis/2025/stats/idb1_d.html;https://github.com/armstjc/Nippon-Baseball-Data-Repository
31435157,奈良間 大己,北海道日本ハムファイターズ,31.7,,,,2026途中,,84,,192,176,,,22,PA_100_199,86,103,91,NOT_PUBLICLY_DOCUMENTED,,11,8,4,1,3,3,partial_tier_A_C_unavailable,NPB+ local measurement table; NPB official individual batting pages; existing PBP-derived proxy tables from Nippon Baseball Data Repository data,https://www.japan-baseball.jp/npb-plus/;https://npb.jp/bis/2026/stats/idb1_f.html;https://npb.jp/bis/2025/stats/idb1_f.html;https://github.com/armstjc/Nippon-Baseball-Data-Repository
63165155,水野 達稀,北海道日本ハムファイターズ,33.4,,,,2026途中,,98,,409,367,,,47,PA_400_PLUS,100,332,295,NOT_PUBLICLY_DOCUMENTED,,25,22,10,12,0,0,partial_tier_A_C_unavailable,NPB+ local measurement table; NPB official individual batting pages; existing PBP-derived proxy tables from Nippon Baseball Data Repository data,https://www.japan-baseball.jp/npb-plus/;https://npb.jp/bis/2026/stats/idb1_f.html;https://npb.jp/bis/2025/stats/idb1_f.html;https://github.com/armstjc/Nippon-Baseball-Data-Repository
41545136,清宮 幸太郎,北海道日本ハムファイターズ,31.7,,,,2026途中,,97,,363,315,,,42,PA_200_399,138,577,525,NOT_PUBLICLY_DOCUMENTED,,25,16,11,3,2,1,partial_tier_A_C_unavailable,NPB+ local measurement table; NPB official individual batting pages; existing PBP-derived proxy tables from Nippon Baseball Data Repository data,https://www.japan-baseball.jp/npb-plus/;https://npb.jp/bis/2026/stats/idb1_f.html;https://npb.jp/bis/2025/stats/idb1_f.html;https://github.com/armstjc/Nippon-Baseball-Data-Repository
51055138,田宮 裕涼,北海道日本ハムファイターズ,32.4,,,,2026途中,,74,,236,218,,,35,PA_200_399,79,274,245,NOT_PUBLICLY_DOCUMENTED,,20,15,9,6,0,0,partial_tier_A_C_unavailable,NPB+ local measurement table; NPB official individual batting pages; existing PBP-derived proxy tables from Nippon Baseball Data Repository data,https://www.japan-baseball.jp/npb-plus/;https://npb.jp/bis/2026/stats/idb1_f.html;https://npb.jp/bis/2025/stats/idb1_f.html;https://github.com/armstjc/Nippon-Baseball-Data-Repository
21925151,郡司 裕也,北海道日本ハムファイターズ,32.7,,,,2026途中,,79,,284,240,,,29,PA_200_399,111,422,364,NOT_PUBLICLY_DOCUMENTED,,20,9,6,3,0,0,partial_tier_A_C_unavailable,NPB+ local measurement table; NPB official individual batting pages; existing PBP-derived proxy tables from Nippon Baseball Data Repository data,https://www.japan-baseball.jp/npb-plus/;https://npb.jp/bis/2026/stats/idb1_f.html;https://npb.jp/bis/2025/stats/idb1_f.html;https://github.com/armstjc/Nippon-Baseball-Data-Repository
31435138,野村 佑希,北海道日本ハムファイターズ,31.7,,,,2026途中,,84,,302,280,,,25,PA_200_399,101,369,339,NOT_PUBLICLY_DOCUMENTED,,15,8,2,4,2,2,partial_tier_A_C_unavailable,NPB+ local measurement table; NPB official individual batting pages; existing PBP-derived proxy tables from Nippon Baseball Data Repository data,https://www.japan-baseball.jp/npb-plus/;https://npb.jp/bis/2026/stats/idb1_f.html;https://npb.jp/bis/2025/stats/idb1_f.html;https://github.com/armstjc/Nippon-Baseball-Data-Repository
03505133,ソト,千葉ロッテマリーンズ,30.1,,,,2026途中,,88,,302,273,,,29,PA_200_399,102,367,330,NOT_PUBLICLY_DOCUMENTED,,14,15,10,5,0,0,partial_tier_A_C_unavailable,NPB+ local measurement table; NPB official individual batting pages; existing PBP-derived proxy tables from Nippon Baseball Data Repository data,https://www.japan-baseball.jp/npb-plus/;https://npb.jp/bis/2026/stats/idb1_m.html;https://npb.jp/bis/2025/stats/idb1_m.html;https://github.com/armstjc/Nippon-Baseball-Data-Repository
63065155,ポランコ,千葉ロッテマリーンズ,31.1,,,,2026途中,,52,,149,133,,,12,PA_100_199,39,154,139,NOT_PUBLICLY_DOCUMENTED,,6,6,1,5,0,0,partial_tier_A_C_unavailable,NPB+ local measurement table; NPB official individual batting pages; existing PBP-derived proxy tables from Nippon Baseball Data Repository data,https://www.japan-baseball.jp/npb-plus/;https://npb.jp/bis/2026/stats/idb1_m.html;https://npb.jp/bis/2025/stats/idb1_m.html;https://github.com/armstjc/Nippon-Baseball-Data-Repository
71075151,佐藤 都志也,千葉ロッテマリーンズ,31.3,,,,2026途中,,88,,301,257,,,26,PA_200_399,68,224,198,NOT_PUBLICLY_DOCUMENTED,,14,12,6,3,3,0,partial_tier_A_C_unavailable,NPB+ local measurement table; NPB official individual batting pages; existing PBP-derived proxy tables from Nippon Baseball Data Repository data,https://www.japan-baseball.jp/npb-plus/;https://npb.jp/bis/2026/stats/idb1_m.html;https://npb.jp/bis/2025/stats/idb1_m.html;https://github.com/armstjc/Nippon-Baseball-Data-Repository
71275157,友杉 篤輝,千葉ロッテマリーンズ,32.7,,,,2026途中,,83,,270,248,,,35,PA_200_399,116,319,278,NOT_PUBLICLY_DOCUMENTED,,17,18,11,5,2,0,partial_tier_A_C_unavailable,NPB+ local measurement table; NPB official individual batting pages; existing PBP-derived proxy tables from Nippon Baseball Data Repository data,https://www.japan-baseball.jp/npb-plus/;https://npb.jp/bis/2026/stats/idb1_m.html;https://npb.jp/bis/2025/stats/idb1_m.html;https://github.com/armstjc/Nippon-Baseball-Data-Repository
81885136,安田 尚憲,千葉ロッテマリーンズ,29.6,,,,2026途中,,42,,129,117,,,10,PA_100_199,93,350,317,NOT_PUBLICLY_DOCUMENTED,,4,6,3,3,0,0,partial_tier_A_C_unavailable,NPB+ local measurement table; NPB official individual batting pages; existing PBP-derived proxy tables from Nippon Baseball Data Repository data,https://www.japan-baseball.jp/npb-plus/;https://npb.jp/bis/2026/stats/idb1_m.html;https://npb.jp/bis/2025/stats/idb1_m.html;https://github.com/armstjc/Nippon-Baseball-Data-Repository
11715153,小川 龍成,千葉ロッテマリーンズ,33.4,,,,2026途中,,96,,346,320,,,51,PA_200_399,87,202,178,NOT_PUBLICLY_DOCUMENTED,,32,19,12,4,3,0,partial_tier_A_C_unavailable,NPB+ local measurement table; NPB official individual batting pages; existing PBP-derived proxy tables from Nippon Baseball Data Repository data,https://www.japan-baseball.jp/npb-plus/;https://npb.jp/bis/2026/stats/idb1_m.html;https://npb.jp/bis/2025/stats/idb1_m.html;https://github.com/armstjc/Nippon-Baseball-Data-Repository
91895138,山口 航輝,千葉ロッテマリーンズ,31.9,,,,2026途中,,67,,243,224,,,17,PA_200_399,35,112,106,NOT_PUBLICLY_DOCUMENTED,,7,10,7,2,1,0,partial_tier_A_C_unavailable,NPB+ local measurement table; NPB official individual batting pages; existing PBP-derived proxy tables from Nippon Baseball Data Repository data,https://www.japan-baseball.jp/npb-plus/;https://npb.jp/bis/2026/stats/idb1_m.html;https://npb.jp/bis/2025/stats/idb1_m.html;https://github.com/armstjc/Nippon-Baseball-Data-Repository
11515139,岡 大海,千葉ロッテマリーンズ,32.6,,,,2026途中,,26,,50,45,,,7,PA_50_99,65,181,157,NOT_PUBLICLY_DOCUMENTED,,6,1,0,1,0,0,partial_tier_A_C_unavailable,NPB+ local measurement table; NPB official individual batting pages; existing PBP-derived proxy tables from Nippon Baseball Data Repository data,https://www.japan-baseball.jp/npb-plus/;https://npb.jp/bis/2026/stats/idb1_m.html;https://npb.jp/bis/2025/stats/idb1_m.html;https://github.com/armstjc/Nippon-Baseball-Data-Repository
31635138,藤原 恭大,千葉ロッテマリーンズ,33,,,,2026途中,,63,,278,240,,,31,PA_200_399,107,452,409,NOT_PUBLICLY_DOCUMENTED,,15,13,8,4,1,3,partial_tier_A_C_unavailable,NPB+ local measurement table; NPB official individual batting pages; existing PBP-derived proxy tables from Nippon Baseball Data Repository data,https://www.japan-baseball.jp/npb-plus/;https://npb.jp/bis/2026/stats/idb1_m.html;https://npb.jp/bis/2025/stats/idb1_m.html;https://github.com/armstjc/Nippon-Baseball-Data-Repository
41645136,藤岡 裕大,千葉ロッテマリーンズ,30.8,,,,2026途中,,9,,26,22,,,3,PA_25_49,102,373,320,NOT_PUBLICLY_DOCUMENTED,,1,2,2,0,0,0,partial_tier_A_C_unavailable,NPB+ local measurement table; NPB official individual batting pages; existing PBP-derived proxy tables from Nippon Baseball Data Repository data,https://www.japan-baseball.jp/npb-plus/;https://npb.jp/bis/2026/stats/idb1_m.html;https://npb.jp/bis/2025/stats/idb1_m.html;https://github.com/armstjc/Nippon-Baseball-Data-Repository
11215151,髙部 瑛斗,千葉ロッテマリーンズ,33.6,,,,2026途中,,44,,130,122,,,31,PA_100_199,111,384,357,NOT_PUBLICLY_DOCUMENTED,,17,13,6,7,0,1,partial_tier_A_C_unavailable,NPB+ local measurement table; NPB official individual batting pages; existing PBP-derived proxy tables from Nippon Baseball Data Repository data,https://www.japan-baseball.jp/npb-plus/;https://npb.jp/bis/2026/stats/idb1_m.html;https://npb.jp/bis/2025/stats/idb1_m.html;https://github.com/armstjc/Nippon-Baseball-Data-Repository
81785155,古賀 悠斗,埼玉西武ライオンズ,30.6,,,,2026途中,,76,,193,162,,,30,PA_100_199,112,328,289,NOT_PUBLICLY_DOCUMENTED,,13,17,10,5,2,0,partial_tier_A_C_unavailable,NPB+ local measurement table; NPB official individual batting pages; existing PBP-derived proxy tables from Nippon Baseball Data Repository data,https://www.japan-baseball.jp/npb-plus/;https://npb.jp/bis/2026/stats/idb1_l.html;https://npb.jp/bis/2025/stats/idb1_l.html;https://github.com/armstjc/Nippon-Baseball-Data-Repository
41245130,外崎 修汰,埼玉西武ライオンズ,32.3,,,,2026途中,,23,,69,62,,,9,PA_50_99,115,415,359,NOT_PUBLICLY_DOCUMENTED,,6,3,2,1,0,0,partial_tier_A_C_unavailable,NPB+ local measurement table; NPB official individual batting pages; existing PBP-derived proxy tables from Nippon Baseball Data Repository data,https://www.japan-baseball.jp/npb-plus/;https://npb.jp/bis/2026/stats/idb1_l.html;https://npb.jp/bis/2025/stats/idb1_l.html;https://github.com/armstjc/Nippon-Baseball-Data-Repository
71775134,源田 壮亮,埼玉西武ライオンズ,32.9,,,,2026途中,,81,,209,176,,,27,PA_200_399,104,361,320,NOT_PUBLICLY_DOCUMENTED,,14,13,10,3,0,0,partial_tier_A_C_unavailable,NPB+ local measurement table; NPB official individual batting pages; existing PBP-derived proxy tables from Nippon Baseball Data Repository data,https://www.japan-baseball.jp/npb-plus/;https://npb.jp/bis/2026/stats/idb1_l.html;https://npb.jp/bis/2025/stats/idb1_l.html;https://github.com/armstjc/Nippon-Baseball-Data-Repository
51255155,滝澤 夏央,埼玉西武ライオンズ,33,,,,2026途中,,93,,363,303,,,52,PA_200_399,125,438,385,NOT_PUBLICLY_DOCUMENTED,,28,21,9,7,5,3,partial_tier_A_C_unavailable,NPB+ local measurement table; NPB official individual batting pages; existing PBP-derived proxy tables from Nippon Baseball Data Repository data,https://www.japan-baseball.jp/npb-plus/;https://npb.jp/bis/2026/stats/idb1_l.html;https://npb.jp/bis/2025/stats/idb1_l.html;https://github.com/armstjc/Nippon-Baseball-Data-Repository
21125134,石井 一成,埼玉西武ライオンズ,32.6,,,,2026途中,,62,,216,200,,,22,PA_200_399,108,364,332,NOT_PUBLICLY_DOCUMENTED,,6,16,9,4,3,0,partial_tier_A_C_unavailable,NPB+ local measurement table; NPB official individual batting pages; existing PBP-derived proxy tables from Nippon Baseball Data Repository data,https://www.japan-baseball.jp/npb-plus/;https://npb.jp/bis/2026/stats/idb1_l.html;https://npb.jp/bis/2025/stats/idb1_f.html;https://github.com/armstjc/Nippon-Baseball-Data-Repository
43745150,ファビアン,広島東洋カープ,31.4,,,,2026途中,,65,,255,233,,,15,PA_200_399,138,572,539,NOT_PUBLICLY_DOCUMENTED,,12,3,3,0,0,0,partial_tier_A_C_unavailable,NPB+ local measurement table; NPB official individual batting pages; existing PBP-derived proxy tables from Nippon Baseball Data Repository data,https://www.japan-baseball.jp/npb-plus/;https://npb.jp/bis/2026/stats/idb1_c.html;https://npb.jp/bis/2025/stats/idb1_c.html;https://github.com/armstjc/Nippon-Baseball-Data-Repository
53955150,モンテロ,広島東洋カープ,31.9,,,,2026途中,,86,,251,221,,,13,PA_200_399,105,396,368,NOT_PUBLICLY_DOCUMENTED,,7,6,4,2,0,0,partial_tier_A_C_unavailable,NPB+ local measurement table; NPB official individual batting pages; existing PBP-derived proxy tables from Nippon Baseball Data Repository data,https://www.japan-baseball.jp/npb-plus/;https://npb.jp/bis/2026/stats/idb1_c.html;https://npb.jp/bis/2025/stats/idb1_c.html;https://github.com/armstjc/Nippon-Baseball-Data-Repository
,名原 典彦,広島東洋カープ,33.7,,,,2026途中,,53,,222,208,,,28,PA_200_399,,,,NOT_PUBLICLY_DOCUMENTED,,19,8,6,1,1,1,partial_2025_unavailable_tier_A_C_unavailable,NPB+ local measurement table; NPB official individual batting pages; existing PBP-derived proxy tables from Nippon Baseball Data Repository data,https://www.japan-baseball.jp/npb-plus/;https://npb.jp/bis/2026/stats/idb1_c.html;https://npb.jp/bis/2025/stats/idb1_c.html;https://github.com/armstjc/Nippon-Baseball-Data-Repository
11915134,坂倉 将吾,広島東洋カープ,30.6,,,,2026途中,,94,,383,337,,,38,PA_200_399,104,399,345,NOT_PUBLICLY_DOCUMENTED,,17,20,16,3,1,1,partial_tier_A_C_unavailable,NPB+ local measurement table; NPB official individual batting pages; existing PBP-derived proxy tables from Nippon Baseball Data Repository data,https://www.japan-baseball.jp/npb-plus/;https://npb.jp/bis/2026/stats/idb1_c.html;https://npb.jp/bis/2025/stats/idb1_c.html;https://github.com/armstjc/Nippon-Baseball-Data-Repository
01705138,小園 海斗,広島東洋カープ,31.5,,,,2026途中,,96,,382,351,,,49,PA_200_399,138,573,521,NOT_PUBLICLY_DOCUMENTED,,28,20,6,10,4,1,partial_tier_A_C_unavailable,NPB+ local measurement table; NPB official individual batting pages; existing PBP-derived proxy tables from Nippon Baseball Data Repository data,https://www.japan-baseball.jp/npb-plus/;https://npb.jp/bis/2026/stats/idb1_c.html;https://npb.jp/bis/2025/stats/idb1_c.html;https://github.com/armstjc/Nippon-Baseball-Data-Repository
93395153,矢野 雅哉,広島東洋カープ,30.7,,,,2026途中,,44,,58,48,,,15,PA_50_99,112,335,284,NOT_PUBLICLY_DOCUMENTED,,7,8,5,3,0,0,partial_tier_A_C_unavailable,NPB+ local measurement table; NPB official individual batting pages; existing PBP-derived proxy tables from Nippon Baseball Data Repository data,https://www.japan-baseball.jp/npb-plus/;https://npb.jp/bis/2026/stats/idb1_c.html;https://npb.jp/bis/2025/stats/idb1_c.html;https://github.com/armstjc/Nippon-Baseball-Data-Repository
31135133,秋山 翔吾,広島東洋カープ,31.6,,,,2026途中,,49,,134,127,,,9,PA_100_199,64,157,145,NOT_PUBLICLY_DOCUMENTED,,5,4,2,2,0,0,partial_tier_A_C_unavailable,NPB+ local measurement table; NPB official individual batting pages; existing PBP-derived proxy tables from Nippon Baseball Data Repository data,https://www.japan-baseball.jp/npb-plus/;https://npb.jp/bis/2026/stats/idb1_c.html;https://npb.jp/bis/2025/stats/idb1_c.html;https://github.com/armstjc/Nippon-Baseball-Data-Repository
61565135,菊池 涼介,広島東洋カープ,31.8,,,,2026途中,,88,,353,299,,,36,PA_200_399,113,389,355,NOT_PUBLICLY_DOCUMENTED,,19,17,10,3,4,0,partial_tier_A_C_unavailable,NPB+ local measurement table; NPB official individual batting pages; existing PBP-derived proxy tables from Nippon Baseball Data Repository data,https://www.japan-baseball.jp/npb-plus/;https://npb.jp/bis/2026/stats/idb1_c.html;https://npb.jp/bis/2025/stats/idb1_c.html;https://github.com/armstjc/Nippon-Baseball-Data-Repository
