record_id,player,canonical_player_id,game,edition,update_date,platform,source_type,source_url,video_id_or_post_id,parent_event_id,author_id_or_name,timestamp,text,likes,reply_count,classification,strength,independence_group,physical_or_rating_lane,target_rating_if_explicit,comparison_player_if_any,source_quality,notes,acceptance_status,acceptance_reason,collected_at,attempted_routes,event_id,origin_count,comment_count,like_sum,top_like_count,agreement_ratio,source_input_path,source_input_sha256,old_rejection_reason,reclassification_status,schema_validation,identity_validation,old_source_id,old_acceptance_status,old_directness,old_evidence_strength,old_text_excerpt,old_posted_at,old_retrieved_at,old_accessibility_status,old_identity_status
SP032-RUN2-GXSR050,西野 真弘,91495130,,,,X,GROK_X_OLD_REJECTED_LEDGER_RECLASSIFICATION,https://x.com/131468yasu/status/1796157628340445533,1796157628340445533,1796157628340445533,@131468yasu,2024-05-30 12:32:04 GMT,西野真弘さん全力疾走!,,,"[""UNCLASSIFIED_CONTEXT""]",CONTEXT,X_AUTHOR_131468yasu,PHYSICAL,,,GROK_X_RETURNED_POST_LEDGER,Original rejection reason retained verbatim: ALL_OUT_EFFORT_WITHOUT_SPEED_OBSERVATION,CONTEXT_ONLY,"Retained as raw context after individual re-review. The returned text does not provide a safely attributable, directional speed or rating claim under the flexible policy.",2026-08-13T11:25:10Z,"[""Read immutable old Grok-X rejected ledger"", ""data/manual/speed_2026_grok_x_search_receipts_20260810.json"", ""Individual run-2 reclassification against the task's flexible policy""]",1796157628340445533,0,1,,,,C:\Users\amila\Desktop\Claude Code\_worktrees\pawapuro-speed-2026-grok-x-sns-rescue\data\normalized\speed_2026_grok_x_sources.csv,7d66f634cc6be4e38fcbb486aa81ed3386d9def05cce16b29e65904cdb988644,ALL_OUT_EFFORT_WITHOUT_SPEED_OBSERVATION,RETAINED_NOT_DIRECTIONAL,PASS,PASS_PLAYER_TEXT_MATCH,GXSR050,REJECTED,EFFORT_NOT_SPEED,NONE_FOR_ACCEPTANCE,西野真弘さん全力疾走!,2024-05-30 12:32:04 GMT,2026-08-10T11:57:58.455Z,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
SP032-RUN2-GXSR051,西野 真弘,91495130,,,,X,GROK_X_OLD_REJECTED_LEDGER_RECLASSIFICATION,https://x.com/Kokudo357/status/1843269053936504843,1843269053936504843,1843269053936504843,@Kokudo357,2024-10-07 12:36:03 GMT,お手本のような全力疾走、全力プレー,,,"[""UNCLASSIFIED_CONTEXT""]",CONTEXT,X_AUTHOR_Kokudo357,PHYSICAL,,,GROK_X_RETURNED_POST_LEDGER,Original rejection reason retained verbatim: ALL_OUT_EFFORT_WITHOUT_SPEED_OBSERVATION,INSUFFICIENT,The target player is not verifiable from the returned post text; the source remains raw context only and is not mapped to a player.,2026-08-13T11:25:10Z,"[""Read immutable old Grok-X rejected ledger"", ""data/manual/speed_2026_grok_x_search_receipts_20260810.json"", ""Individual run-2 reclassification against the task's flexible policy""]",1843269053936504843,0,1,,,,C:\Users\amila\Desktop\Claude Code\_worktrees\pawapuro-speed-2026-grok-x-sns-rescue\data\normalized\speed_2026_grok_x_sources.csv,7d66f634cc6be4e38fcbb486aa81ed3386d9def05cce16b29e65904cdb988644,ALL_OUT_EFFORT_WITHOUT_SPEED_OBSERVATION,NOT_RECLASSIFIABLE_PLAYER_IDENTITY,PASS,PLAYER_NOT_VERIFIABLE_FROM_TEXT,GXSR051,REJECTED,EFFORT_NOT_SPEED,NONE_FOR_ACCEPTANCE,お手本のような全力疾走、全力プレー,2024-10-07 12:36:03 GMT,2026-08-10T11:57:58.455Z,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
SP032-RUN2-GXSR052,西野 真弘,91495130,,,,X,GROK_X_OLD_REJECTED_LEDGER_RECLASSIFICATION,https://x.com/G6zOb/status/1856988323786698775,1856988323786698775,1856988323786698775,@G6zOb,2024-11-14,まーさんも圭太もかわいくてマンチカンの子猫動画みたぐらいセロトニン出てる,,,"[""UNCLASSIFIED_CONTEXT""]",CONTEXT,X_AUTHOR_G6zOb,PHYSICAL,,,GROK_X_RETURNED_POST_LEDGER,Original rejection reason retained verbatim: ARTICLE_OR_VIDEO_REPOST_NOT_INDEPENDENT_SNS_ORIGIN,INSUFFICIENT,The target player is not verifiable from the returned post text; the source remains raw context only and is not mapped to a player.,2026-08-13T11:25:10Z,"[""Read immutable old Grok-X rejected ledger"", ""data/manual/speed_2026_grok_x_search_receipts_20260810.json"", ""Individual run-2 reclassification against the task's flexible policy""]",1856988323786698775,0,1,,,,C:\Users\amila\Desktop\Claude Code\_worktrees\pawapuro-speed-2026-grok-x-sns-rescue\data\normalized\speed_2026_grok_x_sources.csv,7d66f634cc6be4e38fcbb486aa81ed3386d9def05cce16b29e65904cdb988644,ARTICLE_OR_VIDEO_REPOST_NOT_INDEPENDENT_SNS_ORIGIN,NOT_RECLASSIFIABLE_PLAYER_IDENTITY,PASS,PLAYER_NOT_VERIFIABLE_FROM_TEXT,GXSR052,REJECTED,ARTICLE_OR_VIDEO_REPOST,NONE_FOR_ACCEPTANCE,まーさんも圭太もかわいくてマンチカンの子猫動画みたぐらいセロトニン出てる,2024-11-14,2026-08-10T11:57:51.038Z,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
SP032-RUN2-GXSR053,西野 真弘,91495130,,,,X,GROK_X_OLD_REJECTED_LEDGER_RECLASSIFICATION,https://x.com/jubi94221412/status/1857011850585440589,1857011850585440589,1857011850585440589,@jubi94221412,2024-11-14,めっちゃ癒されたけどスピード感どこ😂,,,"[""UNCLASSIFIED_CONTEXT""]",CONTEXT,X_AUTHOR_jubi94221412,PHYSICAL,,,GROK_X_RETURNED_POST_LEDGER,Original rejection reason retained verbatim: TARGET_NOT_VERIFIABLE_FROM_RETURNED_POST_TEXT,INSUFFICIENT,The target player is not verifiable from the returned post text; the source remains raw context only and is not mapped to a player.,2026-08-13T11:25:10Z,"[""Read immutable old Grok-X rejected ledger"", ""data/manual/speed_2026_grok_x_search_receipts_20260810.json"", ""Individual run-2 reclassification against the task's flexible policy""]",1857011850585440589,0,1,,,,C:\Users\amila\Desktop\Claude Code\_worktrees\pawapuro-speed-2026-grok-x-sns-rescue\data\normalized\speed_2026_grok_x_sources.csv,7d66f634cc6be4e38fcbb486aa81ed3386d9def05cce16b29e65904cdb988644,TARGET_NOT_VERIFIABLE_FROM_RETURNED_POST_TEXT,NOT_RECLASSIFIABLE_PLAYER_IDENTITY,PASS,PLAYER_NOT_VERIFIABLE_FROM_TEXT,GXSR053,REJECTED,TARGET_NOT_VERIFIABLE,NONE_FOR_ACCEPTANCE,めっちゃ癒されたけどスピード感どこ😂,2024-11-14,2026-08-10T11:57:51.038Z,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
SP032-RUN2-GXSR054,西野 真弘,91495130,,,,X,GROK_X_OLD_REJECTED_LEDGER_RECLASSIFICATION,https://x.com/PH_phBB/status/1857088025856966944,1857088025856966944,1857088025856966944,@PH_phBB,2024-11-14,スピード対決 西野真弘/中川圭太 ショートver.｜BsTV - オリックス・バファローズ 公式,,,"[""UNCLASSIFIED_CONTEXT""]",CONTEXT,X_AUTHOR_PH_phBB,PHYSICAL,,,GROK_X_RETURNED_POST_LEDGER,Original rejection reason retained verbatim: ARTICLE_OR_VIDEO_REPOST_NOT_INDEPENDENT_SNS_ORIGIN,CONTEXT_ONLY,Retained as a repost/syndicated context record; it is not an independent community origin.,2026-08-13T11:25:10Z,"[""Read immutable old Grok-X rejected ledger"", ""data/manual/speed_2026_grok_x_search_receipts_20260810.json"", ""Individual run-2 reclassification against the task's flexible policy""]",1857088025856966944,0,1,,,,C:\Users\amila\Desktop\Claude Code\_worktrees\pawapuro-speed-2026-grok-x-sns-rescue\data\normalized\speed_2026_grok_x_sources.csv,7d66f634cc6be4e38fcbb486aa81ed3386d9def05cce16b29e65904cdb988644,ARTICLE_OR_VIDEO_REPOST_NOT_INDEPENDENT_SNS_ORIGIN,RETAINED_REPOST_NOT_INDEPENDENT,PASS,PASS_PLAYER_TEXT_MATCH,GXSR054,REJECTED,ARTICLE_OR_VIDEO_REPOST,NONE_FOR_ACCEPTANCE,スピード対決 西野真弘/中川圭太 ショートver.｜BsTV - オリックス・バファローズ 公式,2024-11-14,2026-08-10T11:57:51.038Z,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
SP032-RUN2-GXSR055,西野 真弘,91495130,,,,X,GROK_X_OLD_REJECTED_LEDGER_RECLASSIFICATION,https://x.com/Petalenco/status/1966819704489845245,1966819704489845245,1966819704489845245,@Petalenco,2025-09-13,オリックスちゃんあの打球で併殺になること多すぎて西野真弘が俊足に見えるな,,,"[""UNCLASSIFIED_CONTEXT""]",CONTEXT,X_AUTHOR_Petalenco,PHYSICAL,,,GROK_X_RETURNED_POST_LEDGER,Original rejection reason retained verbatim: CONFLICTING_RETURNED_URL_FOR_SAME_POST_ID,INSUFFICIENT,Original record has conflicting returned URLs for the same post ID; no record is accepted until the conflict is resolved.,2026-08-13T11:25:10Z,"[""Read immutable old Grok-X rejected ledger"", ""data/manual/speed_2026_grok_x_search_receipts_20260810.json"", ""Individual run-2 reclassification against the task's flexible policy""]",1966819704489845245,0,1,,,,C:\Users\amila\Desktop\Claude Code\_worktrees\pawapuro-speed-2026-grok-x-sns-rescue\data\normalized\speed_2026_grok_x_sources.csv,7d66f634cc6be4e38fcbb486aa81ed3386d9def05cce16b29e65904cdb988644,CONFLICTING_RETURNED_URL_FOR_SAME_POST_ID,NOT_RECLASSIFIABLE_IDENTITY_CONFLICT,PASS,PASS_PLAYER_TEXT_MATCH,GXSR055,REJECTED,IDENTITY_CONFLICT,NONE_FOR_ACCEPTANCE,オリックスちゃんあの打球で併殺になること多すぎて西野真弘が俊足に見えるな,2025-09-13,2026-08-10T11:58:10.251Z,IDENTITY_CONFLICT_NOT_TREATED_AS_CONFIRMED_POST,CONFLICTING_RETURNED_URL_FOR_SAME_POST_ID
SP032-RUN2-GXSR056,西野 真弘,91495130,,,,X,GROK_X_OLD_REJECTED_LEDGER_RECLASSIFICATION,https://x.com/taka_ori_bz/status/1966820123337015685,1966820123337015685,1966820123337015685,@taka_ori_bz,2025-09-13,１点１点言うけど、今日の🐮スタメンの走力どないなっとんねん🤔 来田涼斗でなんとか… 森友哉もケガ明けだと走塁能力は期待できんし 西野真弘は全力疾走は正直こわい,,,"[""UNCLASSIFIED_CONTEXT""]",CONTEXT,X_AUTHOR_taka_ori_bz,PHYSICAL,,,GROK_X_RETURNED_POST_LEDGER,Original rejection reason retained verbatim: CONFLICTING_RETURNED_URL_FOR_SAME_POST_ID,INSUFFICIENT,Original record has conflicting returned URLs for the same post ID; no record is accepted until the conflict is resolved.,2026-08-13T11:25:10Z,"[""Read immutable old Grok-X rejected ledger"", ""data/manual/speed_2026_grok_x_search_receipts_20260810.json"", ""Individual run-2 reclassification against the task's flexible policy""]",1966820123337015685,0,1,,,,C:\Users\amila\Desktop\Claude Code\_worktrees\pawapuro-speed-2026-grok-x-sns-rescue\data\normalized\speed_2026_grok_x_sources.csv,7d66f634cc6be4e38fcbb486aa81ed3386d9def05cce16b29e65904cdb988644,CONFLICTING_RETURNED_URL_FOR_SAME_POST_ID,NOT_RECLASSIFIABLE_IDENTITY_CONFLICT,PASS,PASS_PLAYER_TEXT_MATCH,GXSR056,REJECTED,IDENTITY_CONFLICT,NONE_FOR_ACCEPTANCE,１点１点言うけど、今日の🐮スタメンの走力どないなっとんねん🤔 来田涼斗でなんとか… 森友哉もケガ明けだと走塁能力は期待できんし 西野真弘は全力疾走は正直こわい,2025-09-13,2026-08-10T11:58:10.251Z,IDENTITY_CONFLICT_NOT_TREATED_AS_CONFIRMED_POST,CONFLICTING_RETURNED_URL_FOR_SAME_POST_ID
SP032-RUN2-GXSR057,西野 真弘,91495130,,,,X,GROK_X_OLD_REJECTED_LEDGER_RECLASSIFICATION,https://x.com/sozaryata/status/1967904417220587687,1967904417220587687,1967904417220587687,@sozaryata,2025-09-16,西野真弘さん 若手時代　俊足のアベレージヒッター 中堅時代　ファールで粘って出塁するクセ者 現在　長距離砲　これもう分かんねえな,,,"[""PHYSICAL_FAST""]",WEAK_DIRECTIONAL,X_AUTHOR_sozaryata,PHYSICAL,,,GROK_X_RETURNED_POST_LEDGER,Original rejection reason retained verbatim: GENERIC_OR_AMBIGUOUS_SPEED_LABEL_NOT_SUFFICIENT_FOR_ACCEPTANCE,ACCEPTED_WEAK_DIRECTIONAL_CONTEXT,"Reclassified under the flexible policy as weak directional physical context. The original rejection reason is retained; this record cannot independently create strict consensus, a rating value, or a player score.",2026-08-13T11:25:10Z,"[""Read immutable old Grok-X rejected ledger"", ""data/manual/speed_2026_grok_x_search_receipts_20260810.json"", ""Individual run-2 reclassification against the task's flexible policy""]",1967904417220587687,1,1,,,,C:\Users\amila\Desktop\Claude Code\_worktrees\pawapuro-speed-2026-grok-x-sns-rescue\data\normalized\speed_2026_grok_x_sources.csv,7d66f634cc6be4e38fcbb486aa81ed3386d9def05cce16b29e65904cdb988644,GENERIC_OR_AMBIGUOUS_SPEED_LABEL_NOT_SUFFICIENT_FOR_ACCEPTANCE,RECLASSIFIED_TO_WEAK_CONTEXT_LANE,PASS,PASS_PLAYER_TEXT_MATCH,GXSR057,REJECTED,NOT_ACCEPTED_AFTER_REVIEW,NONE_FOR_ACCEPTANCE,西野真弘さん 若手時代　俊足のアベレージヒッター 中堅時代　ファールで粘って出塁するクセ者 現在　長距離砲　これもう分かんねえな,2025-09-16,2026-08-10T11:58:10.251Z,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
SP032-RUN2-GXSR058,西野 真弘,91495130,,,,X,GROK_X_OLD_REJECTED_LEDGER_RECLASSIFICATION,https://x.com/non__m05/status/2002274269816860915,2002274269816860915,2002274269816860915,@non__m05,2025-12-20,【真弘！】西野真弘『3塁打 → 好判断で本塁生還！佐々木朗希から“足”で先制点を奪う』 左中間抜けて3塁足速いし、最後のホームも足速い。昔より体おっきくなったのに足の速さそのままなんすごいまじ。天才🫶🏻,,,"[""PHYSICAL_FAST""]",WEAK_DIRECTIONAL,X_AUTHOR_non__m05,PHYSICAL,,,GROK_X_RETURNED_POST_LEDGER,Original rejection reason retained verbatim: PLAY_OUTCOME_OR_TRANSITION_METRIC_NOT_ISOLATED_TO_PHYSICAL_SPEED,ACCEPTED_WEAK_DIRECTIONAL_CONTEXT,"Reclassified under the flexible policy as weak directional physical context. The original rejection reason is retained; this record cannot independently create strict consensus, a rating value, or a player score.",2026-08-13T11:25:10Z,"[""Read immutable old Grok-X rejected ledger"", ""data/manual/speed_2026_grok_x_search_receipts_20260810.json"", ""Individual run-2 reclassification against the task's flexible policy""]",2002274269816860915,1,1,,,,C:\Users\amila\Desktop\Claude Code\_worktrees\pawapuro-speed-2026-grok-x-sns-rescue\data\normalized\speed_2026_grok_x_sources.csv,7d66f634cc6be4e38fcbb486aa81ed3386d9def05cce16b29e65904cdb988644,PLAY_OUTCOME_OR_TRANSITION_METRIC_NOT_ISOLATED_TO_PHYSICAL_SPEED,RECLASSIFIED_TO_WEAK_CONTEXT_LANE,PASS,PASS_PLAYER_TEXT_MATCH,GXSR058,REJECTED,PLAY_OUTCOME_OR_TRANSITION,NONE_FOR_ACCEPTANCE,【真弘！】西野真弘『3塁打 → 好判断で本塁生還！佐々木朗希から“足”で先制点を奪う』 左中間抜けて3塁足速いし、最後のホームも足速い。昔より体おっきくなったのに足の速さそのままなんすごいまじ。天才🫶🏻,2025-12-20,2026-08-10T11:58:10.251Z,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
SP032-RUN2-GXSR060,西野 真弘,91495130,,,,X,GROK_X_OLD_REJECTED_LEDGER_RECLASSIFICATION,https://x.com/zen_daseki_ute/status/2028425938837618752,2028425938837618752,2028425938837618752,@zen_daseki_ute,2026-03-02 11:03:24 GMT,西野真弘は野手最年長だけどこの全力疾走でセーフになる動きまわる元気を持つ,,,"[""UNCLASSIFIED_CONTEXT""]",CONTEXT,X_AUTHOR_zen_daseki_ute,PHYSICAL,,,GROK_X_RETURNED_POST_LEDGER,Original rejection reason retained verbatim: ALL_OUT_EFFORT_WITHOUT_SPEED_OBSERVATION,CONTEXT_ONLY,"Retained as raw context after individual re-review. The returned text does not provide a safely attributable, directional speed or rating claim under the flexible policy.",2026-08-13T11:25:10Z,"[""Read immutable old Grok-X rejected ledger"", ""data/manual/speed_2026_grok_x_search_receipts_20260810.json"", ""Individual run-2 reclassification against the task's flexible policy""]",2028425938837618752,0,1,,,,C:\Users\amila\Desktop\Claude Code\_worktrees\pawapuro-speed-2026-grok-x-sns-rescue\data\normalized\speed_2026_grok_x_sources.csv,7d66f634cc6be4e38fcbb486aa81ed3386d9def05cce16b29e65904cdb988644,ALL_OUT_EFFORT_WITHOUT_SPEED_OBSERVATION,RETAINED_NOT_DIRECTIONAL,PASS,PASS_PLAYER_TEXT_MATCH,GXSR060,REJECTED,EFFORT_NOT_SPEED,NONE_FOR_ACCEPTANCE,西野真弘は野手最年長だけどこの全力疾走でセーフになる動きまわる元気を持つ,2026-03-02 11:03:24 GMT,2026-08-10T11:58:10.530Z,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
SP032-RUN2-GXSR062,西野 真弘,91495130,,,,X,GROK_X_OLD_REJECTED_LEDGER_RECLASSIFICATION,https://x.com/PEVRPFCeVa34034/status/2062135844832776356,2062135844832776356,2062135844832776356,@PEVRPFCeVa34034,2026-06-03 11:34:32 GMT,"足引きずってるし…今年休憩して来年またキャリアハイ更新してもらっても…今年契約最終年やから契約更改何卒…
俺たちの西野真弘…去年頑張りすぎたよ",,,"[""PHYSICAL_SLOW""]",WEAK_DIRECTIONAL,X_AUTHOR_PEVRPFCeVa34034,PHYSICAL,,,GROK_X_RETURNED_POST_LEDGER,Original rejection reason retained verbatim: NO_CLEAR_DIRECT_PHYSICAL_SPEED_CLAIM,ACCEPTED_WEAK_DIRECTIONAL_CONTEXT,"Reclassified under the flexible policy as weak directional physical context. The original rejection reason is retained; this record cannot independently create strict consensus, a rating value, or a player score.",2026-08-13T11:25:10Z,"[""Read immutable old Grok-X rejected ledger"", ""data/manual/speed_2026_grok_x_search_receipts_20260810.json"", ""Individual run-2 reclassification against the task's flexible policy""]",2062135844832776356,1,1,,,,C:\Users\amila\Desktop\Claude Code\_worktrees\pawapuro-speed-2026-grok-x-sns-rescue\data\normalized\speed_2026_grok_x_sources.csv,7d66f634cc6be4e38fcbb486aa81ed3386d9def05cce16b29e65904cdb988644,NO_CLEAR_DIRECT_PHYSICAL_SPEED_CLAIM,RECLASSIFIED_TO_WEAK_CONTEXT_LANE,PASS,PASS_PLAYER_TEXT_MATCH,GXSR062,REJECTED,NOT_ACCEPTED_AFTER_REVIEW,NONE_FOR_ACCEPTANCE,"足引きずってるし…今年休憩して来年またキャリアハイ更新してもらっても…今年契約最終年やから契約更改何卒…
俺たちの西野真弘…去年頑張りすぎたよ",2026-06-03 11:34:32 GMT,2026-08-10T11:58:10.530Z,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
SP032-RUN2-GXSR063,大島 洋平,01305131,,,,X,GROK_X_OLD_REJECTED_LEDGER_RECLASSIFICATION,https://x.com/nLbSDgU2oRDQZZk/status/1928076101546389666,1928076101546389666,1928076101546389666,@nLbSDgU2oRDQZZk,NOT_PUBLICLY_DOCUMENTED,: さすが大島洋平 マジ普通に足速いよねまだまだ,,,"[""UNCLASSIFIED_CONTEXT""]",CONTEXT,X_AUTHOR_nLbSDgU2oRDQZZk,PHYSICAL,,,GROK_X_RETURNED_POST_LEDGER,Original rejection reason retained verbatim: MISSING_VERIFIABLE_POST_TEXT_OR_TIMESTAMP,INSUFFICIENT,"Original rejection retained: post text and/or author, timestamp, post ID, URL is missing. No rating or physical direction is inferred from an incomplete returned record.",2026-08-13T11:25:10Z,"[""Read immutable old Grok-X rejected ledger"", ""data/manual/speed_2026_grok_x_search_receipts_20260810.json"", ""Individual run-2 reclassification against the task's flexible policy""]",1928076101546389666,0,1,,,,C:\Users\amila\Desktop\Claude Code\_worktrees\pawapuro-speed-2026-grok-x-sns-rescue\data\normalized\speed_2026_grok_x_sources.csv,7d66f634cc6be4e38fcbb486aa81ed3386d9def05cce16b29e65904cdb988644,MISSING_VERIFIABLE_POST_TEXT_OR_TIMESTAMP,NOT_RECLASSIFIABLE_INSUFFICIENT,INSUFFICIENT_SOURCE_FIELDS,PASS_PLAYER_TEXT_MATCH,GXSR063,REJECTED,INCOMPLETE_RETURNED_METADATA,NONE_FOR_ACCEPTANCE,: さすが大島洋平 マジ普通に足速いよねまだまだ,,2026-08-10T11:59:59.223Z,POST_METADATA_INCOMPLETE_NOT_TREATED_AS_CONFIRMED_POST,SINGLE_RETURNED_URL
SP032-RUN2-GXSR065,大島 洋平,01305131,,,,X,GROK_X_OLD_REJECTED_LEDGER_RECLASSIFICATION,https://x.com/vangosear/status/1961034113336721852,1961034113336721852,1961034113336721852,@vangosear,2025-08-28,,,,"[""UNCLASSIFIED_CONTEXT""]",CONTEXT,X_AUTHOR_vangosear,PHYSICAL,,,GROK_X_RETURNED_POST_LEDGER,Original rejection reason retained verbatim: MISSING_VERIFIABLE_POST_TEXT_OR_TIMESTAMP,INSUFFICIENT,"Original rejection retained: post text and/or author, timestamp, post ID, URL is missing. No rating or physical direction is inferred from an incomplete returned record.",2026-08-13T11:25:10Z,"[""Read immutable old Grok-X rejected ledger"", ""data/manual/speed_2026_grok_x_search_receipts_20260810.json"", ""Individual run-2 reclassification against the task's flexible policy""]",1961034113336721852,0,1,,,,C:\Users\amila\Desktop\Claude Code\_worktrees\pawapuro-speed-2026-grok-x-sns-rescue\data\normalized\speed_2026_grok_x_sources.csv,7d66f634cc6be4e38fcbb486aa81ed3386d9def05cce16b29e65904cdb988644,MISSING_VERIFIABLE_POST_TEXT_OR_TIMESTAMP,NOT_RECLASSIFIABLE_INSUFFICIENT,INSUFFICIENT_SOURCE_FIELDS,PLAYER_NOT_VERIFIABLE_FROM_TEXT,GXSR065,REJECTED,INCOMPLETE_RETURNED_METADATA,NONE_FOR_ACCEPTANCE,,2025-08-28,2026-08-10T12:00:47.437Z,POST_METADATA_INCOMPLETE_NOT_TREATED_AS_CONFIRMED_POST,SINGLE_RETURNED_URL
SP032-RUN2-GXSR066,大島 洋平,01305131,,,,X,GROK_X_OLD_REJECTED_LEDGER_RECLASSIFICATION,https://x.com/SABR_lions/status/1984583596867534981,1984583596867534981,1984583596867534981,@SABR_lions,2025-11-01,,,,"[""UNCLASSIFIED_CONTEXT""]",CONTEXT,X_AUTHOR_SABR_lions,PHYSICAL,,,GROK_X_RETURNED_POST_LEDGER,Original rejection reason retained verbatim: MISSING_VERIFIABLE_POST_TEXT_OR_TIMESTAMP,INSUFFICIENT,"Original rejection retained: post text and/or author, timestamp, post ID, URL is missing. No rating or physical direction is inferred from an incomplete returned record.",2026-08-13T11:25:10Z,"[""Read immutable old Grok-X rejected ledger"", ""data/manual/speed_2026_grok_x_search_receipts_20260810.json"", ""Individual run-2 reclassification against the task's flexible policy""]",1984583596867534981,0,1,,,,C:\Users\amila\Desktop\Claude Code\_worktrees\pawapuro-speed-2026-grok-x-sns-rescue\data\normalized\speed_2026_grok_x_sources.csv,7d66f634cc6be4e38fcbb486aa81ed3386d9def05cce16b29e65904cdb988644,MISSING_VERIFIABLE_POST_TEXT_OR_TIMESTAMP,NOT_RECLASSIFIABLE_INSUFFICIENT,INSUFFICIENT_SOURCE_FIELDS,PLAYER_NOT_VERIFIABLE_FROM_TEXT,GXSR066,REJECTED,INCOMPLETE_RETURNED_METADATA,NONE_FOR_ACCEPTANCE,,2025-11-01,2026-08-10T12:00:47.437Z,POST_METADATA_INCOMPLETE_NOT_TREATED_AS_CONFIRMED_POST,SINGLE_RETURNED_URL
SP032-RUN2-GXSR067,大島 洋平,01305131,,,,X,GROK_X_OLD_REJECTED_LEDGER_RECLASSIFICATION,https://x.com/scorebook_apps/status/1987294059426419108,1987294059426419108,1987294059426419108,@scorebook_apps,2025-11-08,,,,"[""UNCLASSIFIED_CONTEXT""]",CONTEXT,X_AUTHOR_scorebook_apps,PHYSICAL,,,GROK_X_RETURNED_POST_LEDGER,Original rejection reason retained verbatim: MISSING_VERIFIABLE_POST_TEXT_OR_TIMESTAMP,INSUFFICIENT,"Original rejection retained: post text and/or author, timestamp, post ID, URL is missing. No rating or physical direction is inferred from an incomplete returned record.",2026-08-13T11:25:10Z,"[""Read immutable old Grok-X rejected ledger"", ""data/manual/speed_2026_grok_x_search_receipts_20260810.json"", ""Individual run-2 reclassification against the task's flexible policy""]",1987294059426419108,0,1,,,,C:\Users\amila\Desktop\Claude Code\_worktrees\pawapuro-speed-2026-grok-x-sns-rescue\data\normalized\speed_2026_grok_x_sources.csv,7d66f634cc6be4e38fcbb486aa81ed3386d9def05cce16b29e65904cdb988644,MISSING_VERIFIABLE_POST_TEXT_OR_TIMESTAMP,NOT_RECLASSIFIABLE_INSUFFICIENT,INSUFFICIENT_SOURCE_FIELDS,PLAYER_NOT_VERIFIABLE_FROM_TEXT,GXSR067,REJECTED,INCOMPLETE_RETURNED_METADATA,NONE_FOR_ACCEPTANCE,,2025-11-08,2026-08-10T12:00:47.437Z,POST_METADATA_INCOMPLETE_NOT_TREATED_AS_CONFIRMED_POST,SINGLE_RETURNED_URL
SP032-RUN2-GXSR068,大島 洋平,01305131,UNSPECIFIED_BASEBALL_GAME,,,X,GROK_X_OLD_REJECTED_LEDGER_RECLASSIFICATION,https://x.com/kenzaki810/status/1999155428270502329,1999155428270502329,1999155428270502329,@kenzaki810,2025-12-11,"大島洋平さん　走力B，ホーム突入付き
 (",,,"[""RATING_VALUE_CONTEXT""]",RATING_COMMUNITY,X_AUTHOR_kenzaki810,RATING,,,GROK_X_RETURNED_POST_LEDGER,Original rejection reason retained verbatim: GAME_RATING_OR_GAME_DISCUSSION_EXCLUDED,ACCEPTED_RATING_CONTEXT,"Reclassified under the run-2 policy: an explicit game-rating value is valuable rating-lane context. It contains no high/low/stale appraisal claim, so it is not counted as directional consensus or a numeric teacher.",2026-08-13T11:25:10Z,"[""Read immutable old Grok-X rejected ledger"", ""data/manual/speed_2026_grok_x_search_receipts_20260810.json"", ""Individual run-2 reclassification against the task's flexible policy""]",1999155428270502329,1,1,,,,C:\Users\amila\Desktop\Claude Code\_worktrees\pawapuro-speed-2026-grok-x-sns-rescue\data\normalized\speed_2026_grok_x_sources.csv,7d66f634cc6be4e38fcbb486aa81ed3386d9def05cce16b29e65904cdb988644,GAME_RATING_OR_GAME_DISCUSSION_EXCLUDED,RECLASSIFIED_TO_RATING_LANE,PASS,PASS_PLAYER_TEXT_MATCH,GXSR068,REJECTED,GAME_RATING,NONE_FOR_ACCEPTANCE,"大島洋平さん　走力B，ホーム突入付き
 (",2025-12-11,2026-08-10T12:00:47.437Z,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
