stable_player_key,mlbam_id,npb_name,npb_name_en,mlb_name,season,league,game_type,regular_season_games,plate_appearances,source_url_or_endpoint,retrieval_date,payload_hash,identity_confidence,evidence_state
MLBAM:430945,430945,ジョーンズ,Adam Jones,Adam Jones,2019,MLB,R,137,528,https://statsapi.mlb.com/api/v1/people/430945/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,966d3960c029e52c2ef6d4dfb8c58174852ba40f2e1c16241417e5a8662fae28,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:444876,444876,エスコバー,Alcides Escobar,Alcides Escobar,2008,MLB,R,9,4,https://statsapi.mlb.com/api/v1/people/444876/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,09464652b91dedf1c61cbc4594480e86f50ffaee5864c842e642fe7025a6f224,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:444876,444876,エスコバー,Alcides Escobar,Alcides Escobar,2009,MLB,R,38,134,https://statsapi.mlb.com/api/v1/people/444876/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,09464652b91dedf1c61cbc4594480e86f50ffaee5864c842e642fe7025a6f224,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:444876,444876,エスコバー,Alcides Escobar,Alcides Escobar,2010,MLB,R,145,552,https://statsapi.mlb.com/api/v1/people/444876/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,09464652b91dedf1c61cbc4594480e86f50ffaee5864c842e642fe7025a6f224,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:444876,444876,エスコバー,Alcides Escobar,Alcides Escobar,2011,MLB,R,158,598,https://statsapi.mlb.com/api/v1/people/444876/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,09464652b91dedf1c61cbc4594480e86f50ffaee5864c842e642fe7025a6f224,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:444876,444876,エスコバー,Alcides Escobar,Alcides Escobar,2012,MLB,R,155,648,https://statsapi.mlb.com/api/v1/people/444876/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,09464652b91dedf1c61cbc4594480e86f50ffaee5864c842e642fe7025a6f224,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:444876,444876,エスコバー,Alcides Escobar,Alcides Escobar,2013,MLB,R,158,642,https://statsapi.mlb.com/api/v1/people/444876/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,09464652b91dedf1c61cbc4594480e86f50ffaee5864c842e642fe7025a6f224,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:444876,444876,エスコバー,Alcides Escobar,Alcides Escobar,2014,MLB,R,162,620,https://statsapi.mlb.com/api/v1/people/444876/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,09464652b91dedf1c61cbc4594480e86f50ffaee5864c842e642fe7025a6f224,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:444876,444876,エスコバー,Alcides Escobar,Alcides Escobar,2015,MLB,R,148,662,https://statsapi.mlb.com/api/v1/people/444876/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,09464652b91dedf1c61cbc4594480e86f50ffaee5864c842e642fe7025a6f224,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:444876,444876,エスコバー,Alcides Escobar,Alcides Escobar,2016,MLB,R,162,682,https://statsapi.mlb.com/api/v1/people/444876/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,09464652b91dedf1c61cbc4594480e86f50ffaee5864c842e642fe7025a6f224,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:444876,444876,エスコバー,Alcides Escobar,Alcides Escobar,2017,MLB,R,162,629,https://statsapi.mlb.com/api/v1/people/444876/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,09464652b91dedf1c61cbc4594480e86f50ffaee5864c842e642fe7025a6f224,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:444876,444876,エスコバー,Alcides Escobar,Alcides Escobar,2018,MLB,R,140,531,https://statsapi.mlb.com/api/v1/people/444876/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,09464652b91dedf1c61cbc4594480e86f50ffaee5864c842e642fe7025a6f224,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:444876,444876,エスコバー,Alcides Escobar,Alcides Escobar,2021,MLB,R,75,349,https://statsapi.mlb.com/api/v1/people/444876/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,09464652b91dedf1c61cbc4594480e86f50ffaee5864c842e642fe7025a6f224,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:444876,444876,エスコバー,Alcides Escobar,Alcides Escobar,2022,MLB,R,42,131,https://statsapi.mlb.com/api/v1/people/444876/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,09464652b91dedf1c61cbc4594480e86f50ffaee5864c842e642fe7025a6f224,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:467827,467827,パーラ,Gerardo Parra,Gerardo Parra,2009,MLB,R,120,491,https://statsapi.mlb.com/api/v1/people/467827/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,b0e3cab74974cc700fdd5578741b4ad8e5f834f45cf1366d12a402956fbf0ec6,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:467827,467827,パーラ,Gerardo Parra,Gerardo Parra,2010,MLB,R,133,393,https://statsapi.mlb.com/api/v1/people/467827/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,b0e3cab74974cc700fdd5578741b4ad8e5f834f45cf1366d12a402956fbf0ec6,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:467827,467827,パーラ,Gerardo Parra,Gerardo Parra,2011,MLB,R,141,493,https://statsapi.mlb.com/api/v1/people/467827/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,b0e3cab74974cc700fdd5578741b4ad8e5f834f45cf1366d12a402956fbf0ec6,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:467827,467827,パーラ,Gerardo Parra,Gerardo Parra,2012,MLB,R,133,430,https://statsapi.mlb.com/api/v1/people/467827/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,b0e3cab74974cc700fdd5578741b4ad8e5f834f45cf1366d12a402956fbf0ec6,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:467827,467827,パーラ,Gerardo Parra,Gerardo Parra,2013,MLB,R,156,663,https://statsapi.mlb.com/api/v1/people/467827/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,b0e3cab74974cc700fdd5578741b4ad8e5f834f45cf1366d12a402956fbf0ec6,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:467827,467827,パーラ,Gerardo Parra,Gerardo Parra,2014,MLB,R,300,1148,https://statsapi.mlb.com/api/v1/people/467827/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,b0e3cab74974cc700fdd5578741b4ad8e5f834f45cf1366d12a402956fbf0ec6,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:467827,467827,パーラ,Gerardo Parra,Gerardo Parra,2015,MLB,R,310,1178,https://statsapi.mlb.com/api/v1/people/467827/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,b0e3cab74974cc700fdd5578741b4ad8e5f834f45cf1366d12a402956fbf0ec6,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:467827,467827,パーラ,Gerardo Parra,Gerardo Parra,2016,MLB,R,102,381,https://statsapi.mlb.com/api/v1/people/467827/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,b0e3cab74974cc700fdd5578741b4ad8e5f834f45cf1366d12a402956fbf0ec6,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:467827,467827,パーラ,Gerardo Parra,Gerardo Parra,2017,MLB,R,115,425,https://statsapi.mlb.com/api/v1/people/467827/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,b0e3cab74974cc700fdd5578741b4ad8e5f834f45cf1366d12a402956fbf0ec6,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:467827,467827,パーラ,Gerardo Parra,Gerardo Parra,2018,MLB,R,142,443,https://statsapi.mlb.com/api/v1/people/467827/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,b0e3cab74974cc700fdd5578741b4ad8e5f834f45cf1366d12a402956fbf0ec6,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:467827,467827,パーラ,Gerardo Parra,Gerardo Parra,2019,MLB,R,238,602,https://statsapi.mlb.com/api/v1/people/467827/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,b0e3cab74974cc700fdd5578741b4ad8e5f834f45cf1366d12a402956fbf0ec6,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:467827,467827,パーラ,Gerardo Parra,Gerardo Parra,2021,MLB,R,53,107,https://statsapi.mlb.com/api/v1/people/467827/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,b0e3cab74974cc700fdd5578741b4ad8e5f834f45cf1366d12a402956fbf0ec6,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:475253,475253,スモーク,Justin Smoak,Justin Smoak,2010,MLB,R,200,794,https://statsapi.mlb.com/api/v1/people/475253/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,90c03814ce41a83cf3efbe130525c6a462d323f7085fda11652e8659d35b79b0,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:475253,475253,スモーク,Justin Smoak,Justin Smoak,2011,MLB,R,123,489,https://statsapi.mlb.com/api/v1/people/475253/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,90c03814ce41a83cf3efbe130525c6a462d323f7085fda11652e8659d35b79b0,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:475253,475253,スモーク,Justin Smoak,Justin Smoak,2012,MLB,R,132,535,https://statsapi.mlb.com/api/v1/people/475253/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,90c03814ce41a83cf3efbe130525c6a462d323f7085fda11652e8659d35b79b0,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:475253,475253,スモーク,Justin Smoak,Justin Smoak,2013,MLB,R,131,521,https://statsapi.mlb.com/api/v1/people/475253/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,90c03814ce41a83cf3efbe130525c6a462d323f7085fda11652e8659d35b79b0,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:475253,475253,スモーク,Justin Smoak,Justin Smoak,2014,MLB,R,80,276,https://statsapi.mlb.com/api/v1/people/475253/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,90c03814ce41a83cf3efbe130525c6a462d323f7085fda11652e8659d35b79b0,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:475253,475253,スモーク,Justin Smoak,Justin Smoak,2015,MLB,R,132,328,https://statsapi.mlb.com/api/v1/people/475253/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,90c03814ce41a83cf3efbe130525c6a462d323f7085fda11652e8659d35b79b0,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:475253,475253,スモーク,Justin Smoak,Justin Smoak,2016,MLB,R,126,341,https://statsapi.mlb.com/api/v1/people/475253/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,90c03814ce41a83cf3efbe130525c6a462d323f7085fda11652e8659d35b79b0,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:475253,475253,スモーク,Justin Smoak,Justin Smoak,2017,MLB,R,158,637,https://statsapi.mlb.com/api/v1/people/475253/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,90c03814ce41a83cf3efbe130525c6a462d323f7085fda11652e8659d35b79b0,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:475253,475253,スモーク,Justin Smoak,Justin Smoak,2018,MLB,R,147,594,https://statsapi.mlb.com/api/v1/people/475253/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,90c03814ce41a83cf3efbe130525c6a462d323f7085fda11652e8659d35b79b0,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:475253,475253,スモーク,Justin Smoak,Justin Smoak,2019,MLB,R,121,500,https://statsapi.mlb.com/api/v1/people/475253/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,90c03814ce41a83cf3efbe130525c6a462d323f7085fda11652e8659d35b79b0,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:475253,475253,スモーク,Justin Smoak,Justin Smoak,2020,MLB,R,72,264,https://statsapi.mlb.com/api/v1/people/475253/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,90c03814ce41a83cf3efbe130525c6a462d323f7085fda11652e8659d35b79b0,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:493114,493114,青木 宣親,Norichika Aoki,Norichika Aoki,2012,MLB,R,151,588,https://statsapi.mlb.com/api/v1/people/493114/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,cafbffb325e10f364fcb8f365952732e954f611726379303af0feb2fa7e36af3,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:493114,493114,青木 宣親,Norichika Aoki,Norichika Aoki,2013,MLB,R,155,674,https://statsapi.mlb.com/api/v1/people/493114/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,cafbffb325e10f364fcb8f365952732e954f611726379303af0feb2fa7e36af3,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:493114,493114,青木 宣親,Norichika Aoki,Norichika Aoki,2014,MLB,R,132,549,https://statsapi.mlb.com/api/v1/people/493114/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,cafbffb325e10f364fcb8f365952732e954f611726379303af0feb2fa7e36af3,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:493114,493114,青木 宣親,Norichika Aoki,Norichika Aoki,2015,MLB,R,93,392,https://statsapi.mlb.com/api/v1/people/493114/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,cafbffb325e10f364fcb8f365952732e954f611726379303af0feb2fa7e36af3,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:493114,493114,青木 宣親,Norichika Aoki,Norichika Aoki,2016,MLB,R,118,467,https://statsapi.mlb.com/api/v1/people/493114/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,cafbffb325e10f364fcb8f365952732e954f611726379303af0feb2fa7e36af3,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:493114,493114,青木 宣親,Norichika Aoki,Norichika Aoki,2017,MLB,R,220,748,https://statsapi.mlb.com/api/v1/people/493114/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,cafbffb325e10f364fcb8f365952732e954f611726379303af0feb2fa7e36af3,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:500135,500135,R.ロドリゲス,Ronny Rodriguez,Ronny Rodríguez,2018,MLB,R,62,206,https://statsapi.mlb.com/api/v1/people/500135/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,3533d390efc5d0c7e6c4bfa1739730b5ad8ce2ee51f69ea0dd8512fefffa6951,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:500135,500135,R.ロドリゲス,Ronny Rodriguez,Ronny Rodríguez,2019,MLB,R,84,294,https://statsapi.mlb.com/api/v1/people/500135/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,3533d390efc5d0c7e6c4bfa1739730b5ad8ce2ee51f69ea0dd8512fefffa6951,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:501213,501213,シエラ,Moises Sierra,Moisés Sierra,2012,MLB,R,49,157,https://statsapi.mlb.com/api/v1/people/501213/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,0c3eb34db8cb310be6e6239c588862463b1f5600302a839159f2f373c84013b6,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:501213,501213,シエラ,Moises Sierra,Moisés Sierra,2013,MLB,R,35,122,https://statsapi.mlb.com/api/v1/people/501213/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,0c3eb34db8cb310be6e6239c588862463b1f5600302a839159f2f373c84013b6,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:501213,501213,シエラ,Moises Sierra,Moisés Sierra,2014,MLB,R,192,340,https://statsapi.mlb.com/api/v1/people/501213/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,0c3eb34db8cb310be6e6239c588862463b1f5600302a839159f2f373c84013b6,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:501213,501213,シエラ,Moises Sierra,Moisés Sierra,2018,MLB,R,27,60,https://statsapi.mlb.com/api/v1/people/501213/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,0c3eb34db8cb310be6e6239c588862463b1f5600302a839159f2f373c84013b6,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:518466,518466,ブラッシュ,Jabari Blash,Jabari Blash,2016,MLB,R,38,84,https://statsapi.mlb.com/api/v1/people/518466/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,1c72a6932b3d7aaaffa5275f9abab8c6f762da49f711a6d1f99b8a8592c338cb,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:518466,518466,ブラッシュ,Jabari Blash,Jabari Blash,2017,MLB,R,61,195,https://statsapi.mlb.com/api/v1/people/518466/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,1c72a6932b3d7aaaffa5275f9abab8c6f762da49f711a6d1f99b8a8592c338cb,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:518466,518466,ブラッシュ,Jabari Blash,Jabari Blash,2018,MLB,R,24,45,https://statsapi.mlb.com/api/v1/people/518466/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,1c72a6932b3d7aaaffa5275f9abab8c6f762da49f711a6d1f99b8a8592c338cb,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:519346,519346,テームズ,Eric Thames,Eric Thames,2011,MLB,R,95,394,https://statsapi.mlb.com/api/v1/people/519346/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,635c643d85bf28d4e8fda104bba1052b8e816683af49c93af6b1c9c04ad15112,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:519346,519346,テームズ,Eric Thames,Eric Thames,2012,MLB,R,172,580,https://statsapi.mlb.com/api/v1/people/519346/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,635c643d85bf28d4e8fda104bba1052b8e816683af49c93af6b1c9c04ad15112,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:519346,519346,テームズ,Eric Thames,Eric Thames,2017,MLB,R,138,551,https://statsapi.mlb.com/api/v1/people/519346/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,635c643d85bf28d4e8fda104bba1052b8e816683af49c93af6b1c9c04ad15112,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:519346,519346,テームズ,Eric Thames,Eric Thames,2018,MLB,R,96,278,https://statsapi.mlb.com/api/v1/people/519346/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,635c643d85bf28d4e8fda104bba1052b8e816683af49c93af6b1c9c04ad15112,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:519346,519346,テームズ,Eric Thames,Eric Thames,2019,MLB,R,149,459,https://statsapi.mlb.com/api/v1/people/519346/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,635c643d85bf28d4e8fda104bba1052b8e816683af49c93af6b1c9c04ad15112,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:519346,519346,テームズ,Eric Thames,Eric Thames,2020,MLB,R,41,140,https://statsapi.mlb.com/api/v1/people/519346/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,635c643d85bf28d4e8fda104bba1052b8e816683af49c93af6b1c9c04ad15112,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:520471,520471,ガルビス,Freddy Galvis,Freddy Galvis,2012,MLB,R,58,200,https://statsapi.mlb.com/api/v1/people/520471/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,e8363bc603d3394ba907b3b55734c942ad8a408149c3661788823181e04cdc62,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:520471,520471,ガルビス,Freddy Galvis,Freddy Galvis,2013,MLB,R,70,222,https://statsapi.mlb.com/api/v1/people/520471/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,e8363bc603d3394ba907b3b55734c942ad8a408149c3661788823181e04cdc62,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
MLBAM:520471,520471,ガルビス,Freddy Galvis,Freddy Galvis,2014,MLB,R,43,128,https://statsapi.mlb.com/api/v1/people/520471/stats?stats=yearByYear&group=hitting&sportIds=1,2026-08-18,e8363bc603d3394ba907b3b55734c942ad8a408149c3661788823181e04cdc62,CURATED_MLB_BRIDGE,VERIFIED_REGULAR_SEASON_APPEARANCE
