game,video_id,title,video_title,published_at,source_url,official_channel_id,discovery_method,matched_terms,relevant_reason,relevant_for_comment_collection,comments_available,comments_retrieved,platform_reported_comment_count,retrieval_method,retrieval_bound_or_missingness,metadata_status,metadata_error,description_short,already_in_old_inventory
Prospi,n7l_V3u1CN8,新井さんの夢実現！？カネアラVSティモンディ プロスピ対決！ カネアラチャンネル#8 【プロスピA】,新井さんの夢実現！？カネアラVSティモンディ プロスピ対決！ カネアラチャンネル#8 【プロスピA】,2020-12-17,https://www.youtube.com/watch?v=n7l_V3u1CN8,UCWzEh28vj3mQKpe0fzVTOUw,official_channel_side_scan_then_per_video_metadata,プロスピ;prospi;対決;ob,official_channel_title_or_description_prospi_signal,false,UNKNOWN,,,,METADATA_ONLY_NOT_COMMENT_ATTEMPTED,OK,,【プロスピA 5周年特別企画】 プロ野球OBのレジェンド金本知憲さんと新井貴浩さんによる「カネアラチャンネル」！ #8 はカネアラ VS ティモンディ のプロスピ対決！ 新井さんはオーダーで、昔からの夢だった「1番ショート 新井」を実現！？ しかし、プロスピAの新井さんにショートの守備適正はないはず・・・。 カネアラチームは、ティモンディに勝利することができるのでしょうか！ 今後も不定期に更新予定です。 ↓↓プロスピA のダウンロードはこちらから。 https://app.adjust.com/x92hxdz ↓↓新井貴浩さんのTwitterアカウントはこちら。フォローしてね！ https://twitter.com/araispirits ↓↓プロスピA公式Twitterはこちら https://twitter.com/prospiA_PR ↓↓プロスピA公式Instagramはこちら https://www.instagram.com/prospi_a_official/,True
Prospi,nYhOTTXXd3g,【2020】プロスピA OB チャンピオンシップ /岡島 秀樹(巨人) VS 森野 将彦(中日),【2020】プロスピA OB チャンピオンシップ /岡島 秀樹(巨人) VS 森野 将彦(中日),2020-12-17,https://www.youtube.com/watch?v=nYhOTTXXd3g,UCWzEh28vj3mQKpe0fzVTOUw,official_channel_side_scan_then_per_video_metadata,プロスピ;プロ野球スピリッツ;prospi;対決;ob,official_channel_title_or_description_prospi_signal,false,UNKNOWN,,,,METADATA_ONLY_NOT_COMMENT_ATTEMPTED,OK,,【プロスピA OB チャンピオンシップ(OBチャン)対決動画】 12球団から1名ずつのOBが参戦し、「リアルタイム対戦」のプロ野球OBナンバーワンを決める大会 「OBチャン」！ 12月12日(土)に行われた中国/四国大会は、 岡島 秀樹(巨人) VS 森野 将彦(中日) の対決！勝利を手にし、OBチャン決勝大会へと駒を進めるのは一体どちらだ！ OBチャンは、プロスピA最強プレイヤーを決めるeスポーツ大会「プロスピA チャンピオンシップ(スピチャン)」と同時開催！ 次の大会は12月19日(土) 15:30から！ 激闘を見逃すな！ ↓↓OBチャン公式サイトはこちら https://e-baseball.konami.net/pawachamp/2020/prospi_a/page/ob/ ↓↓プロスピA のダウンロードはこちらから 【10月20日～12月3日は5周年キャンペーン中！】 https://app.adjust.com/ld84j0r ↓↓新井貴浩さんのTwitterアカウントはこちら。フォローしてね！ https://twitter.com/araispirits ↓↓プロスピA公式Twitterはこちら https://twitter.com/prospiA_PR ↓↓プロスピA公式Instagramはこちら https://www.instagram.com/prospi_a_official/ #プロスピA #プロ野球スピリッツA #スピチャン #OBチャン,True
Prospi,FwUO1cMBOLc,カネアラ×石原慶幸対談企画！ カープ時代の思い出は？3人での交流は？ カネアラチャンネル#9【プロスピA】,カネアラ×石原慶幸対談企画！ カープ時代の思い出は？3人での交流は？ カネアラチャンネル#9【プロスピA】,2020-12-23,https://www.youtube.com/watch?v=FwUO1cMBOLc,UCWzEh28vj3mQKpe0fzVTOUw,official_channel_side_scan_then_per_video_metadata,プロスピ;prospi;ob,official_channel_title_or_description_prospi_signal,false,UNKNOWN,,,,METADATA_ONLY_NOT_COMMENT_ATTEMPTED,OK,,【プロスピA 5周年特別企画】 プロ野球OBのレジェンド金本知憲さんと新井貴浩さんによる「カネアラチャンネル」！ #9 は元広島東洋カープ 石原慶幸さんをゲストにお迎えしての対談企画！ カープ時代の思い出や3人での交流などについて語ってもらいます。 なんと今回も金本さんのドッキリ伝説が登場！？ 今後も不定期に更新予定です。 ↓↓プロスピA のダウンロードはこちらから。 https://app.adjust.com/x92hxdz ↓↓新井貴浩さんのTwitterアカウントはこちら。フォローしてね！ https://twitter.com/araispirits ↓↓プロスピA公式Twitterはこちら https://twitter.com/prospiA_PR ↓↓プロスピA公式Instagramはこちら https://www.instagram.com/prospi_a_official/,True
Prospi,QckmcCN9Fmg,【2020】プロスピA OB チャンピオンシップ /里崎 智也(ロッテ) VS 片岡 篤史(日本ハム),【2020】プロスピA OB チャンピオンシップ /里崎 智也(ロッテ) VS 片岡 篤史(日本ハム),2020-12-24,https://www.youtube.com/watch?v=QckmcCN9Fmg,UCWzEh28vj3mQKpe0fzVTOUw,official_channel_side_scan_then_per_video_metadata,プロスピ;プロ野球スピリッツ;prospi;対決;ob,official_channel_title_or_description_prospi_signal,false,UNKNOWN,,,,METADATA_ONLY_NOT_COMMENT_ATTEMPTED,OK,,【プロスピA OB チャンピオンシップ(OBチャン)対決動画】 12球団から1名ずつのOBが参戦し、「リアルタイム対戦」のプロ野球OBナンバーワンを決める大会 「OBチャン」！ 12月19日(土)に行われた九州/沖縄大会は、 里崎 智也(ロッテ) VS 片岡 篤史(日本ハム) の対決！勝利を手にし、OBチャン決勝大会へと駒を進めるのは一体どちらだ！ OBチャンは、プロスピA最強プレイヤーを決めるeスポーツ大会「プロスピA チャンピオンシップ(スピチャン)」と同時開催！ 番組後半では決勝大会の組み合わせ抽選会も実施しています。 ※広島OBは「梵 英心」さんから「天谷 宗一郎」さんへ変更となりました。 ※ヤクルトOBは「岩村 明憲」さんから「真中 満」さんへ変更となりました。 次はいよいよ決勝大会！2021年1月9日(土) 14:00から！ ↓↓OBチャン公式サイトはこちら https://e-baseball.konami.net/pawachamp/2020/prospi_a/page/ob/ ↓↓プロスピA のダウンロードはこちらから 【10月20日～12月3日は5周年キャンペーン中！】 -https://app.adjust.com/ld84j0r ↓↓新井貴浩さんのTwitterアカウントはこちら。フォローしてね！ -https://twitter.com/araispirits ↓↓プロスピA公式Twitterはこちら -https://twitter.com/prospiA_PR ↓↓プロスピA公式Instagramはこちら https://www.instagram.com/prospi_a_official/ #プロスピA #プロ野球スピリッツA #スピチャン #OBチャン,True
Prospi,UtdCX8CRJGg,【 新井VS石原】プロスピ初プレイ石原さんの先制HR炸裂！？ 新井さんは逆転できるのか！   カネアラチャンネル#10【プロスピA】,【 新井VS石原】プロスピ初プレイ石原さんの先制HR炸裂！？ 新井さんは逆転できるのか！   カネアラチャンネル#10【プロスピA】,2021-01-05,https://www.youtube.com/watch?v=UtdCX8CRJGg,UCWzEh28vj3mQKpe0fzVTOUw,official_channel_side_scan_then_per_video_metadata,プロスピ;prospi;対決;ob,official_channel_title_or_description_prospi_signal,false,UNKNOWN,,,,METADATA_ONLY_NOT_COMMENT_ATTEMPTED,OK,,【プロスピA 5周年特別企画】 プロ野球OBのレジェンド金本知憲さんと新井貴浩さんによる「カネアラチャンネル」！ #10 は引き続き、元広島東洋カープ 石原慶幸さんをゲストにお迎えしてのプロスピ対決！ 試合前の意気込みでは、余裕綽々だった新井さん。 しかし試合は、プロスピA初プレイの石原さんの先制ホームランで幕開け！？ ↓↓プロスピA のダウンロードはこちらから。 https://app.adjust.com/x92hxdz ↓↓新井貴浩さんのTwitterアカウントはこちら。フォローしてね！ https://twitter.com/araispirits ↓↓プロスピA公式Twitterはこちら https://twitter.com/prospiA_PR ↓↓プロスピA公式Instagramはこちら https://www.instagram.com/prospi_a_official/,True
Prospi,z4EigmI9xJ0,プロスピ豆知識 実践！カネアラプロスピ対決 決着編！  カネアラチャンネル#11【プロスピA】,プロスピ豆知識 実践！カネアラプロスピ対決 決着編！  カネアラチャンネル#11【プロスピA】,2021-01-09,https://www.youtube.com/watch?v=z4EigmI9xJ0,UCWzEh28vj3mQKpe0fzVTOUw,official_channel_side_scan_then_per_video_metadata,プロスピ;prospi;対決;ob,official_channel_title_or_description_prospi_signal,false,UNKNOWN,,,,METADATA_ONLY_NOT_COMMENT_ATTEMPTED,OK,,【プロスピA 5周年特別企画】 プロ野球OBのレジェンド金本知憲さんと新井貴浩さんによる「カネアラチャンネル」！ ユーザーのみなさんから募集した #プロスピ豆知識 をお二人が実践してプロスピ対決！ そしてついに、新井さんが #プロスピA で初ホームラン！？ ↓↓プロスピA のダウンロードはこちらから。 https://app.adjust.com/x92hxdz ↓↓新井貴浩さんのTwitterアカウントはこちら。フォローしてね！ https://twitter.com/araispirits ↓↓プロスピA公式Twitterはこちら https://twitter.com/prospiA_PR ↓↓プロスピA公式Instagramはこちら https://www.instagram.com/prospi_a_official/,False
Prospi,vw5WHfzDWLc,【最強決定！】プロ野球スピリッツ 王座決定トーナメント2020【王座決定戦】,【最強決定！】プロ野球スピリッツ 王座決定トーナメント2020【王座決定戦】,2021-01-11,https://www.youtube.com/watch?v=vw5WHfzDWLc,UCWzEh28vj3mQKpe0fzVTOUw,official_channel_side_scan_then_per_video_metadata,プロスピ;プロ野球スピリッツ;prospi;ob,official_channel_title_or_description_prospi_signal,false,UNKNOWN,,,,METADATA_ONLY_NOT_COMMENT_ATTEMPTED,OK,,「プロ野球スピリッツ2019」(PS4版)で最強のプレイヤーを決める大会が「プロ野球スピリッツ 王座決定トーナメント2020」です！ セ・リーグ／パ・リーグのオンライン予選を勝ち抜いて来たプレイヤーが統一王者の座に着くため「王座決定戦」に挑みます。 〇配信日程 日時：2021年1月11日（月)20時00分～ ※ 〇出演者 ・槙島範彦(アナウンサー) ・真中満(プロ野球OB・解説者) ・里崎智也(プロ野球OB・解説者) ◯公式サイト https://e-baseball.konami.net/event/2020/prospi_championship/ ---------------------------------------------------------------------- ■「キャンペーン実施中！」 ---------------------------------------------------------------------- 【視聴キャンペーン情報！】 対象期間中に、本番組配信をプロスピA内から視聴した方には、エナジー×5をプレゼント！ 詳しくはプロスピA内のお知らせをご確認ください。 ---------------------------------------------------------------------- ■新型コロナウイルス感染症対策につきまして ---------------------------------------------------------------------- 全ての参加プレイヤーおよび出演者(実況者・解説者）、運営スタッフは下記のとおり衛生管理について入念な対応を行い、事前収録をしてお届けしております。 ・開催前に全員検温をし、平熱であることを確認しています。 ・事前にチェックシートにて体調確認を行い、咳など風邪のような諸症状がないことを確認しています。 ・会場内にアルコール消毒液を設置し、全員が開催前より定期的なアルコール消毒をしています。 ・プレイヤーおよび出演者は出演シーン以外はマスクを着用しています。また運営スタッフは常時マスクを着用しています。 ・機材は使用前、また使用者が交代するごとにアルコール消毒をしています。 ・会場へ一般観戦者は入れず、無観客にて実施しています。 -,True
Prospi,KLSX-oW9an0,【2020】プロスピA OB チャンピオンシップ スペシャルマッチ / 里崎 智也 VS 斉藤和巳,【2020】プロスピA OB チャンピオンシップ スペシャルマッチ / 里崎 智也 VS 斉藤和巳,2021-01-14,https://www.youtube.com/watch?v=KLSX-oW9an0,UCWzEh28vj3mQKpe0fzVTOUw,official_channel_side_scan_then_per_video_metadata,プロスピ;プロ野球スピリッツ;prospi;対決;ob,official_channel_title_or_description_prospi_signal,false,UNKNOWN,,,,METADATA_ONLY_NOT_COMMENT_ATTEMPTED,OK,,【プロスピA OB チャンピオンシップ(OBチャン)対決動画】 12球団から1名ずつのOBが参戦し、「リアルタイム対戦」のプロ野球OBナンバーワンを決める大会「OBチャン」！ 今回は、『OBチャン スペシャルマッチ 里崎 智也 vs 斉藤 和巳』を開催！ さらに、ブロック大会に出場したOB12名が『OBチャンピオンシップスターズ』としてとして1/19(火)よりゲーム内に登場！ このスペシャルマッチでは、『OBチャンピオンシップスターズ』の12名も加えた特別オーダーでガチンコ対戦！ ※新型コロナウィルス感染症の状況を鑑みて、OBチャン決勝大会は出演者居住地が全国に渡ることから実施見送り致しました。予めご了承ください。 ↓↓OBチャン公式サイトはこちら https://e-baseball.konami.net/pawachamp/2020/prospi_a/page/ob/ ↓↓プロスピA のダウンロードはこちらから -https://app.adjust.com/ld84j0r ↓↓プロスピA公式Twitterはこちら -https://twitter.com/prospiA_PR ↓↓プロスピA公式Instagramはこちら https://www.instagram.com/prospi_a_official/ #プロスピA #プロ野球スピリッツA #スピチャン #OBチャン,True
Prospi,ep-5GVBL9Sc,スピチャン 後夜祭特番【プロスピA】,スピチャン 後夜祭特番【プロスピA】,2021-01-23,https://www.youtube.com/watch?v=ep-5GVBL9Sc,UCWzEh28vj3mQKpe0fzVTOUw,official_channel_side_scan_then_per_video_metadata,プロスピ;プロ野球スピリッツ;prospi;対決;ob,official_channel_title_or_description_prospi_signal,false,UNKNOWN,,,,METADATA_ONLY_NOT_COMMENT_ATTEMPTED,OK,,初心者から上級者まで楽しめる、大盛り上がりの後夜祭！ プロスピA最強プレイヤーを決めるeスポーツ大会『スピチャン』。 2020シーズンは過去最高の66万を超える大会参加者数となりました。 その頂点に輝いた2020優勝者ちんぴさん と 2018優勝者の〓Ｖ．Ｉ．Ｐ〓さんが、 独自の視点で今シーズンの⼤会を振り返ります。 そして、2020準優勝となった天下統一さんも登場。今だから語れる大会の裏側を大暴露。 番組後半では『里崎智也vs G.G佐藤』、『 〓Ｖ．Ｉ．Ｐ〓 vs ちんぴ』のガチンコ対決も行われます！ 果たして勝利するのは一体どちらなのか！？ プロスピA公式Twitter https://twitter.com/prospiA_PR プロスピA公式サイト https://www.konami.com/games/prospi_a/ 【タイムスケジュール】 06:30 『 〓Ｖ．Ｉ．Ｐ〓が徹底大解剖！ 激闘！スピチャン2020シーズン 』 44:34 『 里崎智也vsG.G.佐藤ガチ対決！ 』 01:19:40 『 夢のスペシャルマッチ ちんぴvs〓Ｖ．Ｉ．Ｐ〓 』 【出演者】 槇嶋 範彦(アナウンサー) 里崎 智也(プロ野球OB) G.G.佐藤(プロ野球OB) 〓V.I.P〓(スピチャン2018優勝者) ちんぴ(スピチャン2020優勝者) 天下統一(スピチャン2020準優勝者) #プロスピA #プロ野球スピリッツA #スピチャン #OBチャン,True
PowerPro,dHmoli3c3W0,帰ってきたパワポケ！花丸高校リリース直前特番！【パワプロアプリ】,帰ってきたパワポケ！花丸高校リリース直前特番！【パワプロアプリ】,2021-02-23,https://www.youtube.com/watch?v=dHmoli3c3W0,UCWzEh28vj3mQKpe0fzVTOUw,official_channel_side_scan_then_per_video_metadata,パワプロ;能力,official_channel_title_or_description_powerpro_signal,false,UNKNOWN,,,,METADATA_ONLY_NOT_COMMENT_ATTEMPTED,OK,,パワプロアプリの新情報をお届けする特番を、2021年2月23日（火/祝） 19時30分からプレミア公開！新シナリオ「花丸高校」や「最大150連無料ガチャ」をはじめ、今後の最新情報をどこよりも早くお届けします！ ※番組での告知内容は、予告なく変更または中止となる場合がございます。 #パワプロ #パワプロアプリ #パワポケ --------------------------------- 【イベキャラの性能に一部誤りがあった件について】 番組内で紹介したイベキャラの性能に一部誤りがありましたので、以下の通り訂正いたします。 ■ ｢雨崎 優輝｣の得意練習 誤：｢球速 / スタミナ｣ 正： ｢スタミナ / 球速｣ ■ ｢東 優｣の得意練習 誤：｢筋力 / メンタル｣ 正：｢メンタル / 筋力｣ ■ ｢レッド｣の得意練習 誤：｢球速 / メンタル｣ 正：｢メンタル / 球速｣ ■ ｢ヒカル｣の野手で獲得可能な超特殊能力のコツ 誤：｢カリスマ および 広角砲｣ 正：｢カリスマ および 広角砲｣ または ｢カリスマ および ハゲタカ｣ お客様にはご不便をおかけしておりますことをお詫び申し上げます。 ---------------------------------,False
PowerPro,PYoknPdqT_4,オリンピックバーチャルシリーズ　野球競技（Olympic Virtual Series” Baseball Event）,オリンピックバーチャルシリーズ　野球競技（Olympic Virtual Series” Baseball Event）,2021-05-27,https://www.youtube.com/watch?v=PYoknPdqT_4,UCWzEh28vj3mQKpe0fzVTOUw,official_channel_side_scan_then_per_video_metadata,パワフルプロ野球,official_channel_title_or_description_powerpro_signal,false,UNKNOWN,,,,METADATA_ONLY_NOT_COMMENT_ATTEMPTED,OK,,オリンピックバーチャルシリーズ 野球競技（Olympic Virtual Series” Baseball Event）は 国際オリンピック委員会（IOC）が世界野球ソフトボール連盟（WBSC）と主催する初めてのバーチャルスポーツ大会です。 「eBASEBALLパワフルプロ野球2020」を使ったオンライン予選期間は2021年5月24日（月）～5月30日（日）。 ゲームを持っていれば誰でも参加できます！ この機会にオリンピックバーチャルシリーズ公式サイトからエントリーして大会に参加しよう！ オリンピックバーチャルシリーズ 野球競技公式サイト https://e-baseball.konami.net/ovs/ja/ ・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・・ eBASEBALLパワフルプロ野球2020公式サイト https://www.konami.com/pawa/2020/ eBASEBALL公式ツイッター https://twitter.com/eBASEBALL_Pro ©Konami Digital Entertainment #OlympicVirtualSeries #StrongerTogether,False
PowerPro,TlK-K0E6cG8,eBASEBALLプロ野球スピリッツ2021 グランドスラム PV,eBASEBALLプロ野球スピリッツ2021 グランドスラム PV,2021-06-17,https://www.youtube.com/watch?v=TlK-K0E6cG8,UCWzEh28vj3mQKpe0fzVTOUw,official_channel_side_scan_then_per_video_metadata,パワプロ;プロスピ;プロ野球スピリッツ;prospi,official_channel_title_or_description_powerpro_signal,false,UNKNOWN,,,,METADATA_ONLY_NOT_COMMENT_ATTEMPTED,OK,,eBASEBALLプロ野球スピリッツ2021 グランドスラム（Nintendo Switch™）は7月8日(木)発売！ ▼公式サイトはこちら https://www.konami.com/games/prospi/2021/ ▼公式Twitterはこちら パワプロ・プロスピ公式Twitter https://twitter.com/pawapuro_pro,False
Prospi,6z-uwkNAR5Q,プロスピA 新プロジェクト発表特番,プロスピA 新プロジェクト発表特番,2021-06-18,https://www.youtube.com/watch?v=6z-uwkNAR5Q,UCWzEh28vj3mQKpe0fzVTOUw,official_channel_side_scan_then_per_video_metadata,プロスピ;プロ野球スピリッツ;prospi;ob,official_channel_title_or_description_prospi_signal,false,UNKNOWN,,,,METADATA_ONLY_NOT_COMMENT_ATTEMPTED,OK,,2021年に実施される、プロスピAの 大きな「新プロジェクト」発表です。 ゲストには、2020シーズンは過去最高の66万を超える大会参加者数となった プロスピA最強プレイヤーを決めるeスポーツ大会『スピチャン』の上位選手をお招きし、 2021シーズンに新たに展開する４つのプロジェクトの発表を行います！ プロスピA公式Twitter https://twitter.com/prospiA_PR eBASEBALLパワスピ公式Twitter https://twitter.com/eBASEBALL_Pro 三重国体文化プログラム 全国eスポーツ選手権 2021MIE プロスピA部門 特設サイト https://e-baseball.konami.net/kokutai/2021/ GEMSTONE ダルビッシュチャレンジカップ 公式サイト http://gemstonekobe.com/?p=194 eBASEBALLプロスピAリーグ 公式サイト https://e-baseball.konami.net/prospi_a_league/ プロスピAチャンピオンシップ 公式サイト https://e-baseball.konami.net/pawachamp/2021/prospi_a/ 【出演者】 槇嶋 範彦(アナウンサー) 甲斐 心愛(STU48) 〓V.I.P〓(スピチャン2018優勝者) 天下統一(スピチャン2020 九州/沖縄大会 優勝者) たいき(スピチャン2020 北海道/東北大会 優勝者) Sounith(スピチャン2020 関東大会 優勝者) 世界のコバヤシィ(スピチャン2020 中国/四国大会 優勝者) popo(スピチャン2019優勝者) 【友スピジェネレーター】 自分のプロスピAのデータを使ってプロフィール画像の友スピカードが簡単に作れます！ http://e-baseball.konami.net/tomospi_generator/ #プロスピA #プロ野球スピリッツA,True
Prospi,4NQUBTW69zc,【プロスピA】プロスピグランプリ秘書紹介動画 ゆきりぬ編,【プロスピA】プロスピグランプリ秘書紹介動画 ゆきりぬ編,2021-06-28,https://www.youtube.com/watch?v=4NQUBTW69zc,UCWzEh28vj3mQKpe0fzVTOUw,official_channel_side_scan_then_per_video_metadata,プロスピ;プロ野球スピリッツ;prospi,official_channel_title_or_description_prospi_signal,false,UNKNOWN,,,,METADATA_ONLY_NOT_COMMENT_ATTEMPTED,OK,,プロスピA のダウンロードはこちら！ https://app.adjust.com/r6b7kvb プロスピA 公式Twitterはこちら！ https://twitter.com/prospiA_PR プロ野球スピリッツAのゲーム内イベント「プロスピグランプリ」にゆきりぬさんが登場！ この機会にぜひ遊んでみてください！ さらに 、貴島明日香さん・似鳥沙也加さん・ゆきりぬさんが登場する「プロスピ2021」は7月8日(木)発売！ プロスピ2021 ダウンロード版ご予約はこちら！ https://konami.jp/3dslT7V プロスピ2021 公式HPはこちら！ https://www.konami.com/games/prospi/2021/,True
Prospi,QEQXUbsPF2s,【プロスピA】プロスピグランプリ秘書紹介動画 似鳥沙也加編,【プロスピA】プロスピグランプリ秘書紹介動画 似鳥沙也加編,2021-06-28,https://www.youtube.com/watch?v=QEQXUbsPF2s,UCWzEh28vj3mQKpe0fzVTOUw,official_channel_side_scan_then_per_video_metadata,プロスピ;プロ野球スピリッツ;prospi,official_channel_title_or_description_prospi_signal,false,UNKNOWN,,,,METADATA_ONLY_NOT_COMMENT_ATTEMPTED,OK,,プロスピA のダウンロードはこちら！ https://app.adjust.com/r6b7kvb プロスピA 公式Twitterはこちら！ https://twitter.com/prospiA_PR プロ野球スピリッツAのゲーム内イベント「プロスピグランプリ」に似鳥沙也加さんが登場！ この機会にぜひ遊んでみてください！ さらに 、貴島明日香さん・似鳥沙也加さん・ゆきりぬさんが登場する「プロスピ2021」は7月8日(木)発売！ プロスピ2021 ダウンロード版ご予約はこちら！ https://konami.jp/3dslT7V プロスピ2021 公式HPはこちら！ https://www.konami.com/games/prospi/2021/,True
Prospi,qnLewo6KoKQ,【プロスピA】プロスピグランプリ秘書紹介動画 貴島明日香編,【プロスピA】プロスピグランプリ秘書紹介動画 貴島明日香編,2021-06-28,https://www.youtube.com/watch?v=qnLewo6KoKQ,UCWzEh28vj3mQKpe0fzVTOUw,official_channel_side_scan_then_per_video_metadata,プロスピ;プロ野球スピリッツ;prospi,official_channel_title_or_description_prospi_signal,false,UNKNOWN,,,,METADATA_ONLY_NOT_COMMENT_ATTEMPTED,OK,,プロスピA のダウンロードはこちら！ https://app.adjust.com/r6b7kvb プロスピA 公式Twitterはこちら！ https://twitter.com/prospiA_PR プロ野球スピリッツAのゲーム内イベント「プロスピグランプリ」に貴島明日香さんが登場！ この機会にぜひ遊んでみてください！ さらに 、貴島明日香さん・似鳥沙也加さん・ゆきりぬさんが登場する「プロスピ2021」は7月8日(木)発売！ プロスピ2021 ダウンロード版ご予約はこちら！ https://konami.jp/3dslT7V プロスピ2021 公式HPはこちら！ https://www.konami.com/games/prospi/2021/,True
PowerPro,ovCb1BZ8mH0,【パワチャン】2021シーズン開催決定！【パワプロアプリ】,【パワチャン】2021シーズン開催決定！【パワプロアプリ】,2021-06-29,https://www.youtube.com/watch?v=ovCb1BZ8mH0,UCWzEh28vj3mQKpe0fzVTOUw,official_channel_side_scan_then_per_video_metadata,パワプロ;パワフルプロ野球;実況パワフルプロ野球,official_channel_title_or_description_powerpro_signal,false,UNKNOWN,,,,METADATA_ONLY_NOT_COMMENT_ATTEMPTED,OK,,“見つけろ、君だけの道(サクセス)”。 パワプロアプリのeスポーツ大会 “パワプロアプリ チャンピオンシップ(パワチャン)” が、2021年も開催決定！ 2016年から6年目の開催となる“パワチャン”。 今シーズンも「ガチンコサクセス」と「野球勝負」で熱くなれ！！ 2022年1月16日に行う、決勝大会への進出枠「7」を争奪せよ！ 繰り返される激戦がココに！ 7月21日「オンライン予選1st」エントリースタート！！ #実況パワフルプロ野球 #パワプロアプリ #パワチャン 詳しくは公式サイトをチェック！ ○公式サイト https://e-baseball.konami.net/pawachamp/2021/pawa_app/,False
PowerPro,VvL9V0hzWyE,「eBASEBALLプロ野球スピリッツ2021 グランドスラム」音楽ダウンロードコンテンツ プロモーションムービー,「eBASEBALLプロ野球スピリッツ2021 グランドスラム」音楽ダウンロードコンテンツ プロモーションムービー,2021-07-01,https://www.youtube.com/watch?v=VvL9V0hzWyE,UCWzEh28vj3mQKpe0fzVTOUw,official_channel_side_scan_then_per_video_metadata,パワプロ;プロスピ;プロ野球スピリッツ;prospi;ob,official_channel_title_or_description_powerpro_signal,false,UNKNOWN,,,,METADATA_ONLY_NOT_COMMENT_ATTEMPTED,OK,,"eBASEBALLプロ野球スピリッツ2021 グランドスラム（Nintendo Switch™）は7月8日(木)発売！ ▼公式サイトはこちら https://www.konami.com/games/prospi/2021/ ▼公式Twitterはこちら パワプロ・プロスピ公式Twitter https://twitter.com/pawapuro_pro ■応援曲 横浜ＤｅＮＡベイスターズ 「Fight oh! YOKOHAMA」 東京ヤクルトスワローズ 「東京音頭」 千葉ロッテマリーンズ 「チャンステーマ（大都技研「デコトラの鷲」より）」 東北楽天ゴールデンイーグルス 「チャンステーマ（ここで打て）」 中日ドラゴンズ 「チャンス決めてくれ」 北海道日本ハムファイターズ 「酔いどれマーチ」 福岡ソフトバンクホークス 「柳田悠岐選手のテーマ」 読売ジャイアンツ 「Ｇフレア」 阪神タイガース 「阪神タイガースの歌」 広島東洋カープ 「それ行けカープ(若き鯉たち)」 オリックス・バファローズ 「SKY」 ©ORIX Buffaloes 埼玉西武ライオンズ 「地平を駈ける獅子を見た」 ■ブラバン 「You are スラッガー（大阪桐蔭高校応援歌）」 「かっせー！パワプロ」 その他の配信楽曲一覧はこちら https://www.konami.com/games/prospi/2021/dlc/team 一般社団法人日本野球機構承認 ⓒ2021 SAMURAI JAPAN 一般社団法人日本プロ野球名球会協力 日本プロ野球OBクラブ協力 プロ野球フランチャイズ球場公認 ゲーム内に再現された球場内看板は、原則として2020年プロ野球ペナントシーズン中のデータを基に制作しています。 Japan Baseball Data(株) データは、Japan Baseball Data(株)が独自に収集したものであり、公式記録とは異なる場合があります。 提供情報を手段を問わず、いかなる目的であれ無断で複製、転送、販売等を行う事を固く禁じます。 ©Konami Digital Entertainment ""eBASEBALL""は、株式会社コナミデジタルエンタテインメントの登録商標です。",True
Prospi,bDBPbb-Ngls,【プロスピ2021】 体験プレイ動画 ペナントレース編 藤川球児さんが若手選手を率いて日本一を目指す！,【プロスピ2021】 体験プレイ動画 ペナントレース編 藤川球児さんが若手選手を率いて日本一を目指す！,2021-07-05,https://www.youtube.com/watch?v=bDBPbb-Ngls,UCWzEh28vj3mQKpe0fzVTOUw,official_channel_side_scan_then_per_video_metadata,プロスピ;prospi,official_channel_title_or_description_prospi_signal,false,UNKNOWN,,,,METADATA_ONLY_NOT_COMMENT_ATTEMPTED,OK,,#プロスピ2021 は7月8日（木）発売！ ダウンロード版ご購入はこちら！ https://konami.jp/3dslT7V 公式サイトはこちら！ https://www.konami.com/games/prospi/2021/ プロスピ2021 体験プレイ動画 ペナントレース編！ #藤川球児 さんがペナントレースモードをプレイ！ 12球団からU-24の若手選手を集めたチームで日本一を目指します。 オーダー編成に補強・・・GMの仕事は想像以上に大忙し！？,True
Prospi,8D2DutCg2g8,【プロスピ2021】 体験プレイ動画 グランプリ編 里崎智也さんが監督となって格上チームに挑む！,【プロスピ2021】 体験プレイ動画 グランプリ編 里崎智也さんが監督となって格上チームに挑む！,2021-07-06,https://www.youtube.com/watch?v=8D2DutCg2g8,UCWzEh28vj3mQKpe0fzVTOUw,official_channel_side_scan_then_per_video_metadata,プロスピ;prospi,official_channel_title_or_description_prospi_signal,false,UNKNOWN,,,,METADATA_ONLY_NOT_COMMENT_ATTEMPTED,OK,,#プロスピ2021 は7月8日（木）発売！ ダウンロード版ご購入はこちら！ https://konami.jp/3dslT7V 公式サイトはこちら！ https://www.konami.com/games/prospi/2021/ プロスピ2021 体験プレイ動画 グランプリ編！ 里崎智也さんがグランプリモードをプレイ！ 監督としてチームや選手を強化します。 自分のチームより格上チームに采配の力で勝利することができるのか！？,True
