inventory_id,game,video_id,title,published_at,source_url,official_channel_id,official_channel_name,discovery_method,matched_terms,relevant_reason,relevant_for_comment_collection,target_players_from_title_if_any,comments_available,comments_retrieved,comment_total_reported,retrieval_method,retrieval_bound_or_missingness,already_in_old_inventory,date_status,metadata_status,description_context_short,error
PPV3-INV-0084,Official channel mixed catalog,uo3DOM4QeG0,【10月17日 発売】プロスピを一緒にプレーするなら、ゲーム仲間の女優・○○さん！あのさん：メイキング＆インタビュー『プロ野球スピリッツ2024-2025』,2024-07-11,https://www.youtube.com/watch?v=uo3DOM4QeG0,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_flat_playlist_then_per_video_metadata,"[""プロスピ"",""プロ野球スピリッツ"",""OB""]",PROSPI_ONLY_EXCLUDED_FROM_SP033: Prospi-only video excluded from SP-033 PowerPro lane.,false,[],,,,,,false,IN_SCOPE,OK,“PLAYからFEELへ”『プロ野球スピリッツ2024-2025』（PlayStation®5、Steam®）10月17日発売！ プロ野球チームのＧＭ兼社長になる新モード「myBALLPARK」と1人のプロ野球選手になりきって球界のスターを目指す「スタープレイヤー」に、マルチに活躍するあのさんや雪平莉左さん、動画クリエイターの森元流那さんが登場します。撮影時の様子やインタビューを公開！ 『プロ野球スピリッツ2024-2025』は、次世代の野球エンジン「eBaseball™ Engine」を搭載し、PlayStation®5とSteam®に対応。 「eBaseball™ Engine」は、球場で見るような打球の軌道、選手たちの必死な動作、歓喜を爆発させる大観衆など、スタジアム内のあらゆるモーションとサウンドを演出し、野球ゲームを新たな次元へと引き上げます。 詳しくは公式サイトをチェック https://www.konami.com/games/prospi/2024-2025/ 一般社団法人日本野球機構承認 Konami Digital Entertainment/WBCI ©2024 SAMURAI JAPAN 日本プロ野球名球会公認 日本プロ野球OBクラブ公認 日本プロ野球外国人OB選手会公認 プロ野球フランチャイズ球場公認 ゲーム内に再現された球場内看板は、原則として2023年,
PPV3-INV-0085,Official channel mixed catalog,HrdWA9MHDXw,【10月17日 発売】実は力仕事をしてました!!社会人時代の:秘密:エピソード！雪平莉左さん：メイキング＆インタビュー『プロ野球スピリッツ2024-2025』,2024-07-11,https://www.youtube.com/watch?v=HrdWA9MHDXw,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_flat_playlist_then_per_video_metadata,"[""プロ野球スピリッツ"",""OB""]",PROSPI_ONLY_EXCLUDED_FROM_SP033: Prospi-only video excluded from SP-033 PowerPro lane.,false,[],,,,,,false,IN_SCOPE,OK,“PLAYからFEELへ”『プロ野球スピリッツ2024-2025』（PlayStation®5、Steam®）10月17日発売！ プロ野球チームのＧＭ兼社長になる新モード「myBALLPARK」と1人のプロ野球選手になりきって球界のスターを目指す「スタープレイヤー」に、マルチに活躍するあのさんや雪平莉左さん、動画クリエイターの森元流那さんが登場します。撮影時の様子やインタビューを公開！ 『プロ野球スピリッツ2024-2025』は、次世代の野球エンジン「eBaseball™ Engine」を搭載し、PlayStation®5とSteam®に対応。 「eBaseball™ Engine」は、球場で見るような打球の軌道、選手たちの必死な動作、歓喜を爆発させる大観衆など、スタジアム内のあらゆるモーションとサウンドを演出し、野球ゲームを新たな次元へと引き上げます。 詳しくは公式サイトをチェック https://www.konami.com/games/prospi/2024-2025/ 一般社団法人日本野球機構承認 Konami Digital Entertainment/WBCI ©2024 SAMURAI JAPAN 日本プロ野球名球会公認 日本プロ野球OBクラブ公認 日本プロ野球外国人OB選手会公認 プロ野球フランチャイズ球場公認 ゲーム内に再現された球場内看板は、原則として2023年,
PPV3-INV-0086,Official channel mixed catalog,Q9scqsaYhb8,【10月17日 発売】動画クリエイターじゃなかったら、野球場で活躍する○○になりたい！森元流那さん：メイキング＆インタビュー『プロ野球スピリッツ2024-2025』,2024-07-11,https://www.youtube.com/watch?v=Q9scqsaYhb8,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_flat_playlist_then_per_video_metadata,"[""プロ野球スピリッツ"",""OB""]",PROSPI_ONLY_EXCLUDED_FROM_SP033: Prospi-only video excluded from SP-033 PowerPro lane.,false,[],,,,,,false,IN_SCOPE,OK,“PLAYからFEELへ”『プロ野球スピリッツ2024-2025』（PlayStation®5、Steam®）10月17日発売！ プロ野球チームのＧＭ兼社長になる新モード「myBALLPARK」と1人のプロ野球選手になりきって球界のスターを目指す「スタープレイヤー」に、マルチに活躍するあのさんや雪平莉左さん、動画クリエイターの森元流那さんが登場します。撮影時の様子やインタビューを公開！ 『プロ野球スピリッツ2024-2025』は、次世代の野球エンジン「eBaseball™ Engine」を搭載し、PlayStation®5とSteam®に対応。 「eBaseball™ Engine」は、球場で見るような打球の軌道、選手たちの必死な動作、歓喜を爆発させる大観衆など、スタジアム内のあらゆるモーションとサウンドを演出し、野球ゲームを新たな次元へと引き上げます。 詳しくは公式サイトをチェック https://www.konami.com/games/prospi/2024-2025/ 一般社団法人日本野球機構承認 Konami Digital Entertainment/WBCI ©2024 SAMURAI JAPAN 日本プロ野球名球会公認 日本プロ野球OBクラブ公認 日本プロ野球外国人OB選手会公認 プロ野球フランチャイズ球場公認 ゲーム内に再現された球場内看板は、原則として2023年,
PPV3-INV-0088,Official channel mixed catalog,15da85Sze-4,今日は何の日？,2024-07-05,https://www.youtube.com/watch?v=15da85Sze-4,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_flat_playlist_then_per_video_metadata,[],NO_POWERPRO_SIGNAL: No PowerPro signal in the fetched title/description.,false,[],,,,,,false,IN_SCOPE,OK,,
PPV3-INV-0089,Official channel mixed catalog,TFpR64Mc0N8,パ・リーグを託した！イチローが監督・コーチから選出！2024TSイチローセレクション選手発表パ・リーグ編 【プロスピA】,2024-05-28,https://www.youtube.com/watch?v=TFpR64Mc0N8,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_flat_playlist_then_per_video_metadata,"[""プロスピ"",""プロ野球スピリッツ"",""プロスピA""]",PROSPI_ONLY_EXCLUDED_FROM_SP033: Prospi-only video excluded from SP-033 PowerPro lane.,false,[],,,,,,false,IN_SCOPE,OK,プロ野球スピリッツAにイチローさんが帰ってきた！！ 2024年は12球団の監督・コーチから各球団1名を選出。 イチローさんがパ・リーグを引っ張っていく存在になると認めたあの5ツールプレイヤーや 長い現役生活でたった2度だけのガッツポーズを披露した打席のエピソードなどを語る！ 2024TS「イチローセレクション」は5/30(木)~登場！ 珠玉の選手たちをぜひ手に入れてください！ ▼プロスピAダウンロードはこちら https://app.adjust.com/1cxcykxx ▼プロスピA公式X https://x.com/prospiA_PR ▼プロスピA公式サイト https://www.konami.com/games/prospi_a/ 一般社団法人日本野球機構承認 ©Konami Digital Entertainment,
PPV3-INV-0090,Official channel mixed catalog,s5n8g6g4mz8,〇〇は芸術点が高い！？イチローが監督・コーチから選出！2024TSイチローセレクション選手発表セ・リーグ編 【プロスピA】,2024-05-27,https://www.youtube.com/watch?v=s5n8g6g4mz8,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_flat_playlist_then_per_video_metadata,"[""プロスピ"",""プロ野球スピリッツ"",""プロスピA""]",PROSPI_ONLY_EXCLUDED_FROM_SP033: Prospi-only video excluded from SP-033 PowerPro lane.,false,[],,,,,,false,IN_SCOPE,OK,プロ野球スピリッツAにイチローさんが帰ってきた！！ 2024年は12球団の監督・コーチから各球団1名を選出。 イチローさんがライバルとして意識していたマシンガン打線の中核や 「振りたいのに手が出ない」と言わしめた名クローザーとのエピソードを語る！ 2024TS「イチローセレクション」は5/30(木)~登場！ 珠玉の選手たちをぜひ手に入れてください！ ▼プロスピAダウンロードはこちら https://app.adjust.com/1cxcykxx ▼プロスピA公式X https://x.com/prospiA_PR ▼プロスピA公式サイト https://www.konami.com/games/prospi_a/ 一般社団法人日本野球機構承認 ©Konami Digital Entertainment,
PPV3-INV-0097,Official channel mixed catalog,0yNZ0wCRHs0,ニューイヤー特番！プロスピA お正月王決定戦【プロ野球スピリッツA】,2024-01-06,https://www.youtube.com/watch?v=0yNZ0wCRHs0,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_flat_playlist_then_per_video_metadata,"[""プロスピ"",""プロ野球スピリッツ"",""プロスピA"",""対決""]",PROSPI_ONLY_EXCLUDED_FROM_SP033: Prospi-only video excluded from SP-033 PowerPro lane.,false,[],,,,,,false,IN_SCOPE,OK,2024年のラッキーボーイ・ラッキーガールを決める！ インフルエンサーたちが2組に分かれて、羽子板対決や巨大だるま落としなど様々な企画に挑戦。 企画の成績に応じてスカウトを引いてオリジナルオーダーを作ってリアルタイム対戦で戦います。 公式番組初出演のばりやわとんこつ、サワヤンも大活躍！？ ばりやわとんこつのお二人が対決した第1戦の羽子板対決では、スタッフも想定外の大記録が飛び出す...！ さらに、サワヤンのお二人が対決した第2戦は、ダルマ落とし対決・プロスピＡ対決ともに爆笑必至の展開に。そしてプロスピAを始めて2か月のサワさんの腕前はいかに！ 第3戦では糸井さん天谷さんが対決。 糸井さんは、2023年夏に杉谷さんとの対決に敗れた雪辱を晴らせるのか！ 第4戦はパワフルスピリッツからサイコさん、カイトさんが参戦、対決します。 頭脳派サイコさんと天才肌カイトさん、勝利の行方が見逃せない！ 第5戦〓V.I.P〓さんとCLAYさんの対決では、大将同士の意地がぶつかる！ 総合優勝をかけた負けられない戦い。最後に勝利の女神がほほ笑むのはどちらだ！ ＜出演者＞ 〓V.I.P〓 CLAY 糸井嘉男 天谷宗一郎 ばりやわとんこつ(新谷あやか、永松文太) サワヤン SAWAYAN パワフルスピリッツメンバー(サイコ、カイト) 公式Xでは、「年末年始Xお年玉キャンペーン」を実施中！ プロスピA公式Xをフォ,
PPV3-INV-0098,PowerPro,RJ6qdn1br3o,【天才だと思うプロ野球選手は〇〇選手！】甲子園を目指すなら〇〇を鍛えろ！高校野球は選手より監督が面白い！ #栄冠クロス,2023-12-20,https://www.youtube.com/watch?v=RJ6qdn1br3o,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_flat_playlist_then_per_video_metadata,"[""パワプロ"",""パワフルプロ野球""]",POWERPRO_CURRENT_OR_EDITION_CONTEXT: PowerPro term present; retained as official PowerPro context even without an explicit ability term.,false,[],,,,,,false,OUT_OF_SCOPE,OK,『パワフルプロ野球 栄冠ナイン クロスロード』に、 イチローさんが「野手」と「投手」2タイプの特待生としてスカウトに登場！ ◇「 イチロー登場記念キャンペーン」実施中！ 期間中、栄冠クロスにログインするとSR[投手]イチローをプレゼント！ 開催期間 2023年12月20日(水)～2024年1月10日(水) 11:59 00:00 オープニング 00:15 イチローさん『パワフルプロ野球 栄冠ナイン クロスロード』をはじめたらしい 01:00 イチローさんにとって甲子園とは 04:54 監督ってやっぱり面白い 06:13 甲子園を目指すなら〇〇を鍛えろ 10:03 イチローさん「特待生ガチャ」に挑戦 17:29 イチローさんが天才だと思うプロ野球選手 21:34 「センター返しならいつでもできる」は本当！？ 25:10 イチローさんのドラフト発表は？ 30:18 特待生鈴木くん最後の夏 36:29 監督の面白さ 公式サイト：https://www.konami.com/pawa/eikan_crossroad/ 公式X：https://twitter.com/pawa_eikan573 ⓒKonami Digital Entertainment #栄冠クロス #イチロー #パワプロ,
PPV3-INV-0099,Official channel mixed catalog,8mZ59Tas6nE,【今年の最強は誰だ？!】プロ野球選手チャンピオンシップ2023開催！,2023-12-15,https://www.youtube.com/watch?v=8mZ59Tas6nE,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_flat_playlist_then_per_video_metadata,"[""プロスピ"",""プロ野球スピリッツ"",""プロスピA"",""OB""]",PROSPI_ONLY_EXCLUDED_FROM_SP033: Prospi-only video excluded from SP-033 PowerPro lane.,false,[],,,,,,false,OUT_OF_SCOPE,OK,現役プロ野球選手たちがプロ野球スピリッツAを用いて競うeスポーツ大会。今年で3回目の開催。 各選手が自分で育て上げたベストオーダーを用いリアルタイム対戦で激突！ 各球団1名ずつの出場者に昨年王者を加えた合計13名が出場し3代目王者の座を狙う！ ＜出場選手＞ ■ 水野 達稀（北海道日本ハム） ■ 西 純矢（阪神） ■ 矢野 雅哉（広島） ■ 坂本 裕哉（DeNA） ■ 今村 信貴（巨人） ■ 田口 麗斗（ヤクルト） ■ 石垣 雅海（中日） ■ 齋藤 響介（オリックス） ■ 西村 天裕（ロッテ） ■ 谷川原 健太（ソフトバンク） ■ 田中 和基（楽天） ■ 佐藤 龍世（西武） ■ 金村 尚真（北海道日本ハム） さらに石垣雅海選手、田中和基選手、西村天裕選手の3選手が、 12/23(土)開催のeBASEBALLプロスピAリーグのe日本シリーズに参戦！ リアルタイム対戦でプロ野球OBに本気の3本勝負を挑みます！ 詳細はこちら！ https://e-baseball.konami.net/prospi_a_league/schedule/nippon/#_event 03:55:31 【お詫び】一部映像が乱れている箇所がございます。 ご迷惑をおかけしましたことお詫び申し上げます。 ------- プロスピA のダウンロードはこちらから https://app.adjust.com/kpdl9,
PPV3-INV-0100,PowerPro,wmiieuNRRuE,【ゲノム大学附属高校編解説】ゲノムを集めて経験点を稼ごう！【パワプロアプリ】,2023-11-27,https://www.youtube.com/watch?v=wmiieuNRRuE,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_flat_playlist_then_per_video_metadata,"[""パワプロ""]",POWERPRO_CURRENT_OR_EDITION_CONTEXT: PowerPro term present; retained as official PowerPro context even without an explicit ability term.,false,[],,,,,,false,OUT_OF_SCOPE,OK,新シナリオ #ゲノム大学附属高校 編 11/27～配信開始！ 【「ゲノム大学附属高校編」ストーリー概要】 人類の進化を導く研究を進めている来間博士が野球部の監督に就任。 彼の発明した「ゲノムフレグランス」により野球部はパワーアップ！ しかし、なんと仲間が驚くべき姿に変身！？ これまで謎に包まれていたゲノム大学附属高校、ついに配信！ パワプロアプリ9周年記念キャンペーンも同時開催！ 詳細はアプリ内お知らせにてご確認ください。 #パワプロアプリ 公式Twitter：https://twitter.com/pawa_app573 #パワプロアプリ 公式サイト：https://www.konami.com/pawa/app/,
PPV3-INV-0101,PowerPro,ZSHCu-8QhQA,プロスピAは今年で8周年！～プロスピA8周年記念特番～,2023-10-24,https://www.youtube.com/watch?v=ZSHCu-8QhQA,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_flat_playlist_then_per_video_metadata,"[""パワプロ"",""プロスピ"",""プロスピA""]",POWERPRO_CURRENT_OR_EDITION_CONTEXT: PowerPro term present; retained as official PowerPro context even without an explicit ability term.,false,[],,,,,,false,OUT_OF_SCOPE,OK,プロスピAは今年で8周年！ 日頃の感謝を込めて豪華ゲストと共にお届けする 「プロスピA8周年記念特番」 ユーザーの皆様に初出しする情報が満載な見どころたっぷりの番組になっているのでぜひご覧ください！ なんと8周年を祝してあの人からもメッセージが、、、 最後までお楽しみください！ 【出演者】 ■ 里崎 智也さん ■ 向井 葉月さん（乃木坂46） ■ 黒見 明香さん（乃木坂46） ■ 【V.I.P】さん ■ 槙嶋 範彦 さん パワプロ・プロスピ公式チャンネルはこちら【https://www.youtube.com/channel/UCWzEh28vj3mQKpe0fzVTOUw】 プロスピA公式Xはこちら 【https://twitter.com/prospiA_PR】,
PPV3-INV-0102,PowerPro,bpKrJg20WX0,『パワフルプロ野球 栄冠ナイン クロスロード』メインプロモーションムービー,2023-09-22,https://www.youtube.com/watch?v=bpKrJg20WX0,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_flat_playlist_then_per_video_metadata,"[""パワプロ"",""パワフルプロ野球""]",POWERPRO_CURRENT_OR_EDITION_CONTEXT: PowerPro term present; retained as official PowerPro context even without an explicit ability term.,false,[],,,,,,false,OUT_OF_SCOPE,OK,『パワフルプロ野球 栄冠ナイン クロスロード』配信開始！ パワプロシリーズの大人気モード「栄冠ナイン」がついにスマホアプリ版で登場！ ▼アプリのダウンロードはこちら https://app.adjust.com/14ij78oq 【「パワフルプロ野球 栄冠ナイン クロスロード」とは】 高校野球の監督になってチームを育成、甲子園を目指そう。 始めは弱小校でも部員たちが次の世代にバトンをつなぎ、いつかは「甲子園常連校」に！ パワプロシリーズで人気の「栄冠ナイン」の世界観はそのままに、新要素でチーム育成の奥深さがさらにアップ！ 公式X：https://twitter.com/pawa_eikan573 公式サイト：https://www.konami.com/pawa/eikan_crossroad/,
PPV3-INV-0103,PowerPro,zyQ0cPAzGNk,大阪桐蔭高校吹奏楽部『群像夏』 ～パワフルプロ野球 栄冠ナイン クロスロード イメージソングVer.～,2023-09-19,https://www.youtube.com/watch?v=zyQ0cPAzGNk,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_flat_playlist_then_per_video_metadata,"[""パワプロ"",""パワフルプロ野球""]",POWERPRO_CURRENT_OR_EDITION_CONTEXT: PowerPro term present; retained as official PowerPro context even without an explicit ability term.,false,[],,,,,,false,OUT_OF_SCOPE,OK,『パワフルプロ野球 栄冠ナイン クロスロード』イメージソングとして、 『eBASEBALLパワフルプロ野球2022』主題歌の「群像夏」を 大阪桐蔭高等学校吹奏楽部の皆様に演奏いただきました！ 今回のイメージソングは『パワプロ 栄冠クロス』のオープニングでも使用されています。 『パワフルプロ野球 栄冠ナイン クロスロード』9月20日(水)より配信開始！ パワプロシリーズの大人気モード「栄冠ナイン」がついにスマホアプリ版で登場！ ▼アプリのダウンロードはこちら https://app.adjust.com/14ij78oq 【「パワフルプロ野球 栄冠ナイン クロスロード」とは】 高校野球の監督になってチームを育成、甲子園を目指そう。 始めは弱小校でも部員たちが次の世代にバトンをつなぎ、いつかは「甲子園常連校」に！ パワプロシリーズで人気の「栄冠ナイン」の世界観はそのままに、新要素でチーム育成の奥深さがさらにアップ！ 公式X：https://twitter.com/pawa_eikan573 公式サイト：https://www.konami.com/pawa/eikan_crossroad/,
PPV3-INV-0104,PowerPro,-L1Gumr9Bbs,【斎藤佑樹が先行プレイ】パワプロ 栄冠クロスで目指せ全国大会！プレイ動画第2弾,2023-09-08,https://www.youtube.com/watch?v=-L1Gumr9Bbs,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_flat_playlist_then_per_video_metadata,"[""パワプロ"",""パワフルプロ野球""]",POWERPRO_CURRENT_OR_EDITION_CONTEXT: PowerPro term present; retained as official PowerPro context even without an explicit ability term.,false,[],,,,,,false,OUT_OF_SCOPE,OK,第一弾はこちら！ https://www.youtube.com/watch?v=AEV274vcvgI アプリの事前登録・ダウンロードはこちら https://app.adjust.com/13d3woei 『パワフルプロ野球 栄冠ナイン クロスロード』9月20日(水)より配信開始！ パワプロシリーズの大人気モード「栄冠ナイン」がついにスマホアプリ版で登場！ 【「パワフルプロ野球 栄冠ナイン クロスロード」とは】 高校野球の監督になってチームを育成、甲子園を目指そう。 始めは弱小校でも部員たちが次の世代にバトンをつなぎ、いつかは「甲子園常連校」に！ パワプロシリーズで人気の「栄冠ナイン」の世界観はそのままに、新要素でチーム育成の奥深さがさらにアップ！ 公式X（旧Twitter）：https://twitter.com/pawa_eikan573 公式サイト：https://www.konami.com/pawa/eikan_crossroad/,
PPV3-INV-0105,PowerPro,zfb4X4hhDyU,パワプロの日直前特番2023 ～パワプロ好き全員集合～,2023-08-18,https://www.youtube.com/watch?v=zfb4X4hhDyU,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_flat_playlist_then_per_video_metadata,"[""パワプロ""]",POWERPRO_CURRENT_OR_EDITION_CONTEXT: PowerPro term present; retained as official PowerPro context even without an explicit ability term.,false,[],,,,,,false,OUT_OF_SCOPE,OK,8月18日(金)20時～配信！ 番組では ・パワプロ2022 ・WBSCパワプロ ・パワプロ 栄冠クロス ・パワプロアプリ/パワチャン2023 の情報をご紹介！ この夏はパワプロを遊びつくそう！ 【出演者】 ・清水久嗣 ・細谷美友 【スケジュール】 00:00:00 配信開始 00:03:49 パワプロ2022 00:05:22 WBSCパワプロ 00:08:11 パワプロ 栄冠クロス 00:12:17 パワプロアプリ＆パワチャン 00:35:00 エンディング #パワプロ #パワプロの日,
PPV3-INV-0106,PowerPro,Yk3s29tU0mw,『パワフルプロ野球 栄冠ナイン クロスロード』TVCM　僕らの斎藤佑樹篇,2023-08-10,https://www.youtube.com/watch?v=Yk3s29tU0mw,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_flat_playlist_then_per_video_metadata,"[""パワプロ"",""パワフルプロ野球""]",POWERPRO_CURRENT_OR_EDITION_CONTEXT: PowerPro term present; retained as official PowerPro context even without an explicit ability term.,false,[],,,,,,false,OUT_OF_SCOPE,OK,元プロ野球選手の斎藤佑樹さんが出演する『パワプロ 栄冠クロス』のテレビCMが 8月6日（日）よりABCテレビ・テレビ朝日系列で放送される「熱闘甲子園」の放送枠で放映中！ 『パワフルプロ野球 栄冠ナイン クロスロード』9月20日(水)より配信開始！ パワプロシリーズの大人気モード「栄冠ナイン」がついにスマホアプリ版で登場！ 【「パワフルプロ野球 栄冠ナイン クロスロード」とは】 高校野球の監督になってチームを育成、甲子園を目指そう。 始めは弱小校でも部員たちが次の世代にバトンをつなぎ、いつかは「甲子園常連校」に！ パワプロシリーズで人気の「栄冠ナイン」の世界観はそのままに、新要素でチーム育成の奥深さがさらにアップ！ 事前登録キャンペーンも実施中！ 詳細はこちら https://www.konami.com/pawa/eikan_crossroad/topic/registration 公式Twitter：https://twitter.com/pawa_eikan573 公式サイト：https://www.konami.com/pawa/eikan_crossroad/,
PPV3-INV-0107,Official channel mixed catalog,SLdb3uO_H9E,杉谷拳士vs糸井嘉男！？　まさかのリアルタイム対戦に大注目！？杉谷のプロスピA成長記！第3弾,2023-08-04,https://www.youtube.com/watch?v=SLdb3uO_H9E,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_flat_playlist_then_per_video_metadata,"[""プロスピ"",""プロスピA"",""OB""]",PROSPI_ONLY_EXCLUDED_FROM_SP033: Prospi-only video excluded from SP-033 PowerPro lane.,false,[],,,,,,false,OUT_OF_SCOPE,OK,プロ野球OB杉谷拳士さんがプロスピAに初挑戦！ ゼロから始めてプロスピAを楽しみつくす動画企画「杉谷のプロスピA成長記！」第3弾を公開しました。 第3弾では、ゲストで糸井嘉男さんが参戦！ 杉谷さんと同じくプロスピAを始めた糸井さんとリアルタイム対戦で3本勝負を繰り広げます。 第1弾動画はこちら https://youtu.be/gh_vDYPGJps 第2弾動画はこちら https://youtu.be/s6I10vOFLkU さらに、8/11(金・祝)に開催されるVスピリッツカップへの参戦も決定！ 杉谷さんは赤組・糸井さんは青組のメンバーとして大会に臨みます！ Vスピリッツカップの詳細はこちら https://e-baseball.konami.net/event/2023/vspirits_cup/ プロスピAのダウンロードはこちらから https://app.adjust.com/12x74ssh プロスピA公式Twitter https://twitter.com/prospiA_PR プロスピA公式サイト https://www.konami.com/games/prospi_a/ 一般社団法人日本野球機構承認 日本プロ野球名球会公認 日本プロ野球OBクラブ公認 日本プロ野球外国人OB選手会公認 プロ野球フランチャイズ球場公認 Japan Baseball Data(株),
PPV3-INV-0108,Official channel mixed catalog,s6I10vOFLkU,杉谷拳士がプロスピAに初挑戦！杉谷のプロスピA成長記！第2弾,2023-07-28,https://www.youtube.com/watch?v=s6I10vOFLkU,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_flat_playlist_then_per_video_metadata,"[""プロスピ"",""プロスピA"",""OB""]",PROSPI_ONLY_EXCLUDED_FROM_SP033: Prospi-only video excluded from SP-033 PowerPro lane.,false,[],,,,,,false,OUT_OF_SCOPE,OK,プロ野球OB杉谷拳士さんがプロスピAに初挑戦！ ゼロから始めてプロスピAを楽しみつくす動画企画「杉谷のプロスピA成長記！」第2弾！ 第2弾では、スタートダッシュスカウト&リアルタイム対戦に挑戦！ スタートダッシュスカウトでオーダーを着実に強化しリアルタイム対戦に初挑戦しました。 ホームランも飛び出し順風満帆に思われたリアタイ道・・・しかし試合は衝撃の展開に！ 第1弾動画はこちら https://youtu.be/gh_vDYPGJps プロスピAのダウンロードはこちらから https://app.adjust.com/12x74ssh プロスピA公式Twitter https://twitter.com/prospiA_PR プロスピA公式サイト https://www.konami.com/games/prospi_a/ 一般社団法人日本野球機構承認 日本プロ野球名球会公認 日本プロ野球OBクラブ公認 日本プロ野球外国人OB選手会公認 プロ野球フランチャイズ球場公認 Japan Baseball Data(株) All other copyrights or trademarks are the property of their respective owners and are used under license. ⓒKonami Digital Entertainment,
PPV3-INV-0109,PowerPro,T612eViP4Nw,『パワフルプロ野球 栄冠ナイン クロスロード』ティザームービー,2023-07-24,https://www.youtube.com/watch?v=T612eViP4Nw,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_flat_playlist_then_per_video_metadata,"[""パワプロ"",""パワフルプロ野球""]",POWERPRO_CURRENT_OR_EDITION_CONTEXT: PowerPro term present; retained as official PowerPro context even without an explicit ability term.,false,[],,,,,,false,OUT_OF_SCOPE,OK,パワプロシリーズの大人気モード「栄冠ナイン」がついにスマホアプリ版で登場！ 『パワフルプロ野球 栄冠ナイン クロスロード』続報をお楽しみに！ 公式Twitter：https://twitter.com/pawa_eikan573 公式サイト：https://www.konami.com/pawa/eikan_crossroad/,
PPV3-INV-0110,Official channel mixed catalog,gh_vDYPGJps,杉谷拳士がプロスピAに初挑戦！杉谷のプロスピA成長記！第1弾,2023-07-21,https://www.youtube.com/watch?v=gh_vDYPGJps,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_flat_playlist_then_per_video_metadata,"[""プロスピ"",""プロスピA"",""OB""]",PROSPI_ONLY_EXCLUDED_FROM_SP033: Prospi-only video excluded from SP-033 PowerPro lane.,false,[],,,,,,false,OUT_OF_SCOPE,OK,プロ野球OB杉谷拳士さんがプロスピAに初挑戦！ ゼロから始めてプロスピAを楽しみつくす動画企画「杉谷のプロスピA成長記！」第1弾！ 第1弾では、選手育成・Vロードに挑戦。 バッティング・ピッチング操作では、早くも才能の片鱗が・・・！？ これから始まる杉谷さんのプロスピ道が見逃せない！ プロスピAのダウンロードはこちらから https://app.adjust.com/12x74ssh プロスピA公式Twitter https://twitter.com/prospiA_PR プロスピA公式サイト https://www.konami.com/games/prospi_a/ 一般社団法人日本野球機構承認 日本プロ野球名球会公認 日本プロ野球OBクラブ公認 日本プロ野球外国人OB選手会公認 プロ野球フランチャイズ球場公認 Japan Baseball Data(株) All other copyrights or trademarks are the property of their respective owners and are used under license. ⓒKonami Digital Entertainment,
