game,video_id,title,description_short,published_at,source_url,official_channel_id,channel_name,discovery_method,matched_terms,relevant_reason,target_players_from_title_if_any,comments_available,comments_retrieved,platform_reported_comment_count,retrieval_method,retrieval_bound_or_missingness,already_in_old_inventory,old_inventory_sources,metadata_status,collection_attempted_at
Prospi,hN5K7B7nfNU,『パワフルプロ野球2024-2025』レジェンドOB対決動画　バファローズ 対 ホークス,"パワプロ30周年特別企画「レジェンドOB対決」第四弾
レジェンドOB対決「バファローズ 対 ホークス」の動画を公開しました！

糸井さんが「バファローズ歴代レジェンドチーム」を、森福さんが「ホークス歴代レジェンドチーム」を率いて「パワプロ2024」で対戦。

それぞれのレジェンドが活躍する「レジェンドOB対決」をお楽しみください！

さらに！
レジェンドのサインが入ったプレゼントキャンペーン開催！

【伝説のボール回し サインボールプレゼントキャンペーン】
「レジェンドOB対決」を記念してXキャンペーンを開催！

・パワプロ・プロスピ公式アカウント（@pawapuro_pro）をフォローして、 対象のポストを「#パワプロ2024OB対決」をつけて、感想を添えてリポストしてください。
抽選で合計7名様にレジェンドOB15名のサインが入ったボールをプレゼント！

詳細は下記URLからご確認ください。
 https://www.konami.com/pawa/2024-2025/special


#パワプロ2024 #パワプロ2024OB対決

一般社団法人日本野球機構承認 Konami Digital Entertainment/WBCI ©2024 SAMURAI JAPAN
日本プロ野球名球会公認 日本プロ野球OBクラブ公認 日本プロ野球外国人OB選手会公認

プロ野球フランチャイズ球場公認 ゲーム内に再現された球場内看板は、原則として2023年度プロ野球公式戦のデータを基に制作しています。

データは、Japan Baseball Data(株)が独自に収集したものであり、公式記録とは異なる場合があります。

提供情報の手段を問わず、いかなる目的であれ無断で複製、転送、販売等を行うことを固く禁じます。

All other copyrights or trademarks are the property of their respective owners and are used under license.
©Konami Digital Entertainment",2024-07-17,https://www.youtube.com/watch?v=hN5K7B7nfNU,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_side_scan_then_bounded_remainder,プロスピ;ts;ob,description_identifies_prospi_and_ability_or_update_context,,True,269,269,yt-dlp --get-comments,requested_all_parents_all_replies_all_depth,,,OK,2026-08-14T16:45:56Z
Prospi,2egN5kYxyio,『パワフルプロ野球2024-2025』レジェンドOB対決動画　大阪近鉄 対 南海 対 阪急,"“30年分のパワフルを。”
「パワフルプロ野球2024-2025」（Nintendo Switch™・PlayStation®4）7月18日発売！
公式サイト： https://www.konami.com/pawa/2024-2025/　

パワプロ30周年特別企画「レジェンドOB対決」の
第6弾はレジェンドOB対決、大阪近鉄 対 南海 対 阪急のオールド3球団対決！

それぞれのレジェンドが活躍する「レジェンドOB対決」をお楽しみください！

パワプロ2024では動画内で吉岡さん、山本さん、星野さんが語ってくれた思い出の一戦をはじめ
レジェンドOB15名のオリジナルシナリオを公開中なので是非、お楽しみください！

詳細はこちら
https://www.konami.com/pawa/2024-2025/special

また、レジェンドOBのサインが入ったプレゼントキャンペーン開催中です！

【伝説のボール回し サインボールプレゼントキャンペーン】
「レジェンドOB対決」を記念してXキャンペーンを開催！

・パワプロ・プロスピ公式アカウント（@pawapuro_pro）をフォローして、 対象のポストを「#パワプロ2024OB対決」をつけて、感想を添えてリポストしてください。
抽選で合計7名様にレジェンドOB15名のサインが入ったボールをプレゼント！

詳細は下記URLからご確認ください。
https://www.konami.com/pawa/2024-2025/special#ob_ball_cp


#パワプロ2024 #パワプロ2024OB対決

一般社団法人日本野球機構承認 Konami Digital Entertainment/WBCI ©2024 SAMURAI JAPAN
日本プロ野球名球会公認 日本プロ野球OBクラブ公認 日本プロ野球外国人OB選手会公認

プロ野球フランチャイズ球場公認 ゲーム内に再現された球場内看板は、原則として2023年度プロ野球公式戦のデータを基に制作しています。

データは、Japan Baseball Data(株)が独自に収集したものであり、公式記録とは異なる場合があります。

提供情報の手段を問わず、いかなる目的であれ無断で複製、転送、販売等を行うことを固く禁じます。

All other copyright…",2024-07-18,https://www.youtube.com/watch?v=2egN5kYxyio,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_side_scan_then_bounded_remainder,プロスピ;ts;ob,description_identifies_prospi_and_ability_or_update_context,,True,232,232,yt-dlp --get-comments,requested_all_parents_all_replies_all_depth,,,OK,2026-08-14T16:45:57Z
Prospi,m6O3gUWdZuM,『パワフルプロ野球2024-2025』レジェンドOB対決動画　カープ 対 ベイスターズ,"“30年分のパワフルを。”
「パワフルプロ野球2024-2025」（Nintendo Switch™・PlayStation®4）7月18日発売！
公式サイト： https://www.konami.com/pawa/2024-2025/

パワプロ30周年特別企画「レジェンドOB対決」の
第5弾レジェンドOB対決、野村さん率いる「ベイスターズ歴代レジェンドチーム」と
達川さん率いる「カープ歴代レジェンドチーム」の動画を公開しました。

パワプロ2024では動画内で野村さん、達川さんが語ってくれた思い出の一戦を
オリジナルシナリオとして公開中なので是非、お楽しみください！

詳細はこちら
https://www.konami.com/pawa/2024-2025/special

レジェンドOBのサインが入ったプレゼントキャンペーン開催中！

【伝説のボール回し サインボールプレゼントキャンペーン】
「レジェンドOB対決」を記念してXキャンペーンを開催！

・パワプロ・プロスピ公式アカウント（@pawapuro_pro）をフォローして、 対象のポストを「#パワプロ2024OB対決」をつけて、感想を添えてリポストしてください。
抽選で合計7名様にレジェンドOB15名のサインが入ったボールをプレゼント！

詳細は下記URLからご確認ください。
https://www.konami.com/pawa/2024-2025/special#ob_ball_cp

#パワプロ2024 #パワプロ2024OB対決

一般社団法人日本野球機構承認 Konami Digital Entertainment/WBCI ©2024 SAMURAI JAPAN
日本プロ野球名球会公認 日本プロ野球OBクラブ公認 日本プロ野球外国人OB選手会公認

プロ野球フランチャイズ球場公認 ゲーム内に再現された球場内看板は、原則として2023年度プロ野球公式戦のデータを基に制作しています。

データは、Japan Baseball Data(株)が独自に収集したものであり、公式記録とは異なる場合があります。

提供情報の手段を問わず、いかなる目的であれ無断で複製、転送、販売等を行うことを固く禁じます。

All other copyrights or trademarks are the prop…",2024-07-18,https://www.youtube.com/watch?v=m6O3gUWdZuM,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_side_scan_then_bounded_remainder,プロスピ;ts;ob,description_identifies_prospi_and_ability_or_update_context,,True,277,277,yt-dlp --get-comments,requested_all_parents_all_replies_all_depth,,,OK,2026-08-14T16:45:57Z
Prospi,-DHtzgiY6VQ,『パワフルプロ野球2024-2025』レジェンドOB対決動画　ジャイアンツ 対 タイガース,"“30年分のパワフルを。”
「パワフルプロ野球2024-2025」（Nintendo Switch™・PlayStation®4）好評発売中！
公式サイト： https://www.konami.com/pawa/2024-2025/

パワプロ30周年特別企画「レジェンドOB対決」の
ラストは第7弾レジェンドOB対決、槙原さん率いる「ジャイアンツ歴代レジェンドチーム」と井川さん率いる「タイガース歴代レジェンドチーム」の動画を公開しました。

それぞれのレジェンドが活躍する「レジェンドOB対決」をお楽しみください！

パワプロ2024では動画内で槙原さん、井川さんが語ってくれた思い出の一戦をはじめ
レジェンドOB15名のオリジナルシナリオを公開中なので是非、お楽しみください！

詳細はこちら
https://www.konami.com/pawa/2024-2025/special


また、レジェンドOBのサインが入ったプレゼントキャンペーン開催中です！

【伝説のボール回し サインボールプレゼントキャンペーン】
「レジェンドOB対決」を記念してXキャンペーンを開催！

・パワプロ・プロスピ公式アカウント（@pawapuro_pro）をフォローして、 対象のポストを「#パワプロ2024OB対決」をつけて、感想を添えてリポストしてください。
抽選で合計7名様にレジェンドOB15名のサインが入ったボールをプレゼント！

詳細は下記URLからご確認ください。
https://www.konami.com/pawa/2024-2025/special#ob_ball_cp


#パワプロ2024 #パワプロ2024OB対決

©︎阪神タイガース
一般社団法人日本野球機構承認 Konami Digital Entertainment/WBCI ©2024 SAMURAI JAPAN
日本プロ野球名球会公認 日本プロ野球OBクラブ公認 日本プロ野球外国人OB選手会公認

プロ野球フランチャイズ球場公認 ゲーム内に再現された球場内看板は、原則として2023年度プロ野球公式戦のデータを基に制作しています。

データは、Japan Baseball Data(株)が独自に収集したものであり、公式記録とは異なる場合があります。

提供情報の手段を問わず、いかなる目的であれ無断で複…",2024-07-22,https://www.youtube.com/watch?v=-DHtzgiY6VQ,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_side_scan_then_bounded_remainder,プロスピ;ts;ob,description_identifies_prospi_and_ability_or_update_context,,True,236,236,yt-dlp --get-comments,requested_all_parents_all_replies_all_depth,,,OK,2026-08-14T16:46:08Z
Prospi,jdfUYFjoQV0,セレクション登場選手 先行公開　レジェンドOB選手と語る【プロスピセレクション 20th SPIRITS】,"「2024 プロスピセレクション 20th SPIRITS」の選手が登場する特別なスカウト
「セレクションカーニバル」開催決定！
このセレクションは歴代プロ野球スピリッツのパッケージに掲載されていた選手から12名が選出！！
なんとこの動画で 2024セレクション 20th SPIRITS登場選手を先行公開します！

さらに球界のレジェンド小笠原道大さん・松中信彦さんと共に
プロスピシリーズのパッケージ選手になったシーズンを振り返る特別企画を実施！
プロスピA内の能力を基に当時のエピソードなどをお聞きします！

そして8月22日から変更されるパワーヒッター・プルヒッターを
 〓Ｖ．Ｉ．Ｐ〓さんと里崎智也さんがリアタイ対決で体験！
2人はいったいなにを語る！？

【出演者】
■ 松中 信彦 さん
■ 小笠原 道大 さん
■ 里崎 智也さん
■ 〓Ｖ．Ｉ．Ｐ〓さん
■ 槙嶋 範彦さん

「セレクションカーニバル」
期間：8月8日 (木) 15 : 00 ～ 8月16日 (金) 14 : 59
「2024プロスピセレクション 20th SPIRITS」のSランク選手が1人確定の無料10連スカウトも実施！！

※動画内で表示されている田中将大選手の画像、スピリッツはプロスピセレクションで登場するものと異なります。

▼プロスピAダウンロードはこちら https://app.adjust.com/1cxcykxx
▼プロスピA公式X https://x.com/prospiA_PR
▼プロスピA公式サイト https://www.konami.com/games/prospi_a/
一般社団法人日本野球機構承認 ©Konami Digital Entertainment",2024-08-07,https://www.youtube.com/watch?v=jdfUYFjoQV0,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_side_scan_then_bounded_remainder,プロスピ;プロ野球スピリッツ;スピリッツ;prospi;プロスピa;能力;セレクション;ts;ob;登場選手,title_explicitly_identifies_prospi,,True,1318,1318,yt-dlp --get-comments,requested_all_parents_all_replies_all_depth,,,OK,2026-08-14T16:46:10Z
Prospi,e5dwQoPyYsA,『プロ野球スピリッツ2024-2025』プロモーションムービー,"“PLAYからFEELへ”
「プロ野球スピリッツ2024-2025」（PlayStation®5、Steam®）10月17日発売！

次世代の野球エンジン「eBaseball™ Engine」を搭載し、PlayStation®5とSteam®に対応。

▼公式サイト
https://www.konami.com/games/prospi/2024-2025/

▼公式X
https://x.com/pawapuro_pro

※本映像には発売日に配信されるアップデートが反映されたものも含まれています

一般社団法人日本野球機構承認
Konami Digital Entertainment/WBCI  ©2024 SAMURAI JAPAN
日本プロ野球名球会公認  日本プロ野球OBクラブ公認  日本プロ野球外国人OB選手会公認  プロ野球フランチャイズ球場公認 Ⓒ阪神タイガース
ゲーム内に再現された球場内看板は、原則として2023年度プロ野球公式戦のデータを基に制作しています。
データは、Japan Baseball Data(株)が独自に収集したものであり、公式記録とは異なる場合があります。提供情報の手段を問わず、いかなる目的であれ無断で複製、転送、販売等を行う事を固く禁じます。
All other copyrights or trademarks are the property of their respective owners and are used under license.
©2024 Sony Interactive Entertainment Inc.“PlayStation”、 “PS5”は、株式会社ソニー・インタラクティブエンタテインメントの登録商標または商標です。
©2024 Valve Corporation. Steam及びSteamロゴは、米国及びまたはその他の国のValve Corporationの商標及びまたは登録商標です。
Unreal® is a trademark or registered trademark of Epic Games, Inc. in the United States of America and elsewhere
© Copyright 2009-2024 Techno-Speech, Inc.…",2024-09-11,https://www.youtube.com/watch?v=e5dwQoPyYsA,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_side_scan_then_bounded_remainder,プロ野球スピリッツ;スピリッツ;prospi;プロ野球スピリッツ2024;アップデート;ts;ob,title_explicitly_identifies_prospi,,True,1990,1990,yt-dlp --get-comments,requested_all_parents_all_replies_all_depth,,,OK,2026-08-14T16:46:13Z
Prospi,6P5Z1qOE_oM,イチローがプロスピ2024をプレイ！ KOBE CHIBEN VS オリックス・バファローズ 前編 『プロ野球スピリッツ2024-2025』,"“PLAYからFEELへ”
「プロ野球スピリッツ2024-2025」（PlayStation®5、Steam®）10月17日発売！

次世代の野球エンジン「eBaseball™ Engine」を搭載し、PlayStation®5とSteam®に対応。

イチローさんがプロスピ2024をプレイ！
現在のイチローさんの顔をゲーム内で再現した、
プレイ動画特別仕様でイチローさん率いるKOBE CHIBEN VS オリックス・バファローズの対決が実現！

▼イチロー×プロスピ2024
https://www.youtube.com/playlist?list=PLVkLJ-aYi8nJ35PMVsigy261HkGcvTdBJ

▼公式サイト
https://www.konami.com/games/prospi/2024-2025/

▼公式X
https://x.com/pawapuro_pro

※本映像は2024年1月末に収録されました
※一部、今回の企画用に特別に作成されたデータを使用しております

一般社団法人日本野球機構承認
Konami Digital Entertainment/WBCI  ©2024 SAMURAI JAPAN
日本プロ野球名球会公認  日本プロ野球OBクラブ公認  日本プロ野球外国人OB選手会公認  プロ野球フランチャイズ球場公認 Ⓒ阪神タイガース
ゲーム内に再現された球場内看板は、原則として2023年度プロ野球公式戦のデータを基に制作しています。
データは、Japan Baseball Data(株)が独自に収集したものであり、公式記録とは異なる場合があります。提供情報の手段を問わず、いかなる目的であれ無断で複製、転送、販売等を行う事を固く禁じます。
All other copyrights or trademarks are the property of their respective owners and are used under license.
©2024 Sony Interactive Entertainment Inc.“PlayStation”、 “PS5”は、株式会社ソニー・インタラクティブエンタテインメントの登録商標または商標です。
©2024 Valve Corporation. Steam及びSteam…",2024-09-20,https://www.youtube.com/watch?v=6P5Z1qOE_oM,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_side_scan_then_bounded_remainder,プロスピ;プロ野球スピリッツ;スピリッツ;prospi;プロスピ20;プロスピ2024;プロ野球スピリッツ2024;ts;ob,title_explicitly_identifies_prospi,,True,339,339,yt-dlp --get-comments,requested_all_parents_all_replies_all_depth,,,OK,2026-08-14T16:46:15Z
Prospi,77ysFGiQ5IM,イチローができるまで：MOTION CAPTURE MAKING #1 準備編 『プロ野球スピリッツ2024-2025』,"“PLAYからFEELへ”
「プロ野球スピリッツ2024-2025」（PlayStation®5、Steam®）10月17日発売！

次世代の野球エンジン「eBaseball™ Engine」を搭載し、PlayStation®5とSteam®に対応。

イチローさんがモーション収録を体験！
ここでしか見られない貴重なメイキング映像を公開！

▼イチロー×プロスピ2024
https://www.youtube.com/playlist?list=PLVkLJ-aYi8nJ35PMVsigy261HkGcvTdBJ

▼公式サイト
https://www.konami.com/games/prospi/2024-2025/

▼公式X
https://x.com/pawapuro_pro


一般社団法人日本野球機構承認
Konami Digital Entertainment/WBCI  ©2024 SAMURAI JAPAN
日本プロ野球名球会公認  日本プロ野球OBクラブ公認  日本プロ野球外国人OB選手会公認  プロ野球フランチャイズ球場公認 Ⓒ阪神タイガース
ゲーム内に再現された球場内看板は、原則として2023年度プロ野球公式戦のデータを基に制作しています。
データは、Japan Baseball Data(株)が独自に収集したものであり、公式記録とは異なる場合があります。提供情報の手段を問わず、いかなる目的であれ無断で複製、転送、販売等を行う事を固く禁じます。
All other copyrights or trademarks are the property of their respective owners and are used under license.
©2024 Sony Interactive Entertainment Inc.“PlayStation”、 “PS5”は、株式会社ソニー・インタラクティブエンタテインメントの登録商標または商標です。
©2024 Valve Corporation. Steam及びSteamロゴは、米国及びまたはその他の国のValve Corporationの商標及びまたは登録商標です。
Unreal® is a trademark or registered trademark of Epic Gam…",2024-09-20,https://www.youtube.com/watch?v=77ysFGiQ5IM,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_side_scan_then_bounded_remainder,プロスピ;プロ野球スピリッツ;スピリッツ;prospi;プロスピ20;プロスピ2024;プロ野球スピリッツ2024;ts;ob,title_explicitly_identifies_prospi,,True,30,30,yt-dlp --get-comments,requested_all_parents_all_replies_all_depth,,,OK,2026-08-14T16:46:15Z
Prospi,n0rZ1IrWtIA,イチローができるまで：MOTION CAPTURE MAKING #2 バッティング編 『プロ野球スピリッツ2024-2025』,"“PLAYからFEELへ”
「プロ野球スピリッツ2024-2025」（PlayStation®5、Steam®）10月17日発売！

次世代の野球エンジン「eBaseball™ Engine」を搭載し、PlayStation®5とSteam®に対応。

イチローさんがモーション収録を体験！
ここでしか見られない貴重なメイキング映像を公開！

▼イチロー×プロスピ2024
https://www.youtube.com/playlist?list=PLVkLJ-aYi8nJ35PMVsigy261HkGcvTdBJ

▼公式サイト
https://www.konami.com/games/prospi/2024-2025/

▼公式X
https://x.com/pawapuro_pro


一般社団法人日本野球機構承認
Konami Digital Entertainment/WBCI  ©2024 SAMURAI JAPAN
日本プロ野球名球会公認  日本プロ野球OBクラブ公認  日本プロ野球外国人OB選手会公認  プロ野球フランチャイズ球場公認 Ⓒ阪神タイガース
ゲーム内に再現された球場内看板は、原則として2023年度プロ野球公式戦のデータを基に制作しています。
データは、Japan Baseball Data(株)が独自に収集したものであり、公式記録とは異なる場合があります。提供情報の手段を問わず、いかなる目的であれ無断で複製、転送、販売等を行う事を固く禁じます。
All other copyrights or trademarks are the property of their respective owners and are used under license.
©2024 Sony Interactive Entertainment Inc.“PlayStation”、 “PS5”は、株式会社ソニー・インタラクティブエンタテインメントの登録商標または商標です。
©2024 Valve Corporation. Steam及びSteamロゴは、米国及びまたはその他の国のValve Corporationの商標及びまたは登録商標です。
Unreal® is a trademark or registered trademark of Epic Gam…",2024-09-20,https://www.youtube.com/watch?v=n0rZ1IrWtIA,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_side_scan_then_bounded_remainder,プロスピ;プロ野球スピリッツ;スピリッツ;prospi;プロスピ20;プロスピ2024;プロ野球スピリッツ2024;ts;ob,title_explicitly_identifies_prospi,,True,108,108,yt-dlp --get-comments,requested_all_parents_all_replies_all_depth,,,OK,2026-08-14T16:46:22Z
Prospi,oLYNhSCWjS0,イチローができるまで：3Dフォトスキャンメイキング 『プロ野球スピリッツ2024-2025』,"“PLAYからFEELへ”
「プロ野球スピリッツ2024-2025」（PlayStation®5、Steam®）10月17日発売！

次世代の野球エンジン「eBaseball™ Engine」を搭載し、PlayStation®5とSteam®に対応。

イチローさんがモーション収録を体験！
ここでしか見られない貴重なメイキング映像を公開！

▼イチロー×プロスピ2024
https://www.youtube.com/playlist?list=PLVkLJ-aYi8nJ35PMVsigy261HkGcvTdBJ

▼公式サイト
https://www.konami.com/games/prospi/2024-2025/

▼公式X
https://x.com/pawapuro_pro

一般社団法人日本野球機構承認
Konami Digital Entertainment/WBCI  ©2024 SAMURAI JAPAN
日本プロ野球名球会公認  日本プロ野球OBクラブ公認  日本プロ野球外国人OB選手会公認  プロ野球フランチャイズ球場公認 Ⓒ阪神タイガース
ゲーム内に再現された球場内看板は、原則として2023年度プロ野球公式戦のデータを基に制作しています。
データは、Japan Baseball Data(株)が独自に収集したものであり、公式記録とは異なる場合があります。提供情報の手段を問わず、いかなる目的であれ無断で複製、転送、販売等を行う事を固く禁じます。
All other copyrights or trademarks are the property of their respective owners and are used under license.
©2024 Sony Interactive Entertainment Inc.“PlayStation”、 “PS5”は、株式会社ソニー・インタラクティブエンタテインメントの登録商標または商標です。
©2024 Valve Corporation. Steam及びSteamロゴは、米国及びまたはその他の国のValve Corporationの商標及びまたは登録商標です。
Unreal® is a trademark or registered trademark of Epic Game…",2024-09-20,https://www.youtube.com/watch?v=oLYNhSCWjS0,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_side_scan_then_bounded_remainder,プロスピ;プロ野球スピリッツ;スピリッツ;prospi;プロスピ20;プロスピ2024;プロ野球スピリッツ2024;ts;ob,title_explicitly_identifies_prospi,,True,13,13,yt-dlp --get-comments,requested_all_parents_all_replies_all_depth,,,OK,2026-08-14T16:46:22Z
Prospi,opjfeVgrOs4,イチローがプロスピ2024をプレイ！ KOBE CHIBEN VS オリックス・バファローズ 後編 『プロ野球スピリッツ2024-2025』,"“PLAYからFEELへ”
「プロ野球スピリッツ2024-2025」（PlayStation®5、Steam®）10月17日発売！

次世代の野球エンジン「eBaseball™ Engine」を搭載し、PlayStation®5とSteam®に対応。

イチローさんがプロスピ2024をプレイ！
現在のイチローさんの顔をゲーム内で再現した、
プレイ動画特別仕様でイチローさん率いるKOBE CHIBEN VS オリックス・バファローズの対決が実現！

▼イチロー×プロスピ2024
https://www.youtube.com/playlist?list=PLVkLJ-aYi8nJ35PMVsigy261HkGcvTdBJ

▼公式サイト
https://www.konami.com/games/prospi/2024-2025/

▼公式X
https://x.com/pawapuro_pro

※本映像は2024年1月末に収録されました
※一部、今回の企画用に特別に作成されたデータを使用しております

一般社団法人日本野球機構承認
Konami Digital Entertainment/WBCI  ©2024 SAMURAI JAPAN
日本プロ野球名球会公認  日本プロ野球OBクラブ公認  日本プロ野球外国人OB選手会公認  プロ野球フランチャイズ球場公認 Ⓒ阪神タイガース
ゲーム内に再現された球場内看板は、原則として2023年度プロ野球公式戦のデータを基に制作しています。
データは、Japan Baseball Data(株)が独自に収集したものであり、公式記録とは異なる場合があります。提供情報の手段を問わず、いかなる目的であれ無断で複製、転送、販売等を行う事を固く禁じます。
All other copyrights or trademarks are the property of their respective owners and are used under license.
©2024 Sony Interactive Entertainment Inc.“PlayStation”、 “PS5”は、株式会社ソニー・インタラクティブエンタテインメントの登録商標または商標です。
©2024 Valve Corporation. Steam及びSteam…",2024-09-20,https://www.youtube.com/watch?v=opjfeVgrOs4,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_side_scan_then_bounded_remainder,プロスピ;プロ野球スピリッツ;スピリッツ;prospi;プロスピ20;プロスピ2024;プロ野球スピリッツ2024;ts;ob,title_explicitly_identifies_prospi,,True,510,510,yt-dlp --get-comments,requested_all_parents_all_replies_all_depth,,,OK,2026-08-14T16:46:26Z
Prospi,q4AsOr1aNCk,イチローができるまで：MOTION CAPTURE MAKING #3 守備・投球編 『プロ野球スピリッツ2024-2025』,"“PLAYからFEELへ”
「プロ野球スピリッツ2024-2025」（PlayStation®5、Steam®）10月17日発売！

次世代の野球エンジン「eBaseball™ Engine」を搭載し、PlayStation®5とSteam®に対応。

イチローさんがモーション収録を体験！
ここでしか見られない貴重なメイキング映像を公開！

▼イチロー×プロスピ2024
https://www.youtube.com/playlist?list=PLVkLJ-aYi8nJ35PMVsigy261HkGcvTdBJ

▼公式サイト
https://www.konami.com/games/prospi/2024-2025/

▼公式X
https://x.com/pawapuro_pro


一般社団法人日本野球機構承認
Konami Digital Entertainment/WBCI  ©2024 SAMURAI JAPAN
日本プロ野球名球会公認  日本プロ野球OBクラブ公認  日本プロ野球外国人OB選手会公認  プロ野球フランチャイズ球場公認 Ⓒ阪神タイガース
ゲーム内に再現された球場内看板は、原則として2023年度プロ野球公式戦のデータを基に制作しています。
データは、Japan Baseball Data(株)が独自に収集したものであり、公式記録とは異なる場合があります。提供情報の手段を問わず、いかなる目的であれ無断で複製、転送、販売等を行う事を固く禁じます。
All other copyrights or trademarks are the property of their respective owners and are used under license.
©2024 Sony Interactive Entertainment Inc.“PlayStation”、 “PS5”は、株式会社ソニー・インタラクティブエンタテインメントの登録商標または商標です。
©2024 Valve Corporation. Steam及びSteamロゴは、米国及びまたはその他の国のValve Corporationの商標及びまたは登録商標です。
Unreal® is a trademark or registered trademark of Epic Gam…",2024-09-20,https://www.youtube.com/watch?v=q4AsOr1aNCk,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_side_scan_then_bounded_remainder,プロスピ;プロ野球スピリッツ;スピリッツ;prospi;プロスピ20;プロスピ2024;プロ野球スピリッツ2024;ts;ob,title_explicitly_identifies_prospi,,True,48,48,yt-dlp --get-comments,requested_all_parents_all_replies_all_depth,,,OK,2026-08-14T16:46:29Z
Prospi,pcf3nWd3XOc,イチローが球団社長に！？ プロスピ2024 「ｍyBALLPARK」 編 『プロ野球スピリッツ2024-2025』,"“PLAYからFEELへ”
「プロ野球スピリッツ2024-2025」（PlayStation®5、Steam®）10月17日発売！
次世代の野球エンジン「eBaseball™ Engine」を搭載し、PlayStation®5とSteam®に対応。

球団社長イチローが誕生！？
イチローさんが新モード「myBALLPARK」で、理想の球団経営を語る！

https://www.youtube.com/playlist?list=PLVkLJ-aYi8nJ35PMVsigy261HkGcvTdBJ
▼公式サイト
https://www.konami.com/games/prospi/2024-2025/

▼公式X
https://x.com/pawapuro_pro

※本映像は2024年1月末に収録されました
※一部、今回の企画用に特別に作成されたデータを使用しております


一般社団法人日本野球機構承認
Konami Digital Entertainment/WBCI  ©2024 SAMURAI JAPAN
日本プロ野球名球会公認  日本プロ野球OBクラブ公認  日本プロ野球外国人OB選手会公認  プロ野球フランチャイズ球場公認 Ⓒ阪神タイガース
ゲーム内に再現された球場内看板は、原則として2023年度プロ野球公式戦のデータを基に制作しています。
データは、Japan Baseball Data(株)が独自に収集したものであり、公式記録とは異なる場合があります。提供情報の手段を問わず、いかなる目的であれ無断で複製、転送、販売等を行う事を固く禁じます。
All other copyrights or trademarks are the property of their respective owners and are used under license.
©2024 Sony Interactive Entertainment Inc.“PlayStation”、 “PS5”は、株式会社ソニー・インタラクティブエンタテインメントの登録商標または商標です。
©2024 Valve Corporation. Steam及びSteamロゴは、米国及びまたはその他の国のValve Corporationの商標及びまたは登録商標です。
Unreal® is a …",2024-10-04,https://www.youtube.com/watch?v=pcf3nWd3XOc,UCWzEh28vj3mQKpe0fzVTOUw,パワプロ・プロスピ公式チャンネル,official_channel_side_scan_then_bounded_remainder,プロスピ;プロ野球スピリッツ;スピリッツ;prospi;プロスピ20;プロスピ2024;プロ野球スピリッツ2024;ts;ob,title_explicitly_identifies_prospi,,True,161,161,yt-dlp --get-comments,requested_all_parents_all_replies_all_depth,,,OK,2026-08-14T16:46:32Z
