player_id,player,player_canonical,team,team_canonical,stage1_profile_status,stage1_profile_present,npb_plus_sprint_speed_kmh,blind_v3_match_status,blind_v3_baseline_raw,blind_v3_baseline_rounded,final_freeze_rating,final_freeze_decision_class,powerpro_match_status,powerpro_match_method,powerpro_candidate_count,powerpro_2026_roster_display_name,powerpro_2026_roster_normalized_name,powerpro_2026_speed,residual_a,residual_b,position_source,position_match_status,position_raw_jp,position,position_group,current_usage_plate_appearances,current_usage_games,current_usage_pos_breakdown,age,age_status,acceleration_class,exposure_pa,exposure_games
51455153,土田 龍空,土田龍空,中日ドラゴンズ,中日ドラゴンズ,STAGE_1_BLIND_PHYSICAL_CONSTRUCT_V2,true,31.2,EXACT_PLAYER_ID_OR_TEAM_NAME_MATCH,61.937,62,62,CURRENT_SPRINT_LIMITED_SUPPORT,EXACT_CANONICAL_TEAM_MATCH,SAME_TEAM_UNIQUE_CANONICAL_ROSTER_LABEL_RESOLUTION,1,土　田,土田,66,-4,-4,data/pennant.db::npb_usage_2026.primary_pos,EXACT_NORMALIZED_NAME_UNIQUE_CURRENT_USAGE,中,CF,MIDDLE_PREMIUM,34,15,"{""二"":506,""中"":778,""左"":82,""右"":12,""遊"":58}",,MISSING_NO_FROZEN_AGE_FIELD,INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,43,38
01305131,大島 洋平,大島洋平,中日ドラゴンズ,中日ドラゴンズ,STAGE_1_BLIND_PHYSICAL_CONSTRUCT_V2,true,31.7,EXACT_PLAYER_ID_OR_TEAM_NAME_MATCH,66.424,66,66,CURRENT_SPRINT_LIMITED_SUPPORT,EXACT_CANONICAL_TEAM_MATCH,SAME_TEAM_UNIQUE_CANONICAL_ROSTER_LABEL_RESOLUTION,1,大　島,大島,74,-8,-8,data/pennant.db::npb_usage_2026.primary_pos,EXACT_NORMALIZED_NAME_UNIQUE_CURRENT_USAGE,中,CF,MIDDLE_PREMIUM,66,21,"{""中"":2083}",,MISSING_NO_FROZEN_AGE_FIELD,INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,66,21
81585151,岡林 勇希,岡林勇希,中日ドラゴンズ,中日ドラゴンズ,STAGE_1_BLIND_PHYSICAL_CONSTRUCT_V2,true,32.5,EXACT_PLAYER_ID_OR_TEAM_NAME_MATCH,73.604,74,74,CURRENT_SPRINT_WITH_DIRECTIONAL_HISTORY,EXACT_CANONICAL_TEAM_MATCH,SAME_TEAM_UNIQUE_CANONICAL_ROSTER_LABEL_RESOLUTION,1,岡　林,岡林,81,-7,-7,data/pennant.db::npb_usage_2026.primary_pos,EXACT_NORMALIZED_NAME_UNIQUE_CURRENT_USAGE,中,CF,MIDDLE_PREMIUM,171,39,"{""中"":6864}",,MISSING_NO_FROZEN_AGE_FIELD,INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,235,54
31735132,木下 拓哉,木下拓哉,中日ドラゴンズ,中日ドラゴンズ,STAGE_1_BLIND_PHYSICAL_CONSTRUCT_V2,true,29.4,EXACT_PLAYER_ID_OR_TEAM_NAME_MATCH,45.781,46,46,CURRENT_SPRINT_LIMITED_SUPPORT,EXACT_CANONICAL_TEAM_MATCH,SAME_TEAM_UNIQUE_CANONICAL_ROSTER_LABEL_RESOLUTION,1,木下拓,木下拓,39,7,7,data/pennant.db::npb_usage_2026.primary_pos,EXACT_NORMALIZED_NAME_UNIQUE_CURRENT_USAGE,捕,C,CORNER_CATCHER,53,17,"{""捕"":2808}",,MISSING_NO_FROZEN_AGE_FIELD,INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,63,21
03105157,村松 開人,村松開人,中日ドラゴンズ,中日ドラゴンズ,STAGE_1_BLIND_PHYSICAL_CONSTRUCT_V2,true,33.4,EXACT_PLAYER_ID_OR_TEAM_NAME_MATCH,81.682,82,82,CURRENT_SPRINT_CONFIRMED,EXACT_CANONICAL_TEAM_MATCH,SAME_TEAM_UNIQUE_CANONICAL_ROSTER_LABEL_RESOLUTION,1,村　松,村松,80,2,2,data/pennant.db::npb_usage_2026.primary_pos,EXACT_NORMALIZED_NAME_UNIQUE_CURRENT_USAGE,遊,SS,MIDDLE_PREMIUM,348,84,"{""遊"":13164}",,MISSING_NO_FROZEN_AGE_FIELD,INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,413,99
91395132,板山 祐太郎,板山祐太郎,中日ドラゴンズ,中日ドラゴンズ,STAGE_1_BLIND_PHYSICAL_CONSTRUCT_V2,true,32,EXACT_PLAYER_ID_OR_TEAM_NAME_MATCH,69.117,69,69,CURRENT_SPRINT_CONFIRMED,EXACT_CANONICAL_TEAM_MATCH,SAME_TEAM_UNIQUE_CANONICAL_ROSTER_LABEL_RESOLUTION,1,板　山,板山,72,-3,-3,data/pennant.db::npb_usage_2026.primary_pos,EXACT_NORMALIZED_NAME_UNIQUE_CURRENT_USAGE,右,RF,MIDDLE_PREMIUM,144,51,"{""右"":2698,""一"":487,""三"":105,""二"":824,""左"":243,""中"":514}",,MISSING_NO_FROZEN_AGE_FIELD,INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,182,67
21025157,田中 幹也,田中幹也,中日ドラゴンズ,中日ドラゴンズ,STAGE_1_BLIND_PHYSICAL_CONSTRUCT_V2,true,33.5,EXACT_PLAYER_ID_OR_TEAM_NAME_MATCH,82.58,83,83,CURRENT_SPRINT_WITH_DIRECTIONAL_HISTORY,EXACT_CANONICAL_TEAM_MATCH,SAME_TEAM_UNIQUE_CANONICAL_ROSTER_LABEL_RESOLUTION,1,田　中,田中,83,0,0,data/pennant.db::npb_usage_2026.primary_pos,EXACT_NORMALIZED_NAME_UNIQUE_CURRENT_USAGE,二,2B,MIDDLE_NEUTRAL,241,66,"{""二"":10161}",,MISSING_NO_FROZEN_AGE_FIELD,INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,247,73
91195151,石川 昂弥,石川昂弥,中日ドラゴンズ,中日ドラゴンズ,STAGE_1_BLIND_PHYSICAL_CONSTRUCT_V2,true,30.6,EXACT_PLAYER_ID_OR_TEAM_NAME_MATCH,56.552,57,57,CURRENT_SPRINT_CONFIRMED,EXACT_CANONICAL_TEAM_MATCH,SAME_TEAM_UNIQUE_CANONICAL_ROSTER_LABEL_RESOLUTION,1,石川昂,石川昂,41,16,16,data/pennant.db::npb_usage_2026.primary_pos,EXACT_NORMALIZED_NAME_UNIQUE_CURRENT_USAGE,三,3B,CORNER_CATCHER,170,48,"{""一"":1416,""三"":5889}",,MISSING_NO_FROZEN_AGE_FIELD,INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,236,64
81685157,福永 裕基,福永裕基,中日ドラゴンズ,中日ドラゴンズ,STAGE_1_BLIND_PHYSICAL_CONSTRUCT_V2,true,33,EXACT_PLAYER_ID_OR_TEAM_NAME_MATCH,78.092,78,78,CURRENT_SPRINT_CONFIRMED,EXACT_CANONICAL_TEAM_MATCH,SAME_TEAM_UNIQUE_CANONICAL_ROSTER_LABEL_RESOLUTION,1,福　永,福永,64,14,14,data/pennant.db::npb_usage_2026.primary_pos,EXACT_NORMALIZED_NAME_UNIQUE_CURRENT_USAGE,三,3B,CORNER_CATCHER,194,57,"{""二"":737,""三"":6082,""一"":298}",,MISSING_NO_FROZEN_AGE_FIELD,INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,256,73
31835134,細川 成也,細川成也,中日ドラゴンズ,中日ドラゴンズ,STAGE_1_BLIND_PHYSICAL_CONSTRUCT_V2,true,32.7,EXACT_PLAYER_ID_OR_TEAM_NAME_MATCH,75.399,75,75,CURRENT_SPRINT_WITH_DIRECTIONAL_HISTORY,EXACT_CANONICAL_TEAM_MATCH,SAME_TEAM_UNIQUE_CANONICAL_ROSTER_LABEL_RESOLUTION,1,細　川,細川,60,15,15,data/pennant.db::npb_usage_2026.primary_pos,EXACT_NORMALIZED_NAME_UNIQUE_CURRENT_USAGE,左,LF,CORNER_CATCHER,360,86,"{""左"":13116}",,MISSING_NO_FROZEN_AGE_FIELD,INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,429,102
91095135,高橋 周平,高橋周平,中日ドラゴンズ,中日ドラゴンズ,STAGE_1_BLIND_PHYSICAL_CONSTRUCT_V2,true,29.5,EXACT_PLAYER_ID_OR_TEAM_NAME_MATCH,46.679,47,47,CURRENT_SPRINT_CONFIRMED,EXACT_CANONICAL_TEAM_MATCH,SAME_TEAM_UNIQUE_CANONICAL_ROSTER_LABEL_RESOLUTION,1,高橋周,高橋周,46,1,1,data/pennant.db::npb_usage_2026.primary_pos,EXACT_NORMALIZED_NAME_UNIQUE_CURRENT_USAGE,三,3B,CORNER_CATCHER,92,39,"{""一"":674,""三"":1696}",,MISSING_NO_FROZEN_AGE_FIELD,INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,102,48
31435157,奈良間 大己,奈良間大己,北海道日本ハムファイターズ,北海道日本ハムファイターズ,STAGE_1_BLIND_PHYSICAL_CONSTRUCT_V2,true,31.7,EXACT_PLAYER_ID_OR_TEAM_NAME_MATCH,66.424,66,67,STANDARDIZED_AND_CURRENT_AGREE,EXACT_CANONICAL_TEAM_MATCH,SAME_TEAM_UNIQUE_CANONICAL_ROSTER_LABEL_RESOLUTION,1,奈良間,奈良間,64,2,3,data/pennant.db::npb_usage_2026.primary_pos,EXACT_NORMALIZED_NAME_UNIQUE_CURRENT_USAGE,二,2B,MIDDLE_NEUTRAL,171,54,"{""遊"":530,""三"":1125,""二"":5869}",,MISSING_NO_FROZEN_AGE_FIELD,TEMPORAL_CONSTRUCT_CONFLICT,192,84
63165155,水野 達稀,水野達稀,北海道日本ハムファイターズ,北海道日本ハムファイターズ,STAGE_1_BLIND_PHYSICAL_CONSTRUCT_V2,true,33.4,EXACT_PLAYER_ID_OR_TEAM_NAME_MATCH,81.682,82,82,CURRENT_SPRINT_LIMITED_SUPPORT,EXACT_CANONICAL_TEAM_MATCH,SAME_TEAM_UNIQUE_CANONICAL_ROSTER_LABEL_RESOLUTION,1,水　野,水野,71,11,11,data/pennant.db::npb_usage_2026.primary_pos,EXACT_NORMALIZED_NAME_UNIQUE_CURRENT_USAGE,遊,SS,MIDDLE_PREMIUM,350,84,"{""遊"":11756,""二"":832}",,MISSING_NO_FROZEN_AGE_FIELD,INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,409,98
41545136,清宮 幸太郎,清宮幸太郎,北海道日本ハムファイターズ,北海道日本ハムファイターズ,STAGE_1_BLIND_PHYSICAL_CONSTRUCT_V2,true,31.7,EXACT_PLAYER_ID_OR_TEAM_NAME_MATCH,66.424,66,66,CURRENT_SPRINT_WITH_DIRECTIONAL_HISTORY,EXACT_CANONICAL_TEAM_MATCH,SAME_TEAM_UNIQUE_CANONICAL_ROSTER_LABEL_RESOLUTION,1,清　宮,清宮,56,10,10,data/pennant.db::npb_usage_2026.primary_pos,EXACT_NORMALIZED_NAME_UNIQUE_CURRENT_USAGE,一,1B,CORNER_CATCHER,323,83,"{""一"":9877,""左"":292,""三"":422}",,MISSING_NO_FROZEN_AGE_FIELD,INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,363,97
51055138,田宮 裕涼,田宮裕涼,北海道日本ハムファイターズ,北海道日本ハムファイターズ,STAGE_1_BLIND_PHYSICAL_CONSTRUCT_V2,true,32.4,EXACT_PLAYER_ID_OR_TEAM_NAME_MATCH,72.707,73,73,CURRENT_SPRINT_WITH_DIRECTIONAL_HISTORY,EXACT_CANONICAL_TEAM_MATCH,SAME_TEAM_UNIQUE_CANONICAL_ROSTER_LABEL_RESOLUTION,1,田　宮,田宮,68,5,5,data/pennant.db::npb_usage_2026.primary_pos,EXACT_NORMALIZED_NAME_UNIQUE_CURRENT_USAGE,捕,C,CORNER_CATCHER,217,65,"{""捕"":9144}",,MISSING_NO_FROZEN_AGE_FIELD,INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,236,74
21925151,郡司 裕也,郡司裕也,北海道日本ハムファイターズ,北海道日本ハムファイターズ,STAGE_1_BLIND_PHYSICAL_CONSTRUCT_V2,true,32.7,EXACT_PLAYER_ID_OR_TEAM_NAME_MATCH,75.399,75,75,CURRENT_SPRINT_CONFIRMED,EXACT_CANONICAL_TEAM_MATCH,SAME_TEAM_UNIQUE_CANONICAL_ROSTER_LABEL_RESOLUTION,1,郡　司,郡司,61,14,14,data/pennant.db::npb_usage_2026.primary_pos,EXACT_NORMALIZED_NAME_UNIQUE_CURRENT_USAGE,三,3B,CORNER_CATCHER,249,67,"{""三"":8359,""一"":363,""左"":346}",,MISSING_NO_FROZEN_AGE_FIELD,INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,284,79
31435138,野村 佑希,野村佑希,北海道日本ハムファイターズ,北海道日本ハムファイターズ,STAGE_1_BLIND_PHYSICAL_CONSTRUCT_V2,true,31.7,EXACT_PLAYER_ID_OR_TEAM_NAME_MATCH,66.424,66,66,CURRENT_SPRINT_CONFIRMED,EXACT_CANONICAL_TEAM_MATCH,SAME_TEAM_UNIQUE_CANONICAL_ROSTER_LABEL_RESOLUTION,1,野　村,野村,52,14,14,data/pennant.db::npb_usage_2026.primary_pos,EXACT_NORMALIZED_NAME_UNIQUE_CURRENT_USAGE,左,LF,CORNER_CATCHER,257,73,"{""二"":1086,""三"":2015,""右"":496,""左"":3793,""一"":1525,""中"":49}",,MISSING_NO_FROZEN_AGE_FIELD,INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,302,84
03505133,ソト,ソト,千葉ロッテマリーンズ,千葉ロッテマリーンズ,STAGE_1_BLIND_PHYSICAL_CONSTRUCT_V2,true,30.1,EXACT_PLAYER_ID_OR_TEAM_NAME_MATCH,52.064,52,52,CURRENT_SPRINT_LIMITED_SUPPORT,EXACT_CANONICAL_TEAM_MATCH,SAME_TEAM_UNIQUE_CANONICAL_ROSTER_LABEL_RESOLUTION,1,ソ　ト,ソト,40,12,12,data/pennant.db::npb_usage_2026.primary_pos,EXACT_NORMALIZED_NAME_UNIQUE_CURRENT_USAGE,一,1B,CORNER_CATCHER,249,75,"{""一"":6630}",,MISSING_NO_FROZEN_AGE_FIELD,INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,302,88
63065155,ポランコ,ポランコ,千葉ロッテマリーンズ,千葉ロッテマリーンズ,STAGE_1_BLIND_PHYSICAL_CONSTRUCT_V2,true,31.1,EXACT_PLAYER_ID_OR_TEAM_NAME_MATCH,61.039,61,63,OLD_DIRECT_T90_DIRECTIONAL,EXACT_CANONICAL_TEAM_MATCH,SAME_TEAM_UNIQUE_CANONICAL_ROSTER_LABEL_RESOLUTION,1,ポランコ,ポランコ,63,-2,0,data/pennant.db::npb_usage_2026.primary_pos,EXACT_NORMALIZED_NAME_UNIQUE_CURRENT_USAGE,左,LF,CORNER_CATCHER,149,52,"{""左"":270}",,MISSING_NO_FROZEN_AGE_FIELD,TEMPORAL_CONSTRUCT_CONFLICT,149,52
71075151,佐藤 都志也,佐藤都志也,千葉ロッテマリーンズ,千葉ロッテマリーンズ,STAGE_1_BLIND_PHYSICAL_CONSTRUCT_V2,true,31.3,EXACT_PLAYER_ID_OR_TEAM_NAME_MATCH,62.834,63,63,CURRENT_SPRINT_WITH_DIRECTIONAL_HISTORY,EXACT_CANONICAL_TEAM_MATCH,SAME_TEAM_UNIQUE_CANONICAL_ROSTER_LABEL_RESOLUTION,1,佐　藤,佐藤,71,-8,-8,data/pennant.db::npb_usage_2026.primary_pos,EXACT_NORMALIZED_NAME_UNIQUE_CURRENT_USAGE,捕,C,CORNER_CATCHER,261,74,"{""捕"":10247}",,MISSING_NO_FROZEN_AGE_FIELD,INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,301,88
71275157,友杉 篤輝,友杉篤輝,千葉ロッテマリーンズ,千葉ロッテマリーンズ,STAGE_1_BLIND_PHYSICAL_CONSTRUCT_V2,true,32.7,EXACT_PLAYER_ID_OR_TEAM_NAME_MATCH,75.399,75,75,P0_STANDARDIZED_VS_CURRENT_ADJUDICATION,EXACT_CANONICAL_TEAM_MATCH,SAME_TEAM_UNIQUE_CANONICAL_ROSTER_LABEL_RESOLUTION,1,友　杉,友杉,87,-12,-12,data/pennant.db::npb_usage_2026.primary_pos,EXACT_NORMALIZED_NAME_UNIQUE_CURRENT_USAGE,遊,SS,MIDDLE_PREMIUM,262,76,"{""遊"":11307,""二"":40}",,MISSING_NO_FROZEN_AGE_FIELD,TEMPORAL_CONSTRUCT_CONFLICT,270,83
81885136,安田 尚憲,安田尚憲,千葉ロッテマリーンズ,千葉ロッテマリーンズ,STAGE_1_BLIND_PHYSICAL_CONSTRUCT_V2,true,29.6,EXACT_PLAYER_ID_OR_TEAM_NAME_MATCH,47.576,48,48,CURRENT_SPRINT_WITH_DIRECTIONAL_HISTORY,EXACT_CANONICAL_TEAM_MATCH,SAME_TEAM_UNIQUE_CANONICAL_ROSTER_LABEL_RESOLUTION,1,安　田,安田,46,2,2,data/pennant.db::npb_usage_2026.primary_pos,EXACT_NORMALIZED_NAME_UNIQUE_CURRENT_USAGE,三,3B,CORNER_CATCHER,82,29,"{""一"":1270,""三"":1546}",,MISSING_NO_FROZEN_AGE_FIELD,INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,129,42
11715153,小川 龍成,小川龍成,千葉ロッテマリーンズ,千葉ロッテマリーンズ,STAGE_1_BLIND_PHYSICAL_CONSTRUCT_V2,true,33.4,EXACT_PLAYER_ID_OR_TEAM_NAME_MATCH,81.682,82,82,CURRENT_SPRINT_CONFIRMED,EXACT_CANONICAL_TEAM_MATCH,SAME_TEAM_UNIQUE_CANONICAL_ROSTER_LABEL_RESOLUTION,1,小　川,小川,86,-4,-4,data/pennant.db::npb_usage_2026.primary_pos,EXACT_NORMALIZED_NAME_UNIQUE_CURRENT_USAGE,二,2B,MIDDLE_NEUTRAL,296,79,"{""二"":10481,""左"":41,""遊"":1759}",,MISSING_NO_FROZEN_AGE_FIELD,INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,346,96
91895138,山口 航輝,山口航輝,千葉ロッテマリーンズ,千葉ロッテマリーンズ,STAGE_1_BLIND_PHYSICAL_CONSTRUCT_V2,true,31.9,EXACT_PLAYER_ID_OR_TEAM_NAME_MATCH,68.219,68,68,CURRENT_SPRINT_WITH_DIRECTIONAL_HISTORY,EXACT_CANONICAL_TEAM_MATCH,SAME_TEAM_UNIQUE_CANONICAL_ROSTER_LABEL_RESOLUTION,1,山　口,山口,52,16,16,data/pennant.db::npb_usage_2026.primary_pos,EXACT_NORMALIZED_NAME_UNIQUE_CURRENT_USAGE,左,LF,CORNER_CATCHER,188,53,"{""一"":1092,""左"":4208}",,MISSING_NO_FROZEN_AGE_FIELD,INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,243,67
11515139,岡 大海,岡大海,千葉ロッテマリーンズ,千葉ロッテマリーンズ,STAGE_1_BLIND_PHYSICAL_CONSTRUCT_V2,true,32.6,EXACT_PLAYER_ID_OR_TEAM_NAME_MATCH,74.502,75,75,CURRENT_SPRINT_WITH_DIRECTIONAL_HISTORY,EXACT_CANONICAL_TEAM_MATCH,SAME_TEAM_UNIQUE_CANONICAL_ROSTER_LABEL_RESOLUTION,1,岡,岡,82,-7,-7,data/pennant.db::npb_usage_2026.primary_pos,EXACT_NORMALIZED_NAME_UNIQUE_CURRENT_USAGE,一,1B,CORNER_CATCHER,50,24,"{""一"":799,""左"":569,""右"":229,""中"":774}",,MISSING_NO_FROZEN_AGE_FIELD,INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,50,26
