record_id,player,canonical_player_id,game,edition,update_date,platform,source_type,source_url,video_id,video_id_or_post_id,parent_event_id,author_id_or_name,timestamp,text,likes,reply_count,classification,strength,independence_group,physical_or_rating_lane,target_rating_if_explicit,comparison_player_if_any,source_quality,notes,acceptance_status,acceptance_reason,collected_at,attempted_routes,error,title,published_at,target_player_mapping,update_mapping,missingness,required_user_input,official_verification,comments_retrieved,comment_count_reported,api_state
SP034-RUN2-COMMENT-gn972-2UigM-Ugxarl5kHU8REJkiEat4AaABAg.AI7jRKcG0GZAI87zG8Zz7i,,,Pro Yakyuu Spirits A,2026/most-recent official channel inventory,2025-05-15,YouTube,official_youtube_comment,https://www.youtube.com/watch?v=gn972-2UigM&lc=Ugxarl5kHU8REJkiEat4AaABAg.AI7jRKcG0GZAI87zG8Zz7i,gn972-2UigM,Ugxarl5kHU8REJkiEat4AaABAg.AI7jRKcG0GZAI87zG8Zz7i,youtube:gn972-2UigM:Ugxarl5kHU8REJkiEat4AaABAg,@ハル-c3d|UChVEFabLdsEl2o96kfG_OOw,2025-08-13T00:00:00Z,イチローさんが変化球待ちでストレート打ってた言うてたからノビの反対で体感速度downくらいしていい気がする。リアタイとかも変化球待ちで直球はめちゃくちゃ早くて難易度高いし実際直球遅くなれば打率は相当上がるし世界一の安打製造機ってこと考えると妥当だと思う。,3,NOT_PUBLICLY_RETURNED_BY_YTDLP,"[""UNCLASSIFIED_CONTEXT""]",CONTEXT,youtube:gn972-2UigM,rating,,,OFFICIAL_YOUTUBE_PUBLIC_COMMENT,Retained because it contains a broad speed-related term; classification does not make it a physical-speed teacher.,INSUFFICIENT,Retained without inference: missing a safe current-100-player identity and/or explicit speed-rating direction.,2026-08-13T11:08:07Z,yt-dlp direct official-channel collection; --ignore-config; --no-update; no --proxy argument,,イチローが新特殊能力でプロスピAに登場！ 松井秀喜は当時イチローをどう思っていた？特別対談 vol.2 【プロ野球スピリッツA】,2025-05-15T03:00:41Z,NO_CURRENT_100_PLAYER_FULL_NAME_MATCH,ability_or_update_title_marker,YTDLP_BOUNDED_PUBLIC_COMMENT_SAMPLE; replies/total comment count may be incomplete,"For exhaustive/reproducible comment coverage, provide YouTube Data API commentThreads/replies JSON or CSV with videoId, comment ID, parent ID, authorChannelId/displayName, publishedAt, text, likeCount, replyCount.",channel_id=UCWzEh28vj3mQKpe0fzVTOUw; channel_name=パワプロ・プロスピ公式チャンネル,300,NOT_PUBLICLY_RETURNED_BY_YTDLP,NOT_CONFIGURED_ENV; no YouTube Data API key was supplied
SP034-RUN2-COMMENT-gn972-2UigM-UgzAtovyWAhK_NOF6hZ4AaABAg,,,Pro Yakyuu Spirits A,2026/most-recent official channel inventory,2025-05-15,YouTube,official_youtube_comment,https://www.youtube.com/watch?v=gn972-2UigM&lc=UgzAtovyWAhK_NOF6hZ4AaABAg,gn972-2UigM,UgzAtovyWAhK_NOF6hZ4AaABAg,youtube:gn972-2UigM:root,@くさたけ-h3o|UCmp5H1qCeE3P_N3mqB3sTfA,2025-08-13T00:00:00Z,松井さんの本に載ってた100m走のタイムかなり速かった気がしますよ😂,2,NOT_PUBLICLY_RETURNED_BY_YTDLP,"[""UNCLASSIFIED_CONTEXT""]",CONTEXT,youtube:gn972-2UigM,rating,,,OFFICIAL_YOUTUBE_PUBLIC_COMMENT,Retained because it contains a broad speed-related term; classification does not make it a physical-speed teacher.,INSUFFICIENT,Retained without inference: missing a safe current-100-player identity and/or explicit speed-rating direction.,2026-08-13T11:08:07Z,yt-dlp direct official-channel collection; --ignore-config; --no-update; no --proxy argument,,イチローが新特殊能力でプロスピAに登場！ 松井秀喜は当時イチローをどう思っていた？特別対談 vol.2 【プロ野球スピリッツA】,2025-05-15T03:00:41Z,NO_CURRENT_100_PLAYER_FULL_NAME_MATCH,ability_or_update_title_marker,YTDLP_BOUNDED_PUBLIC_COMMENT_SAMPLE; replies/total comment count may be incomplete,"For exhaustive/reproducible comment coverage, provide YouTube Data API commentThreads/replies JSON or CSV with videoId, comment ID, parent ID, authorChannelId/displayName, publishedAt, text, likeCount, replyCount.",channel_id=UCWzEh28vj3mQKpe0fzVTOUw; channel_name=パワプロ・プロスピ公式チャンネル,300,NOT_PUBLICLY_RETURNED_BY_YTDLP,NOT_CONFIGURED_ENV; no YouTube Data API key was supplied
SP034-RUN2-COMMENT-gn972-2UigM-UgzSnumkwrb0dKdmxX94AaABAg,,,Pro Yakyuu Spirits A,2026/most-recent official channel inventory,2025-05-15,YouTube,official_youtube_comment,https://www.youtube.com/watch?v=gn972-2UigM&lc=UgzSnumkwrb0dKdmxX94AaABAg,gn972-2UigM,UgzSnumkwrb0dKdmxX94AaABAg,youtube:gn972-2UigM:root,@坊っちゃん-f4t|UCqk1qYR27aSt8ieIT25EnDA,2025-08-13T00:00:00Z,"天才型のバッターでもストレートを待っての変化球なら
遅くなるから捉えられるけど
変化球待ちのストレート対応は凄い😊",3,NOT_PUBLICLY_RETURNED_BY_YTDLP,"[""UNCLASSIFIED_CONTEXT""]",CONTEXT,youtube:gn972-2UigM,rating,,,OFFICIAL_YOUTUBE_PUBLIC_COMMENT,Retained because it contains a broad speed-related term; classification does not make it a physical-speed teacher.,INSUFFICIENT,Retained without inference: missing a safe current-100-player identity and/or explicit speed-rating direction.,2026-08-13T11:08:07Z,yt-dlp direct official-channel collection; --ignore-config; --no-update; no --proxy argument,,イチローが新特殊能力でプロスピAに登場！ 松井秀喜は当時イチローをどう思っていた？特別対談 vol.2 【プロ野球スピリッツA】,2025-05-15T03:00:41Z,NO_CURRENT_100_PLAYER_FULL_NAME_MATCH,ability_or_update_title_marker,YTDLP_BOUNDED_PUBLIC_COMMENT_SAMPLE; replies/total comment count may be incomplete,"For exhaustive/reproducible comment coverage, provide YouTube Data API commentThreads/replies JSON or CSV with videoId, comment ID, parent ID, authorChannelId/displayName, publishedAt, text, likeCount, replyCount.",channel_id=UCWzEh28vj3mQKpe0fzVTOUw; channel_name=パワプロ・プロスピ公式チャンネル,300,NOT_PUBLICLY_RETURNED_BY_YTDLP,NOT_CONFIGURED_ENV; no YouTube Data API key was supplied
SP034-RUN2-COMMENT-gn972-2UigM-UgyhcHRqyBFFPxoK0LR4AaABAg,,,Pro Yakyuu Spirits A,2026/most-recent official channel inventory,2025-05-15,YouTube,official_youtube_comment,https://www.youtube.com/watch?v=gn972-2UigM&lc=UgyhcHRqyBFFPxoK0LR4AaABAg,gn972-2UigM,UgyhcHRqyBFFPxoK0LR4AaABAg,youtube:gn972-2UigM:root,@karinchan4340|UCloaqhpgRG7_qCzk0NoTUPg,2025-08-13T00:00:00Z,"まだ中弾道から高弾道でいくんやな。
走力上げても一つも内野安打ならんねんから不必要なのよ。わかってないなぁ",3,NOT_PUBLICLY_RETURNED_BY_YTDLP,"[""UNCLASSIFIED_CONTEXT""]",CONTEXT,youtube:gn972-2UigM,rating,,,OFFICIAL_YOUTUBE_PUBLIC_COMMENT,Retained because it contains a broad speed-related term; classification does not make it a physical-speed teacher.,INSUFFICIENT,Retained without inference: missing a safe current-100-player identity and/or explicit speed-rating direction.,2026-08-13T11:08:07Z,yt-dlp direct official-channel collection; --ignore-config; --no-update; no --proxy argument,,イチローが新特殊能力でプロスピAに登場！ 松井秀喜は当時イチローをどう思っていた？特別対談 vol.2 【プロ野球スピリッツA】,2025-05-15T03:00:41Z,NO_CURRENT_100_PLAYER_FULL_NAME_MATCH,ability_or_update_title_marker,YTDLP_BOUNDED_PUBLIC_COMMENT_SAMPLE; replies/total comment count may be incomplete,"For exhaustive/reproducible comment coverage, provide YouTube Data API commentThreads/replies JSON or CSV with videoId, comment ID, parent ID, authorChannelId/displayName, publishedAt, text, likeCount, replyCount.",channel_id=UCWzEh28vj3mQKpe0fzVTOUw; channel_name=パワプロ・プロスピ公式チャンネル,300,NOT_PUBLICLY_RETURNED_BY_YTDLP,NOT_CONFIGURED_ENV; no YouTube Data API key was supplied
SP034-RUN2-COMMENT-gn972-2UigM-UgxiS7-W-OeAjqXI_O94AaABAg.AI7hmFWQkxGAI91ix7Ui7y,,,Pro Yakyuu Spirits A,2026/most-recent official channel inventory,2025-05-15,YouTube,official_youtube_comment,https://www.youtube.com/watch?v=gn972-2UigM&lc=UgxiS7-W-OeAjqXI_O94AaABAg.AI7hmFWQkxGAI91ix7Ui7y,gn972-2UigM,UgxiS7-W-OeAjqXI_O94AaABAg.AI7hmFWQkxGAI91ix7Ui7y,youtube:gn972-2UigM:UgxiS7-W-OeAjqXI_O94AaABAg,@ゆっくりセット-z2s|UC3oUk_gKsVVx589BuC-EzuQ,2025-08-13T00:00:00Z,"普通に考えりゃそうだろうよ
単純に考えて、イチローは特殊能力３つじゃ絶対足りないから",0,NOT_PUBLICLY_RETURNED_BY_YTDLP,"[""UNCLASSIFIED_CONTEXT""]",CONTEXT,youtube:gn972-2UigM,rating,,,OFFICIAL_YOUTUBE_PUBLIC_COMMENT,Retained because it contains a broad speed-related term; classification does not make it a physical-speed teacher.,INSUFFICIENT,Retained without inference: missing a safe current-100-player identity and/or explicit speed-rating direction.,2026-08-13T11:08:07Z,yt-dlp direct official-channel collection; --ignore-config; --no-update; no --proxy argument,,イチローが新特殊能力でプロスピAに登場！ 松井秀喜は当時イチローをどう思っていた？特別対談 vol.2 【プロ野球スピリッツA】,2025-05-15T03:00:41Z,NO_CURRENT_100_PLAYER_FULL_NAME_MATCH,ability_or_update_title_marker,YTDLP_BOUNDED_PUBLIC_COMMENT_SAMPLE; replies/total comment count may be incomplete,"For exhaustive/reproducible comment coverage, provide YouTube Data API commentThreads/replies JSON or CSV with videoId, comment ID, parent ID, authorChannelId/displayName, publishedAt, text, likeCount, replyCount.",channel_id=UCWzEh28vj3mQKpe0fzVTOUw; channel_name=パワプロ・プロスピ公式チャンネル,300,NOT_PUBLICLY_RETURNED_BY_YTDLP,NOT_CONFIGURED_ENV; no YouTube Data API key was supplied
SP034-RUN2-VIDEO-18tbwwPM91A,,,Pro Yakyuu Spirits A,2026/most-recent official channel inventory,2025-03-28,YouTube,official_youtube_video_inventory,https://www.youtube.com/watch?v=18tbwwPM91A,18tbwwPM91A,18tbwwPM91A,youtube:18tbwwPM91A,,2025-03-28T03:00:02Z,,,,"[""UNCLASSIFIED_CONTEXT""]",CONTEXT,youtube:18tbwwPM91A,rating,,,OFFICIAL_YOUTUBE_CHANNEL,Prospi title match in latest-300 official channel inventory; comment_candidate=False.,INSUFFICIENT,Inventory record only; title/metadata alone is not a speed-rating claim.,2026-08-13T11:08:20Z,yt-dlp direct official-channel collection; --ignore-config; --no-update; no --proxy argument,,新・松井秀喜登場記念！ 松井秀喜×イチロー特別対談【プロ野球スピリッツA】,2025-03-28T03:00:02Z,NO_CURRENT_100_PLAYER_FULL_NAME_MATCH,current/player-event title without explicit ability marker,COMMENTS_NOT_ATTEMPTED_NOT_AN_ABILITY_OR_CURRENT_100_PLAYER_CANDIDATE,"For exhaustive/reproducible comment coverage, provide YouTube Data API commentThreads/replies JSON or CSV with videoId, comment ID, parent ID, authorChannelId/displayName, publishedAt, text, likeCount, replyCount.",channel_id=UCWzEh28vj3mQKpe0fzVTOUw; channel_name=パワプロ・プロスピ公式チャンネル,,NOT_PUBLICLY_RETURNED_BY_YTDLP,NOT_CONFIGURED_ENV; no YouTube Data API key was supplied
SP034-RUN2-VIDEO-av7vqGoVtcY,,,Pro Yakyuu Spirits A,2026/most-recent official channel inventory,2025-03-25,YouTube,official_youtube_video_inventory,https://www.youtube.com/watch?v=av7vqGoVtcY,av7vqGoVtcY,av7vqGoVtcY,youtube:av7vqGoVtcY,,2025-03-25T08:01:24Z,,,,"[""UNCLASSIFIED_CONTEXT""]",CONTEXT,youtube:av7vqGoVtcY,rating,,,OFFICIAL_YOUTUBE_CHANNEL,Prospi title match in latest-300 official channel inventory; comment_candidate=False.,INSUFFICIENT,Inventory record only; title/metadata alone is not a speed-rating claim.,2026-08-13T11:08:27Z,yt-dlp direct official-channel collection; --ignore-config; --no-update; no --proxy argument,,プロ野球スピリッツA PV 2025年度版,2025-03-25T08:01:24Z,NO_CURRENT_100_PLAYER_FULL_NAME_MATCH,current/player-event title without explicit ability marker,COMMENTS_NOT_ATTEMPTED_NOT_AN_ABILITY_OR_CURRENT_100_PLAYER_CANDIDATE,"For exhaustive/reproducible comment coverage, provide YouTube Data API commentThreads/replies JSON or CSV with videoId, comment ID, parent ID, authorChannelId/displayName, publishedAt, text, likeCount, replyCount.",channel_id=UCWzEh28vj3mQKpe0fzVTOUw; channel_name=パワプロ・プロスピ公式チャンネル,,NOT_PUBLICLY_RETURNED_BY_YTDLP,NOT_CONFIGURED_ENV; no YouTube Data API key was supplied
SP034-RUN2-VIDEO-t-0dgSQckqQ,,,Pro Yakyuu Spirits A,2026/most-recent official channel inventory,2024-12-25,YouTube,official_youtube_video_inventory,https://www.youtube.com/watch?v=t-0dgSQckqQ,t-0dgSQckqQ,t-0dgSQckqQ,youtube:t-0dgSQckqQ,,2024-12-25T10:00:37Z,,,,"[""UNCLASSIFIED_CONTEXT""]",CONTEXT,youtube:t-0dgSQckqQ,rating,,,OFFICIAL_YOUTUBE_CHANNEL,Prospi title match in latest-300 official channel inventory; comment_candidate=True.,INSUFFICIENT,Comments were retrieved and screened below; video-level inventory is not an independent speed-rating observation.,2026-08-13T11:08:33Z,yt-dlp direct official-channel collection; --ignore-config; --no-update; no --proxy argument,,【プロ野球スピリッツA】古田・里崎セレクション 登場選手発表 パ・リーグ編,2024-12-25T10:00:37Z,NO_CURRENT_100_PLAYER_FULL_NAME_MATCH,ability_or_update_title_marker,COMMENTS_BOUNDED_TO_YTDLP_MAX_300; full API pagination unavailable,"For exhaustive/reproducible comment coverage, provide YouTube Data API commentThreads/replies JSON or CSV with videoId, comment ID, parent ID, authorChannelId/displayName, publishedAt, text, likeCount, replyCount.",channel_id=UCWzEh28vj3mQKpe0fzVTOUw; channel_name=パワプロ・プロスピ公式チャンネル,300,NOT_PUBLICLY_RETURNED_BY_YTDLP,NOT_CONFIGURED_ENV; no YouTube Data API key was supplied
SP034-RUN2-COMMENT-t-0dgSQckqQ-UgwOSmA5q-DtbnFcHFN4AaABAg.ACTKt03C_cFACTkUzw2oPO,,,Pro Yakyuu Spirits A,2026/most-recent official channel inventory,2024-12-25,YouTube,official_youtube_comment,https://www.youtube.com/watch?v=t-0dgSQckqQ&lc=UgwOSmA5q-DtbnFcHFN4AaABAg.ACTKt03C_cFACTkUzw2oPO,t-0dgSQckqQ,UgwOSmA5q-DtbnFcHFN4AaABAg.ACTKt03C_cFACTkUzw2oPO,youtube:t-0dgSQckqQ:UgwOSmA5q-DtbnFcHFN4AaABAg,@Son_0302|UCwe4g-g_uUDypAjyfUBqu7w,2025-08-13T00:00:00Z,"個人的な能力予想
弾道アーチスト　ミートB78 パワーA82  走力C68
特能は、超広角打法•アーチスト•改•対エース
っていうとこかな。異論は認める",21,NOT_PUBLICLY_RETURNED_BY_YTDLP,"[""UNCLASSIFIED_CONTEXT""]",CONTEXT,youtube:t-0dgSQckqQ,rating,,,OFFICIAL_YOUTUBE_PUBLIC_COMMENT,Retained because it contains a broad speed-related term; classification does not make it a physical-speed teacher.,INSUFFICIENT,Retained without inference: missing a safe current-100-player identity and/or explicit speed-rating direction.,2026-08-13T11:08:45Z,yt-dlp direct official-channel collection; --ignore-config; --no-update; no --proxy argument,,【プロ野球スピリッツA】古田・里崎セレクション 登場選手発表 パ・リーグ編,2024-12-25T10:00:37Z,NO_CURRENT_100_PLAYER_FULL_NAME_MATCH,ability_or_update_title_marker,YTDLP_BOUNDED_PUBLIC_COMMENT_SAMPLE; replies/total comment count may be incomplete,"For exhaustive/reproducible comment coverage, provide YouTube Data API commentThreads/replies JSON or CSV with videoId, comment ID, parent ID, authorChannelId/displayName, publishedAt, text, likeCount, replyCount.",channel_id=UCWzEh28vj3mQKpe0fzVTOUw; channel_name=パワプロ・プロスピ公式チャンネル,300,NOT_PUBLICLY_RETURNED_BY_YTDLP,NOT_CONFIGURED_ENV; no YouTube Data API key was supplied
SP034-RUN2-COMMENT-t-0dgSQckqQ-Ugzd1eu2Y60ZtLAUKoh4AaABAg,,,Pro Yakyuu Spirits A,2026/most-recent official channel inventory,2024-12-25,YouTube,official_youtube_comment,https://www.youtube.com/watch?v=t-0dgSQckqQ&lc=Ugzd1eu2Y60ZtLAUKoh4AaABAg,t-0dgSQckqQ,Ugzd1eu2Y60ZtLAUKoh4AaABAg,youtube:t-0dgSQckqQ:root,@kentakakura582|UCeUZ6kRKFctQdjA2YLFblXQ,2025-08-13T00:00:00Z,"日本球界の捕手の頂点にいるのは
古田敦也。打撃天才守備頭脳明晰強肩。
現代のキャッチャーは古田敦也、阿部慎之介、城島健司、里崎智也、谷繁元信の足下にも及ばないでしょう。",3,NOT_PUBLICLY_RETURNED_BY_YTDLP,"[""UNCLASSIFIED_CONTEXT""]",CONTEXT,youtube:t-0dgSQckqQ,rating,,,OFFICIAL_YOUTUBE_PUBLIC_COMMENT,Retained because it contains a broad speed-related term; classification does not make it a physical-speed teacher.,INSUFFICIENT,Retained without inference: missing a safe current-100-player identity and/or explicit speed-rating direction.,2026-08-13T11:08:45Z,yt-dlp direct official-channel collection; --ignore-config; --no-update; no --proxy argument,,【プロ野球スピリッツA】古田・里崎セレクション 登場選手発表 パ・リーグ編,2024-12-25T10:00:37Z,NO_CURRENT_100_PLAYER_FULL_NAME_MATCH,ability_or_update_title_marker,YTDLP_BOUNDED_PUBLIC_COMMENT_SAMPLE; replies/total comment count may be incomplete,"For exhaustive/reproducible comment coverage, provide YouTube Data API commentThreads/replies JSON or CSV with videoId, comment ID, parent ID, authorChannelId/displayName, publishedAt, text, likeCount, replyCount.",channel_id=UCWzEh28vj3mQKpe0fzVTOUw; channel_name=パワプロ・プロスピ公式チャンネル,300,NOT_PUBLICLY_RETURNED_BY_YTDLP,NOT_CONFIGURED_ENV; no YouTube Data API key was supplied
SP034-RUN2-COMMENT-t-0dgSQckqQ-UgwqN63b_dAjoTGN0Ep4AaABAg,,,Pro Yakyuu Spirits A,2026/most-recent official channel inventory,2024-12-25,YouTube,official_youtube_comment,https://www.youtube.com/watch?v=t-0dgSQckqQ&lc=UgwqN63b_dAjoTGN0Ep4AaABAg,t-0dgSQckqQ,UgwqN63b_dAjoTGN0Ep4AaABAg,youtube:t-0dgSQckqQ:root,@sukemaru5587|UCMhfLryATUOjaEDIYNSPUHw,2025-08-13T00:00:00Z,"清原
弾道アーチスト　守備一塁B71 三塁D53
ミートB79 パワー82走力B74
超広角打法or超アーチスト
アーチスト改or広角打法改
存在感orチャンス
マジでこれくらいはやってくれよ？
これでパワヒで守備Dとかだったら終わってるぞ",122,NOT_PUBLICLY_RETURNED_BY_YTDLP,"[""UNCLASSIFIED_CONTEXT""]",CONTEXT,youtube:t-0dgSQckqQ,rating,,,OFFICIAL_YOUTUBE_PUBLIC_COMMENT,Retained because it contains a broad speed-related term; classification does not make it a physical-speed teacher.,INSUFFICIENT,Retained without inference: missing a safe current-100-player identity and/or explicit speed-rating direction.,2026-08-13T11:08:45Z,yt-dlp direct official-channel collection; --ignore-config; --no-update; no --proxy argument,,【プロ野球スピリッツA】古田・里崎セレクション 登場選手発表 パ・リーグ編,2024-12-25T10:00:37Z,NO_CURRENT_100_PLAYER_FULL_NAME_MATCH,ability_or_update_title_marker,YTDLP_BOUNDED_PUBLIC_COMMENT_SAMPLE; replies/total comment count may be incomplete,"For exhaustive/reproducible comment coverage, provide YouTube Data API commentThreads/replies JSON or CSV with videoId, comment ID, parent ID, authorChannelId/displayName, publishedAt, text, likeCount, replyCount.",channel_id=UCWzEh28vj3mQKpe0fzVTOUw; channel_name=パワプロ・プロスピ公式チャンネル,300,NOT_PUBLICLY_RETURNED_BY_YTDLP,NOT_CONFIGURED_ENV; no YouTube Data API key was supplied
SP034-RUN2-VIDEO-ZlhjLHzUt0A,,,Pro Yakyuu Spirits A,2026/most-recent official channel inventory,2024-10-21,YouTube,official_youtube_video_inventory,https://www.youtube.com/watch?v=ZlhjLHzUt0A,ZlhjLHzUt0A,ZlhjLHzUt0A,youtube:ZlhjLHzUt0A,,2024-10-21T18:55:49Z,,,,"[""UNCLASSIFIED_CONTEXT""]",CONTEXT,youtube:ZlhjLHzUt0A,rating,,,OFFICIAL_YOUTUBE_CHANNEL,Prospi title match in latest-300 official channel inventory; comment_candidate=False.,INSUFFICIENT,Inventory record only; title/metadata alone is not a speed-rating claim.,2026-08-13T11:08:48Z,yt-dlp direct official-channel collection; --ignore-config; --no-update; no --proxy argument,,大谷翔平選手 登場記念『プロ野球スピリッツA』CMメイキング＆インタビュー,2024-10-21T18:55:49Z,NO_CURRENT_100_PLAYER_FULL_NAME_MATCH,current/player-event title without explicit ability marker,COMMENTS_NOT_ATTEMPTED_NOT_AN_ABILITY_OR_CURRENT_100_PLAYER_CANDIDATE,"For exhaustive/reproducible comment coverage, provide YouTube Data API commentThreads/replies JSON or CSV with videoId, comment ID, parent ID, authorChannelId/displayName, publishedAt, text, likeCount, replyCount.",channel_id=UCWzEh28vj3mQKpe0fzVTOUw; channel_name=パワプロ・プロスピ公式チャンネル,,NOT_PUBLICLY_RETURNED_BY_YTDLP,NOT_CONFIGURED_ENV; no YouTube Data API key was supplied
SP034-RUN2-VIDEO-qVl61GKQNhE,,,Pro Yakyuu Spirits A,2026/most-recent official channel inventory,2024-10-21,YouTube,official_youtube_video_inventory,https://www.youtube.com/watch?v=qVl61GKQNhE,qVl61GKQNhE,qVl61GKQNhE,youtube:qVl61GKQNhE,,2024-10-21T12:00:06Z,,,,"[""UNCLASSIFIED_CONTEXT""]",CONTEXT,youtube:qVl61GKQNhE,rating,,,OFFICIAL_YOUTUBE_CHANNEL,Prospi title match in latest-300 official channel inventory; comment_candidate=True.,INSUFFICIENT,Comments were retrieved and screened below; video-level inventory is not an independent speed-rating observation.,2026-08-13T11:08:55Z,yt-dlp direct official-channel collection; --ignore-config; --no-update; no --proxy argument,,プロスピAで規格外の二刀流を体感しよう！【2023WORLD BASEBALL CLASSIC 大谷翔平登場記念特別企画】,2024-10-21T12:00:06Z,源田 壮亮 (player_id=71775134),current/player-event title without explicit ability marker,COMMENTS_BOUNDED_TO_YTDLP_MAX_300; full API pagination unavailable,"For exhaustive/reproducible comment coverage, provide YouTube Data API commentThreads/replies JSON or CSV with videoId, comment ID, parent ID, authorChannelId/displayName, publishedAt, text, likeCount, replyCount.",channel_id=UCWzEh28vj3mQKpe0fzVTOUw; channel_name=パワプロ・プロスピ公式チャンネル,300,NOT_PUBLICLY_RETURNED_BY_YTDLP,NOT_CONFIGURED_ENV; no YouTube Data API key was supplied
SP034-RUN2-COMMENT-qVl61GKQNhE-UgziwKPu1jG3hO15b8R4AaABAg,,,Pro Yakyuu Spirits A,2026/most-recent official channel inventory,2024-10-21,YouTube,official_youtube_comment,https://www.youtube.com/watch?v=qVl61GKQNhE&lc=UgziwKPu1jG3hO15b8R4AaABAg,qVl61GKQNhE,UgziwKPu1jG3hO15b8R4AaABAg,youtube:qVl61GKQNhE:root,@banirapino|UCeg0iGzaUNv84ik5rJFcDjA,2025-08-13T00:00:00Z,"予想
ミート82パワー90走力84",2,NOT_PUBLICLY_RETURNED_BY_YTDLP,"[""UNCLASSIFIED_CONTEXT""]",CONTEXT,youtube:qVl61GKQNhE,rating,84,,OFFICIAL_YOUTUBE_PUBLIC_COMMENT,Retained because it contains a broad speed-related term; classification does not make it a physical-speed teacher.,INSUFFICIENT,Retained without inference: missing a safe current-100-player identity and/or explicit speed-rating direction.,2026-08-13T11:09:06Z,yt-dlp direct official-channel collection; --ignore-config; --no-update; no --proxy argument,,プロスピAで規格外の二刀流を体感しよう！【2023WORLD BASEBALL CLASSIC 大谷翔平登場記念特別企画】,2024-10-21T12:00:06Z,NO_CURRENT_100_PLAYER_FULL_NAME_MATCH,current/player-event title without explicit ability marker,YTDLP_BOUNDED_PUBLIC_COMMENT_SAMPLE; replies/total comment count may be incomplete,"For exhaustive/reproducible comment coverage, provide YouTube Data API commentThreads/replies JSON or CSV with videoId, comment ID, parent ID, authorChannelId/displayName, publishedAt, text, likeCount, replyCount.",channel_id=UCWzEh28vj3mQKpe0fzVTOUw; channel_name=パワプロ・プロスピ公式チャンネル,300,NOT_PUBLICLY_RETURNED_BY_YTDLP,NOT_CONFIGURED_ENV; no YouTube Data API key was supplied
SP034-RUN2-COMMENT-qVl61GKQNhE-Ugxugp5GHunpC9R7e614AaABAg,,,Pro Yakyuu Spirits A,2026/most-recent official channel inventory,2024-10-21,YouTube,official_youtube_comment,https://www.youtube.com/watch?v=qVl61GKQNhE&lc=Ugxugp5GHunpC9R7e614AaABAg,qVl61GKQNhE,Ugxugp5GHunpC9R7e614AaABAg,youtube:qVl61GKQNhE:root,@あは-m2j|UCf_hCPCLl0QsHLpJUhbwyqA,2025-08-13T00:00:00Z,"ミート83パワー90走力86
超アーチスト
広角打法
二刀流",5,NOT_PUBLICLY_RETURNED_BY_YTDLP,"[""UNCLASSIFIED_CONTEXT""]",CONTEXT,youtube:qVl61GKQNhE,rating,86,,OFFICIAL_YOUTUBE_PUBLIC_COMMENT,Retained because it contains a broad speed-related term; classification does not make it a physical-speed teacher.,INSUFFICIENT,Retained without inference: missing a safe current-100-player identity and/or explicit speed-rating direction.,2026-08-13T11:09:06Z,yt-dlp direct official-channel collection; --ignore-config; --no-update; no --proxy argument,,プロスピAで規格外の二刀流を体感しよう！【2023WORLD BASEBALL CLASSIC 大谷翔平登場記念特別企画】,2024-10-21T12:00:06Z,NO_CURRENT_100_PLAYER_FULL_NAME_MATCH,current/player-event title without explicit ability marker,YTDLP_BOUNDED_PUBLIC_COMMENT_SAMPLE; replies/total comment count may be incomplete,"For exhaustive/reproducible comment coverage, provide YouTube Data API commentThreads/replies JSON or CSV with videoId, comment ID, parent ID, authorChannelId/displayName, publishedAt, text, likeCount, replyCount.",channel_id=UCWzEh28vj3mQKpe0fzVTOUw; channel_name=パワプロ・プロスピ公式チャンネル,300,NOT_PUBLICLY_RETURNED_BY_YTDLP,NOT_CONFIGURED_ENV; no YouTube Data API key was supplied
