source_id,player,team,packet_id,case_type,provenance,source_platform,source_class,author,author_id,author_account,post_id,post_url,source_url,posted_at,post_date,post_date_precision,retrieved_at,query,query_kinds,grok_x_search_receipt_ids,grok_x_search_receipt_provenance,text_excerpt,quote_excerpt,paraphrased_physical_speed_claim,paraphrased_claim,current_historical,temporal_relevance,evidence_direction,supports_faster_current_slower_mixed,directness,evidence_strength,independence_group,accepted,acceptance_status,rejection_reason,physical_speed_only,is_repost,is_syndicated_copy,same_origin_duplicate_of,existing_duplicate_of_source_id,accessibility_status,identity_status
GXSR042,丸 佳浩,読売ジャイアンツ,P086,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,SNS,@bsblchannel,,@bsblchannel,1837089284576170203,https://x.com/bsblchannel/status/1837089284576170203,https://x.com/bsblchannel/status/1837089284576170203,2024-09-20,2024-09-20,DAY_RETURNED_BY_GROK_X,2026-08-10T12:42:48.774Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「丸 佳浩」です。投稿本文に「丸 佳浩」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「走力」「脚力」など、身体的な走る能力への直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""running_ability""]","[""GXQ156""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,丸佳浩、絶対に脚力は衰えてるはずなんだけど技術でカバーしてるよな,丸佳浩、絶対に脚力は衰えてるはずなんだけど技術でカバーしてるよな,2024年の投稿は、丸の脚力が以前より衰えたという見立てを述べる。,2024年の投稿は、丸の脚力が以前より衰えたという見立てを述べる。,CONTEMPORARY_2024_TEMPORAL_DECLINE,CONTEMPORARY_2024_TEMPORAL_DECLINE,SLOWER,slower,EXPLICIT_TEMPORAL_PHYSICAL_SPEED_DECLINE,MODERATE_HISTORICAL,X_AUTHOR_bsblchannel,true,ACCEPTED,,true,false,false,,,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
GXSR043,丸 佳浩,読売ジャイアンツ,P086,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,REJECTED_CANDIDATE,@giants_is_4ever,,@giants_is_4ever,1846861419775684963,https://x.com/giants_is_4ever/status/1846861419775684963,https://x.com/giants_is_4ever/status/1846861419775684963,,,NOT_RETURNED,2026-08-10T12:42:30.658Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「丸 佳浩」です。投稿本文に「丸 佳浩」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「俊足」など、身体的running abilityを指す直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""speedster""]","[""GXQ155""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,: ベテラン丸佳浩の全力疾走とヘッドスライディング。この負けん気と熱い闘志に泣けてしまう。大好きすぎる丸。#giants #ジャイアンツ #丸佳浩,: ベテラン丸佳浩の全力疾走とヘッドスライディング。この負けん気と熱い闘志に泣けてしまう。大好きすぎる丸。#giants #ジャイアンツ #丸佳浩,,,UNVERIFIED_TEMPORAL_CONTEXT,UNVERIFIED_TEMPORAL_CONTEXT,NON_DIRECTIONAL,not_directional,INCOMPLETE_RETURNED_METADATA,NONE_FOR_ACCEPTANCE,X_AUTHOR_giants_is_4ever,false,REJECTED,MISSING_VERIFIABLE_POST_TEXT_OR_TIMESTAMP,false,false,false,,,POST_METADATA_INCOMPLETE_NOT_TREATED_AS_CONFIRMED_POST,SINGLE_RETURNED_URL
GXSR044,丸 佳浩,読売ジャイアンツ,P086,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,REJECTED_CANDIDATE,@cun_song14143,,@cun_song14143,1856965524414218540,https://x.com/cun_song14143/status/1856965524414218540,https://x.com/cun_song14143/status/1856965524414218540,,,NOT_RETURNED,2026-08-10T12:42:30.658Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「丸 佳浩」です。投稿本文に「丸 佳浩」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「俊足」など、身体的running abilityを指す直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""speedster""]","[""GXQ155""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,": ８丸佳浩（読売ジャイアンツ） 誰より強く 更なる高みへ この大歓声が 君の味方だ さあ我らと行こう 丸佳浩 ↓ 赤城 誰より強く 更なる食欲 この艦載機が 君の味方だ さあミッドウェーに行こう 空母赤城 (context includes ""俊足でもあります。"")",": ８丸佳浩（読売ジャイアンツ） 誰より強く 更なる高みへ この大歓声が 君の味方だ さあ我らと行こう 丸佳浩 ↓ 赤城 誰より強く 更なる食欲 この艦載機が 君の味方だ さあミッドウェーに行こう 空母赤城 (context includes ""俊足でもあります。"")",,,UNVERIFIED_TEMPORAL_CONTEXT,UNVERIFIED_TEMPORAL_CONTEXT,FASTER,faster,INCOMPLETE_RETURNED_METADATA,NONE_FOR_ACCEPTANCE,X_AUTHOR_cun_song14143,false,REJECTED,MISSING_VERIFIABLE_POST_TEXT_OR_TIMESTAMP,false,false,false,,,POST_METADATA_INCOMPLETE_NOT_TREATED_AS_CONFIRMED_POST,SINGLE_RETURNED_URL
GXSR045,丸 佳浩,読売ジャイアンツ,P086,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,REJECTED_CANDIDATE,@EM8040,,@EM8040,1862751774286963105,https://x.com/EM8040/status/1862751774286963105,https://x.com/EM8040/status/1862751774286963105,,,NOT_RETURNED,2026-08-10T12:43:15.224Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「丸 佳浩」です。投稿本文に「丸 佳浩」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「俊足」など、身体的running abilityを指す直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""running_ability"",""speedster"",""year_2024""]","[""GXQ155"",""GXQ156"",""GXQ162""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,: 丸佳浩 全力疾走し、借り物競争の借り物難題すぎてこの表情,: 丸佳浩 全力疾走し、借り物競争の借り物難題すぎてこの表情,,,UNVERIFIED_TEMPORAL_CONTEXT,UNVERIFIED_TEMPORAL_CONTEXT,NON_DIRECTIONAL,not_directional,INCOMPLETE_RETURNED_METADATA,NONE_FOR_ACCEPTANCE,X_AUTHOR_EM8040,false,REJECTED,MISSING_VERIFIABLE_POST_TEXT_OR_TIMESTAMP,false,false,false,,,POST_METADATA_INCOMPLETE_NOT_TREATED_AS_CONFIRMED_POST,SINGLE_RETURNED_URL
GXSR046,丸 佳浩,読売ジャイアンツ,P086,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,SNS,@izumi2025811,,@izumi2025811,1969629117290332632,https://x.com/izumi2025811/status/1969629117290332632,https://x.com/izumi2025811/status/1969629117290332632,2025-09-21,2025-09-21,DAY_RETURNED_BY_GROK_X,2026-08-10T12:42:48.774Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「丸 佳浩」です。投稿本文に「丸 佳浩」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「走力」「脚力」など、身体的な走る能力への直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""running_ability""]","[""GXQ156""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,いや だから丸佳浩は 走力無いんだから 走らせるなよ アホなの？,いや だから丸佳浩は 走力無いんだから 走らせるなよ アホなの？,2025年の投稿は、丸に走力がないと明示する。,2025年の投稿は、丸に走力がないと明示する。,CURRENT_2025,CURRENT_2025,SLOWER,slower,EXPLICIT_CURRENT_PHYSICAL_SPEED_LABEL,MODERATE,X_AUTHOR_izumi2025811,true,ACCEPTED,,true,false,false,,,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
GXSR047,丸 佳浩,読売ジャイアンツ,P086,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,REJECTED_CANDIDATE,@hirosatou1717,,@hirosatou1717,2051881673625854452,https://x.com/hirosatou1717/status/2051881673625854452,https://x.com/hirosatou1717/status/2051881673625854452,,,NOT_RETURNED,2026-08-10T12:43:09.868Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「丸 佳浩」です。投稿本文に「丸 佳浩」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「走力」「脚力」など、身体的な走る能力への直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""all_out_run"",""running_ability"",""speed""]","[""GXQ156"",""GXQ157"",""GXQ159""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,読売ジャイアンツ2026 スプリント(瞬間最速速度) 足が遅い選手 ※外国人除く 1位 小林誠司 27.6km/h 2位 山瀬慎之助 27.9km/h 3位 大城卓三 29.2km/h 4位 岸田行倫 29.4km/h 5位 萩尾匡也 30.1km/h 6位 増田陸 30.2km/h 7位 丸佳浩 30.4km/h 8位 坂本勇人 30.8km/h 結論：捕手は基本鈍足,読売ジャイアンツ2026 スプリント(瞬間最速速度) 足が遅い選手 ※外国人除く 1位 小林誠司 27.6km/h 2位 山瀬慎之助 27.9km/h 3位 大城卓三 29.2km/h 4位 岸田行倫 29.4km/h 5位 萩尾匡也 30.1km/h 6位 増田陸 30.2km/h 7位 丸佳浩 30.4km/h 8位 坂本勇人 30.8km/h 結論：捕手は基本鈍足,,,UNVERIFIED_TEMPORAL_CONTEXT,UNVERIFIED_TEMPORAL_CONTEXT,SLOWER,slower,INCOMPLETE_RETURNED_METADATA,NONE_FOR_ACCEPTANCE,X_AUTHOR_hirosatou1717,false,REJECTED,MISSING_VERIFIABLE_POST_TEXT_OR_TIMESTAMP,false,false,false,,,POST_METADATA_INCOMPLETE_NOT_TREATED_AS_CONFIRMED_POST,SINGLE_RETURNED_URL
GXSR048,丸 佳浩,読売ジャイアンツ,P086,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,REJECTED_CANDIDATE,@hirosatou1717,,@hirosatou1717,2051891392386114024,https://x.com/hirosatou1717/status/2051891392386114024,https://x.com/hirosatou1717/status/2051891392386114024,,,NOT_RETURNED,2026-08-10T12:43:09.868Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「丸 佳浩」です。投稿本文に「丸 佳浩」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「俊足」など、身体的running abilityを指す直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""all_out_run"",""running_ability"",""speed"",""speedster""]","[""GXQ155"",""GXQ156"",""GXQ157"",""GXQ159""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,: 読売ジャイアンツ2026 スプリント(瞬間最速速度) 外野登録選手　外国人除く 1位 佐々木俊輔 32.6km/h 2位 若林楽人 32.0km/h 3位 皆川岳飛 31.5km/h 4位 中山礼都 31.3km/h 5位 松本剛 31.0km/h 6位 丸佳浩 30.4km/h 7位 萩野匡也 30.1km/h 俊足と言われる部類の松本剛より礼都の方が瞬間速度は速い,: 読売ジャイアンツ2026 スプリント(瞬間最速速度) 外野登録選手　外国人除く 1位 佐々木俊輔 32.6km/h 2位 若林楽人 32.0km/h 3位 皆川岳飛 31.5km/h 4位 中山礼都 31.3km/h 5位 松本剛 31.0km/h 6位 丸佳浩 30.4km/h 7位 萩野匡也 30.1km/h 俊足と言われる部類の松本剛より礼都の方が瞬間速度は速い,,,UNVERIFIED_TEMPORAL_CONTEXT,UNVERIFIED_TEMPORAL_CONTEXT,FASTER,faster,INCOMPLETE_RETURNED_METADATA,NONE_FOR_ACCEPTANCE,X_AUTHOR_hirosatou1717,false,REJECTED,MISSING_VERIFIABLE_POST_TEXT_OR_TIMESTAMP,false,false,false,,,POST_METADATA_INCOMPLETE_NOT_TREATED_AS_CONFIRMED_POST,SINGLE_RETURNED_URL
GXSR049,丸 佳浩,読売ジャイアンツ,P086,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,REJECTED_CANDIDATE,@hirosatou1717,,@hirosatou1717,2084616070565159325,https://x.com/hirosatou1717/status/2084616070565159325,https://x.com/hirosatou1717/status/2084616070565159325,,,NOT_RETURNED,2026-08-10T12:42:49.829Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「丸 佳浩」です。投稿本文に「丸 佳浩」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「スピード」「直線速度」「加速」など、走る速さへの直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""speed""]","[""GXQ157""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,増田大輝の今年のトップスピードって、最高31.4km/hで丸佳浩と同じなんだよな。完全にイメージだけでスピードはもうない。,増田大輝の今年のトップスピードって、最高31.4km/hで丸佳浩と同じなんだよな。完全にイメージだけでスピードはもうない。,,,UNVERIFIED_TEMPORAL_CONTEXT,UNVERIFIED_TEMPORAL_CONTEXT,NON_DIRECTIONAL,not_directional,INCOMPLETE_RETURNED_METADATA,NONE_FOR_ACCEPTANCE,X_AUTHOR_hirosatou1717,false,REJECTED,MISSING_VERIFIABLE_POST_TEXT_OR_TIMESTAMP,false,false,false,,,POST_METADATA_INCOMPLETE_NOT_TREATED_AS_CONFIRMED_POST,SINGLE_RETURNED_URL
GXSR050,西野 真弘,オリックス・バファローズ,P009,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,REJECTED_CANDIDATE,@131468yasu,,@131468yasu,1796157628340445533,https://x.com/131468yasu/status/1796157628340445533,https://x.com/131468yasu/status/1796157628340445533,2024-05-30 12:32:04 GMT,2024-05-30,TIMESTAMP_RETURNED_BY_GROK_X,2026-08-10T11:57:58.455Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「西野 真弘」です。投稿本文に「西野 真弘」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「全力疾走」「加速」「疾走」など、実際の身体的な走りへの直接観察。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""all_out_run""]","[""GXQ006""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,西野真弘さん全力疾走!,西野真弘さん全力疾走!,,,CONTEMPORARY_2024_HISTORICAL_CONTEXT,CONTEMPORARY_2024_HISTORICAL_CONTEXT,NON_DIRECTIONAL,not_directional,EFFORT_NOT_SPEED,NONE_FOR_ACCEPTANCE,X_AUTHOR_131468yasu,false,REJECTED,ALL_OUT_EFFORT_WITHOUT_SPEED_OBSERVATION,false,false,false,,,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
GXSR051,西野 真弘,オリックス・バファローズ,P009,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,REJECTED_CANDIDATE,@Kokudo357,,@Kokudo357,1843269053936504843,https://x.com/Kokudo357/status/1843269053936504843,https://x.com/Kokudo357/status/1843269053936504843,2024-10-07 12:36:03 GMT,2024-10-07,TIMESTAMP_RETURNED_BY_GROK_X,2026-08-10T11:57:58.455Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「西野 真弘」です。投稿本文に「西野 真弘」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「全力疾走」「加速」「疾走」など、実際の身体的な走りへの直接観察。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""all_out_run""]","[""GXQ006""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,お手本のような全力疾走、全力プレー,お手本のような全力疾走、全力プレー,,,CONTEMPORARY_2024_HISTORICAL_CONTEXT,CONTEMPORARY_2024_HISTORICAL_CONTEXT,NON_DIRECTIONAL,not_directional,EFFORT_NOT_SPEED,NONE_FOR_ACCEPTANCE,X_AUTHOR_Kokudo357,false,REJECTED,ALL_OUT_EFFORT_WITHOUT_SPEED_OBSERVATION,false,false,false,,,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
GXSR052,西野 真弘,オリックス・バファローズ,P009,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,REJECTED_CANDIDATE,@G6zOb,,@G6zOb,1856988323786698775,https://x.com/G6zOb/status/1856988323786698775,https://x.com/G6zOb/status/1856988323786698775,2024-11-14,2024-11-14,DAY_RETURNED_BY_GROK_X,2026-08-10T11:57:51.038Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「西野 真弘」です。投稿本文に「西野 真弘」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「スピード」「直線速度」「加速」など、走る速さへの直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""speed""]","[""GXQ004""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,まーさんも圭太もかわいくてマンチカンの子猫動画みたぐらいセロトニン出てる,まーさんも圭太もかわいくてマンチカンの子猫動画みたぐらいセロトニン出てる,,,CONTEMPORARY_2024_HISTORICAL_CONTEXT,CONTEMPORARY_2024_HISTORICAL_CONTEXT,NON_DIRECTIONAL,not_directional,ARTICLE_OR_VIDEO_REPOST,NONE_FOR_ACCEPTANCE,X_AUTHOR_G6zOb,false,REJECTED,ARTICLE_OR_VIDEO_REPOST_NOT_INDEPENDENT_SNS_ORIGIN,false,true,true,,,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
GXSR053,西野 真弘,オリックス・バファローズ,P009,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,REJECTED_CANDIDATE,@jubi94221412,,@jubi94221412,1857011850585440589,https://x.com/jubi94221412/status/1857011850585440589,https://x.com/jubi94221412/status/1857011850585440589,2024-11-14,2024-11-14,DAY_RETURNED_BY_GROK_X,2026-08-10T11:57:51.038Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「西野 真弘」です。投稿本文に「西野 真弘」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「スピード」「直線速度」「加速」など、走る速さへの直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""speed""]","[""GXQ004""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,めっちゃ癒されたけどスピード感どこ😂,めっちゃ癒されたけどスピード感どこ😂,,,CONTEMPORARY_2024_HISTORICAL_CONTEXT,CONTEMPORARY_2024_HISTORICAL_CONTEXT,NON_DIRECTIONAL,not_directional,TARGET_NOT_VERIFIABLE,NONE_FOR_ACCEPTANCE,X_AUTHOR_jubi94221412,false,REJECTED,TARGET_NOT_VERIFIABLE_FROM_RETURNED_POST_TEXT,false,false,false,,,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
GXSR054,西野 真弘,オリックス・バファローズ,P009,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,REJECTED_CANDIDATE,@PH_phBB,,@PH_phBB,1857088025856966944,https://x.com/PH_phBB/status/1857088025856966944,https://x.com/PH_phBB/status/1857088025856966944,2024-11-14,2024-11-14,DAY_RETURNED_BY_GROK_X,2026-08-10T11:57:51.038Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「西野 真弘」です。投稿本文に「西野 真弘」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「スピード」「直線速度」「加速」など、走る速さへの直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""speed""]","[""GXQ004""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,スピード対決 西野真弘/中川圭太 ショートver.｜BsTV - オリックス・バファローズ 公式,スピード対決 西野真弘/中川圭太 ショートver.｜BsTV - オリックス・バファローズ 公式,,,CONTEMPORARY_2024_HISTORICAL_CONTEXT,CONTEMPORARY_2024_HISTORICAL_CONTEXT,NON_DIRECTIONAL,not_directional,ARTICLE_OR_VIDEO_REPOST,NONE_FOR_ACCEPTANCE,X_AUTHOR_PH_phBB,false,REJECTED,ARTICLE_OR_VIDEO_REPOST_NOT_INDEPENDENT_SNS_ORIGIN,false,true,true,,,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
